business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,permanently_closed,price_level,url
OPERATIONAL,"62QP+XHV, Blaru, Kec. Pati, Kabupaten Pati, Jawa Tengah 59114, Indonesia","{'location': {'lat': -6.7600034, 'lng': 111.0363291}, 'viewport': {'northeast': {'lat': -6.758657970107278, 'lng': 111.0377135298927}, 'southwest': {'lat': -6.761357629892721, 'lng': 111.0350138701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pato,ChIJAa1BynvTcC4RgVTIMMVnTcg,0.0,ChIJAa1BynvTcC4RgVTIMMVnTcg,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJAa1BynvTcC4RgVTIMMVnTcg
OPERATIONAL,"72C6+6X9, Rendole, Muktiharjo, Kec. Margorejo, Kabupaten Pati, Jawa Tengah, Indonesia","{'location': {'lat': -6.732787999999999, 'lng': 111.0143476}, 'viewport': {'northeast': {'lat': -6.731428670107278, 'lng': 111.0156703298927}, 'southwest': {'lat': -6.734128329892722, 'lng': 111.0129706701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gate of Majapahit,ChIJ54xQTsTTcC4RSrd2l7dv_Ug,4.3,ChIJ54xQTsTTcC4RSrd2l7dv_Ug,"['tourist_attraction', 'point_of_interest', 'establishment']",454.0,{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108766994899403117531"">Erwin Harianto</a>'], 'photo_reference': 'AUGGfZlAX0ZWIGN6IvmFbGnNtBwqLtagGlkbKKx0diZTYsjvZHN-v3RZ8dls_e0U7CIA4VSLpZ08h4IJQMEg7oY6axckY0Tn1lJ2h0yZ-dTV-v1iwa96ZrRypJGdYpEK6vmOIncVkVS9yc85WyXNXr0bMh9slea0kGkytZRTudLLZl6o0Y12', 'width': 4160}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJ54xQTsTTcC4RSrd2l7dv_Ug
OPERATIONAL,"62MR+54J, Tempel, Panjunan, Pati, Pati Regency, Central Java 59116, Indonesia","{'location': {'lat': -6.7672405, 'lng': 111.0402447}, 'viewport': {'northeast': {'lat': -6.765913870107278, 'lng': 111.0415935298927}, 'southwest': {'lat': -6.768613529892722, 'lng': 111.0388938701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kuman Home,ChIJB2rLD7LTcC4R1Bs7Id5oBjM,0.0,ChIJB2rLD7LTcC4R1Bs7Id5oBjM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJB2rLD7LTcC4R1Bs7Id5oBjM
OPERATIONAL,"Jl. Kembang Joyo No.33, Cengkok, Kalidoro, Kec. Pati, Kabupaten Pati, Jawa Tengah 59117, Indonesia","{'location': {'lat': -6.7527591, 'lng': 111.0510734}, 'viewport': {'northeast': {'lat': -6.751355370107277, 'lng': 111.0524350798927}, 'southwest': {'lat': -6.754055029892721, 'lng': 111.0497354201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Tani Pati,ChIJK5gAm_nScC4RemlwH13N5qU,4.6,ChIJK5gAm_nScC4RemlwH13N5qU,"['tourist_attraction', 'point_of_interest', 'establishment']",25.0,{'open_now': True},"[{'height': 683, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106646805611491903402"">Niaga Pati</a>'], 'photo_reference': 'AUGGfZnQ7F1LPWYLM9oUmshuFpaUuFIWtMMcumUj_NkU0ZBmMfKWbK04LfuPBoCM2mYkxBwxKgpag4gJwGaOmEvB_K9RU4rUdj363brP-g2iBrN22e80ZCT3L7bHsiXvmXPqn_iJ8fTCZ22QSDKdpY5-rKah_FF-qcy5ECdBeYOy23RLFNfX', 'width': 1024}]","{'compound_code': '63W2+VC Kalidoro, Klegen, Pati Regency, Central Java, Indonesia', 'global_code': '6P5H63W2+VC'}",,,https://www.google.com/maps/place/?q=place_id:ChIJK5gAm_nScC4RemlwH13N5qU
OPERATIONAL,"7322+V3Q, Sarirejo, Pati, Pati Regency, Central Java 59118, Indonesia","{'location': {'lat': -6.7477958, 'lng': 111.0502325}, 'viewport': {'northeast': {'lat': -6.746574420107278, 'lng': 111.0518656298927}, 'southwest': {'lat': -6.749274079892722, 'lng': 111.0491659701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Genuk Kemiri,ChIJF9hJ8v7ScC4ROkiTbZzaDC4,4.5,ChIJF9hJ8v7ScC4ROkiTbZzaDC4,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",488.0,{'open_now': True},"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102541268009410267031"">Heru Keramat</a>'], 'photo_reference': 'AUGGfZnnkKtVghqKKiryyfsJ1HliRzCoSHcSq6dAi899VgGsXfAoc_Lxr9GjJoYAUfG5wIFh8EdSDfu5AfO_VKJRWk7mqgz9OYscN3Kllbm6VA4tdf11uEZBwAqu02fGLWNEhISlVHaZtH1skmo07-kqiYdBaz5o6ay7m6IfSNGbWDpX6FF0', 'width': 4624}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJF9hJ8v7ScC4ROkiTbZzaDC4
OPERATIONAL,"722F+2MQ, Jl. Taman Makam Pahlawan, Puri, Kec. Pati, Kabupaten Pati, Jawa Tengah 51193, Indonesia","{'location': {'lat': -6.7499226, 'lng': 111.0242285}, 'viewport': {'northeast': {'lat': -6.748564920107277, 'lng': 111.0255113298927}, 'southwest': {'lat': -6.751264579892721, 'lng': 111.0228116701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ternak Kuda,ChIJs2Tyn8zTcC4R_PX3CJ9_P1Q,3.0,ChIJs2Tyn8zTcC4R_PX3CJ9_P1Q,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,{'open_now': True},,,,,https://www.google.com/maps/place/?q=place_id:ChIJs2Tyn8zTcC4R_PX3CJ9_P1Q
OPERATIONAL,"62XG+77V, Puri, Pati, Pati Regency, Central Java 59113, Indonesia","{'location': {'lat': -6.7517578, 'lng': 111.0256705}, 'viewport': {'northeast': {'lat': -6.750453820107277, 'lng': 111.0270632798927}, 'southwest': {'lat': -6.753153479892721, 'lng': 111.0243636201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/monument_pinlet,Patung Kereta Kuda,ChIJoQkRcUnScC4RHN-oJoVXNTA,4.4,ChIJoQkRcUnScC4RHN-oJoVXNTA,"['tourist_attraction', 'point_of_interest', 'establishment']",407.0,{'open_now': True},"[{'height': 502, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117380221391091903482"">A Google User</a>'], 'photo_reference': 'AUGGfZn0Y8mkrgBDbZ2PRAmzLrIJL-CwSf5AD6P_ycP326ZZOrLncQFW_Z5SDKiTR5vlKpJg4rNl2wgxXxkU0WfhotqdCOqZ8MiU7gIUo4XpQVlOWtNDLPvQqHF1o-ll2Ieg3c9KUABOc8HWbqtq2AwFlRd2_WGlk-P1ouOI51Q1XfCuV4I5', 'width': 958}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJoQkRcUnScC4RHN-oJoVXNTA
OPERATIONAL,"724W+2C7, Ngembleb, Kutoharjo, Pati, Pati Regency, Central Java, Indonesia","{'location': {'lat': -6.7449635, 'lng': 111.0460407}, 'viewport': {'northeast': {'lat': -6.743562770107277, 'lng': 111.0473881298927}, 'southwest': {'lat': -6.746262429892721, 'lng': 111.0446884701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bendungan kali nanas,ChIJ73ep2cvTcC4Rf3S6NLGDplA,0.0,ChIJ73ep2cvTcC4Rf3S6NLGDplA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ73ep2cvTcC4Rf3S6NLGDplA
OPERATIONAL,"Mustokoharjo, Pati, Pati Regency, Central Java 59117, Indonesia","{'location': {'lat': -6.764405999999999, 'lng': 111.0492291}, 'viewport': {'northeast': {'lat': -6.763019470107278, 'lng': 111.0506431798927}, 'southwest': {'lat': -6.765719129892722, 'lng': 111.0479435201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bibit Ikan HM,ChIJ1SvNVxvTcC4R0Wa-yc8fFYY,4.7,ChIJ1SvNVxvTcC4R0Wa-yc8fFYY,"['tourist_attraction', 'point_of_interest', 'establishment']",34.0,{'open_now': True},"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105816852856583457437"">A Google User</a>'], 'photo_reference': 'AUGGfZnCg4nHT1pn2VizKS8GDGAeaHHMTui3OPENqsdpfglx2Q8vQ8HbTWztTqOlcRW5Kn9wTgQ1VkjwG4BH5VY0PpCJQH_vA8s0GvpolZKniSbSYGjrAL1i6eHh9cGY2LJpqivrhgFdosJyNfMQQ_UKcrLyYygoesP97ZlnYwcvV0fkm0dC', 'width': 4032}]","{'compound_code': '62PX+6M Mustokoharjo, Pati Regency, Central Java, Indonesia', 'global_code': '6P5H62PX+6M'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ1SvNVxvTcC4R0Wa-yc8fFYY
OPERATIONAL,"62WP+H7F, Pati Kidul, Pati, Pati Regency, Central Java 59114, Indonesia","{'location': {'lat': -6.7535726, 'lng': 111.0356179}, 'viewport': {'northeast': {'lat': -6.752215970107278, 'lng': 111.0370341798927}, 'southwest': {'lat': -6.754915629892722, 'lng': 111.0343345201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Mbah Muin,ChIJW58QSFDScC4R9CC65eid8wk,3.9,ChIJW58QSFDScC4R9CC65eid8wk,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",9.0,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116474488975985079434"">A Google User</a>'], 'photo_reference': 'AUGGfZkNf6IhLb6prWzz9qO8GaNeFLzuF2yMYjlRn6dNhNJN-RUojzjnJ1FtK161gM1R6949CsrQ3kIoHvfDl0Y09kIABuAQ1zjUORHJXwuCK9cgOo7KtEKPjy-8mvEt6Fy_nz86UH6pTrIIvVlGZIfm5C7HZnSsAORloXNcwEkfP0Z2u4BJ', 'width': 2250}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJW58QSFDScC4R9CC65eid8wk
