business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,photos,opening_hours,url
OPERATIONAL,"Jl. Trans Sulawesi Lintas Sel., Tolondadu II, Kec. Bolaang Uki, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 0.3831646, 'lng': 124.0125428}, 'viewport': {'northeast': {'lat': 0.3845156798927222, 'lng': 124.0138873798927}, 'southwest': {'lat': 0.3818160201072777, 'lng': 124.0111877201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,D. HOTEL PINOSABARAN,ChIJLwFBHWWxfzIRUZeetISbFf0,"{'compound_code': '92M7+72 Tolondadu II, South Bolaang Mongondow Regency, North Sulawesi, Indonesia', 'global_code': '6QG692M7+72'}",0.0,ChIJLwFBHWWxfzIRUZeetISbFf0,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJLwFBHWWxfzIRUZeetISbFf0
OPERATIONAL,"C7V6+HPR, South Adow, Pinolosian Tengah, South Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.4439955, 'lng': 124.2617614}, 'viewport': {'northeast': {'lat': 0.4453748298927222, 'lng': 124.2631110298927}, 'southwest': {'lat': 0.4426751701072777, 'lng': 124.2604113701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan a an,ChIJV0WWGRHNfzIRYDcorDhoKkQ,,0.0,ChIJV0WWGRHNfzIRYDcorDhoKkQ,"['lodging', 'point_of_interest', 'establishment']",0,"[{'height': 3060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102446724844182626764"">A Google User</a>'], 'photo_reference': 'AUGGfZkvFjv2Is9egFqAne7NEYqikR3p1QrjYYpD6yKyidN69-4PFI5VuGR-o5ViKkrdy1Ci6nGMjEq-NXLtvOFyjbe80lnAhtqLob2EwEdl-bo9xFAyNOpWlxLEdn9LmqwDCHvPJxP6r4S9pG7TP9pXrhWvPaWTWksIQ0KVK8GipZwhUYRx', 'width': 4080}]",,https://www.google.com/maps/place/?q=place_id:ChIJV0WWGRHNfzIRYDcorDhoKkQ
OPERATIONAL,"9XGQ+J6H, Popodu, Bolaang Uki, South Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.3767713, 'lng': 123.9884306}, 'viewport': {'northeast': {'lat': 0.3782049298927222, 'lng': 123.9897948798927}, 'southwest': {'lat': 0.3755052701072777, 'lng': 123.9870952201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah iswan,ChIJPwxPLIKxfzIRIWtrCvc8iTE,,2.0,ChIJPwxPLIKxfzIRIWtrCvc8iTE,"['lodging', 'point_of_interest', 'establishment']",1,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101183789837002194007"">A Google User</a>'], 'photo_reference': 'AUGGfZmmIEvTqcHJjbfeJj2GWmt-kr8aw2VrooZzYL5-Enq0IQfCsGP-n1yT9Ux4xGEnD3C3TPDDLZ_z7hp6UwasQD36SKldJ8wocbHMjHPDDj4MyEMD5W9YV_HBbdxDmChJOedMa8piaUFo8htMZH8BXXB4qcgqmY2V_7hwfZXB9JM4S8Vn', 'width': 720}]",,https://www.google.com/maps/place/?q=place_id:ChIJPwxPLIKxfzIRIWtrCvc8iTE
OPERATIONAL,"9XPH+7WX, Toluaya, Bolaang Uki, South Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.3850508, 'lng': 123.9791906}, 'viewport': {'northeast': {'lat': 0.3864093798927222, 'lng': 123.9805777298927}, 'southwest': {'lat': 0.3837097201072777, 'lng': 123.9778780701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Ravila pangalila,ChIJXfOkvDKxfzIRq2WlGE48Q9k,,5.0,ChIJXfOkvDKxfzIRq2WlGE48Q9k,"['lodging', 'point_of_interest', 'establishment']",1,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108778037464853398219"">A Google User</a>'], 'photo_reference': 'AUGGfZlKNXRAMMOfn53rOhkAZ5Kp9JCkBewn9eNOlhVRWSMUmueBMbjdFVKoz9Yor3UIfqowNYJKMB11xVo-Pu7lUV8Yctz6K-mqsuAm69o7mkjhcyiLoZxCXiwvbNGT30LzC94ntwkVkspsMXpA_V7eYBwDwy7YMcsX5-nyM_JiBNZ7pWJr', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJXfOkvDKxfzIRq2WlGE48Q9k
OPERATIONAL,"FC2P+844, Modisi, Pinolosian Timur, South Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.4490891, 'lng': 124.4343408}, 'viewport': {'northeast': {'lat': 0.4504494298927222, 'lng': 124.4356894298927}, 'southwest': {'lat': 0.4477497701072778, 'lng': 124.4329897701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Uyo pamondolang,ChIJnTrccSzVfzIRZ1sO2EYRjHU,,0.0,ChIJnTrccSzVfzIRZ1sO2EYRjHU,"['lodging', 'point_of_interest', 'establishment']",0,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104997769773996601358"">Uyo Pamondolang</a>'], 'photo_reference': 'AUGGfZmsNLpOwhqXAz6JWYCbHUT8EuuwdLsXngXeKXW4Kg7johMwc_y-9-vEkX2ojPiGmw9vn0yg77PmWgZSdccDAFWAawNTs2xAhkhI7KdPIfnrS3up-Yx9gCf5iRoK9-_5bJWuQvRRxWYKR8qvUzfIw6uUCzsFfDqp0gTYfCeHabc5Lr4c', 'width': 4624}]",,https://www.google.com/maps/place/?q=place_id:ChIJnTrccSzVfzIRZ1sO2EYRjHU
OPERATIONAL,"9XPH+8W6, Toluaya, Bolaang Uki, South Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.3857759000000001, 'lng': 123.9799028}, 'viewport': {'northeast': {'lat': 0.3871327298927222, 'lng': 123.9812212798928}, 'southwest': {'lat': 0.3844330701072778, 'lng': 123.9785216201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Penginapan Alnacah,ChIJz1R1GBexfzIR0EgjlqPdHOE,,0.0,ChIJz1R1GBexfzIR0EgjlqPdHOE,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJz1R1GBexfzIR0EgjlqPdHOE
OPERATIONAL,"Jl. Salea No.13, Modisi, Kec. Pinolosian Tim., Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara 95775, Indonesia","{'location': {'lat': 0.4518749, 'lng': 124.4372973}, 'viewport': {'northeast': {'lat': 0.4532211298927222, 'lng': 124.4386683798927}, 'southwest': {'lat': 0.4505214701072778, 'lng': 124.4359687201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Allan,ChIJiUk7yJ7VfzIRBtKhVtfc2aM,"{'compound_code': 'FC2P+QW Modisi, South Bolaang Mongondow Regency, North Sulawesi, Indonesia', 'global_code': '6QG6FC2P+QW'}",0.0,ChIJiUk7yJ7VfzIRBtKhVtfc2aM,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJiUk7yJ7VfzIRBtKhVtfc2aM
OPERATIONAL,"FCF8+3Q, Onggunoi, Pinolosian Timur, South Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.4726454999999999, 'lng': 124.4169144}, 'viewport': {'northeast': {'lat': 0.4739952798927223, 'lng': 124.4183035298927}, 'southwest': {'lat': 0.4712956201072778, 'lng': 124.4156038701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah papa Noni,ChIJreaL3iHTfzIRiNSOLGTkl1c,,5.0,ChIJreaL3iHTfzIRiNSOLGTkl1c,"['lodging', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJreaL3iHTfzIRiNSOLGTkl1c
OPERATIONAL,"FCP5+437, Dayow, Pinolosian Timur, South Bolaang Mongondow Regency, North Sulawesi 95775, Indonesia","{'location': {'lat': 0.4860944, 'lng': 124.4077085}, 'viewport': {'northeast': {'lat': 0.4874468298927223, 'lng': 124.4091004798927}, 'southwest': {'lat': 0.4847471701072778, 'lng': 124.4064008201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rumah Yogi yapooo,ChIJncpova7TfzIRhdDokqUhRDA,,0.0,ChIJncpova7TfzIRhdDokqUhRDA,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJncpova7TfzIRhdDokqUhRDA
OPERATIONAL,"Jl. Beriman No.3, Modisi, Kec. Pinolosian Tim., Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara 95775, Indonesia","{'location': {'lat': 0.451582, 'lng': 124.436071}, 'viewport': {'northeast': {'lat': 0.4529240798927222, 'lng': 124.4373982298927}, 'southwest': {'lat': 0.4502244201072778, 'lng': 124.4346985701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Trisno Hinondaleng,ChIJ-_F_Qv3VfzIRlTFMpJ80VPk,"{'compound_code': 'FC2P+JC Modisi, South Bolaang Mongondow Regency, North Sulawesi, Indonesia', 'global_code': '6QG6FC2P+JC'}",0.0,ChIJ-_F_Qv3VfzIRlTFMpJ80VPk,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ-_F_Qv3VfzIRlTFMpJ80VPk
OPERATIONAL,"FC3P+2C6, Modisi, Pinolosian Timur, South Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.4533256, 'lng': 124.4365396}, 'viewport': {'northeast': {'lat': 0.4547099798927222, 'lng': 124.4378921298927}, 'southwest': {'lat': 0.4520103201072778, 'lng': 124.4351924701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Rikna Lahutung,ChIJgUvTdenVfzIRs-mLKZkWboE,,5.0,ChIJgUvTdenVfzIRs-mLKZkWboE,"['lodging', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJgUvTdenVfzIRs-mLKZkWboE
OPERATIONAL,"9X7F+28Q, Unnamed Road, Salongo, Kec. Bolaang Uki, Kabupaten Bolaang Mongondow Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 0.3626615, 'lng': 123.973381}, 'viewport': {'northeast': {'lat': 0.3640343298927222, 'lng': 123.9747333298927}, 'southwest': {'lat': 0.3613346701072778, 'lng': 123.9720336701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Kost & Penginapan Pradipta,ChIJ75veAsilfzIR79kktO03Hx4,,5.0,ChIJ75veAsilfzIR79kktO03Hx4,"['lodging', 'point_of_interest', 'establishment']",2,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116151169817478640475"">Recky Syamsu</a>'], 'photo_reference': 'AUGGfZksoYZzA6hAc2B6zoRrgxQMP--zUy0bXgEsRhAv8laQByWLTO8B9L_4A8AgHZKrkKnRig_BVsLSUs0EwWNVDbscOO9SCgPHPl5nVcVwqPKAE-CFGLrfk8V_DO1H1FHz3TcbjxYdkK43gRBXWYxShobDDfamj0AYEYxOHqM4VZ4QS7tX', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJ75veAsilfzIR79kktO03Hx4
OPERATIONAL,"CXF9+PQ7, Molibagu, Bolaang Uki, South Bolaang Mongondow Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.4242972, 'lng': 123.9694276}, 'viewport': {'northeast': {'lat': 0.4273534499999999, 'lng': 123.9735622}, 'southwest': {'lat': 0.42327845, 'lng': 123.9680494}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,R3 Home Stay,ChIJKyXeFwCvfzIREowBgoYAfJo,,0.0,ChIJKyXeFwCvfzIREowBgoYAfJo,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJKyXeFwCvfzIREowBgoYAfJo
