formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,plus_code,rating,user_ratings_total,url
"Purworejo Regency, Central Java, Indonesia","{'location': {'lat': -7.6964509, 'lng': 109.9989416}, 'viewport': {'northeast': {'lat': -7.519268899999999, 'lng': 110.141861}, 'southwest': {'lat': -7.8967501, 'lng': 109.7980679}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Purworejo Regency,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117003113016672834715"">Afriana Ajeng</a>'], 'photo_reference': 'AUGGfZnJRWn_JmbLpOoFR80w7MoDZuQNorP00_bzGPiDd2rTPq-u3kc6wuqmO1s0W5sDHRXT1kAdYlIdKC-lZFi1DfvBJ1I6A1HErvRCU9OqN_uHgpVexC7TnGB_mRlvlJYd_DLYGnK88kQj4Z8TyKpuyQtpdw-o7CbcvSiC0h46AQKg7izK', 'width': 2250}]",ChIJld6cPmbqei4RoLpS43Z6AgM,ChIJld6cPmbqei4RoLpS43Z6AgM,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJld6cPmbqei4RoLpS43Z6AgM
"Krajan, Ganggeng, Purworejo, Purworejo Regency, Central Java 54119, Indonesia","{'location': {'lat': -7.747716, 'lng': 110.0197674}, 'viewport': {'northeast': {'lat': -7.746377970107279, 'lng': 110.0211664298927}, 'southwest': {'lat': -7.749077629892723, 'lng': 110.0184667701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pendopo Outbound Kalimassada Semawung,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116352248785981294898"">A Google User</a>'], 'photo_reference': 'AUGGfZndrNVTtgSB1bV3pNDTZvXcHUc6CjQ_sgkcaAYh1HWl5j40tYd8NZimKXcMiGDwaQAaMLCA8UIto_AMZ84mm157RRKY-JqfFzyG_qNmlcNmMCNRPq5EMvBwrZD3MKiXgIwj5CoeWNl5uCIyRdzX_M5hnVrjs6ZkCNwKERLN3NpQWhu5', 'width': 1280}]",ChIJu-RdblHpei4RXpxdq88ZwBU,ChIJu-RdblHpei4RXpxdq88ZwBU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': '7229+WW Ganggeng, Purworejo Regency, Central Java, Indonesia', 'global_code': '6P4G7229+WW'}",4.6,68.0,https://www.google.com/maps/place/?q=place_id:ChIJu-RdblHpei4RXpxdq88ZwBU
"Purworejo, Purworejo Regency, Central Java, Indonesia","{'location': {'lat': -7.7129424, 'lng': 110.0092652}, 'viewport': {'northeast': {'lat': -7.692244899999999, 'lng': 110.0302187}, 'southwest': {'lat': -7.737427999999999, 'lng': 109.9860535}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Purworejo,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117003113016672834715"">Afriana Ajeng</a>'], 'photo_reference': 'AUGGfZnA2utzqAhDlEbOpahAnks0ffhcG5qoJw27PyVB5zQb6AzEPTCIGPASkiRUX0Ot4ZAWhzcx1XlbalFfDE4hVutU-fYhSH9t1IA2Bodw1hGWjiopaYixXrFG5LhnymJAslFYm9F3IfaXirzXAAUGIb9Y4IE5k68JMHXMdGfjVtxJQ4-D', 'width': 2250}]",ChIJx_CCCTnpei4RtwEsnjDewhc,ChIJx_CCCTnpei4RtwEsnjDewhc,"['locality', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJx_CCCTnpei4RtwEsnjDewhc
"62W7+QQ2, Kemandungan, Wonoroto, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah 54119, Indonesia","{'location': {'lat': -7.7531085, 'lng': 110.0143936}, 'viewport': {'northeast': {'lat': -7.751522620107277, 'lng': 110.0158346298927}, 'southwest': {'lat': -7.754222279892721, 'lng': 110.0131349701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Pelangi Wonoroto,"[{'height': 1944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117474034241263643655"">nur setyo</a>'], 'photo_reference': 'AUGGfZlRs6DYhf_ZoVUSJAWqMW85lIvOc8vv3LrND2zXruTlmh09sTyxIh-rbxeAsuyguR84ITAv-RDwceqYhXIBXg-oBsfkktFRO0IE11tU85qq_oJE17Gc7ENQ4v2QdzvTipaCvumjX8aMHuQFe6nqVURvlgcWWoHP7W97Q-kjBc_UkoPy', 'width': 2592}]",ChIJFfhXamXpei4RSAU6zMHT1zY,ChIJFfhXamXpei4RSAU6zMHT1zY,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.5,21.0,https://www.google.com/maps/place/?q=place_id:ChIJFfhXamXpei4RSAU6zMHT1zY
"Jl. Kemiri Pakis Arum No.Km 03 RT.01/RW.2, Krajan 1, Kaliurip, Kec. Kemiri, Kabupaten Purworejo, Jawa Tengah 54262, Indonesia","{'location': {'lat': -7.656223900000001, 'lng': 109.8989804}, 'viewport': {'northeast': {'lat': -7.654374020107281, 'lng': 109.8997565298927}, 'southwest': {'lat': -7.657073679892725, 'lng': 109.8970568701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Wisata Curug Kaliurip Purworejo,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106855180383900950203"">Difa Channel</a>'], 'photo_reference': 'AUGGfZlNd8ipLIjRgoB43kquR2KuYPvhIw841O0V_8PQWWQx5QwpyDwzjKO4V-FLzaWEcoElCzp6d-TjfU-xZ07jWyTfJmR1ARcaLX_0PgqHgvyFLM7a6civ6U3XUBwXysCjSPL_xanwbRVBVCwxl-HthhhBAG1y6y0llcTp4QdVc9VlOfJd', 'width': 3840}]",ChIJqQlarYHAei4RECNkLytMlqo,ChIJqQlarYHAei4RECNkLytMlqo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': '8VVX+GH Kaliurip, Purworejo Regency, Central Java, Indonesia', 'global_code': '6P4F8VVX+GH'}",4.2,330.0,https://www.google.com/maps/place/?q=place_id:ChIJqQlarYHAei4RECNkLytMlqo
"5V3P+P42, Pantai Ketawang Indah, Sengoro Wetan, Ketawangrejo, Kec. Grabag, Kabupaten Purworejo, Jawa Tengah 54265, Indonesia","{'location': {'lat': -7.845740999999999, 'lng': 109.885281}, 'viewport': {'northeast': {'lat': -7.844357370107277, 'lng': 109.8869382798927}, 'southwest': {'lat': -7.847057029892721, 'lng': 109.8842386201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ketawang Beach Purworejo,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108132425516341525015"">Emma Millania Kartini</a>'], 'photo_reference': 'AUGGfZkj3GxoOJAi_MiiQza7z5Tr3RkyyeMSI5PempXhMxFPqy20VdSiIqPqk2KS1HvKDBdvnlWO6RG9k0DgeDjmSl27XdbrmPJW6lJr9ECtx7vnKhc1Y8eSKIr0xYGFyf3vADwVWNkLgRwk-jszMYAXWPYQyKF5hirUf-d1FmQNrivGaLhT', 'width': 4624}]",ChIJl2Gq4-Tcei4RaHN8r9eRZNo,ChIJl2Gq4-Tcei4RaHN8r9eRZNo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,4.3,2161.0,https://www.google.com/maps/place/?q=place_id:ChIJl2Gq4-Tcei4RaHN8r9eRZNo
"62P7+V7G, Kriyan, Popongan, Kec. Banyuurip, Kabupaten Purworejo, Jawa Tengah 54171, Indonesia","{'location': {'lat': -7.7628189, 'lng': 110.0132147}, 'viewport': {'northeast': {'lat': -7.761452020107279, 'lng': 110.0146634798927}, 'southwest': {'lat': -7.764151679892723, 'lng': 110.0119638201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,JEMBATAN GANTUNG SEMAPOP PURWOREJO,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114928226175039886268"">Syahid Ashari</a>'], 'photo_reference': 'AUGGfZlKDAvn08iWxsNY78vLpOyaEPF2X4lLphQW-G5q0TP-ROMvVcB-Kd7WkFORe_RAbmmRSkBOnvKr1CnaYWjsi5Ypr-GWa4msV2GL9Rq-Niw2C3VEjAc2YIERVQMSGklTTbKmPx-8yHpTyfl--C3FaTA0jPflSqSTLPsXuJC_E4vj-Dui', 'width': 4000}]",ChIJfSLp9k7pei4RublIyZqvNZk,ChIJfSLp9k7pei4RublIyZqvNZk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,4.7,53.0,https://www.google.com/maps/place/?q=place_id:ChIJfSLp9k7pei4RublIyZqvNZk
"722C+XG2, Sawah, Semawung, Kec. Purworejo, Kabupaten Purworejo, Jawa Tengah 54119, Indonesia","{'location': {'lat': -7.747624, 'lng': 110.0212744}, 'viewport': {'northeast': {'lat': -7.746221670107277, 'lng': 110.0225955298927}, 'southwest': {'lat': -7.748921329892721, 'lng': 110.0198958701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung Semawung,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112799735891355965941"">A Google User</a>'], 'photo_reference': 'AUGGfZnyCeuu8SwqRrk3vUkMUONk8_IjpBxfwPS9_LZZAMuraZ9IMN4se7qIyLjrAnGmrSCH1v4QrweRN463vA7NyJutzVi8DQpvdkff0yxlcdFUKXgGAUbavYJGvuLmmBgHTvOG8koXwnnEzdwz-we3-0OIeoJnFsSw16wAr8txwree8B2I', 'width': 3120}]",ChIJ0ZuIXW7pei4RKdiZn1TpYRA,ChIJ0ZuIXW7pei4RKdiZn1TpYRA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,4.5,123.0,https://www.google.com/maps/place/?q=place_id:ChIJ0ZuIXW7pei4RKdiZn1TpYRA
"Sekretariat, Balai Desa, Krajan, Kaligono, Kec. Kaligesing, Kabupaten Purworejo, Jawa Tengah 54175, Indonesia","{'location': {'lat': -7.7349139, 'lng': 110.0804058}, 'viewport': {'northeast': {'lat': -7.733435770107278, 'lng': 110.0818128298927}, 'southwest': {'lat': -7.736135429892721, 'lng': 110.0791131701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dewi Kano Tourism Village Kaligono,"[{'height': 1232, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110516782600781706959"">Taman Sidandang</a>'], 'photo_reference': 'AUGGfZm-uQOA9VhYx1ZWAL_MYeWshf2GbkSySg36QzOst9BDvcQCDr7Bzc0KCjj-3Terc6L3rqWBFEgz_5QO6VbaDi4iMKkqIP6PamJDD57hAOtJyD9ILqPEsh8klBQCSXIC9eDS83DrrojzCK20pE2GA75E4OJOCbGC8SEqQvQg8mM-oKNC', 'width': 2048}]",ChIJncQTbi3sei4RFJB3RDIWNJc,ChIJncQTbi3sei4RFJB3RDIWNJc,"['tourist_attraction', 'travel_agency', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': '738J+25 Kaligono, Purworejo Regency, Central Java, Indonesia', 'global_code': '6P4G738J+25'}",4.4,284.0,https://www.google.com/maps/place/?q=place_id:ChIJncQTbi3sei4RFJB3RDIWNJc
"9XM5+WGP, Area Hutan/ Kebun, Puspo, Kec. Bruno, Kabupaten Purworejo, Jawa Tengah 54262, Indonesia","{'location': {'lat': -7.615151600000001, 'lng': 109.958841}, 'viewport': {'northeast': {'lat': -7.613801770107279, 'lng': 109.9601908298927}, 'southwest': {'lat': -7.616501429892723, 'lng': 109.9574911701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit watu tumpang Adventure,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100691694344821918899"">A Google User</a>'], 'photo_reference': 'AUGGfZn8b97AC4bS-pCKB8jJN7IjuxvDccFj-g7vsQiOUWm3GEycjKOhvenVHZ199jjOkudzoW1VXGuC-wwA6r8hzXchGJdYs6mjVZnbRUTTqsOXyu21gefNzIg4DByDdS7OZ8oouJBZ7_Gce5AEeIlPdCRfQUkcml1OJHDXt0lRx1sPWiLy', 'width': 2448}]",ChIJiQa8hrqVei4RfWs6V1YY3vo,ChIJiQa8hrqVei4RfWs6V1YY3vo,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.8,6.0,https://www.google.com/maps/place/?q=place_id:ChIJiQa8hrqVei4RfWs6V1YY3vo
