business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,url
OPERATIONAL,"X84W+6V8, Jl. Raya Ps. Sungelebak Karanggeneng Lamongan, Simo, Sungelebak, Kec. Kalitengah, Kabupaten Lamongan, Jawa Timur, Indonesia","{'location': {'lat': -7.044450899999999, 'lng': 112.3472026}, 'viewport': {'northeast': {'lat': -7.043120520107278, 'lng': 112.3486201298927}, 'southwest': {'lat': -7.045820179892722, 'lng': 112.3459204701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rawa Sebanget,ChIJ5eAqFujvdy4R6AUks2HFW7A,0.0,ChIJ5eAqFujvdy4R6AUks2HFW7A,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ5eAqFujvdy4R6AUks2HFW7A
OPERATIONAL,"2954+GC, Jagran, Kec. Karang Geneng, Kabupaten Lamongan, Jawa Timur, Indonesia","{'location': {'lat': -6.9911673, 'lng': 112.3560938}, 'viewport': {'northeast': {'lat': -6.990369649999999, 'lng': 112.3570775298927}, 'southwest': {'lat': -6.993560250000001, 'lng': 112.3543778701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rowo Fendik,ChIJ_QuyLI3vdy4RPC_UYhU-6dI,5.0,ChIJ_QuyLI3vdy4RPC_UYhU-6dI,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ_QuyLI3vdy4RPC_UYhU-6dI
OPERATIONAL,"294J+P4, Mertani, Kec. Karang Geneng, Kabupaten Lamongan, Jawa Timur, Indonesia","{'location': {'lat': -6.9932336, 'lng': 112.3803255}, 'viewport': {'northeast': {'lat': -6.991884120107278, 'lng': 112.3816660298927}, 'southwest': {'lat': -6.994583779892722, 'lng': 112.3789663701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tikungan Rawa Mertani,ChIJTV77Vrbvdy4ROh5VXU6igwY,0.0,ChIJTV77Vrbvdy4ROh5VXU6igwY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJTV77Vrbvdy4ROh5VXU6igwY
OPERATIONAL,"283J+5CC, Kaligerman, Kec. Karang Geneng, Kabupaten Lamongan, Jawa Timur, Indonesia","{'location': {'lat': -6.9970582, 'lng': 112.3310081}, 'viewport': {'northeast': {'lat': -6.995790020107278, 'lng': 112.3323405298927}, 'southwest': {'lat': -6.998489679892722, 'lng': 112.3296408701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tambangan Perahu Pasar Legi Kaligerman,ChIJLxoqvtDtdy4RfykM8jKu_lU,0.0,ChIJLxoqvtDtdy4RfykM8jKu_lU,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJLxoqvtDtdy4RfykM8jKu_lU
OPERATIONAL,"X8RV+M3P, RT.01/RW.01, Kawisto, Kawistolegi, Kec. Karang Geneng, Kabupaten Lamongan, Jawa Timur, Indonesia","{'location': {'lat': -7.0082827, 'lng': 112.3427181}, 'viewport': {'northeast': {'lat': -7.005631600000001, 'lng': 112.3438612798927}, 'southwest': {'lat': -7.009166399999998, 'lng': 112.3411616201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Bengawan Cinta Kawistolegi,ChIJ8-lzJwDvdy4Rc6IYcrFW2QI,0.0,ChIJ8-lzJwDvdy4Rc6IYcrFW2QI,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8-lzJwDvdy4Rc6IYcrFW2QI
OPERATIONAL,"X8WP+8FJ, Bungkawak, Tejoasri, Kec. Laren, Kabupaten Lamongan, Jawa Timur 62262, Indonesia","{'location': {'lat': -7.004165299999999, 'lng': 112.3361271}, 'viewport': {'northeast': {'lat': -7.00172885, 'lng': 112.3377067298927}, 'southwest': {'lat': -7.004977450000001, 'lng': 112.3350070701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Oxbow Lake Karanggeneng,ChIJO8F5Ro_vdy4RY0GX6fQSn_I,5.0,ChIJO8F5Ro_vdy4RY0GX6fQSn_I,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJO8F5Ro_vdy4RY0GX6fQSn_I
OPERATIONAL,"Padenganploso, Pucuk, Lamongan Regency, East Java, Indonesia","{'location': {'lat': -7.061437499999999, 'lng': 112.3250625}, 'viewport': {'northeast': {'lat': -7.059728520107278, 'lng': 112.3264362798927}, 'southwest': {'lat': -7.062428179892722, 'lng': 112.3237366201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Gazebo Desa Padenganploso,ChIJLQZga1Dzdy4RJDXnAu3lceU,5.0,ChIJLQZga1Dzdy4RJDXnAu3lceU,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102463597520083242950"">A Google User</a>'], 'photo_reference': 'AUGGfZnKBpsx1JbHgmixefsB_QMobOtH09ZeVYDOpcRLS4ZNT46kKL0k7QOhOyfE4E33dqbWavC7iEdwS-vbGJY--awD-_uyKKBSv028FhA1jRVUNw6KqjywmwWwANgvLWHatFFN3hNHVwwDSlKg5VX7-BUx-2PA2ZekGxPSoqlvPFrfBpI', 'width': 4000}]","{'compound_code': 'W8QG+C2 Padenganploso, Lamongan Regency, East Java, Indonesia', 'global_code': '6P4JW8QG+C2'}",https://www.google.com/maps/place/?q=place_id:ChIJLQZga1Dzdy4RJDXnAu3lceU
OPERATIONAL,"289V+45G, Singkul, Karangtawar, Kec. Laren, Kabupaten Lamongan, Jawa Timur 62262, Indonesia","{'location': {'lat': -6.9819571, 'lng': 112.3424876}, 'viewport': {'northeast': {'lat': -6.980723620107279, 'lng': 112.3440104298927}, 'southwest': {'lat': -6.983423279892723, 'lng': 112.3413107701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot mancing,ChIJl7fnDwDvdy4RxvY56TGuk4A,0.0,ChIJl7fnDwDvdy4RxvY56TGuk4A,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJl7fnDwDvdy4RxvY56TGuk4A
OPERATIONAL,"X8H4+XQ4, Sawah, Ngayung, Kec. Maduran, Kabupaten Lamongan, Jawa Timur, Indonesia","{'location': {'lat': -7.020113899999999, 'lng': 112.3069532}, 'viewport': {'northeast': {'lat': -7.018764070107277, 'lng': 112.3083030298927}, 'southwest': {'lat': -7.021463729892721, 'lng': 112.3056033701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,telaga desa ngayung,ChIJeyC-rwHtdy4RxTOQxC0JYvY,0.0,ChIJeyC-rwHtdy4RxTOQxC0JYvY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJeyC-rwHtdy4RxTOQxC0JYvY
OPERATIONAL,"289V+XM2, Sawah, Karangtawar, Kec. Laren, Kabupaten Lamongan, Jawa Timur, Indonesia","{'location': {'lat': -6.9801008, 'lng': 112.3441278}, 'viewport': {'northeast': {'lat': -6.978923020107278, 'lng': 112.3452240298927}, 'southwest': {'lat': -6.981622679892722, 'lng': 112.3425243701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,tempat ikan,ChIJE84CFQDvdy4RNOzo7tERXzE,5.0,ChIJE84CFQDvdy4RNOzo7tERXzE,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJE84CFQDvdy4RNOzo7tERXzE
