formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,plus_code,rating,user_ratings_total,opening_hours,url
"Banjarmasin, Banjarmasin City, South Kalimantan, Indonesia","{'location': {'lat': -3.3186067, 'lng': 114.5943784}, 'viewport': {'northeast': {'lat': -3.2677559, 'lng': 114.643453}, 'southwest': {'lat': -3.366687, 'lng': 114.5449722}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Banjarmasin,"[{'height': 399, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100976240220261213092"">A Google User</a>'], 'photo_reference': 'AUGGfZlTIx7krNzL2CKtOj4sG76R9PqsIphZXvCr0kxW4RHD_W4w7iD9R6nMcWear2ExX3-3MLBUl2mnMjleYJJQon7Sr67NGutP7LemI3OfB13bRfnl-LaYanPrD_BxkTBJcr_ws1kDQkQqslZ6FeocVUsblJ-QRJ1USC5v1W0vFidC4Pt5', 'width': 720}]",ChIJYcnuoZog5C0R0gSSwPwLAyY,ChIJYcnuoZog5C0R0gSSwPwLAyY,"['locality', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJYcnuoZog5C0R0gSSwPwLAyY
"Jl. Kapten Piere Tendean No.07, RT.16/RW.2, Gadang, Kec. Banjarmasin Tengah, Kota Banjarmasin, Kalimantan Selatan 70123, Indonesia","{'location': {'lat': -3.3169893, 'lng': 114.5931235}, 'viewport': {'northeast': {'lat': -3.315640220107278, 'lng': 114.5944827798927}, 'southwest': {'lat': -3.318339879892723, 'lng': 114.5917831201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Menara Pandang Banjarmasin,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106619182935231834633"">isabella Zaafarani</a>'], 'photo_reference': 'AUGGfZnwY2USeBHd4Sb4TzTN_TQox4nnACb7Jp3yLwnK6aSnQcAAnI4WBBSgAWdTIhQsujjFm4Js7uK4gsOKlgEaN-p8fipQDNfCIsTDZDF5RASvqPMiM3AUWiZV_7nBy0suRWR6nk4XchUYIMVVuYvPrImgQmc_JGQBwZuo8C0_i5mkAb1F', 'width': 4000}]",ChIJsR-eh8Ej5C0RoLXKWmoaUww,ChIJsR-eh8Ej5C0RoLXKWmoaUww,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'MHMV+66 Gadang, Banjarmasin City, South Kalimantan, Indonesia', 'global_code': '6P8PMHMV+66'}",4.4,7418.0,,https://www.google.com/maps/place/?q=place_id:ChIJsR-eh8Ej5C0RoLXKWmoaUww
"MHJV+J24, Jl. Jend Sudirman, Siring, Antasan Besar, Kec. Banjarmasin Tengah, Kota Banjarmasin, Kalimantan Selatan 70123, Indonesia","{'location': {'lat': -3.3184996, 'lng': 114.5925817}, 'viewport': {'northeast': {'lat': -3.317163320107278, 'lng': 114.5938633298927}, 'southwest': {'lat': -3.319862979892723, 'lng': 114.5911636701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Siring Kota Banjarmasin,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101343691777405702283"">A Google User</a>'], 'photo_reference': 'AUGGfZk5wRHpxhTVMpGXj6xfAhxliHgAHt-h_pFO854EeLAFA9NfMUnQk7tbxRLO3RRQVzpO6Ml3DmFq2i8_QkQIyOzXgoQx9psunOYFZLOr9rZIG9340NuhvAwzKrNN4xgUxjIe3anL0tR8XyALz0bTHbw4rcz6PAQbxTeefrrWK_gSalCW', 'width': 4624}]",ChIJzZZVS8Ij5C0RZYldusnP-tI,ChIJzZZVS8Ij5C0RZYldusnP-tI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.6,5457.0,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJzZZVS8Ij5C0RZYldusnP-tI
"MJM3+G3F, Melayu, Banjarmasin Tengah, Banjarmasin City, South Kalimantan 70121, Indonesia","{'location': {'lat': -3.3161827, 'lng': 114.6026564}, 'viewport': {'northeast': {'lat': -3.314820820107278, 'lng': 114.6040113798927}, 'southwest': {'lat': -3.317520479892722, 'lng': 114.6013117201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Kampung Biru,"[{'height': 2088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103730289385378409049"">zaki muhammad</a>'], 'photo_reference': 'AUGGfZnfOuT79N2e9k7DHpX1OL3f9AnebREaMb7rTR2w8TSjeW4THxeircszv6u-u9pIvMXzCzrziJBepLbIPlt_9imKaS2S8oc1AZ3OZhvzOV8lmhrk1mFnrsj-spvdkQooJZ2zebCX0T9GejMcfNrN-lkVHGA8-ZWHecXR-i65Zgf3yZWs', 'width': 4640}]",ChIJYWlOl5Uj5C0R00iPfitR3-U,ChIJYWlOl5Uj5C0R00iPfitR3-U,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.8,12.0,,https://www.google.com/maps/place/?q=place_id:ChIJYWlOl5Uj5C0R00iPfitR3-U
"Jl. Jend Sudirman, Antasan Besar, Kec. Banjarmasin Tengah, Kota Banjarmasin, Kalimantan Selatan 70123, Indonesia","{'location': {'lat': -3.315039, 'lng': 114.592524}, 'viewport': {'northeast': {'lat': -3.313684220107278, 'lng': 114.5938250298927}, 'southwest': {'lat': -3.316383879892722, 'lng': 114.5911253701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Siring 0 Kilometer Banjarmasin,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102186884263296827406"">Edi Iswanto</a>'], 'photo_reference': 'AUGGfZnno4EFg2ix5Ffo8AcWf8KsLqq-3cWCeoHkW_JSFqSqVCP_DwSlmFmuJ-q928nOQVy2HwdbldcT0_q9V1B5MrD1fOttsAZTLbEdfIPCggBHVL7Tf4qAUC6A6MzHSl8G1PYGs2-itYudqllnqhmqOiYE8dTD6W4i0h3S5WUw3nTVUCRx', 'width': 4000}]",ChIJIR4RVsAj5C0RgJjgddkR6Eo,ChIJIR4RVsAj5C0RgJjgddkR6Eo,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'MHMV+X2 Antasan Besar, Banjarmasin City, South Kalimantan, Indonesia', 'global_code': '6P8PMHMV+X2'}",4.5,3922.0,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJIR4RVsAj5C0RgJjgddkR6Eo
"Banjarmasin Barat, Banjarmasin City, South Kalimantan, Indonesia","{'location': {'lat': -3.329746, 'lng': 114.5694886}, 'viewport': {'northeast': {'lat': -3.2933118, 'lng': 114.5895281}, 'southwest': {'lat': -3.3475321, 'lng': 114.549384}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Banjarmasin Barat,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105225715251493627418"">A Google User</a>'], 'photo_reference': 'AUGGfZkMseo8K2TAvXw0tALjhAZy3GktBN2h37s5qm1ToUy5RT7FPqkiuJJkUBEtDmATRKl7GypGzYxhC7XFCcxWmz3WB2Tm09pcCXCn9KtT830ggvtCYqjbO5L3mXt3R5inxlPZ7cxQZhbpBQe1fANwGoBx3S6fKosy_Fx-gmhyWRmGjvIe', 'width': 1080}]",ChIJy47g-jIi5C0R9F5BQ84lSNA,ChIJy47g-jIi5C0R9F5BQ84lSNA,"['administrative_area_level_3', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJy47g-jIi5C0R9F5BQ84lSNA
"MHGV+W94, Kertak Baru Ulu, Banjarmasin Tengah, Banjarmasin City, South Kalimantan 70231, Indonesia","{'location': {'lat': -3.3227441, 'lng': 114.5934427}, 'viewport': {'northeast': {'lat': -3.321419670107277, 'lng': 114.5947595298927}, 'southwest': {'lat': -3.324119329892722, 'lng': 114.5920598701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kota lama banjarmasin,"[{'height': 3942, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110141448439901378634"">Andri Aditya</a>'], 'photo_reference': 'AUGGfZkKukg1Q-ysw9uFvJ7eUHe4DNcDomw44xNIr6rei9j6OPLfago3mp0USe8IO7_ShHhGZIhCDNvsl1L7-jSiq4K1cyGlQZYXDZofBWgzdU9SJM9LN6xeb6dXpQCYs7RfInrXDH4SmPaBHe76m_Tfx8A1xx3Glbm44X99tPwiqiDMfI2O', 'width': 3468}]",ChIJK53eX8gj5C0Rby8wvRRfYkk,ChIJK53eX8gj5C0Rby8wvRRfYkk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.6,46.0,,https://www.google.com/maps/place/?q=place_id:ChIJK53eX8gj5C0Rby8wvRRfYkk
"Kertak Baru Ulu, Banjarmasin Tengah, Banjarmasin City, South Kalimantan 70231, Indonesia","{'location': {'lat': -3.3221064, 'lng': 114.5872086}, 'viewport': {'northeast': {'lat': -3.320756570107278, 'lng': 114.5885584298927}, 'southwest': {'lat': -3.323456229892722, 'lng': 114.5858587701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Kamboja,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111646637744861434143"">Kartika Puspita Sari</a>'], 'photo_reference': 'AUGGfZnNCL-RpfgKXmRa1cZ7i4y80lGA7SXrHuFpRvkotnWfFHk6-Xg56koeaihCvjvCcfU7V8awxo8-_8rcOTiKd7ep2BKw8Kd_U80QiguEqwcqASpJeMrnh4gISNP7OgEalxuUaypWqKVSl63VR24cgVYOIqHLmsNd5Xu5275KxwRFQsNp', 'width': 4032}]",ChIJ6614Ltsj5C0RfYkH5Svr3Bs,ChIJ6614Ltsj5C0RfYkH5Svr3Bs,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'MHHP+5V Kertak Baru Ulu, Banjarmasin City, South Kalimantan, Indonesia', 'global_code': '6P8PMHHP+5V'}",4.3,6215.0,,https://www.google.com/maps/place/?q=place_id:ChIJ6614Ltsj5C0RfYkH5Svr3Bs
"MHJV+59V, Gadang, Banjarmasin Tengah, Banjarmasin City, South Kalimantan 70123, Indonesia","{'location': {'lat': -3.3195064, 'lng': 114.5934242}, 'viewport': {'northeast': {'lat': -3.318156570107277, 'lng': 114.5947740298927}, 'southwest': {'lat': -3.320856229892722, 'lng': 114.5920743701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Taman Siring Sungai Martapura, Banjarmasin","[{'height': 6944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101356427193584841925"">aril qhadafi</a>'], 'photo_reference': 'AUGGfZmjqUGO2ogbA815QC0vWb0j6WilDBO0fPZXYI37Ieb6bh8n98FyVB2bhq5bHI7wlybzDls5xOKx56NcLrkhgcsaZcGzgpgcQeduNrVbYINrmidq_-zNUA4SCkM89THSR12eDDNhUot3Dj747YdulgTYayOHbaIwFwrM8j5IhQI62evj', 'width': 9248}]",ChIJ3f0L98Ij5C0Rb-ljji0dBSk,ChIJ3f0L98Ij5C0Rb-ljji0dBSk,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,,4.6,177.0,,https://www.google.com/maps/place/?q=place_id:ChIJ3f0L98Ij5C0Rb-ljji0dBSk
"Jl. Jend Sudirman No.1, Antasan Besar, Kec. Banjarmasin Tengah, Kota Banjarmasin, Kalimantan Selatan 70114, Indonesia","{'location': {'lat': -3.3189504, 'lng': 114.5912445}, 'viewport': {'northeast': {'lat': -3.31631235, 'lng': 114.5936696}, 'southwest': {'lat': -3.32167695, 'lng': 114.5891148}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_islam-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_islam_pinlet,Masjid Raya Sabilal Muhtadin Banjarmasin,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115238108034034481360"">Muhammad Russadi</a>'], 'photo_reference': 'AUGGfZldJ-4WZB6e8uB6KzBr7hcJROzpg92hNMY3lgisDDRUeRYkbmdHLK2nGCo2DbJu6RJQlP1-ljYm9JhFdedjDEN8a7FfZkClBqUhL9D_l_nss1oPHf9bPfB94A-iW5hbpUxy-4W10aDu4ARAi4q38M-_Qy6OukjpyOns40KuPv5tSAS_', 'width': 4608}]",ChIJWwj-osMj5C0R8nFRa8gyHKE,ChIJWwj-osMj5C0R8nFRa8gyHKE,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",OPERATIONAL,"{'compound_code': 'MHJR+CF Antasan Besar, Banjarmasin City, South Kalimantan, Indonesia', 'global_code': '6P8PMHJR+CF'}",4.8,10528.0,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJWwj-osMj5C0R8nFRa8gyHKE
