business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,price_level,url
OPERATIONAL,"H679+W82, Tamansari, Pangkalan, Karawang, West Java 41362, Indonesia","{'location': {'lat': -6.4352332, 'lng': 107.2182611}, 'viewport': {'northeast': {'lat': -6.433989220107277, 'lng': 107.2190063298927}, 'southwest': {'lat': -6.436688879892721, 'lng': 107.2163066701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Goa Dayeuh, Karawang Selatan","[{'height': 2787, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103886329442282047200"">khoirul wisnu adi</a>'], 'photo_reference': 'AUGGfZk2m_PcOQYtlaIjonhJM0cbIG34X7yGStmacAjimRClwLyJPXt7GX4VwacwEZMJlAtsXVLTSE6xsR3g-of9Klh8b2L7SHkgkyXBoRUqWTG0LkfeZS20UexyT5pHF5Ob4YrWNQylPC0KBPyE2KOns6jtkRs07wPsmFyZgEOjgTerskZ3', 'width': 4192}]",ChIJT52JE0KfaS4RZStm7rPLosM,4.3,ChIJT52JE0KfaS4RZStm7rPLosM,"['tourist_attraction', 'point_of_interest', 'establishment']",150,,,,https://www.google.com/maps/place/?q=place_id:ChIJT52JE0KfaS4RZStm7rPLosM
OPERATIONAL,"Q7VR+7G9, Jalan Raya, Kertasari, Pebayuran, Bekasi Regency, West Java 17710, Indonesia","{'location': {'lat': -6.2068454, 'lng': 107.2913707}, 'viewport': {'northeast': {'lat': -6.205424120107278, 'lng': 107.2928828798927}, 'southwest': {'lat': -6.208123779892722, 'lng': 107.2901832201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Pelangi Pebayuran,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103798992467814836453"">A Google User</a>'], 'photo_reference': 'AUGGfZlSwLJAqDIIofP4Hrg0flbeqXZIq2EBm8XgJsUnv5VUQHD6MsgrfxRrqAXgL-FKhEOZFKhE2o8pZm2xOD1Qg1E1FFq5bOgNzUUkRFf_k478Ph_iCtM193LLomfsT1wL_Y5oshcFQA_xzRVugE6nGcSF5DlXqPLvAsTE0Uh11kwClQDZ', 'width': 3264}]",ChIJaSf-ktiBaS4RzPZJQaazhyw,4.1,ChIJaSf-ktiBaS4RzPZJQaazhyw,"['tourist_attraction', 'point_of_interest', 'establishment']",112,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJaSf-ktiBaS4RzPZJQaazhyw
OPERATIONAL,"Taman Buaya Indonesia Jaya, Jl. Raya Serang Cibarusah No.18, Sukaragam, Kec. Serang Baru, Kabupaten Bekasi, Jawa Barat 17330, Indonesia","{'location': {'lat': -6.3931235, 'lng': 107.1028719}, 'viewport': {'northeast': {'lat': -6.391976620107278, 'lng': 107.1044635298927}, 'southwest': {'lat': -6.394676279892722, 'lng': 107.1017638701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Buaya Indonesia Jaya,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112183768393972567640"">A Google User</a>'], 'photo_reference': 'AUGGfZmiQlkBHFWWG5oxx9t66rxONdWEvr_8zMefn4tOcUq-PMtq3QE_akGpQdhAG9w_E5hFcLgMpyAyCUb0ZVsNR25MOEquIxeX4EVkYlHCbmbTBhQF2gsv6sD-15xu_hE0K7jeva2L176ZVoS0YFq93oJqRtezkJisavoh8PrP2FZ-wbnD', 'width': 4032}]",ChIJV6QPR1KZaS4RUXJWLJCpptU,4.1,ChIJV6QPR1KZaS4RUXJWLJCpptU,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",2555,{'open_now': False},"{'compound_code': 'J443+Q4 Sukaragam, Bekasi Regency, West Java, Indonesia', 'global_code': '6P59J443+Q4'}",,https://www.google.com/maps/place/?q=place_id:ChIJV6QPR1KZaS4RUXJWLJCpptU
OPERATIONAL,"Kampung citaman, Tamanmekar, Kec. Pangkalan, Karawang, Jawa Barat 41362, Indonesia","{'location': {'lat': -6.4213165, 'lng': 107.2154923}, 'viewport': {'northeast': {'lat': -6.419988820107277, 'lng': 107.2168290798927}, 'southwest': {'lat': -6.422688479892721, 'lng': 107.2141294201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SAUNG PANYILEUKAN NGKI BODIN,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113960403770527560051"">A Google User</a>'], 'photo_reference': 'AUGGfZlfdTVF0qEPqOnxzkAGMCRH_btxK0YoFBJBbPNxP0m2msQjId7PQX0ejcNRgzu2UCO3eC5d7eDytk2ofJYdPK5JWzCsZJCFLVtsM2s2wAkoUeQgh-XP9jlFc-LIS68AAk8-AAF7IjapJ73wTuEok3KRZgzwtlQV4GOpVTOegznKhzVh', 'width': 4160}]",ChIJ7T9KNEOfaS4RGr_8FYHFWWU,5.0,ChIJ7T9KNEOfaS4RGr_8FYHFWWU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},"{'compound_code': 'H6H8+F5 Tamanmekar, Karawang, West Java, Indonesia', 'global_code': '6P59H6H8+F5'}",,https://www.google.com/maps/place/?q=place_id:ChIJ7T9KNEOfaS4RGr_8FYHFWWU
OPERATIONAL,"Jl. Kp. Ciranggon, Cipayung, Kec. Cikarang Tim., Kabupaten Bekasi, Jawa Barat 17530, Indonesia","{'location': {'lat': -6.2952594, 'lng': 107.2407974}, 'viewport': {'northeast': {'lat': -6.293919470107278, 'lng': 107.2421793798927}, 'southwest': {'lat': -6.296619129892722, 'lng': 107.2394797201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Adventure Kawung Tilu Bojong Rangkas,"[{'height': 963, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108569899729394191235"">A Google User</a>'], 'photo_reference': 'AUGGfZkRsVhBOLHYl0trhlw28E_MRjNTh9WPke4m4yJ9eTQKSoU8fYaGaUV7Vfr9aSQSseSSM-j7eWnKTYSImNJjXUJqOKo_0KR6zm6ljR26dmpS-jAjTt3cObluc1YzwRj-VHB6uSmWL_mtSz0k1E5dlS8d89EZZqWMVlEmnrX51dTcJ46X', 'width': 720}]",ChIJde5v-HqdaS4R223rWq9BI4c,4.3,ChIJde5v-HqdaS4R223rWq9BI4c,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",2980,{'open_now': False},"{'compound_code': 'P63R+V8 Cipayung, Bekasi Regency, West Java, Indonesia', 'global_code': '6P59P63R+V8'}",,https://www.google.com/maps/place/?q=place_id:ChIJde5v-HqdaS4R223rWq9BI4c
OPERATIONAL,"Perbatasan Jonggol, Mekarbuana, Tegalwaru, Karawang, West Java 41362, Indonesia","{'location': {'lat': -6.5780875, 'lng': 107.195248}, 'viewport': {'northeast': {'lat': -6.576737670107277, 'lng': 107.1965978298927}, 'southwest': {'lat': -6.579437329892721, 'lng': 107.1938981701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cilalay Waterfall Karawang-Jonggol,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106687373177474360484"">Peda Jadoel</a>'], 'photo_reference': 'AUGGfZl-gE5Qggnt6nKm7ItP2aCWozXHR8xOEorTJYdfRaM31bbe7b7jmWTpKX3y662sUTKUs-Ym7Jm2rW7dAfnwxNloBxKolDlnUhHDDmC6CLOQQ54Ou1S1iE8jXIrYHdxY3Q601MpJBYoo-F45-X8vAqAtgEDmrNcpYCwcWGQmn_qPIJQr', 'width': 2048}]",ChIJZXON-9WlaS4RuXRUAiuz7Oc,4.6,ChIJZXON-9WlaS4RuXRUAiuz7Oc,"['tourist_attraction', 'point_of_interest', 'establishment']",140,{'open_now': True},"{'compound_code': 'C5CW+Q3 Mekarbuana, Karawang, West Java, Indonesia', 'global_code': '6P59C5CW+Q3'}",,https://www.google.com/maps/place/?q=place_id:ChIJZXON-9WlaS4RuXRUAiuz7Oc
OPERATIONAL,"Jl. Cikedokan, RT.002/RW.08, Cikedokan, Kec. Cikarang Bar., Kabupaten Bekasi, Jawa Barat 17530, Indonesia","{'location': {'lat': -6.3386723, 'lng': 107.070959}, 'viewport': {'northeast': {'lat': -6.337320420107277, 'lng': 107.0723102298927}, 'southwest': {'lat': -6.340020079892721, 'lng': 107.0696105701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Saung Ranggon,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111406399108513749781"">Suranto Widodo</a>'], 'photo_reference': 'AUGGfZkUAebYQv-mIe01mmez2x6NAFXwQ3Y3DOqMNsuA9TGCI1c0tWwV2c_qIYmWeJ2VqABin7Pj3OCOXtV3dA0neLBp79zAcQAwM6sRhs7wjyRCGX-B8n299KXaEEJLqUhKcVjvrfLUNrPSSzsPcF18cBWO4qK16gPG8x3AInDrqHZzfRrX', 'width': 4032}]",ChIJ33y6QfGQaS4RPMwASV_WcJA,4.3,ChIJ33y6QfGQaS4RPMwASV_WcJA,"['tourist_attraction', 'point_of_interest', 'establishment']",990,{'open_now': True},"{'compound_code': 'M36C+G9 Cikedokan, Bekasi Regency, West Java, Indonesia', 'global_code': '6P59M36C+G9'}",,https://www.google.com/maps/place/?q=place_id:ChIJ33y6QfGQaS4RPMwASV_WcJA
OPERATIONAL,"Jl. Raya Syeh Quro No.32, Palumbonsari, Kec. Karawang Tim., Karawang, Jawa Barat 41314, Indonesia","{'location': {'lat': -6.2947381, 'lng': 107.3341741}, 'viewport': {'northeast': {'lat': -6.293366070107279, 'lng': 107.3355215798927}, 'southwest': {'lat': -6.296065729892723, 'lng': 107.3328219201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali cilamaran,,ChIJc4et_pp3aS4Rypgh2TAbPjg,0.0,ChIJc4et_pp3aS4Rypgh2TAbPjg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"{'compound_code': 'P84M+4M Palumbonsari, Karawang, West Java, Indonesia', 'global_code': '6P59P84M+4M'}",,https://www.google.com/maps/place/?q=place_id:ChIJc4et_pp3aS4Rypgh2TAbPjg
OPERATIONAL,"Jl. Raya Pantura, Waringinjaya, Kec. Kedungwaringin, Kabupaten Bekasi, Jawa Barat 17540, Indonesia","{'location': {'lat': -6.2669319, 'lng': 107.2539026}, 'viewport': {'northeast': {'lat': -6.266054970107278, 'lng': 107.2552056798927}, 'southwest': {'lat': -6.268754629892721, 'lng': 107.2525060201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Situ Pacing,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106636653344922036549"">David Rathomi</a>'], 'photo_reference': 'AUGGfZkb7OkL8YnQ61GD_JzmV8lLDyeGn3ugNFxz6mJrpXl0eWpCdC79srxL8aXLzGniMO5BAzuySIp4RckmJE_lYE0Vgcgd7KMPoSZs1okDqQkIEWPdCNTexeCfAWg0IIVPW9IRlb3__NUHE0CVYYlVt6DRPqtLC1ogkkZOaJRkC6kn3W3J', 'width': 1600}]",ChIJPbBASs2DaS4RTjpjKuZXDx4,4.2,ChIJPbBASs2DaS4RTjpjKuZXDx4,"['tourist_attraction', 'point_of_interest', 'establishment']",5,{'open_now': True},"{'compound_code': 'P7M3+6H Waringinjaya, Bekasi Regency, West Java, Indonesia', 'global_code': '6P59P7M3+6H'}",,https://www.google.com/maps/place/?q=place_id:ChIJPbBASs2DaS4RTjpjKuZXDx4
OPERATIONAL,"Perumahan Puri Persada Indah, Jl. Cendrawasih 7, Sindangmulya, Kec. Cibarusah, Kabupaten Bekasi, Jawa Barat 17340, Indonesia","{'location': {'lat': -6.4103299, 'lng': 107.0877092}, 'viewport': {'northeast': {'lat': -6.408977470107278, 'lng': 107.0890533298927}, 'southwest': {'lat': -6.411677129892722, 'lng': 107.0863536701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,pos dimari kalo ke pos jangan lupa ngopi,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103518558186139026773"">Ravi Saputra</a>'], 'photo_reference': 'AUGGfZnc4LVHgnLY84FbaasoiSY994Q1altxQGixUMRj9HLxNp53azBfAlEJ2136u7kI_5CHYoOM_i12LO-def6YlBxmPaDEVxr8I5dNI93ezkCFkjuHVEBn2gHJ6dUiKAhYXWrM2L5QryeHdouB9Ctzu7EXi0BUNEyuf9z1EtZRlJbg6GT1', 'width': 1836}]",ChIJUY4xLACXaS4RSZA7BBDO8P4,5.0,ChIJUY4xLACXaS4RSZA7BBDO8P4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': True},"{'compound_code': 'H3QQ+V3 Sindangmulya, Bekasi Regency, West Java, Indonesia', 'global_code': '6P59H3QQ+V3'}",,https://www.google.com/maps/place/?q=place_id:ChIJUY4xLACXaS4RSZA7BBDO8P4
