business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,url
OPERATIONAL,"Q7VR+7G9, Jalan Raya, Kertasari, Pebayuran, Bekasi Regency, West Java 17710, Indonesia","{'location': {'lat': -6.2068454, 'lng': 107.2913707}, 'viewport': {'northeast': {'lat': -6.205424120107278, 'lng': 107.2928828798927}, 'southwest': {'lat': -6.208123779892722, 'lng': 107.2901832201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Pelangi Pebayuran,{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103798992467814836453"">A Google User</a>'], 'photo_reference': 'AUGGfZmSVTwIskmGzf9Cr39T5IbLSLpQx1EW7nlKPwflUqOqZ578sYGqHPTmRCSUA4hqSmeEEHcx85R9lO63AjBVdN9Js9amkYjMmQFnDP0dm-mmrnws_uy4t9r08brcs2NME4LZRHQqtcx5vA_JsAXXIrojQmEtVtDMbq6HE0zeU9R8XYMT', 'width': 3264}]",ChIJaSf-ktiBaS4RzPZJQaazhyw,4.1,ChIJaSf-ktiBaS4RzPZJQaazhyw,"['tourist_attraction', 'point_of_interest', 'establishment']",112,,https://www.google.com/maps/place/?q=place_id:ChIJaSf-ktiBaS4RzPZJQaazhyw
OPERATIONAL,"R6JR+W9P, Karangreja, Pebayuran, Bekasi Regency, West Java, Indonesia","{'location': {'lat': -6.1676663, 'lng': 107.2409626}, 'viewport': {'northeast': {'lat': -6.166296570107278, 'lng': 107.2423150298927}, 'southwest': {'lat': -6.168996229892722, 'lng': 107.2396153701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Empang karsit,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105789003016696070887"">A Google User</a>'], 'photo_reference': 'AUGGfZmyXyXefnwoUKbj_lGypZ042mfkoTAa-XPfBMMgPKHzvdNromyUB5iLd37Xp1dmFSUn17E4OdkcgXhmPZEbseUdwZOt-Glkwi7VF4dYAg1lI_tgRJ4SXR3eaktoa5HSwCyPkLMF38LJx-vtUA0n2Gok0eFBuBSHWrio6TVf-0lsk7Lf', 'width': 3120}]",ChIJ0bpKeC6BaS4Rkz2If-1gntU,0.0,ChIJ0bpKeC6BaS4Rkz2If-1gntU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ0bpKeC6BaS4Rkz2If-1gntU
OPERATIONAL,"R6JQ+QHC, Karangreja, Pebayuran, Bekasi Regency, West Java 17710, Indonesia","{'location': {'lat': -6.1680852, 'lng': 107.2385491}, 'viewport': {'northeast': {'lat': -6.166752470107278, 'lng': 107.2399066798927}, 'southwest': {'lat': -6.169452129892722, 'lng': 107.2372070201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata kali kiwing jaya,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104020966774175431347"">A Google User</a>'], 'photo_reference': 'AUGGfZnbwky9U_KH_-TCpFXUf8V6q8aLi0GVn15BNnB_MqqxhLUg3iJ-pjLuqrjBMqqDQswIiVOvJV4t2NYMPt3dz3g34f5m1Mc9EH4KIbSG7l6Hh9W0zXIHLS4zvkX0OQ99R-aOjbhjywwpK-xF4jYkeBfgn7U170MfXmzfsSfPOpW3zRL-', 'width': 3000}]",ChIJzTw6NVKBaS4RVDOPv9WvilY,5.0,ChIJzTw6NVKBaS4RVDOPv9WvilY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJzTw6NVKBaS4RVDOPv9WvilY
OPERATIONAL,"Q7MQ+W73, Jalan Raya, Kertasari, Pebayuran, Bekasi Regency, West Java 17710, Indonesia","{'location': {'lat': -6.2152455, 'lng': 107.2881849}, 'viewport': {'northeast': {'lat': -6.213945770107277, 'lng': 107.2895702798927}, 'southwest': {'lat': -6.216645429892721, 'lng': 107.2868706201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Tuan Tanah Pebayuran / BKPM,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103119210622336087811"">BAKHRUL AKBAR</a>'], 'photo_reference': 'AUGGfZkK1oLEb6zGMsw1SQoqA_rV6Z6d4xsNwtPEZ4T0snThmxzrGMSKtRpV59-i6zzprFrDJKZZCGo4X4NwQmMBA18I4EucYoTmIg6hLO0w25GDYJjlldk2FMOzLIAAq-VUEHpCtyVJxXzpiYA3mLSbKnNN3zvyYengNVNnKRP3M80C7dSd', 'width': 4608}]",ChIJ89xFsAmCaS4REgsCAgwBv6g,3.9,ChIJ89xFsAmCaS4REgsCAgwBv6g,"['tourist_attraction', 'point_of_interest', 'establishment']",69,,https://www.google.com/maps/place/?q=place_id:ChIJ89xFsAmCaS4REgsCAgwBv6g
OPERATIONAL,"Q7V6+2F4, Bantarjaya, Pebayuran, Bekasi Regency, West Java, Indonesia","{'location': {'lat': -6.207544, 'lng': 107.2612731}, 'viewport': {'northeast': {'lat': -6.206185520107278, 'lng': 107.2626043298927}, 'southwest': {'lat': -6.208885179892722, 'lng': 107.2599046701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan Bapak Jasim,{'open_now': True},"[{'height': 6936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116551690412356049573"">nandar sukmana</a>'], 'photo_reference': 'AUGGfZlaJhS9oZjYt8KNs6HjJud-iVVBkEWg56cOugU1QKeiojzgMsifr3cysus4hLqn-PeUEp0tdZlcbNvqTLc58IYzW-rVHiajmjxxG1m-7-EYtWy9BR1K0LMp-jyTC8DDd573G3-B2KcVDY8wX1ccoKQuAk-VvmL3o79JqvGtiOUW6SpI', 'width': 9248}]",ChIJUa-L_RuDaS4RRD9cGU9ACDU,5.0,ChIJUa-L_RuDaS4RRD9cGU9ACDU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,https://www.google.com/maps/place/?q=place_id:ChIJUa-L_RuDaS4RRD9cGU9ACDU
OPERATIONAL,"R7PF+X3M, Sumbersari, Pebayuran, Bekasi Regency, West Java 17710, Indonesia","{'location': {'lat': -6.1625416, 'lng': 107.2726593}, 'viewport': {'northeast': {'lat': -6.161191770107278, 'lng': 107.2740091298927}, 'southwest': {'lat': -6.163891429892722, 'lng': 107.2713094701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah selang,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105477184015649952819"">Sitisumarni 01</a>'], 'photo_reference': 'AUGGfZn5O8-3dRt-T2tEYYUxBVXxLnddQZGZXbpLNvZtL5r5uF-0N-fWUxyBrKNPtltm_tW82PSu-jjCq_0E3ew0GTBn6GKvhMmgyEnQ0GNZtvp1Ho9UFuroETIvDtWf8Z96UI4fo8SzY78jZFqXICAFOB5Y7vny3K3Sv8Br-kfbfkvITIO5', 'width': 1080}]",ChIJ9a5wIwCBaS4R2HoOCrmGpHU,0.0,ChIJ9a5wIwCBaS4R2HoOCrmGpHU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ9a5wIwCBaS4R2HoOCrmGpHU
OPERATIONAL,"R6MF+X43, Jl. Kobak Rante, Karangreja, Kec. Pebayuran, Kabupaten Bekasi, Jawa Barat 17710, Indonesia","{'location': {'lat': -6.166179, 'lng': 107.223387}, 'viewport': {'northeast': {'lat': -6.164842670107278, 'lng': 107.2247124298927}, 'southwest': {'lat': -6.167542329892722, 'lng': 107.2220127701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Manis 2,,,ChIJ4-d_CQCBaS4RswWovzh5tJ4,0.0,ChIJ4-d_CQCBaS4RswWovzh5tJ4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJ4-d_CQCBaS4RswWovzh5tJ4
OPERATIONAL,"R64M+JV7, Karangpatri, Pebayuran, Bekasi Regency, West Java 17710, Indonesia","{'location': {'lat': -6.1934682, 'lng': 107.2346712}, 'viewport': {'northeast': {'lat': -6.191332800000001, 'lng': 107.2383507}, 'southwest': {'lat': -6.19418, 'lng': 107.2334447}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Hj. Raya,,,ChIJJ8fhJgCBaS4RcedsqKO_HsA,0.0,ChIJJ8fhJgCBaS4RcedsqKO_HsA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,https://www.google.com/maps/place/?q=place_id:ChIJJ8fhJgCBaS4RcedsqKO_HsA
CLOSED_TEMPORARILY,"R6JR+RWC, Jl. Rumbia, Karangreja, Kec. Pebayuran, Kabupaten Bekasi, Jawa Barat 17710, Indonesia","{'location': {'lat': -6.1679333, 'lng': 107.2422759}, 'viewport': {'northeast': {'lat': -6.16664467010728, 'lng': 107.2436316298927}, 'southwest': {'lat': -6.169344329892724, 'lng': 107.2409319701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,AL ASYA,,,ChIJFWUu0FqBaS4RfOfnCfnv_W0,0.0,ChIJFWUu0FqBaS4RfOfnCfnv_W0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJFWUu0FqBaS4RfOfnCfnv_W0
CLOSED_TEMPORARILY,"Q7M7+QFM, Bantarjaya, Pebayuran, Bekasi Regency, West Java 17710, Indonesia","{'location': {'lat': -6.215542, 'lng': 107.2636842}, 'viewport': {'northeast': {'lat': -6.214794920107278, 'lng': 107.2648942298927}, 'southwest': {'lat': -6.217494579892722, 'lng': 107.2621945701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Davin,,,ChIJo-cHjEODaS4RdGj6uSRP-WY,0.0,ChIJo-cHjEODaS4RdGj6uSRP-WY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,https://www.google.com/maps/place/?q=place_id:ChIJo-cHjEODaS4RdGj6uSRP-WY
