business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,permanently_closed,photos,opening_hours,plus_code,url
OPERATIONAL,"R6M3+4HW, Sukalaksana, Sukakarya, Bekasi Regency, West Java 17630, Indonesia","{'location': {'lat': -6.166589999999999, 'lng': 107.204439}, 'viewport': {'northeast': {'lat': -6.165279620107277, 'lng': 107.2056923798927}, 'southwest': {'lat': -6.167979279892721, 'lng': 107.2029927201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Adi,ChIJfaiAdwCBaS4RupCc3foCjmU,0.0,ChIJfaiAdwCBaS4RupCc3foCjmU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJfaiAdwCBaS4RupCc3foCjmU
OPERATIONAL,"R5XX+98, Sukalaksana, Sukakarya, Bekasi Regency, West Java, Indonesia","{'location': {'lat': -6.151504, 'lng': 107.198274}, 'viewport': {'northeast': {'lat': -6.150193220107279, 'lng': 107.1995378798927}, 'southwest': {'lat': -6.152892879892723, 'lng': 107.1968382201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Manis 1,ChIJkQuaCACBaS4RzcOKcJEeta4,0.0,ChIJkQuaCACBaS4RzcOKcJEeta4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJkQuaCACBaS4RzcOKcJEeta4
OPERATIONAL,"R6R3+W5, Sukalaksana, Sukakarya, Bekasi Regency, West Java, Indonesia","{'location': {'lat': -6.157666, 'lng': 107.202976}, 'viewport': {'northeast': {'lat': -6.156715420107278, 'lng': 107.20399755}, 'southwest': {'lat': -6.159415079892722, 'lng': 107.19991135}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Triwono,ChIJOWZDXQCBaS4R1f7vgIb2VQE,0.0,ChIJOWZDXQCBaS4R1f7vgIb2VQE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJOWZDXQCBaS4R1f7vgIb2VQE
OPERATIONAL,"V4HV+W2F, Sukamurni, Sukakarya, Bekasi Regency, West Java, Indonesia","{'location': {'lat': -6.1201891, 'lng': 107.1425442}, 'viewport': {'northeast': {'lat': -6.118697399999999, 'lng': 107.14713315}, 'southwest': {'lat': -6.124664200000001, 'lng': 107.14101455}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PEMANCINGAN GALIAN MURNI,ChIJn6dGIJYpai4RKCEfr3fZImQ,5.0,ChIJn6dGIJYpai4RKCEfr3fZImQ,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJn6dGIJYpai4RKCEfr3fZImQ
CLOSED_TEMPORARILY,"V5M7+679, Sukaindah, Sukakarya, Bekasi Regency, West Java 17630, Indonesia","{'location': {'lat': -6.1169666, 'lng': 107.1632224}, 'viewport': {'northeast': {'lat': -6.115616770107278, 'lng': 107.1645722298927}, 'southwest': {'lat': -6.118316429892722, 'lng': 107.1618725701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Daerah pertanian tulen,ChIJT1Too4gpai4Re28A9fs1oVs,0.0,ChIJT1Too4gpai4Re28A9fs1oVs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJT1Too4gpai4Re28A9fs1oVs
OPERATIONAL,"R637+JGX, Jl. Kp. Caringin, Sukajadi, Kec. Sukakarya, Kabupaten Bekasi, Jawa Barat 17630, Indonesia","{'location': {'lat': -6.195888999999999, 'lng': 107.2138544}, 'viewport': {'northeast': {'lat': -6.194564470107277, 'lng': 107.2152734298927}, 'southwest': {'lat': -6.197264129892721, 'lng': 107.2125737701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bendung Caringin,ChIJC4a03vSBaS4R9i8kmZ0nWsY,4.5,ChIJC4a03vSBaS4R9i8kmZ0nWsY,"['tourist_attraction', 'point_of_interest', 'establishment']",35,,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116756995787204741361"">A Google User</a>'], 'photo_reference': 'AUGGfZmv0N0huN1kvQmzWlMPSkOp9Eyrsc9oB-umF-xfLc-Klpzjn6qB9lKSmVoFW-htT-4LRksf2_6aiNTY_hBnWV122aDN_N_y0fXGeK8ykrHuMDy7oiVwvNGMukXc-cPhwW9798N_K8JoSBRhtgyRS4XSY_uD0_5YwkWQp-0uYeZlkMeC', 'width': 3456}]",,,https://www.google.com/maps/place/?q=place_id:ChIJC4a03vSBaS4R9i8kmZ0nWsY
OPERATIONAL,"Jl. Kp. Pulo Sirih No.14, RT.2/RW.2, Sukajadi, Kec. Sukakarya, Kabupaten Bekasi, Jawa Barat 17630, Indonesia","{'location': {'lat': -6.1733072, 'lng': 107.1898053}, 'viewport': {'northeast': {'lat': -6.171939620107278, 'lng': 107.1914142298927}, 'southwest': {'lat': -6.174639279892721, 'lng': 107.1887145701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,PEMANCINGAN IKAN MAS BANG WAWAN,ChIJO7dXdouHaS4RYAlAH2Hchik,0.0,ChIJO7dXdouHaS4RYAlAH2Hchik,"['shopping_mall', 'tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115612640599413824213"">opan kabul</a>'], 'photo_reference': 'AUGGfZn8fgI2XqGR5EEnkCHy23JMHlm1vlLZe3acE4t40m4nCvihLhPg6O0GiP5no4FxW0xNorW0HMhJEPozrLn89CfduQElXvCsjsolARLTCnTUMF_Lr53Zs2hLJB1mljAJ8jE1AMaAD-gUXMBF2jeBBOzuKiAM5OMh9H1EG33eO-5cFEKM', 'width': 1920}]",{'open_now': False},"{'compound_code': 'R5GQ+MW Sukajadi, Bekasi Regency, West Java, Indonesia', 'global_code': '6P59R5GQ+MW'}",https://www.google.com/maps/place/?q=place_id:ChIJO7dXdouHaS4RYAlAH2Hchik
OPERATIONAL,"Kp Pulopanjang kresek lapangan bola RT 02/01, Sukamakmur, Kec. Sukakarya, Kabupaten Bekasi, Jawa Barat 17630, Indonesia","{'location': {'lat': -6.1781389, 'lng': 107.2147147}, 'viewport': {'northeast': {'lat': -6.176806420107277, 'lng': 107.2160657298927}, 'southwest': {'lat': -6.179506079892721, 'lng': 107.2133660701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Megasrek Pelangi Waterpark,ChIJ0XP6cimBaS4REoNj66tyTms,5.0,ChIJ0XP6cimBaS4REoNj66tyTms,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,{'open_now': False},"{'compound_code': 'R6C7+PV Sukamakmur, Bekasi Regency, West Java, Indonesia', 'global_code': '6P59R6C7+PV'}",https://www.google.com/maps/place/?q=place_id:ChIJ0XP6cimBaS4REoNj66tyTms
OPERATIONAL,"R6JR+W9P, Karangreja, Pebayuran, Bekasi Regency, West Java, Indonesia","{'location': {'lat': -6.1676663, 'lng': 107.2409626}, 'viewport': {'northeast': {'lat': -6.166296570107278, 'lng': 107.2423150298927}, 'southwest': {'lat': -6.168996229892722, 'lng': 107.2396153701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Empang karsit,ChIJ0bpKeC6BaS4Rkz2If-1gntU,0.0,ChIJ0bpKeC6BaS4Rkz2If-1gntU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105789003016696070887"">A Google User</a>'], 'photo_reference': 'AUGGfZkkv8lDJlS-nxfOV_YB7Rn5VcNQGJAY53tmW3g1el4mTKeZw6L9EX2wDHWarAtmhKEec98hPDjIZM8li9-4ndYau6JpnrGzUHaHgDfRGvgw2nv1teilMZqKU7G2RvhFQpvsmUE7fc_P5gqelNbNWs1U6lVZZdffWUtgHEeTwp23eLhR', 'width': 3120}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ0bpKeC6BaS4Rkz2If-1gntU
OPERATIONAL,"V535+X83, Jl. Raya Kumejing, Sukamantri, Kec. Tambelang, Kabupaten Bekasi, Jawa Barat 17620, Indonesia","{'location': {'lat': -6.1443487, 'lng': 107.1592344}, 'viewport': {'northeast': {'lat': -6.143006170107278, 'lng': 107.1606193298927}, 'southwest': {'lat': -6.145705829892722, 'lng': 107.1579196701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PEMANCINGAN LELE BANG IPUNG,ChIJrx8If3mHaS4RvSro8mvMWP0,0.0,ChIJrx8If3mHaS4RvSro8mvMWP0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107670669170979375065"">A Google User</a>'], 'photo_reference': 'AUGGfZnPjcr3Hn8jU3p5T6VqRjk62VfybCHrPojY9JTHiAsmXEqNpAs51y9vanTyB7uXToocpy73W9BwwngHDbHruqDnUC-0h6StyLat3fNRCNmILpZFGTaEVxP87wbxmxZW9rMpUPqO14sZlJIWMPWYI3gTt3zWHZ-k2PoSXP0vLBenIbvp', 'width': 1200}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJrx8If3mHaS4RvSro8mvMWP0
