business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,plus_code,permanently_closed,price_level,url
OPERATIONAL,"M5QJ+939, cikarang setadion wibawa mukti, Sertajaya, Kec. Cikarang Tim., Kabupaten Bekasi, Jawa Barat 17530, Indonesia","{'location': {'lat': -6.3115752, 'lng': 107.1802267}, 'viewport': {'northeast': {'lat': -6.310417320107278, 'lng': 107.1814507298927}, 'southwest': {'lat': -6.313116979892722, 'lng': 107.1787510701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Sehati,{'open_now': True},"[{'height': 2240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112458494748870205058"">Lia lindiawati</a>'], 'photo_reference': 'AUGGfZluj-hsEHt_sP6cva87RhWDMMQWjPWTI0Yv_WA0s8zCfRPe_G0JpILzdCrgo1bjp1U-roFHFiVQE4rhDDgFs7lkL7DwChtsLwkR6NtIHgC-NP2NnUJ9AjhqrydmNhFLsfyw_eFNaUowteCRs11n4O5owcXts3It77--pOEMmOqGHLuo', 'width': 4608}]",ChIJ04Wj3WibaS4R8hHcjqx9-uY,4.3,ChIJ04Wj3WibaS4R8hHcjqx9-uY,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",7606,,,,https://www.google.com/maps/place/?q=place_id:ChIJ04Wj3WibaS4R8hHcjqx9-uY
OPERATIONAL,"P56V+742, RT.02/RW.01, Kp Cambay, Jatireja, Cikarang Timur, Bekasi Regency, West Java 17530, Indonesia","{'location': {'lat': -6.289351099999999, 'lng': 107.1927658}, 'viewport': {'northeast': {'lat': -6.287989320107278, 'lng': 107.1940421298927}, 'southwest': {'lat': -6.290688979892722, 'lng': 107.1913424701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PEMANCINGAN BP GABELL/KARSAN,{'open_now': True},,ChIJz5e7KgCbaS4R-avoRqwbHtU,0.0,ChIJz5e7KgCbaS4R-avoRqwbHtU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJz5e7KgCbaS4R-avoRqwbHtU
OPERATIONAL,"Cipayung, Cikarang Timur, Bekasi Regency, West Java 17530, Indonesia","{'location': {'lat': -6.2970602, 'lng': 107.2440995}, 'viewport': {'northeast': {'lat': -6.295671820107279, 'lng': 107.2454703298927}, 'southwest': {'lat': -6.298371479892722, 'lng': 107.2427706701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Adventure Kawung Tilu,,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103264145584615426307"">Zaitun Herzegovina</a>'], 'photo_reference': 'AUGGfZmvUC-J4MI6muttxVoHI6IYe4Bqy_b2CrSslkRhfEy4gPeISAfJ0eABcHylEf2XTpQS-Mw9IqqRsIAng8R85kxb5m14Umed7NKeozAda8gfXK1nD6W1snu5CQmHmuOoERnRbbGCaMUi2BX-IDhwebEHq4EzxIFcGDvlGLWq02-1J6J1', 'width': 3264}]",ChIJSU_o03WdaS4RMe4GRQdL8vs,4.3,ChIJSU_o03WdaS4RMe4GRQdL8vs,"['tourist_attraction', 'point_of_interest', 'establishment']",287,"{'compound_code': 'P63V+5J Cipayung, Bekasi Regency, West Java, Indonesia', 'global_code': '6P59P63V+5J'}",,,https://www.google.com/maps/place/?q=place_id:ChIJSU_o03WdaS4RMe4GRQdL8vs
OPERATIONAL,"P659+5G4, Jatibaru, Cikarang Timur, Bekasi Regency, West Java 17530, Indonesia","{'location': {'lat': -6.2921046, 'lng': 107.2188203}, 'viewport': {'northeast': {'lat': -6.290762420107279, 'lng': 107.2202338298927}, 'southwest': {'lat': -6.293462079892723, 'lng': 107.2175341701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,saluran irigrasi bapak kotang kp. rawagebang jatibaru,,,ChIJPwjWVgCdaS4RECm6AwRt6cg,0.0,ChIJPwjWVgCdaS4RECm6AwRt6cg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJPwjWVgCdaS4RECm6AwRt6cg
OPERATIONAL,"P5FW+R76, Jatibaru, Cikarang Timur, Bekasi Regency, West Java 17530, Indonesia","{'location': {'lat': -6.275458899999999, 'lng': 107.1956393}, 'viewport': {'northeast': {'lat': -6.274057520107277, 'lng': 107.1969819798927}, 'southwest': {'lat': -6.276757179892721, 'lng': 107.1942823201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan Ikan Mas Awa,,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107634102090646533724"">Agus Cahyosamsu</a>'], 'photo_reference': 'AUGGfZkmqSBwsZTJIzCDf0BzurpyLwJ4Fc4xCVLrDwINrcMdu908HWOO0zA2DetDlA_NG0t9592sJxtdfkW64DGp8tIoOM1dMNoTBMsDq3yTjN1JcajMxOzHDrK9I-JXakC-3sc3Gqd82kxSB2cP4mrc8p4x42kf63CDViS9qHeMgGs4PjvT', 'width': 4624}]",ChIJRRV6wtmFaS4RdgcYdRSqWiU,4.0,ChIJRRV6wtmFaS4RdgcYdRSqWiU,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,,https://www.google.com/maps/place/?q=place_id:ChIJRRV6wtmFaS4RdgcYdRSqWiU
OPERATIONAL,"P6Q7+FW9, Karangsari, Cikarang Timur, Bekasi Regency, West Java 17530, Indonesia","{'location': {'lat': -6.261331600000001, 'lng': 107.2148446}, 'viewport': {'northeast': {'lat': -6.259950970107277, 'lng': 107.2161994298927}, 'southwest': {'lat': -6.262650629892721, 'lng': 107.2134997701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ARRAFAT TOUR TRAVEL,,,ChIJT8iX5VqDaS4R7xodEKbRvqg,0.0,ChIJT8iX5VqDaS4R7xodEKbRvqg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJT8iX5VqDaS4R7xodEKbRvqg
OPERATIONAL,"P66H+QG5, Unnamed Road, Cipayung, Kec. Cikarang Tim., Kabupaten Bekasi, Jawa Barat 17530, Indonesia","{'location': {'lat': -6.2881073, 'lng': 107.2288538}, 'viewport': {'northeast': {'lat': -6.286940820107279, 'lng': 107.2301412798927}, 'southwest': {'lat': -6.289640479892722, 'lng': 107.2274416201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dua Putri Fishing Pond,,"[{'height': 899, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101276826382311797615"">Dwi Haryadi</a>'], 'photo_reference': 'AUGGfZnJcKib6MSuEkfjGKUO3Q1sAkprY0xPjEbFYnB6yFM7bfv6FLEaidfIwEvGbJ9ywjRC1grk2cxK8w--kRPt_KFRxk0b-pUD8rQDENh3F-tdBtgaILZg2kqG961f1_qYezkM5AAZpU6Lx1tWkdQ6rWM32xz3-AvZCswz56Hr10Oll9Tb', 'width': 1599}]",ChIJbdWsT72daS4R-qi0Yv52VBs,4.0,ChIJbdWsT72daS4R-qi0Yv52VBs,"['tourist_attraction', 'point_of_interest', 'establishment']",5,,,,https://www.google.com/maps/place/?q=place_id:ChIJbdWsT72daS4R-qi0Yv52VBs
OPERATIONAL,"P65M+M9, Cipayung, Cikarang Timur, Bekasi Regency, West Java 17530, Indonesia","{'location': {'lat': -6.290792400000001, 'lng': 107.2334782}, 'viewport': {'northeast': {'lat': -6.289258870107279, 'lng': 107.2348546798927}, 'southwest': {'lat': -6.291958529892723, 'lng': 107.2321550201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pemancingan Sultan,,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109954473786504214477"">A Google User</a>'], 'photo_reference': 'AUGGfZnK14cb89dfEmujn9SF6D3fW_107UvoQ9XrfPeoYTeRxnJbb8PqQy7p9nnPgAE0-JxNLehkCQ7PZfqKvg6qPZsAJW6z1E8wYeh1soOy7Y76uhCGyVqK3A0_HD0UFLlDrPm-jsYmOV0ikc8vdzjkFcIOgz3-XSOSY0HSilIfaJ4--q8L', 'width': 1600}]",ChIJO45yWDGdaS4RRCNq3g5KXaU,3.5,ChIJO45yWDGdaS4RRCNq3g5KXaU,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,,https://www.google.com/maps/place/?q=place_id:ChIJO45yWDGdaS4RRCNq3g5KXaU
OPERATIONAL,"Jl. Urip Sumoharjo(Cibitung) No.47, RT.8/RW.4, Tanjungbaru, Cikarang Timur, Bekasi Regency, West Java 17530, Indonesia","{'location': {'lat': -6.269122899999999, 'lng': 107.2046881}, 'viewport': {'northeast': {'lat': -6.267922620107277, 'lng': 107.2061299798927}, 'southwest': {'lat': -6.270622279892721, 'lng': 107.2034303201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bendung Pelayangan,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100602533331536479971"">Ogies Prayogi</a>'], 'photo_reference': 'AUGGfZkmHyzM_HWB9bJ6IUTHAf4DUNW2WKK-uPRhBpOG9ut5e7MtHPlgGKLF7k9TGlO2i8Jo048FztS70p9UkdwHBdrY5XkAtpHqv6oLj9IUx30mi-so0u_jMiCN4o--hGNrK7KS4oanwZ7BD6DjQbK7KQA4wrNWREKhv7Su7s0FQSI5F34z', 'width': 4032}]",ChIJK94pKWSDaS4REvnmTHO_4G0,5.0,ChIJK94pKWSDaS4REvnmTHO_4G0,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"{'compound_code': 'P6J3+9V Tanjungbaru, Bekasi Regency, West Java, Indonesia', 'global_code': '6P59P6J3+9V'}",,,https://www.google.com/maps/place/?q=place_id:ChIJK94pKWSDaS4REvnmTHO_4G0
OPERATIONAL,"P537+VQ7, Mekarmukti, Cikarang Utara, Bekasi Regency, West Java 17530, Indonesia","{'location': {'lat': -6.295334, 'lng': 107.1644248}, 'viewport': {'northeast': {'lat': -6.294068720107277, 'lng': 107.1658612798927}, 'southwest': {'lat': -6.296768379892721, 'lng': 107.1631616201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Empang Abah Yaya,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101808564772314836437"">Careuh Beureum</a>'], 'photo_reference': 'AUGGfZmJa5O9sYekRwdYjuN8x990ag8apNfpmCgA1jf_PzuljU_18029LKYLhvaynznbHFjs0AuoKjfuQrIopRAwaUwzUGtRyWUJgX5lzE-H15iAG4dZNzwPbBOv7tgp7XGsZN5NZoAq8XOV27sJZxy9kfavO7Jla_oTe1FNoMc_fc3LdStk', 'width': 1080}]",ChIJK1up6s2baS4RckWgLnHlm14,0.0,ChIJK1up6s2baS4RckWgLnHlm14,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJK1up6s2baS4RckWgLnHlm14
