business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,permanently_closed,url
OPERATIONAL,"FFHV+Q9, Bebatu, Sesayap Hilir, Tana Tidung Regency, North Kalimantan, Indonesia","{'location': {'lat': 3.4794823, 'lng': 117.4934196}, 'viewport': {'northeast': {'lat': 3.480832129892722, 'lng': 117.4947694298927}, 'southwest': {'lat': 3.478132470107278, 'lng': 117.4920697701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pertigaan Sungai Mangkudulis Kecil,ChIJF7JSYgATFDIRegnd6OWHTqs,5.0,ChIJF7JSYgATFDIRegnd6OWHTqs,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJF7JSYgATFDIRegnd6OWHTqs
OPERATIONAL,"H662+MJV, Bandan Bikis, Sesayap Hilir, Tana Tidung Regency, North Kalimantan 77152, Indonesia","{'location': {'lat': 3.5617443, 'lng': 117.2015547}, 'viewport': {'northeast': {'lat': 3.563236629892722, 'lng': 117.2026944298928}, 'southwest': {'lat': 3.560536970107278, 'lng': 117.1999947701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,DESA BANDAN BIKIS/BEBATU KEBUN,ChIJi6J_TRofFDIRVniOM4IkMys,4.4,ChIJi6J_TRofFDIRVniOM4IkMys,"['tourist_attraction', 'point_of_interest', 'establishment']",10.0,{'open_now': False},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118363312543554760636"">Paskah Maulana</a>'], 'photo_reference': 'AUGGfZkicF3_WGZZYI3pvv2YR8f7_ih5mMiuk8jligbE76qs-AvAbD_AukAFe-A4r2pCm3pelReGTVXNml-X25laPN8exgewtoQvdOWSO4s7i39Kk_Gp8-0R4gKBOkvR_YgEQBt_wWt-Wh0xPmZi8-k96Bfrrcg78YlQ1ksEThka8JzPLlJE', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJi6J_TRofFDIRVniOM4IkMys
OPERATIONAL,"GCCM+WP, Bebatu, Sesayap Hilir, Tana Tidung Regency, North Kalimantan, Indonesia","{'location': {'lat': 3.5223684, 'lng': 117.4342876}, 'viewport': {'northeast': {'lat': 3.523718229892722, 'lng': 117.4356374298927}, 'southwest': {'lat': 3.521018570107278, 'lng': 117.4329377701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Kiri Kedua Mangkudulis Besar,ChIJQ1B7RQARFDIR4sWUEz9x7j0,5.0,ChIJQ1B7RQARFDIR4sWUEz9x7j0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJQ1B7RQARFDIR4sWUEz9x7j0
,"Sesayap Hilir, Tana Tidung Regency, North Kalimantan, Indonesia","{'location': {'lat': 3.5140288, 'lng': 117.1264753}, 'viewport': {'northeast': {'lat': 3.707586, 'lng': 117.5241321}, 'southwest': {'lat': 3.313183, 'lng': 116.965736}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sesayap Hilir,ChIJG_QnYPUcFDIRl0wh7ebdRyI,,ChIJG_QnYPUcFDIRl0wh7ebdRyI,"['administrative_area_level_3', 'political']",,,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109137136867444525905"">A Google User</a>'], 'photo_reference': 'AUGGfZnZAYZmwlIYOiMkiuiZVGIe0fEQrw6oLd2TblNuMgWxSrF2WGAmRqXw-B0rDnN0yngtRkiSehZy_XtjeHH9yLYM6t43ANYa9n5vt2Nqc5P-GuTlHFsTYCKvPcuU5T-O74SAWO_Nyr2wBWs7odAncMBm6f18YNW2dRNdfLicsUCEF9x9', 'width': 1280}]",,https://www.google.com/maps/place/?q=place_id:ChIJG_QnYPUcFDIRl0wh7ebdRyI
OPERATIONAL,"H2P5+87V, Sepala Dalung, Sesayap Hilir, Tana Tidung Regency, North Kalimantan 77152, Indonesia","{'location': {'lat': 3.5858594, 'lng': 117.0081775}, 'viewport': {'northeast': {'lat': 3.587224979892722, 'lng': 117.0095296298927}, 'southwest': {'lat': 3.584525320107278, 'lng': 117.0068299701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,RTH Sesayap Hilir,ChIJKXzkAiKjFjIRWiRGzjPHRy0,4.6,ChIJKXzkAiKjFjIRWiRGzjPHRy0,"['park', 'point_of_interest', 'establishment']",5.0,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111349354676035269101"">WIDA YAT</a>'], 'photo_reference': 'AUGGfZkaTo5JnhYLF--f2X6dhDharS9RmQoa867sRKaJ74dh4RY8e69sXXwMTSImLFVC2UZesCCRUxha9jbF2JTrhoNEA_Ut13afAY885AWcpkWRD1KxXhGtF3s6ylBzPsXYbF46UB6QfZ1uEiWWY157zRE9rTnja7YneTrt_bCW5cRWs4Ao', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJKXzkAiKjFjIRWiRGzjPHRy0
OPERATIONAL,"HX8G+6GM, Sesayap, Sesayap Hilir, Tana Tidung Regency, North Kalimantan, Indonesia","{'location': {'lat': 3.5655835, 'lng': 116.9762903}, 'viewport': {'northeast': {'lat': 3.56692215, 'lng': 116.9781638298927}, 'southwest': {'lat': 3.561567550000001, 'lng': 116.9754641701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Renang,ChIJPTRq7o-9FjIR01zpb71RsHw,5.0,ChIJPTRq7o-9FjIR01zpb71RsHw,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,"[{'height': 721, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103589923998284401675"">Heri Saturo</a>'], 'photo_reference': 'AUGGfZktxR6E2rJa_f9sCqaqcZBWvhjriuCXI5HYbT4awRW-RyVxrb5fTxURVYxEGmL5700_d1xs38oa-EOYsoFf_ElQKGpDx4CPLKrPS5S8ell_mpoWs_kIpaq_018BUOo0k7OGcBNh-xj-6_03QcjZaYlCnIE6JFHJGjS_F33nyfAorSNy', 'width': 1280}]",,https://www.google.com/maps/place/?q=place_id:ChIJPTRq7o-9FjIR01zpb71RsHw
OPERATIONAL,"H6VG+FXJ, Sengkong, Sesayap Hilir, Tana Tidung Regency, North Kalimantan, Indonesia","{'location': {'lat': 3.5937122, 'lng': 117.2273967}, 'viewport': {'northeast': {'lat': 3.595062029892722, 'lng': 117.2287465298927}, 'southwest': {'lat': 3.592362370107278, 'lng': 117.2260468701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung urang,ChIJCbfzLcgfFDIRy1Hz-pVyrdM,5.0,ChIJCbfzLcgfFDIRy1Hz-pVyrdM,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,"[{'height': 2088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109454220953560397947"">dra 86</a>'], 'photo_reference': 'AUGGfZmcqVHfh-E8BldWOXqHHawnCJ_3wEsU2nj9uHp7M-zxrz3gRA3btqy9Q33uFVAU4UxLWMrqrOLjLTKZUDcoIw2KZMLo4DNTVC1K8x8nN9D_cFGDnaEkeToQY3lqYgrLu32h0dmFOz5mG7xvNh2hI6pb5yrWR5WJmqTOzdRoJkuXDVSt', 'width': 4640}]",,https://www.google.com/maps/place/?q=place_id:ChIJCbfzLcgfFDIRy1Hz-pVyrdM
OPERATIONAL,"JW72+VW2, Jl. Jend. Sudirman, Tideng Pale, Kec. Sesayap, Kabupaten Tana Tidung, Kalimantan Utara 77152, Indonesia","{'location': {'lat': 3.6146352, 'lng': 116.9022604}, 'viewport': {'northeast': {'lat': 3.615985029892722, 'lng': 116.9036102298928}, 'southwest': {'lat': 3.613285370107278, 'lng': 116.9009105701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai Sesayap,ChIJEdheH4-9FjIRc617W3ewiis,4.5,ChIJEdheH4-9FjIRc617W3ewiis,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,"[{'height': 607, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107342635178538949343"">Puri Faekpah</a>'], 'photo_reference': 'AUGGfZmFZev9Qv2Jq1T9Jp2pcpXD7_cRGRI-Crpt_wJJGLYvwbBOTAr0aliH77AiJ3TfQhKBIyeTDyZMuSMjx8lwP1cNcbCCCPKIKX_T99gk4tQYe25PzK-EM4zq2lT17EgduYR_tFwtB4UMUfyPE0niMTqV7BRMMLjzxmftDpg8Ob6ITAvg', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJEdheH4-9FjIRc617W3ewiis
,"Tana Tidung Regency, North Kalimantan, Indonesia","{'location': {'lat': 3.551869, 'lng': 117.0794082}, 'viewport': {'northeast': {'lat': 3.785436, 'lng': 117.8309629}, 'southwest': {'lat': 3.313183, 'lng': 116.6931119}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tana Tidung Regency,ChIJwT-O3qseFDIRRrZ3soojt6A,,ChIJwT-O3qseFDIRRrZ3soojt6A,"['administrative_area_level_2', 'political']",,,"[{'height': 1407, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114733139948109103856"">Erwin Entong prima</a>'], 'photo_reference': 'AUGGfZmBJ7mux4VGJ_F_7J5BQZ7pFFg58kPL_DNs0PmCz8Ra7hXGOnv2TD1inO2ZJxXZFzbMs4FKVYXNUhPGQq5LR97OMwy1n1HY_EwVfXMDX5U0QKtwGiuuB9BrWTIptXqD8jaElIbFhdFgFkq39Gp4CljiA2EO6Z8m4JdeU7PRpkuesic', 'width': 2080}]",,https://www.google.com/maps/place/?q=place_id:ChIJwT-O3qseFDIRRrZ3soojt6A
OPERATIONAL,"C2V7+XP9, Jl. Ahmad Yani, Kujau, Kec. Sesayap, Kabupaten Tana Tidung, Kalimantan Utara 77152, Indonesia","{'location': {'lat': 3.4449045, 'lng': 117.0143673}, 'viewport': {'northeast': {'lat': 3.446312379892722, 'lng': 117.0161099298927}, 'southwest': {'lat': 3.443612720107278, 'lng': 117.0134102701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ekowisata Yaki Anan Desa Kujau,ChIJ5She1GGvFjIRzriK09tvdV8,5.0,ChIJ5She1GGvFjIRzriK09tvdV8,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116714194878325951815"">Imam Novi Widianto</a>'], 'photo_reference': 'AUGGfZmTJIDjLfkSp-kjnbXLehdh5ketDCuaYNW2cNt1nByRGELbhHVPd2MglX0PpMVN8xWgBjFScYk5Xt9bLAX9EoFUPFhmrKtkg60HKIAbJT03Uhpw1ZPupKYYqTxWtU45V_MqCvL68DrYks-oJwxAQngrtukL-4LQW6SV_kso9eXQs1Nk', 'width': 4032}]",,https://www.google.com/maps/place/?q=place_id:ChIJ5She1GGvFjIRzriK09tvdV8
