formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,plus_code,rating,user_ratings_total,url
"Subang Regency, West Java, Indonesia","{'location': {'lat': -6.3487617, 'lng': 107.763621}, 'viewport': {'northeast': {'lat': -6.182032299999999, 'lng': 107.925419}, 'southwest': {'lat': -6.8142697, 'lng': 107.5260392}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Subang Regency,"[{'height': 1006, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109817005015332220738"">Dede Sudrajat</a>'], 'photo_reference': 'AUGGfZlpAAjwFQlUOWsGRHKRny8VSKrOeRQcwViT7HuOAgLkKVG-7694N6asOWQP5-aIpBM8bL5AaoxwI2IDEsLRcuEgstroSIgwPaFwZ-fAslWatKSPUOIAdRkHoKu3Quo9pK57p4shyUdyFU8M9Qu9Z0SFuCb4JuMlGzDoZ9INXL-dtBkW', 'width': 1280}]",ChIJNbaBXo0-aS4RQLko_PHoAQM,ChIJNbaBXo0-aS4RQLko_PHoAQM,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJNbaBXo0-aS4RQLko_PHoAQM
"Kp. Kukulu 1, RT.22/RW.06, Balingbing, Kec. Pagaden Bar., Kabupaten Subang, Jawa Barat, Indonesia","{'location': {'lat': -6.4898731, 'lng': 107.7406732}, 'viewport': {'northeast': {'lat': -6.488616370107278, 'lng': 107.7422025298927}, 'southwest': {'lat': -6.491316029892721, 'lng': 107.7395028701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Anggur Kukulu O&i Farm Subang (Jawara Budaya),"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116932271552014063363"">A Google User</a>'], 'photo_reference': 'AUGGfZkwLwNOONFmkdl__lC_ZJhgw7kzBlZeGeB4w7zkx5n4ldKT0bl-4UHCVjeY-5N5o-NhHthyfP75pACNtNWwzV-KgjJtnlv2yvVlcls2bPf1l8-_vSt6XtbL83jLl_GjSpKvwhEgo5qgJNKfwT-T9uT8ajSwsYGvEZWVe6Iy03qnHnGK', 'width': 4000}]",ChIJRbmpn7Y_aS4RRx7TP33-knM,ChIJRbmpn7Y_aS4RRx7TP33-knM,"['tourist_attraction', 'amusement_park', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': 'GP6R+37 Balingbing, Subang Regency, West Java, Indonesia', 'global_code': '6P59GP6R+37'}",4.3,1249.0,https://www.google.com/maps/place/?q=place_id:ChIJRbmpn7Y_aS4RRx7TP33-knM
"HGRV+8C, Tanjungrasa Kidul, Patokbeusi, Subang Regency, West Java 41263, Indonesia","{'location': {'lat': -6.409204099999999, 'lng': 107.5435503}, 'viewport': {'northeast': {'lat': -6.407856270107277, 'lng': 107.5448978798927}, 'southwest': {'lat': -6.410555929892721, 'lng': 107.5421982201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Hunting Tanjungrasa,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109980427079673638341"">A Google User</a>'], 'photo_reference': 'AUGGfZlBRhTHKoba-ciK0pesc8WgyNTidU9EqHsklLohiYe5q2e3MTvf8oo7vMfkGWKaTo330YOgmrktL6XgZTUHJOjHhZ4oEPRjVGVxKe44vW7Rb2slLJINvZUTYoMYQBDqDlqzDXskDctHHi_pd5fGjIp0Awiq_OgIoXvFS0GWQUe1M3ie', 'width': 4160}]",ChIJA7LPVqxtaS4RiEU_phJAQB4,ChIJA7LPVqxtaS4RiEU_phJAQB4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.8,17.0,https://www.google.com/maps/place/?q=place_id:ChIJA7LPVqxtaS4RiEU_phJAQB4
"Jl. Ade Irma Suryani Nasution No.2, Karanganyar, Cigadung, Kec. Subang, Kabupaten Subang, Jawa Barat 41211, Indonesia","{'location': {'lat': -6.5709534, 'lng': 107.7594014}, 'viewport': {'northeast': {'lat': -6.569579920107278, 'lng': 107.7605788298927}, 'southwest': {'lat': -6.572279579892721, 'lng': 107.7578791701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Wisma Karya Subang,"[{'height': 884, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117881113470484943123"">Dio Nandyo</a>'], 'photo_reference': 'AUGGfZkM0lFEL4tNB8KiyBka0GCXYhMqnko8wliVbj023yOthT9XomtHB_uJn7LzpfTCjXh9uWThw-n53SqbgUE_5xrHjdss5ZOqI3EW8G1IOtul7eOmGEIIwMHRM9QVpw9aI81xlM3clbGz_0PVLn7w-yhJXFefBXIjHA2NgzvwtMrr_xP6', 'width': 1600}]",ChIJa7qNJJ88aS4RdOJmuWUsD9o,ChIJa7qNJJ88aS4RdOJmuWUsD9o,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",OPERATIONAL,,"{'compound_code': 'CQH5+HQ Cigadung, Subang Regency, West Java, Indonesia', 'global_code': '6P59CQH5+HQ'}",4.4,2092.0,https://www.google.com/maps/place/?q=place_id:ChIJa7qNJJ88aS4RdOJmuWUsD9o
"Dangdeur, Subang, Subang Regency, West Java 41211, Indonesia","{'location': {'lat': -6.562346799999999, 'lng': 107.7374888}, 'viewport': {'northeast': {'lat': -6.561125970107278, 'lng': 107.7388638798927}, 'southwest': {'lat': -6.563825629892722, 'lng': 107.7361642201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BUMI TALAGA SUNDAYANA,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115928862351922950904"">Erwin Mulyadi</a>'], 'photo_reference': 'AUGGfZlyqM6c_9_6Xe0q5EzA41Ufw-f7kYutVOmM7m5oKTzV9pQ2_1SPeFOrdMRsG64cRpjYnqF8UckAHx5AKp-PrFf3Ck2t4qHK_dMxs138wBKqnc6OKdxbaaebL8lwKlrrDATKyeLMES4crzfxfTuKPejZO4732wfbWncW7bM9eW6ehe2E', 'width': 4160}]",ChIJGenfaMo9aS4RY9DvGFR9-Ic,ChIJGenfaMo9aS4RY9DvGFR9-Ic,"['tourist_attraction', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': 'CPQP+3X Dangdeur, Subang Regency, West Java, Indonesia', 'global_code': '6P59CPQP+3X'}",4.0,313.0,https://www.google.com/maps/place/?q=place_id:ChIJGenfaMo9aS4RY9DvGFR9-Ic
"Jl. Brigjen Katamso No.18A, Dangdeur, Kec. Subang, Kabupaten Subang, Jawa Barat 41211, Indonesia","{'location': {'lat': -6.5585676, 'lng': 107.7483226}, 'viewport': {'northeast': {'lat': -6.557479920107277, 'lng': 107.7496549798927}, 'southwest': {'lat': -6.560179579892721, 'lng': 107.7469553201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Planet Waterbooom Subang,"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107994456081282341456"">A Google User</a>'], 'photo_reference': 'AUGGfZmy3ZoVirHFcMCkZBPUdxl7CkFhTKiEAGV4rRfXZtWvuSzmphX3uOioVLBICFe3sk3batt1qctzlNfuLlOQyhmfghF513x8TgoSwxLJTTtEKtHXtujXv1Uiwjr1aHorHY-0klIgTqfblQfLRX0UFZjR3EuavdHJRZb80o3hhWzD9sZE', 'width': 3968}]",ChIJWbJgyI48aS4Rz5giqf9QOw0,ChIJWbJgyI48aS4Rz5giqf9QOw0,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': 'CPRX+H8 Dangdeur, Subang Regency, West Java, Indonesia', 'global_code': '6P59CPRX+H8'}",4.2,1710.0,https://www.google.com/maps/place/?q=place_id:ChIJWbJgyI48aS4Rz5giqf9QOw0
"Kampung Neglasari, RT.017/RW.04, Cibeusi, Kec. Ciater, Kabupaten Subang, Jawa Barat 41281, Indonesia","{'location': {'lat': -6.7394834, 'lng': 107.6790996}, 'viewport': {'northeast': {'lat': -6.738124920107278, 'lng': 107.6804304298927}, 'southwest': {'lat': -6.740824579892722, 'lng': 107.6777307701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Ciangin,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106203510585664936327"">A Google User</a>'], 'photo_reference': 'AUGGfZnSjz4au9pcoQcNczDGo4o8A_2sWHwiZ46K9uBV0NxxM7pH7K_azsygWKvY27e1bLkji9EHMLWwspFfOgx5jpCl9lLVqx4fT5edlPSWpv3ySFb7e5BzY_CjM6H51-Xb2ukw3f9vC_9gYTMrsFfq2fgvpy8aqactsAZQrLbJklaQBvin', 'width': 4160}]",ChIJE6aKFRggaS4Rz8641DAs2is,ChIJE6aKFRggaS4Rz8641DAs2is,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': '7M6H+6J Cibeusi, Subang Regency, West Java, Indonesia', 'global_code': '6P597M6H+6J'}",4.5,928.0,https://www.google.com/maps/place/?q=place_id:ChIJE6aKFRggaS4Rz8641DAs2is
"Jl. Palasari Dua - Babakan Gn. No.16, Ciater, Kec. Ciater, Kabupaten Subang, Jawa Barat 41281, Indonesia","{'location': {'lat': -6.7247179, 'lng': 107.6564322}, 'viewport': {'northeast': {'lat': -6.723754020107278, 'lng': 107.6579813298927}, 'southwest': {'lat': -6.726453679892722, 'lng': 107.6552816701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Florawisata D'Castello,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110958354902590190356"">A Google User</a>'], 'photo_reference': 'AUGGfZlLFAIG6ITfBecCAhduja7mnXv2vWQ_NMzur03wT9WeYPM30O6blExisfjxBT4ZP9wuDf6Zq3ulIGztZcMLFD1G1PMNDbQ1slmAxXKm8BcvpW3tWvm-2WH118XViAIDIg8G_tUdealZbyWbwFq6-cPyAfXpev2K8XRYAumCts180RlY', 'width': 4608}]",ChIJY2bVzSwfaS4RBuREt3RYqJw,ChIJY2bVzSwfaS4RBuREt3RYqJw,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': '7MG4+4H Ciater, Subang Regency, West Java, Indonesia', 'global_code': '6P597MG4+4H'}",4.6,11568.0,https://www.google.com/maps/place/?q=place_id:ChIJY2bVzSwfaS4RBuREt3RYqJw
"CP8V+M6P, Parung, Subang, Subang Regency, West Java 41211, Indonesia","{'location': {'lat': -6.583275, 'lng': 107.7430899}, 'viewport': {'northeast': {'lat': -6.582005520107279, 'lng': 107.7444314298927}, 'southwest': {'lat': -6.584705179892723, 'lng': 107.7417317701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutan Kota Ranggawulung,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103022176129393169725"">Dendi Ridwansyah</a>'], 'photo_reference': 'AUGGfZlbM3caJah4EKlmQmlTxgmsylqJ8nn8xkgMXSTRJR2Ljq-06WJxSbkPXkgBnAzh_7_Qa6HJIDIS0I_IlC7RKRjiCIQkPz_VjsFstyxz4BxTple5WGIJa8p3547vfjzFcFCjy_H9EoBZFso_-2mCggkrqd7YjRpEDktbUCpmG6UGrEI_', 'width': 4000}]",ChIJ76P6yrk8aS4RXHCfKxgdvYQ,ChIJ76P6yrk8aS4RXHCfKxgdvYQ,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,4.4,1082.0,https://www.google.com/maps/place/?q=place_id:ChIJ76P6yrk8aS4RXHCfKxgdvYQ
"PMM7+V83, Blanakan, Subang Regency, West Java 41259, Indonesia","{'location': {'lat': -6.2653643, 'lng': 107.6633054}, 'viewport': {'northeast': {'lat': -6.264006770107278, 'lng': 107.6646614798927}, 'southwest': {'lat': -6.266706429892722, 'lng': 107.6619618201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Buaya Blanakan,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103003861811195111124"">Asep Yudha</a>'], 'photo_reference': 'AUGGfZkbiAXovYCfDAl4N0n3ZwHuORXXvjsZhmy359IwTGROa2EN9WqW01J-1Qew2U7abE6ZihHapZ_AkViPpl3eg56BVpMZsRSFLu1FxZibtQpBs2PcjuuAt9kJtG1imj2XzF0zfa_onPwjYDWlBBDlho-Rjz-o5Huzx14YFjtnKet6Bu9G', 'width': 4000}]",ChIJV5XKp_5naS4RjYBXRpV_8nk,ChIJV5XKp_5naS4RjYBXRpV_8nk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},,3.8,572.0,https://www.google.com/maps/place/?q=place_id:ChIJV5XKp_5naS4RjYBXRpV_8nk
