business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,price_level,permanently_closed,url
OPERATIONAL,"Jl. Cikalong - Cipeundeuy Cirata No.45, Rende, Kec. Cikalong Wetan, Kabupaten Bandung Barat, Jawa Barat 40556, Indonesia","{'location': {'lat': -6.7363714, 'lng': 107.4186613}, 'viewport': {'northeast': {'lat': -6.735017220107278, 'lng': 107.4199358298927}, 'southwest': {'lat': -6.737716879892722, 'lng': 107.4172361701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Wisata Mina Padi Cikalong,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111880577229906295854"">Bale Budaya Bambu</a>'], 'photo_reference': 'AUGGfZm0tZrjnTAXs0txqj_msf1nzp00R6-QxzQOWJOL_0EiTjze-1ZNwAoqr7a9hxy4ln3yui2uiaK8R6jMj4FFvCRE0VQzOyXD4DRAo10A8gkHTo_Kdsr-X9l41hRq1mdT8BtRb_dwyMyYOAWLhEn_yVgLmTym2-UIQHfxN4CVwzw7lh0y', 'width': 1920}]",ChIJH6VLOoUDaS4RDGilfZ1Z_eI,"{'compound_code': '7C79+FF Rende, West Bandung Regency, West Java, Indonesia', 'global_code': '6P597C79+FF'}",4.9,ChIJH6VLOoUDaS4RDGilfZ1Z_eI,"['tourist_attraction', 'point_of_interest', 'establishment']",17.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJH6VLOoUDaS4RDGilfZ1Z_eI
OPERATIONAL,"Ganjarsari, East Cikalong, West Bandung Regency, West Java 40556, Indonesia","{'location': {'lat': -6.7495268, 'lng': 107.478658}, 'viewport': {'northeast': {'lat': -6.748585420107277, 'lng': 107.4803427798927}, 'southwest': {'lat': -6.751285079892721, 'lng': 107.4776431201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sendang Geulis Kahuripan,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108056132934386149600"">nayla wati</a>'], 'photo_reference': 'AUGGfZlbs1CIpIPVgHsqPjI4YqaDI9cStIgtmArulVDpp0jS_Z-_fw6q_qMwm5oNwOhDNWwESiYwbqzNO-_llNnifrAxmCOlWtcCM4UNgksOdLofExsvQlLcHHFlGVQ-E4DRu-LvVp8Ns1Io6FqDy2WLoTwnAi3GwWerIMsYc-7aI_qDrCWP', 'width': 3000}]",ChIJuwwESrUCaS4RpaloHAy8oVc,"{'compound_code': '7F2H+5F Ganjarsari, West Bandung Regency, West Java, Indonesia', 'global_code': '6P597F2H+5F'}",4.3,ChIJuwwESrUCaS4RpaloHAy8oVc,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",928.0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJuwwESrUCaS4RpaloHAy8oVc
OPERATIONAL,"7FH7+7MG, Jalan Desa Jl. Wangunjaya, Cisomang Barat, East Cikalong, West Bandung Regency, West Java 40556, Indonesia","{'location': {'lat': -6.721799499999999, 'lng': 107.4641911}, 'viewport': {'northeast': {'lat': -6.720042570107278, 'lng': 107.4659443298927}, 'southwest': {'lat': -6.722742229892722, 'lng': 107.4632446701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Villa viva,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116223806414596335766"">Rita Purnamasari</a>'], 'photo_reference': 'AUGGfZmdpmMN6hECE9Ho7QpA3kPSRoTSUgs0KiJg2A5niPRrK2Ug0RZur-RvgLBiaoCRg8DyNITaj2RmhwUpxLMl0PZT8_agJYHq6JyUlSdPUsjmyVetfMrw-JLbX83qOZhxCfN0_gSBdbNADAZZPbbuey-AhkM8OXgogJZZm-pUNeIIIOMC', 'width': 5120}]",ChIJAaKpm5cDaS4Rr9sRZFWj-Mw,,4.9,ChIJAaKpm5cDaS4Rr9sRZFWj-Mw,"['tourist_attraction', 'point_of_interest', 'establishment']",34.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJAaKpm5cDaS4Rr9sRZFWj-Mw
,"East Cikalong, West Bandung Regency, West Java, Indonesia","{'location': {'lat': -6.734861299999999, 'lng': 107.4380222}, 'viewport': {'northeast': {'lat': -6.6885151, 'lng': 107.5492661}, 'southwest': {'lat': -6.79022, 'lng': 107.370827}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,East Cikalong,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116480811847075833108"">suci rahmawati .R</a>'], 'photo_reference': 'AUGGfZl745H8ouPMcRUKm_l25vTXgIWRh5axzSDCZIutGDxm1eoaGkrbQ7KHLA9zjrT9g_yKXiFiEe00dE-_5HH2V1a-UI6152nHPkLn-VmNZ-nhpu9f6GB_n8U6tVAHlAm3DMU5AlCRu5oyia8EkdWY1xVQy6OEW9CQSI4rGsOukW7YQrSx', 'width': 3264}]",ChIJ963FPsMCaS4ReFkY-d3UVWg,,,ChIJ963FPsMCaS4ReFkY-d3UVWg,"['administrative_area_level_3', 'political']",,,,,https://www.google.com/maps/place/?q=place_id:ChIJ963FPsMCaS4ReFkY-d3UVWg
OPERATIONAL,"Kp. Pasir Manggu, Desa, Cipada, Kec. Cikalong Wetan, Kabupaten Bandung Barat, Jawa Barat 40556, Indonesia","{'location': {'lat': -6.7623484, 'lng': 107.5097621}, 'viewport': {'northeast': {'lat': -6.761086920107278, 'lng': 107.5109371298927}, 'southwest': {'lat': -6.763786579892722, 'lng': 107.5082374701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Senyum,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107929324017000770094"">Ruri Rizki</a>'], 'photo_reference': 'AUGGfZlH0b7uPJ2jrgywXr4BkXZ0TCxc_E2lEhg0jX5ItG9UFB01NE3xySUK6MJ5vzjtjK7lHMDIdPuZg-qhcntha4bymfwYxjmtohmxaNUctG29qCu63A9JbMaVX8o_Bm7-b_d5S5ImofI2tB7frQHUtQltWuUUJ9a78AhPQgOKTVzdT4-I', 'width': 4160}]",ChIJ26aRnXsdaS4RgBltN-WCsLM,"{'compound_code': '6GQ5+3W Cipada, West Bandung Regency, West Java, Indonesia', 'global_code': '6P596GQ5+3W'}",4.3,ChIJ26aRnXsdaS4RgBltN-WCsLM,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",680.0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJ26aRnXsdaS4RgBltN-WCsLM
OPERATIONAL,"Mandalasari, East Cikalong, West Bandung Regency, West Java 40556, Indonesia","{'location': {'lat': -6.7676221, 'lng': 107.4509863}, 'viewport': {'northeast': {'lat': -6.766932049999998, 'lng': 107.4523814298927}, 'southwest': {'lat': -6.769692250000001, 'lng': 107.4496817701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Ciraja,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106557898432789658791"">Yuniar Barley</a>'], 'photo_reference': 'AUGGfZma2C9ssA4waK-7b8CxZmHu1P2OaPFxHPcQWxwV2lGOmvk_9_L3c9bcDNmRONcR6oa-S1-z-rLG10Bp5p9fn8Uy9ono22SMRECF35YVJbpj71PJm7Hmx5-33VUqT3tLgNvfaxwQoEi88JBoMvRuuzw4iBOQ3oPq37kxL7lP1QFz1-a3', 'width': 3120}]",ChIJ-VX6lfgDaS4Rh3Hhjm29A74,"{'compound_code': '6FJ2+X9 Mandalasari, West Bandung Regency, West Java, Indonesia', 'global_code': '6P596FJ2+X9'}",4.5,ChIJ-VX6lfgDaS4Rh3Hhjm29A74,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJ-VX6lfgDaS4Rh3Hhjm29A74
OPERATIONAL,"7C5W+HWJ, Ciptagumati, East Cikalong, West Bandung Regency, West Java 40556, Indonesia","{'location': {'lat': -6.7409482, 'lng': 107.4469606}, 'viewport': {'northeast': {'lat': -6.739878820107279, 'lng': 107.4481182298927}, 'southwest': {'lat': -6.742578479892723, 'lng': 107.4454185701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Cibadida - ᮊᮙ᮪ᮕᮥᮀ ᮎᮤᮘᮓᮤᮓ,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103571586583936903339"">A Google User</a>'], 'photo_reference': 'AUGGfZk1fp4vZ6nug-_mpVDLwGwpa8U_pMjQ3C2XInhhanYP8upKtqZg42FawZHQkYWMJdzbmQWieaw6ffmFkjl-VaswOIUxqG7mDyqFuD_GoTu4HFh_CIpD9k_gNdgw9Fi25bu62KO1ENbxvEiEQXzgzC9743dVHJ2s10LKVtOVXNxvNdbP', 'width': 3072}]",ChIJLb14L4cDaS4RUkTruVgUqlU,,4.7,ChIJLb14L4cDaS4RUkTruVgUqlU,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJLb14L4cDaS4RUkTruVgUqlU
OPERATIONAL,"7F4W+F7M, Kampung Ciparang, Ganjarsari, Kec. Cikalong Wetan, Kabupaten Bandung Barat, Jawa Barat 40556, Indonesia","{'location': {'lat': -6.7437777, 'lng': 107.4956834}, 'viewport': {'northeast': {'lat': -6.742523520107278, 'lng': 107.4970485798927}, 'southwest': {'lat': -6.745223179892722, 'lng': 107.4943489201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,D'VOLCANO BAMBOOE VILLAGE,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115109456562346186679"">A Google User</a>'], 'photo_reference': 'AUGGfZny5N_hrbDwRYx3_0UECUiTu-HTfu0XpgSjBH7khh4xF8C9xsumItrHuyTWUUpDGwTzQzN3brrfJ6Knf5UBCuytgx8CXECjVRfOSvYyjbX4jiRBqVVcbonEBjkgr9yAcrGwhwcg1poTCB4ye3IHbU5uzlXR9TRtjffxcQnw4Mr-RhKl', 'width': 1200}]",ChIJsa1RyL0daS4RCmuzKMWGssQ,,4.8,ChIJsa1RyL0daS4RCmuzKMWGssQ,"['tourist_attraction', 'point_of_interest', 'establishment']",19.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJsa1RyL0daS4RCmuzKMWGssQ
OPERATIONAL,"893W+H73, pinggir jembatan cisomang, Puteran, Kec. Cikalong Wetan, Kabupaten Bandung Barat, Jawa Barat 40556, Indonesia","{'location': {'lat': -6.6961037, 'lng': 107.395664}, 'viewport': {'northeast': {'lat': -6.693344300000001, 'lng': 107.3966687798927}, 'southwest': {'lat': -6.6970235, 'lng': 107.3939691201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Cijamur,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103729695595311814731"">Ginanjar Rahayu ginanjar</a>'], 'photo_reference': 'AUGGfZksBts0qKvBm24gJDOB0Dg7xz3cvEen1FrdmAhUHwHLkqjbex8v3dhYs9ZTm2YvckhwgamzQG9FQbQ1lNgxILqLEijPn2ijxPlLc6a_suZ80SYhbTBpYVwBV7OP0hWi_oHOLZWJbVpekXQmgrGdAK-cyU9d4m381kj7rXIBz9moxfX4', 'width': 2448}]",ChIJGzykbvoDaS4RBrIWw22T0MQ,,4.0,ChIJGzykbvoDaS4RBrIWw22T0MQ,"['tourist_attraction', 'point_of_interest', 'establishment']",94.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJGzykbvoDaS4RBrIWw22T0MQ
OPERATIONAL,"7G22+F87, Ciparang, Ganjarsari, Kec. Cikalong Wetan, Kabupaten Bandung Barat, Jawa Barat 40556, Indonesia","{'location': {'lat': -6.7488423, 'lng': 107.5007875}, 'viewport': {'northeast': {'lat': -6.748090249999998, 'lng': 107.5018569298927}, 'southwest': {'lat': -6.75109845, 'lng': 107.4991572701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mata Air Talaga Cisaladah,"[{'height': 6240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111658464489462908841"">Henri Krisnamurti</a>'], 'photo_reference': 'AUGGfZls9DLk_xDae-KBgCQ2mY4_RiglOyXaTq7jKLDg4mLn3xmiyTLKQog_S17vhQ2tkY81LjYcZLgt5voO6Ie_F6jvoi_t7xXEHK-F59_7HQLKtjnYFpaqrlfJYBamIXPlcWVzqUf1O-3P7RsUxmABg3-PeurNqc2mB0E8xHqhnk0XqAwC', 'width': 8320}]",ChIJb5sJW0AdaS4RIXyJdK9y2HM,,4.2,ChIJb5sJW0AdaS4RIXyJdK9y2HM,"['tourist_attraction', 'point_of_interest', 'establishment']",189.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJb5sJW0AdaS4RIXyJdK9y2HM
