business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,plus_code,price_level,url
OPERATIONAL,"98GF+5R, Anduring, 2 X 11 Kayu Tanam, Padang Pariaman Regency, West Sumatra, Indonesia","{'location': {'lat': -0.6246195, 'lng': 100.3245021}, 'viewport': {'northeast': {'lat': -0.6233183701072779, 'lng': 100.3259513298927}, 'southwest': {'lat': -0.6260180298927224, 'lng': 100.3232516701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lolong singongeeh Rimbo Kalam Nagari Anduriang,{'open_now': True},ChIJmYdM5_bf1C8R8BR-57tRFes,0.0,ChIJmYdM5_bf1C8R8BR-57tRFes,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJmYdM5_bf1C8R8BR-57tRFes
OPERATIONAL,"C6GW+72F, Durian River, Patamuan, Padang Pariaman Regency, West Sumatra, Indonesia","{'location': {'lat': -0.574317, 'lng': 100.2450506}, 'viewport': {'northeast': {'lat': -0.5734396000000002, 'lng': 100.2469203298927}, 'southwest': {'lat': -0.5769491999999999, 'lng': 100.2442206701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,parak pisang,,ChIJs8sY04Af1S8RhUO2gRD7hQM,0.0,ChIJs8sY04Af1S8RhUO2gRD7hQM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJs8sY04Af1S8RhUO2gRD7hQM
OPERATIONAL,"G598+C5, Sikucur, V Koto Kampung Dalam, Padang Pariaman Regency, West Sumatra, Indonesia","{'location': {'lat': -0.4814299, 'lng': 100.1654066}, 'viewport': {'northeast': {'lat': -0.4800156701072778, 'lng': 100.16622255}, 'southwest': {'lat': -0.4827153298927223, 'lng': 100.16295875}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Pak Jasman,,ChIJn3okGwAb1S8RqEqdwqfU3VA,0.0,ChIJn3okGwAb1S8RqEqdwqfU3VA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJn3okGwAb1S8RqEqdwqfU3VA
OPERATIONAL,"C6MJ+6QQ, Koto Baru, VII Koto Sungai Sariak, Padang Pariaman Regency, West Sumatra 25573, Indonesia","{'location': {'lat': -0.5669152, 'lng': 100.2319783}, 'viewport': {'northeast': {'lat': -0.5655119701072778, 'lng': 100.2332350798927}, 'southwest': {'lat': -0.5682116298927222, 'lng': 100.2305354201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lubuak Tano Bridge,{'open_now': True},ChIJyTSfLzMf1S8RCaMirJFXL_I,4.4,ChIJyTSfLzMf1S8RCaMirJFXL_I,"['tourist_attraction', 'point_of_interest', 'establishment']",243,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108926226306142763947"">Evi Susanti</a>'], 'photo_reference': 'AUGGfZlf0q2KfIHKwf8bWTOKSkxGMfB1PGBXqvhdYaH79bC2WTIq9eV77Lrg-0rdvbPNQ5OgpVUf_2u3bVF6RePrM7UGgR7MnYf8LfuvLrfFRSApoB_Z18FW9wFOKCz176NGMouT9diLE3nhoAOdC4diYDTJNvfBX7yiUPlYegbrW2PZbnnP', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJyTSfLzMf1S8RCaMirJFXL_I
OPERATIONAL,"C4XW+43G, Limau Puruik, V Koto Timur, Padang Pariaman Regency, West Sumatra, Indonesia","{'location': {'lat': -0.5521855, 'lng': 100.1452058}, 'viewport': {'northeast': {'lat': -0.5508417201072777, 'lng': 100.1465456798927}, 'southwest': {'lat': -0.5535413798927222, 'lng': 100.1438460201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jambatan tapi aia kampuang ladang,,ChIJEdCkZwAd1S8RqIp6-66Nv2s,5.0,ChIJEdCkZwAd1S8RqIp6-66Nv2s,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 1508, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104169381441968411599"">A Google User</a>'], 'photo_reference': 'AUGGfZnVDqjOImNF0Bzx1m9a3YsC6KiboAZxfzw8i8mMdaz13hOxren5tswncRNyIIOmU_7Wont3z49wDxcY7f4t1xDIRKhsdi7_RGJyDc6I5Avy-zhaS9Co4Ey1LPNy1EHiJAKELb3ODPr2ePaOEQvLMxtLw_SzRiOlp5UvvZlszqAYSuHo', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJEdCkZwAd1S8RqIp6-66Nv2s
OPERATIONAL,"F76R+GF, Kapalo Hilalang, 2 X 11 Kayu Tanam, Padang Pariaman Regency, West Sumatra, Indonesia","{'location': {'lat': -0.538689, 'lng': 100.291199}, 'viewport': {'northeast': {'lat': -0.5373318201072778, 'lng': 100.2923139798927}, 'southwest': {'lat': -0.5400314798927223, 'lng': 100.2896143201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tapian Mandi Batu Licin,{'open_now': True},ChIJXWmSXC4h1S8Rz4ARVA3Xh3A,5.0,ChIJXWmSXC4h1S8Rz4ARVA3Xh3A,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112103944862713180608"">JAY DATUM</a>'], 'photo_reference': 'AUGGfZkcL6OZHzzaT_LZOqdYJoy7vRY9HG_T3IUdkFf5spVRfzID0GVe1KIPwfz-BhEObY1jvWE4g0rWy3iPz2cXEEJF7buxn25hBh2b7YIZd6AowvsT-cHAmItHemOQwlB-wmJE3D9FvdEh_7nR8uyq2jwgPkpnHrGRrKhCZGvT_6tDH-j8', 'width': 720}]",,,https://www.google.com/maps/place/?q=place_id:ChIJXWmSXC4h1S8Rz4ARVA3Xh3A
OPERATIONAL,"F8H2+2G, Kapalo Hilalang, 2 X 11 Kayu Tanam, Padang Pariaman Regency, West Sumatra, Indonesia","{'location': {'lat': -0.5224833999999999, 'lng': 100.3013027}, 'viewport': {'northeast': {'lat': -0.5212718500000001, 'lng': 100.30211965}, 'southwest': {'lat': -0.52611805, 'lng': 100.29885185}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,HANA FARM AGRO,{'open_now': True},ChIJfdNpZAAh1S8RS9i4MSuS9k8,5.0,ChIJfdNpZAAh1S8RS9i4MSuS9k8,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113467759054009050418"">Alisman Rahmat</a>'], 'photo_reference': 'AUGGfZksf9SDLA9Dkw5u8NjskAfbdANKN_snDrtH399zJrV0dglv9nz0ILvS5thGLnsMFyAlvjtNMJk9xNeyAvwEOfhXVg_A5QvIgilqqF2NOgr-NNK9hOriIbNjGfZgu3nRshF90C54rEd7gZzyOheWgZlzU-E2Q02dQmZ4Gc1yhrB9djar', 'width': 3000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJfdNpZAAh1S8RS9i4MSuS9k8
OPERATIONAL,"F7XC+HF3, Tandikat, Patamuan, Padang Pariaman Regency, West Sumatra 25574, Indonesia","{'location': {'lat': -0.5011194, 'lng': 100.271177}, 'viewport': {'northeast': {'lat': -0.4997486201072778, 'lng': 100.2725033298927}, 'southwest': {'lat': -0.5024482798927222, 'lng': 100.2698036701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Korong Lubuak Aro, Tungka",,ChIJoQdvEvwj1S8RLs6qCRcskFY,5.0,ChIJoQdvEvwj1S8RLs6qCRcskFY,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 2400, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106862248978273461445"">A Google User</a>'], 'photo_reference': 'AUGGfZliZZqL7cIiA_Tr2ebZFvIpDfSTA3zaCdZQas7-HkErcSV-6njIzqHg-D__b39i_DJ7YnllyLykUFC5R5KAeiHEx3ltaXwoUA3I5aGfIGlMvz3LwBz9tm3uUv4P2ZPkZHCvVadl9Gv0OZsF3ySEsYYvf7fObXw6NrmXb0EY8JHFPNU', 'width': 3600}]",,,https://www.google.com/maps/place/?q=place_id:ChIJoQdvEvwj1S8RLs6qCRcskFY
OPERATIONAL,"G763+FWG, Tandikat, Patamuan, Padang Pariaman Regency, West Sumatra 25573, Indonesia","{'location': {'lat': -0.4888185999999999, 'lng': 100.2548394}, 'viewport': {'northeast': {'lat': -0.4875331201072777, 'lng': 100.2563414298927}, 'southwest': {'lat': -0.4902327798927221, 'lng': 100.2536417701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lubuk Ngungun Tandikek,{'open_now': False},ChIJD9qRqEgZ1S8ReNdusNnfHzA,3.0,ChIJD9qRqEgZ1S8ReNdusNnfHzA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107596343082586091015"">A Google User</a>'], 'photo_reference': 'AUGGfZksbHce-R7P_u4snkedgi-scN0zz3sdej75DpayWnFoL8PMXT4vE1nehyQNWgGei0uX35oRkKMmKGa5Zi4u5m3FKw8i32eP0kTRgOiSnTL02OxptMiJAhpWVKdcIqZIqe4ZdG9vTDReIwCZqVStmLB_giGts7WeR9QnxGvck8q87naX', 'width': 2604}]",,,https://www.google.com/maps/place/?q=place_id:ChIJD9qRqEgZ1S8ReNdusNnfHzA
OPERATIONAL,"97P8+W5J, Jl. Syekh Burhanuddin, Pakandangan, Kec. Enam Lingkung, Kabupaten Padang Pariaman, Sumatera Barat 25584, Indonesia","{'location': {'lat': -0.6126528000000001, 'lng': 100.2654043}, 'viewport': {'northeast': {'lat': -0.6112863701072777, 'lng': 100.2667275298927}, 'southwest': {'lat': -0.6139860298927222, 'lng': 100.2640278701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pakan Bareh,{'open_now': True},ChIJ3Q_vKvLf1C8RPwYNAP4wN5I,0.0,ChIJ3Q_vKvLf1C8RPwYNAP4wN5I,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110804193896069812608"">alhafizh _prm11</a>'], 'photo_reference': 'AUGGfZnBVeabT32ng4chOSlj2nE-eV6kKbNV4fruXtaLSZ_6s_-mSd7XkniI-jWwPK9jaJCW5wh_z_ajw3BG_ivAwXYi5HYSf-nxhgT604U1V5tGIPtI8qanhJGjUJE-9khvwo00RwsxMLkOLnBO81fQFa5vcBpyeksFrRorSOnbfgxaWA_f', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ3Q_vKvLf1C8RPwYNAP4wN5I
