business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,photos,url
OPERATIONAL,"Gunung Padang Alai, Padang Sago, Padang Pariaman Regency, West Sumatra, Indonesia","{'location': {'lat': -0.510085, 'lng': 100.2119107}, 'viewport': {'northeast': {'lat': -0.5083608500000001, 'lng': 100.2136670298927}, 'southwest': {'lat': -0.51525745, 'lng': 100.2109673701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampuang Tanjuang,ChIJZVNbNcMZ1S8R5Xl5aQQh3VI,"{'compound_code': 'F6Q6+XQ Gunung Padang Alai, Padang Pariaman Regency, West Sumatra, Indonesia', 'global_code': '6PF2F6Q6+XQ'}",4.5,ChIJZVNbNcMZ1S8R5Xl5aQQh3VI,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJZVNbNcMZ1S8R5Xl5aQQh3VI
OPERATIONAL,"G6R4+4M, Gunung Padang Alai, V Koto Timur, Padang Pariaman Regency, West Sumatra 25552, Indonesia","{'location': {'lat': -0.4596664, 'lng': 100.206734}, 'viewport': {'northeast': {'lat': -0.4586444701072778, 'lng': 100.2083666798927}, 'southwest': {'lat': -0.4613441298927223, 'lng': 100.2056670201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LANGKUIK IPUAH,ChIJrYS6okYZ1S8RCQZ0Vt1NnHs,,4.5,ChIJrYS6okYZ1S8RCQZ0Vt1NnHs,"['tourist_attraction', 'point_of_interest', 'establishment']",2,{'open_now': True},"[{'height': 1599, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110563872110464378476"">A Google User</a>'], 'photo_reference': 'AUGGfZnpvXVK-kMgOQ9TrottyYF8E6F1sDSv8TcSVl6kqkrzF2PfGnQTOFrTnpAoS_Stg_RYUap0XB1Nc8bUF5hUBLzRXCTk7lWb0KsXKm1gVROuPISkFFN2hb6LdkSmpiu7UprNscM2AdwzMyErKtrx4iC04Yh3wYmSisgf1NuCYo71Qxhu', 'width': 899}]",https://www.google.com/maps/place/?q=place_id:ChIJrYS6okYZ1S8RCQZ0Vt1NnHs
OPERATIONAL,"98GF+5R, Anduring, 2 X 11 Kayu Tanam, Padang Pariaman Regency, West Sumatra, Indonesia","{'location': {'lat': -0.6246195, 'lng': 100.3245021}, 'viewport': {'northeast': {'lat': -0.6233183701072779, 'lng': 100.3259513298927}, 'southwest': {'lat': -0.6260180298927224, 'lng': 100.3232516701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lolong singongeeh Rimbo Kalam Nagari Anduriang,ChIJmYdM5_bf1C8R8BR-57tRFes,,0.0,ChIJmYdM5_bf1C8R8BR-57tRFes,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJmYdM5_bf1C8R8BR-57tRFes
OPERATIONAL,"G763+FWG, Tandikat, Patamuan, Padang Pariaman Regency, West Sumatra 25573, Indonesia","{'location': {'lat': -0.4888185999999999, 'lng': 100.2548394}, 'viewport': {'northeast': {'lat': -0.4875331201072777, 'lng': 100.2563414298927}, 'southwest': {'lat': -0.4902327798927221, 'lng': 100.2536417701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lubuk Ngungun Tandikek,ChIJD9qRqEgZ1S8ReNdusNnfHzA,,3.0,ChIJD9qRqEgZ1S8ReNdusNnfHzA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109314014820389458251"">A Google User</a>'], 'photo_reference': 'AUGGfZkzTtWEp3Ocm5xX_mnk9zTnbBmBVp9rOQiH92_729zU4kmCjCeBv_YcsOqX9BYqj0I2a6uSbv-vdLwMHxx6VAGhfotTxbf-VLlKkgRRw96WZ6YSyz2onqS0OMiRRCF2StavxWFRzSaOul6-8ce36fIw1c--0XH9npiFLg85CIXX2fLT', 'width': 2268}]",https://www.google.com/maps/place/?q=place_id:ChIJD9qRqEgZ1S8ReNdusNnfHzA
OPERATIONAL,"G598+C5, Sikucur, V Koto Kampung Dalam, Padang Pariaman Regency, West Sumatra, Indonesia","{'location': {'lat': -0.4814299, 'lng': 100.1654066}, 'viewport': {'northeast': {'lat': -0.4800156701072778, 'lng': 100.16622255}, 'southwest': {'lat': -0.4827153298927223, 'lng': 100.16295875}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Pak Jasman,ChIJn3okGwAb1S8RqEqdwqfU3VA,,0.0,ChIJn3okGwAb1S8RqEqdwqfU3VA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJn3okGwAb1S8RqEqdwqfU3VA
OPERATIONAL,"C7Q4+7VF, Korong Simpang Tigo Koto Mambang Nagari Kampuang Tanjuang, Sungai Durian, Kec. Patamuan, Kabupaten Padang Pariaman, Sumatera Barat 25574, Indonesia","{'location': {'lat': -0.5618078, 'lng': 100.2571612}, 'viewport': {'northeast': {'lat': -0.560446970107278, 'lng': 100.2584520798927}, 'southwest': {'lat': -0.5631466298927224, 'lng': 100.2557524201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Mandiangin,ChIJcR5XA2kf1S8RZckBr6xWhlI,,4.5,ChIJcR5XA2kf1S8RZckBr6xWhlI,"['tourist_attraction', 'point_of_interest', 'establishment']",71,{'open_now': True},"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101858350611526044520"">Eri Gepeank</a>'], 'photo_reference': 'AUGGfZk4XSxWdNh1XTl_Mnj3NwHNzcuzeIG4ECqWHz36QVWfqe5Eqg3mAHdWjXmSLQO3LV9Jy3ynLKhr1Gwgn-a0y3NiB-Bt-2SRJ2Xu-_qfKIP52cwjvb-ZPiYeLOJTcooVIiEAy7rfAyKtCyHY8CsKFl6qOvKHsxX0sm2x4NwtQ0_AwVV0', 'width': 4032}]",https://www.google.com/maps/place/?q=place_id:ChIJcR5XA2kf1S8RZckBr6xWhlI
OPERATIONAL,"C6GW+72F, Durian River, Patamuan, Padang Pariaman Regency, West Sumatra, Indonesia","{'location': {'lat': -0.574317, 'lng': 100.2450506}, 'viewport': {'northeast': {'lat': -0.5734396000000002, 'lng': 100.2469203298927}, 'southwest': {'lat': -0.5769491999999999, 'lng': 100.2442206701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,parak pisang,ChIJs8sY04Af1S8RhUO2gRD7hQM,,0.0,ChIJs8sY04Af1S8RhUO2gRD7hQM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJs8sY04Af1S8RhUO2gRD7hQM
OPERATIONAL,"G62C+P9Q, Gunung Padang Alai, Patamuan, Padang Pariaman Regency, West Sumatra 25573, Indonesia","{'location': {'lat': -0.4981611, 'lng': 100.2209856}, 'viewport': {'northeast': {'lat': -0.4969787701072778, 'lng': 100.2222957798927}, 'southwest': {'lat': -0.4996784298927223, 'lng': 100.2195961201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Tabie,ChIJIbdvqXAZ1S8Rh20oVyzqgis,,0.0,ChIJIbdvqXAZ1S8Rh20oVyzqgis,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJIbdvqXAZ1S8Rh20oVyzqgis
OPERATIONAL,"G648+8FW, Gunung Padang Alai, Patamuan, Padang Pariaman Regency, West Sumatra 25573, Indonesia","{'location': {'lat': -0.4941302, 'lng': 100.2162082}, 'viewport': {'northeast': {'lat': -0.4927803701072778, 'lng': 100.2175580298927}, 'southwest': {'lat': -0.4954800298927222, 'lng': 100.2148583701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dama Kasiak,ChIJddnBJMkZ1S8Ri7PdjiPn7gU,,5.0,ChIJddnBJMkZ1S8Ri7PdjiPn7gU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112577246181796550173"">Ahmad Rafi</a>'], 'photo_reference': 'AUGGfZlY2-K4uVPq66KSi9tNoPpzZxYwv3tCXxaBeLRYSxfh9YJ-5V0DmXQwmwxOLcBJ1l8lRsDspdVHXfsS2sajv_IW0H7MCAfAUzLzN9R12NyMkGKUku3fIlTnunauw6Ft0nxw55Gjlua9-DHGiymAiJIOqX62ezPb_AIeYd-3xvEXYK3P', 'width': 4160}]",https://www.google.com/maps/place/?q=place_id:ChIJddnBJMkZ1S8Ri7PdjiPn7gU
OPERATIONAL,"G63R+R3C, Tandikat, Patamuan, Padang Pariaman Regency, West Sumatra 25573, Indonesia","{'location': {'lat': -0.4954441, 'lng': 100.2401557}, 'viewport': {'northeast': {'lat': -0.4941606201072777, 'lng': 100.2416365798927}, 'southwest': {'lat': -0.4968602798927222, 'lng': 100.2389369201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kapalo Koto,ChIJA8kX5zUZ1S8Rizb0y1D_g_g,,0.0,ChIJA8kX5zUZ1S8Rizb0y1D_g_g,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104537262013917092225"">A Google User</a>'], 'photo_reference': 'AUGGfZka9d3rXoiDgLprng0Bc9zpEIST_RihbHBbDCpO_Px86qoBSO1t09IUku4fXS6AxQnT70VfwKCTN-Da-gcgbgUD9dlUoIFsS9G5DmeyP7srjwhHdiYpcuBC1x5tuea6Oe_8r4wEf5SvTRXknyWENJoh1ziMpN6a2CwYHK4ZlsmkntkK', 'width': 3120}]",https://www.google.com/maps/place/?q=place_id:ChIJA8kX5zUZ1S8Rizb0y1D_g_g
