business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,photos,opening_hours,permanently_closed,url
OPERATIONAL,"Jl. Bungur Besar Raya No.125A, RT.9/RW.1, Bungur, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10460, Indonesia","{'location': {'lat': -6.169941, 'lng': 106.843584}, 'viewport': {'northeast': {'lat': -6.168589270107279, 'lng': 106.8449575798927}, 'southwest': {'lat': -6.171288929892722, 'lng': 106.8422579201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ragunan,ChIJCyg_WwD1aS4Ri0qdn1eE6q4,"{'compound_code': 'RRJV+2C Bungur, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RRJV+2C'}",0.0,ChIJCyg_WwD1aS4Ri0qdn1eE6q4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJCyg_WwD1aS4Ri0qdn1eE6q4
OPERATIONAL,"Jl. Kramat Raya No.59 8, RT.8/RW.8, Kramat, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10450, Indonesia","{'location': {'lat': -6.1866131, 'lng': 106.8456546}, 'viewport': {'northeast': {'lat': -6.185331620107278, 'lng': 106.8468797798927}, 'southwest': {'lat': -6.188031279892722, 'lng': 106.8441801201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,De voyage,ChIJhRKuI2j1aS4Rx5RlxbtxL7Q,"{'compound_code': 'RR7W+97 Kramat, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RR7W+97'}",0.0,ChIJhRKuI2j1aS4Rx5RlxbtxL7Q,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116395764469203028077"">A Google User</a>'], 'photo_reference': 'AUGGfZkq-9RERqB6CqhY2PHByIEjZSgLiAjZlPU4__lNRU2Mf77V-Qazyi4wm7tHogKK8Rwhn3tFV4quXUyouwd3jf39alx0sJmnb7Q8cWnMAU9MbkVDjo2AtbfljJG2MaJG3evWi1H-vmbWSxl4131vduCEXHtUMLH4gYpH9O0nObWjYmEi', 'width': 2160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJhRKuI2j1aS4Rx5RlxbtxL7Q
OPERATIONAL,"RV44+FJ2, Jl. Pramuka Jati, RT.4/RW.8, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440, Indonesia","{'location': {'lat': -6.1938608, 'lng': 106.8565176}, 'viewport': {'northeast': {'lat': -6.192514420107278, 'lng': 106.8578709798927}, 'southwest': {'lat': -6.195214079892722, 'lng': 106.8551713201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gotop gojek,ChIJdz_Qrzj1aS4RwdZXucl1FiA,,0.0,ChIJdz_Qrzj1aS4RwdZXucl1FiA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116913098117407334819"">Muhammad Nurkhozin</a>'], 'photo_reference': 'AUGGfZnkeSHTGZ9jAMqoZCemFbVsPyCm8dtXaFMKzkGL1u3b7IspyliQSMndl6ORLXps01vKmZsJVchTmL5bJJJP-JZX8KP8DbAFuBMTs9U_wGwLrPf5C6sbVvzRTWXZxq4pcuX-EL4P_lOm7h8AUw4jf8axAw8ew_56UKf_1r9gF-S4C88z', 'width': 750}]",,,https://www.google.com/maps/place/?q=place_id:ChIJdz_Qrzj1aS4RwdZXucl1FiA
OPERATIONAL,"Jl. Kramat Sawah 6, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440, Indonesia","{'location': {'lat': -6.1889084, 'lng': 106.8521492}, 'viewport': {'northeast': {'lat': -6.187576970107278, 'lng': 106.8534711798927}, 'southwest': {'lat': -6.190276629892722, 'lng': 106.8507715201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MABES INTEL WARKUD JKT,ChIJLYUEfgD1aS4R7WzOewLK9VU,"{'compound_code': 'RV62+CV Paseban, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RV62+CV'}",5.0,ChIJLYUEfgD1aS4R7WzOewLK9VU,"['tourist_attraction', 'point_of_interest', 'establishment']",3,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107592689859492027915"">A Google User</a>'], 'photo_reference': 'AUGGfZlnKovVIJ-84TPzlGJQamiKi_gLVxKvTdiL6TTAkm-j-9HwjbwOk_DWlAWcTOgaBsexBT4WLxw-U_SYXhsTXEiG4twlf3aiPoAffPnAdjLfSjf-E3d3cLEdAoKFDByL44h3fI7SXNSjSClYErbp3mNJEgbBeVtRY51USRxIxjltO5v4', 'width': 1600}]",,,https://www.google.com/maps/place/?q=place_id:ChIJLYUEfgD1aS4R7WzOewLK9VU
OPERATIONAL,"RR4Q+XXW, Cikini, Menteng, Central Jakarta City, Jakarta, Indonesia","{'location': {'lat': -6.1923696, 'lng': 106.8398766}, 'viewport': {'northeast': {'lat': -6.191057820107278, 'lng': 106.8412800798927}, 'southwest': {'lat': -6.193757479892722, 'lng': 106.8385804201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kucing Cemong,ChIJqVVcQQD1aS4RPGT0ElfPFOA,,0.0,ChIJqVVcQQD1aS4RPGT0ElfPFOA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJqVVcQQD1aS4RPGT0ElfPFOA
OPERATIONAL,"Jl. Tanah Abang I No.1, RT.11/RW.8, Petojo Sel., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10160, Indonesia","{'location': {'lat': -6.172452, 'lng': 106.8197689}, 'viewport': {'northeast': {'lat': -6.171069120107279, 'lng': 106.8211125298927}, 'southwest': {'lat': -6.173768779892723, 'lng': 106.8184128701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Museum Taman Prasasti,ChIJme1W2dX1aS4Rl6KryVgIl5A,"{'compound_code': 'RRH9+2W South Petojo, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RRH9+2W'}",4.6,ChIJme1W2dX1aS4Rl6KryVgIl5A,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",1821,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107865520720443373324"">Hairul Anwar</a>'], 'photo_reference': 'AUGGfZnU5DKVf1U4-2Hd2zLEzn1rpSopdpSGwvYMU6b-OQrKKhnXnn6UvRKiKQga766YvZpaeP0J0EipNVkmwpK3BGv08BAFVRaSwT2zqYbfrgkoEoe2xr2q_TMsP9danT8p6x2bhktNy0a7Jt5faR-g9FN8xVcwVygNX9nzjATuQoCuPM9d', 'width': 6000}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJme1W2dX1aS4Rl6KryVgIl5A
OPERATIONAL,"RRJM+4W5, Pasar Baru, Sawah Besar, Central Jakarta City, Jakarta 10710, Indonesia","{'location': {'lat': -6.170554999999999, 'lng': 106.8350378}, 'viewport': {'northeast': {'lat': -6.169611620107279, 'lng': 106.8382978}, 'southwest': {'lat': -6.172311279892723, 'lng': 106.8318254}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Lapangan Banteng Park,ChIJA88y_8v1aS4RbfwYWObt98A,,4.7,ChIJA88y_8v1aS4RbfwYWObt98A,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",25459,"[{'height': 6944, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101269050379884309604"">A Google User</a>'], 'photo_reference': 'AUGGfZkaICtS8-abfVMuGwnnXH-kCMIpMYVtx5eHKjpVQAGv76ehHvqT0cUEvi3LBv5f06WiJfOK0Ls5PUciMMklWqxUFJ0QaVWyfMjpRfNlxm8RU-Vq3ftNho8WgV5es9fNXIKe-JmoBBdDP0REiLZo7WIZuH_ddJ_AA4rJlv2gwFFMoXKK', 'width': 9248}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJA88y_8v1aS4RbfwYWObt98A
OPERATIONAL,"Jl. Abdul Rachman Saleh No.26, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10410, Indonesia","{'location': {'lat': -6.178753599999999, 'lng': 106.8379735}, 'viewport': {'northeast': {'lat': -6.176956720107277, 'lng': 106.8395115798927}, 'southwest': {'lat': -6.179656379892721, 'lng': 106.8368119201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Kebangkitan Nasional Museum,ChIJy4KUVjT0aS4RqyjRaPmFMfY,"{'compound_code': 'RRCQ+F5 Senen, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RRCQ+F5'}",4.7,ChIJy4KUVjT0aS4RqyjRaPmFMfY,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",2318,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107573873796457741524"">Djangkaru Bumi</a>'], 'photo_reference': 'AUGGfZkrZf5-kTy52qAjTX8PnGOEldPX8tXSUgO55_P8wtYu8rQ5ewVm_cwUPVG0V48_uHr-WquERGBUkU-Ws4tsmJWVucdKXn-0uVoLAgc_3MhyKAMTJ_x9w7s_AUnjha0RiET2C0OkM8he_uF0CbB77kCsC1KYDwDj0MWtyo7117XtAM08', 'width': 1600}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJy4KUVjT0aS4RqyjRaPmFMfY
OPERATIONAL,"Jl. Proklamasi No.10, RT.10/RW.2, Pegangsaan, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320, Indonesia","{'location': {'lat': -6.2032463, 'lng': 106.846814}, 'viewport': {'northeast': {'lat': -6.201501920107279, 'lng': 106.8478442298927}, 'southwest': {'lat': -6.204201579892723, 'lng': 106.8451445701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Proklamasi,ChIJg5lJJWz0aS4R2177RmjjXYY,"{'compound_code': 'QRWW+PP Pegangsaan, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QRWW+PP'}",4.7,ChIJg5lJJWz0aS4R2177RmjjXYY,"['tourist_attraction', 'point_of_interest', 'establishment']",7303,"[{'height': 1368, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103649956149351592742"">Erjan Sarwono Sirait</a>'], 'photo_reference': 'AUGGfZnezZoVDjN5r3q9Lnphe6Yh0otDuC0wRxrXZNfsf2z74twpqs-HZyKUUVjREuBBN7_pnagcfRunBmJzejSOqfNWC3ixAPFCQuibXqbLCkI_qmnOgYtgb3jSV0Pw95YWJYeJ7JpJGPRF5zGOT3MU13bbIlfczkqHd77UEhGUJLNldaUY', 'width': 2048}]",,,https://www.google.com/maps/place/?q=place_id:ChIJg5lJJWz0aS4R2177RmjjXYY
OPERATIONAL,"Jl. Taman Suropati No.5, RT.5/RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia","{'location': {'lat': -6.199387, 'lng': 106.8326333}, 'viewport': {'northeast': {'lat': -6.197727849999999, 'lng': 106.8339836298927}, 'southwest': {'lat': -6.200813250000001, 'lng': 106.8312839701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Suropati Park,ChIJ-S4F5Bb0aS4RgVq6v81ZM4s,"{'compound_code': 'RR2M+63 Menteng, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58RR2M+63'}",4.6,ChIJ-S4F5Bb0aS4RgVq6v81ZM4s,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",21291,"[{'height': 1165, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109234405571216831142"">Andre Wiyahya</a>'], 'photo_reference': 'AUGGfZlz3m2NSmQJmna251RNY-Xh4xXf_RaYobj8wWHni_55CiOVaCsAtImthJJz96COs2PsQoK4IswfgKivFK6CSpT-08Tql_mznIKEHPRWOav_XwYurECH8bBYciYryoaq0f_FpFEIyvdIguKaWAO_nY4wvHSrEZa6yX1yghM4HYL6BfAo', 'width': 2223}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJ-S4F5Bb0aS4RgVq6v81ZM4s
