business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,permanently_closed,plus_code,url
OPERATIONAL,"6QCM+X9P, Wain, Kei Kecil Timur, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.7775447, 'lng': 132.783459}, 'viewport': {'northeast': {'lat': -5.776369570107278, 'lng': 132.7846266298927}, 'southwest': {'lat': -5.779069229892722, 'lng': 132.7819269701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107547550932084816311"">Daffa Arkananta</a>'], 'photo_reference': 'AUGGfZmJoV-DWqw6cUsZ4o6gbssXpzYNgJf833-_qg_R6-8jIZ3moifKbzbV3H7T0fnVVKSADaY5MTSY0fIJJdz_OMOLXtZZxOwLNYi3z8svrG3NC8_taX1VG-4udSYapyeKEBhmzgE9_1pwkyrQikl5EdD5jHYyLE1l6pOLLHwNv3WPoSSw', 'width': 3024}]",ChIJfZZa-4LjLy0RHZuKGzDKtT8,5.0,ChIJfZZa-4LjLy0RHZuKGzDKtT8,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJfZZa-4LjLy0RHZuKGzDKtT8
OPERATIONAL,"4QCR+767, Ohoilus, Mastur, Kec. Kei Kecil Tim., Kabupaten Maluku Tenggara, Maluku, Indonesia","{'location': {'lat': -5.879340699999999, 'lng': 132.79054}, 'viewport': {'northeast': {'lat': -5.878489549999999, 'lng': 132.79590055}, 'southwest': {'lat': -5.881894150000001, 'lng': 132.78875315}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wear Lee,,ChIJtdgITQDpLy0RUIUNjgvtB0s,0.0,ChIJtdgITQDpLy0RUIUNjgvtB0s,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJtdgITQDpLy0RUIUNjgvtB0s
OPERATIONAL,"5RF4+PJJ, Rumat, Kei Kecil Timur, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.8256519, 'lng': 132.806518}, 'viewport': {'northeast': {'lat': -5.824238370107278, 'lng': 132.8078716298927}, 'southwest': {'lat': -5.826938029892722, 'lng': 132.8051719701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Tahit, ohoitom",,ChIJt8Gn8GvnLy0RL7pLIKWcCfM,0.0,ChIJt8Gn8GvnLy0RL7pLIKWcCfM,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJt8Gn8GvnLy0RL7pLIKWcCfM
OPERATIONAL,"5MWP+7JF, Wab, Kei Kecil, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.804317699999999, 'lng': 132.6865605}, 'viewport': {'northeast': {'lat': -5.802803820107277, 'lng': 132.6882401798927}, 'southwest': {'lat': -5.805503479892721, 'lng': 132.6855405201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai kelapa miring,,ChIJMUgzKQD7Ly0RzTI8wZBRB38,5.0,ChIJMUgzKQD7Ly0RzTI8wZBRB38,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJMUgzKQD7Ly0RzTI8wZBRB38
CLOSED_TEMPORARILY,"6QFQ+FC, Wain, Kei Kecil Timur, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.7772979, 'lng': 132.7897136}, 'viewport': {'northeast': {'lat': -5.775449670107278, 'lng': 132.7904860798927}, 'southwest': {'lat': -5.778149329892722, 'lng': 132.7877864201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gazebo Disuk,,ChIJz3AFtEThLy0RhAGXSSG9tHY,5.0,ChIJz3AFtEThLy0RhAGXSSG9tHY,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,,True,,https://www.google.com/maps/place/?q=place_id:ChIJz3AFtEThLy0RhAGXSSG9tHY
OPERATIONAL,"4P28+H7R, Ohoidertutu, Kei Kecil Barat, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.898520299999999, 'lng': 132.7156253}, 'viewport': {'northeast': {'lat': -5.897170470107278, 'lng': 132.7169751298927}, 'southwest': {'lat': -5.899870129892721, 'lng': 132.7142754701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ohoidertutu Beach,,ChIJGSh_uKDvLy0Rf4vT39zG8C0,5.0,ChIJGSh_uKDvLy0Rf4vT39zG8C0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJGSh_uKDvLy0Rf4vT39zG8C0
CLOSED_TEMPORARILY,"6QCJ+JFH, Wain, Kei Kecil Timur, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.7784464, 'lng': 132.7812492}, 'viewport': {'northeast': {'lat': -5.777252570107279, 'lng': 132.7827886298927}, 'southwest': {'lat': -5.779952229892722, 'lng': 132.7800889701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dermaga Wain Baru,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109562091656954454397"">dhafin ganesha</a>'], 'photo_reference': 'AUGGfZnbwvkHdyVty9z7zg_5-086t32Ng4_cOLoA4XsgofoyjOJrbYNURynekX8U7kdWA1PfDKcUcaMH0F1VgqA3-jdzdkbKr8_bKu-tpjYmmp8UKJGhoHkkFjc1UFm42YFoeEiqDLi79AUn8ar0iNDWqiU5A_QhdRIUIyd1BBeRD_nwBFOu', 'width': 2268}]",ChIJu7c_MxzjLy0RfCSoP3rxkaA,5.0,ChIJu7c_MxzjLy0RfCSoP3rxkaA,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,True,,https://www.google.com/maps/place/?q=place_id:ChIJu7c_MxzjLy0RfCSoP3rxkaA
OPERATIONAL,"6PQ2+48P, Letvuan, Kei Kecil, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.7621635, 'lng': 132.7009737}, 'viewport': {'northeast': {'lat': -5.760899470107278, 'lng': 132.7022863298927}, 'southwest': {'lat': -5.763599129892722, 'lng': 132.6995866701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat pemandian anak kecil,,ChIJk8iJLAD9Ly0RmycBQOX7cyk,0.0,ChIJk8iJLAD9Ly0RmycBQOX7cyk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJk8iJLAD9Ly0RmycBQOX7cyk
OPERATIONAL,"6QFQ+FC, Wain, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.7764729, 'lng': 132.7893471}, 'viewport': {'northeast': {'lat': -5.775037020107278, 'lng': 132.7903029798927}, 'southwest': {'lat': -5.777736679892722, 'lng': 132.7876033201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WISATA BAHARI,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111052409908107265380"">A Google User</a>'], 'photo_reference': 'AUGGfZkgO4MtaswC9pW3srQcxzK9RibzLPYLEWphWoWh_4cfRhp5wQiQ0rfEjOqkAHOBAGIllbP3byndQmQF-Fr-sz_Z9LRxhxa1_3JrGRdeCAEadmWyLUPyGBxBXizB2S-e1Np6F1L5QsRtITCM7JUogQtdWpiXJ0-L1uriRGTVw_imJxxc', 'width': 720}]",ChIJha_xXSHhLy0R88oh9Xq6sq0,5.0,ChIJha_xXSHhLy0R88oh9Xq6sq0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJha_xXSHhLy0R88oh9Xq6sq0
OPERATIONAL,"3QFQ+X4Q, Elaar Lamagorang, Kei Kecil Timur Selatan, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.9250313, 'lng': 132.7878629}, 'viewport': {'northeast': {'lat': -5.923467970107278, 'lng': 132.7885854298927}, 'southwest': {'lat': -5.926167629892722, 'lng': 132.7858857701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Elaar Lamagorang,,ChIJt75ref_rLy0RCdcRF2pKCo8,5.0,ChIJt75ref_rLy0RCdcRF2pKCo8,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJt75ref_rLy0RCdcRF2pKCo8
OPERATIONAL,"6QFQ+FC, Wain, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.7762978, 'lng': 132.7885747}, 'viewport': {'northeast': {'lat': -5.774970120107279, 'lng': 132.7899329298927}, 'southwest': {'lat': -5.777669779892722, 'lng': 132.7872332701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Disuk,"[{'height': 3088, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108263497983815264664"">A Google User</a>'], 'photo_reference': 'AUGGfZlQtARBTdM6DuAAtLgq2DB_RRyljLjqClbvbPl2DGDYuAXN8tg01PFDtW2b_vkSOehY1uLB88qqQCBghulUV0-72bLsRdSExaOvFY7UNy5H0G-w2wGhgK9VnWPj_8f2uVjJdunD17HaYxHRojOBmzrslzVXzeXX5ixXYU_yxamuo8S1', 'width': 3088}]",ChIJ08qqWG7hLy0RAmqH_RjJ2qI,5.0,ChIJ08qqWG7hLy0RAmqH_RjJ2qI,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJ08qqWG7hLy0RAmqH_RjJ2qI
OPERATIONAL,"3Q4F+9F, Lumefar, Kei Kecil Timur Selatan, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.944019, 'lng': 132.773677}, 'viewport': {'northeast': {'lat': -5.941176650000001, 'lng': 132.7751611798927}, 'southwest': {'lat': -5.94496645, 'lng': 132.7724615201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Wahan,"[{'height': 1868, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109918485985894529117"">Rikhardus Tanlain</a>'], 'photo_reference': 'AUGGfZlaJaxPB03S2Xu_maZE3F8_1u8lLWzWBtY6k9bjhqEo6Ftm53fIJ1HBpyqsoWgxiBL5mUr-A1eDz5ARPxi21zNtHJhJ4Cc5_Lleq5l76eFvOITvg8xIDU0tdUlvW2hDCD0IhzfNejBQgxQxlEFGUZF6VsoufAg5M-VJQxX2mjUk-4Xl', 'width': 4000}]",ChIJr0AimUbtLy0R5xP9F23ooPw,0.0,ChIJr0AimUbtLy0R5xP9F23ooPw,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJr0AimUbtLy0R5xP9F23ooPw
OPERATIONAL,"7P4G+49, Dian, Kei Kecil, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.7446971, 'lng': 132.7259206}, 'viewport': {'northeast': {'lat': -5.743391520107278, 'lng': 132.72666835}, 'southwest': {'lat': -5.746091179892722, 'lng': 132.72367735}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot walik,,ChIJA6mdEXbjLy0RT4T424iapPA,0.0,ChIJA6mdEXbjLy0RT4T424iapPA,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJA6mdEXbjLy0RT4T424iapPA
OPERATIONAL,"6QFQ+FC, Wain, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.7752344, 'lng': 132.7877321}, 'viewport': {'northeast': {'lat': -5.774417770107277, 'lng': 132.7894954798927}, 'southwest': {'lat': -5.777117429892721, 'lng': 132.7867958201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ngutwaw Bay’s View,,ChIJPU_wKtfhLy0Rpdg9JxAmUss,5.0,ChIJPU_wKtfhLy0Rpdg9JxAmUss,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJPU_wKtfhLy0Rpdg9JxAmUss
OPERATIONAL,"4MC9+P2, Somlain, Kei Kecil Barat, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.8782361, 'lng': 132.6675252}, 'viewport': {'northeast': {'lat': -5.876886270107277, 'lng': 132.6688750298927}, 'southwest': {'lat': -5.879585929892721, 'lng': 132.6661753701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ngur mar'i,,ChIJSfioGADxLy0RFP-QFNArVzc,0.0,ChIJSfioGADxLy0RFP-QFNArVzc,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJSfioGADxLy0RFP-QFNArVzc
OPERATIONAL,"3MPW+CM5, Madwaer, Kec. Kei Kecil Bar., Kabupaten Maluku Tenggara, Maluku, Indonesia","{'location': {'lat': -5.9399326, 'lng': 132.7028144}, 'viewport': {'northeast': {'lat': -5.938582770107278, 'lng': 132.7041642298927}, 'southwest': {'lat': -5.941282429892722, 'lng': 132.7014645701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hemas Beach,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115762359184664045955"">A Google User</a>'], 'photo_reference': 'AUGGfZnarFeYjACaKX6L92DGy1csv6a_zTqhl-NSCg_8ROYUCu1lcrvTc5XYRuwUaedaJOkragjNL8Ta68ZSux78lNN7XSSQaoKCoXfXVpY1L3WNMnlVu1sbLSTI-WMLI2y9GpmX6-M98vgTympDp4pin-YHZ1yd9cirCZt6NfTdhuiiP7PN', 'width': 3264}]",ChIJzzHjZSLzLy0ROHOwjomv5rQ,5.0,ChIJzzHjZSLzLy0ROHOwjomv5rQ,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJzzHjZSLzLy0ROHOwjomv5rQ
OPERATIONAL,"6P53+F35, Ohoi, Evu, Kei Kecil, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.791365799999999, 'lng': 132.7027416}, 'viewport': {'northeast': {'lat': -5.789945270107277, 'lng': 132.7040856298927}, 'southwest': {'lat': -5.792644929892721, 'lng': 132.7013859701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun Evu,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104560533629424209683"">A Google User</a>'], 'photo_reference': 'AUGGfZkLLY66HlAb-vlWwc-Fr2Fm3XnQjeyI25xrob-f9SfcsJXajq0R-7XUFXi-CwYPiClxe2_3mzHT6Qgzwc47leIqVfxfAT7VBNp88Y848nelB7fiubtT8c1UNQhfeu3-Ph4FLphaPugGsM_E-bKkfrUl0Wp9riuZDUYsC29uXp3gM7Bd', 'width': 2160}]",ChIJeY3eJFj9Ly0RsBIo0tNnsWg,4.2,ChIJeY3eJFj9Ly0RsBIo0tNnsWg,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJeY3eJFj9Ly0RsBIo0tNnsWg
OPERATIONAL,"5QJF+54Q, Jl. Kabupaten, Wain, Kec. Kei Kecil Tim., Kabupaten Maluku Tenggara, Maluku, Indonesia","{'location': {'lat': -5.8195409, 'lng': 132.7728456}, 'viewport': {'northeast': {'lat': -5.818208870107277, 'lng': 132.7741948798927}, 'southwest': {'lat': -5.820908529892721, 'lng': 132.7714952201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,"Semawi, KEC KEI KECIL TIMUR",,ChIJTToHdhXlLy0RnVzT7I5gZeg,0.0,ChIJTToHdhXlLy0RnVzT7I5gZeg,"['lodging', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJTToHdhXlLy0RnVzT7I5gZeg
