business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,url
OPERATIONAL,"9X5G+77R, Rahareng Atas, Ohoilim, Kabupaten Maluku Tenggara, Maluku, Indonesia","{'location': {'lat': -5.6417607, 'lng': 132.975646}, 'viewport': {'northeast': {'lat': -5.640410870107278, 'lng': 132.9769958298927}, 'southwest': {'lat': -5.643110529892722, 'lng': 132.9742961701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tanansos,ChIJvTKehAMlMC0RDrGtQXX8ohg,0,ChIJvTKehAMlMC0RDrGtQXX8ohg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJvTKehAMlMC0RDrGtQXX8ohg
OPERATIONAL,"8WCW+PW, Werka, Kei Besar, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.678189, 'lng': 132.9473544}, 'viewport': {'northeast': {'lat': -5.67747575, 'lng': 132.9493235798927}, 'southwest': {'lat': -5.680328749999999, 'lng': 132.9466239201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Harangur,ChIJ7dKDs9cnMC0RdxUDlA0eg28,5,ChIJ7dKDs9cnMC0RdxUDlA0eg28,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115717467902574000548"">A Google User</a>'], 'photo_reference': 'AUGGfZk1EPOrPf-8Noxmrv-FRzGAapTCfv8y3tYJR_2BUt9o5lBl0zReUHA5_Vn43uD-t031URQY7DiHINR-MSaKflzO_D9lr9Ik-91eIa5IMWpdF5mKR6n440w9KDliAW0YeCcV9MCldU060W9Z6mXd9jgDhOMyZdKtUbe8IftJv5rKevc5', 'width': 3648}]",,https://www.google.com/maps/place/?q=place_id:ChIJ7dKDs9cnMC0RdxUDlA0eg28
OPERATIONAL,"C289+8J8, Weer Ohoinam, Kei Besar Utara Barat, Kabupaten Maluku Tenggara, Maluku, Indonesia","{'location': {'lat': -5.584205499999999, 'lng': 133.0190824}, 'viewport': {'northeast': {'lat': -5.582880220107278, 'lng': 133.0204901298927}, 'southwest': {'lat': -5.585579879892721, 'lng': 133.0177904701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WEER,ChIJz1aLwJ4lMC0Reua8o7Y-7yw,0,ChIJz1aLwJ4lMC0Reua8o7Y-7yw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106134221986782959530"">A Google User</a>'], 'photo_reference': 'AUGGfZmYA8X73Ia3V5gIWKseSiEYUArgJmzwJDkcEn9Kbx1HrdJmJhL8WPNL7Arhge3l9JmadSaUD-hPwWSe8z8O2IZXz-ehJqvVtLFfZWDbeUF5L79sGFiTctuxvDCheyd04b6E-40tAL_zO5UpcQTLzDMkaZLqXXcIHuKY03M1JMCvz9bF', 'width': 3120}]",,https://www.google.com/maps/place/?q=place_id:ChIJz1aLwJ4lMC0Reua8o7Y-7yw
OPERATIONAL,"82Q8+2JH, Ohoilim, Kei Besar, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.662432099999999, 'lng': 133.0166194}, 'viewport': {'northeast': {'lat': -5.661082270107278, 'lng': 133.0179692298927}, 'southwest': {'lat': -5.663781929892722, 'lng': 133.0152695701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa ohoilim,ChIJx3oyfwAnMC0RfKoLXtWMwNE,0,ChIJx3oyfwAnMC0RfKoLXtWMwNE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJx3oyfwAnMC0RfKoLXtWMwNE
OPERATIONAL,"C2WH+54, Weer Frawav, Kabupaten Maluku Tenggara, Maluku, Indonesia","{'location': {'lat': -5.554562499999999, 'lng': 133.0278125}, 'viewport': {'northeast': {'lat': -5.553574870107278, 'lng': 133.03227935}, 'southwest': {'lat': -5.556274529892722, 'lng': 133.02632355}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Waib,ChIJEcYCWQAxMC0RadWPZFHWDmM,0,ChIJEcYCWQAxMC0RadWPZFHWDmM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109113119326223804659"">A Google User</a>'], 'photo_reference': 'AUGGfZk5krkQ4DAUhqRxrGw6HprXMbEuvvKLKFYur5uNSYMt3kCj998ZSUTK1F12dmxDnFIlhDIOQjKJJg5DwwmGY8jAajrqpR1cxmicFmc4sgHox_QXxWLXEJcslCwJluBRIDhUdWDsADQ9geEoFgPvrk-fzDmQqZSDW-a8SF12svFPndDZ', 'width': 2448}]",,https://www.google.com/maps/place/?q=place_id:ChIJEcYCWQAxMC0RadWPZFHWDmM
OPERATIONAL,"5WFR+PQP, Weduar, Kei Besar Selatan, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.8255405, 'lng': 132.9424755}, 'viewport': {'northeast': {'lat': -5.824202420107278, 'lng': 132.9438030798927}, 'southwest': {'lat': -5.826902079892721, 'lng': 132.9411034201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Weduar,ChIJD_sXy-fbLy0Rnb18tq97CSo,5,ChIJD_sXy-fbLy0Rnb18tq97CSo,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109918485985894529117"">Rikhardus Tanlain</a>'], 'photo_reference': 'AUGGfZmWZDbHcqTBBnarfl_ebAiHzQmbMEXbhRjQMDKZSsJ-_6KxJX74Tutr-xAxPgJB7FcypAJQoKJA0Ndha6TWfjJKdLfWHEPCRc5QpLk1ZMB0e322K174vSPL2wQ7Lt2d_4U6SpkEMFne1ESluI12bRhmzliSr363kLXRWner0tVgoORV', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJD_sXy-fbLy0Rnb18tq97CSo
,"Nuhuyanan, Depur, Kei Besar, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.6336111, 'lng': 132.9813889}, 'viewport': {'northeast': {'lat': -5.622506899999999, 'lng': 132.9973963}, 'southwest': {'lat': -5.6447151, 'lng': 132.9653815}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nuhuyanan,ChIJtd17J8slMC0RuAAo6t61z8s,0,ChIJtd17J8slMC0RuAAo6t61z8s,"['natural_feature', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJtd17J8slMC0RuAAo6t61z8s
CLOSED_TEMPORARILY,"8XG4+MRR, Ohoi, Udar, Kec. Kei Besar, Kabupaten Maluku Tenggara, Maluku, Indonesia","{'location': {'lat': -5.6732659, 'lng': 132.9570231}, 'viewport': {'northeast': {'lat': -5.671944420107279, 'lng': 132.9583688298927}, 'southwest': {'lat': -5.674644079892722, 'lng': 132.9556691701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Ngabal,ChIJv-4y3ewnMC0RZdC3yvK-xyA,0,ChIJv-4y3ewnMC0RZdC3yvK-xyA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,https://www.google.com/maps/place/?q=place_id:ChIJv-4y3ewnMC0RZdC3yvK-xyA
CLOSED_TEMPORARILY,"92QF+642 Bombay, Watsin, Kei Besar, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.6119809, 'lng': 133.0227772}, 'viewport': {'northeast': {'lat': -5.610330120107278, 'lng': 133.02440435}, 'southwest': {'lat': -5.613029779892722, 'lng': 133.01789575}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai HOAT SAMVUER,ChIJi2LpO00vMC0RjMv0b-G_6f8,0,ChIJi2LpO00vMC0RjMv0b-G_6f8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103375638398564541410"">Andrey Tommy</a>'], 'photo_reference': 'AUGGfZnkbqPemiwGgUEllVtNdz-Qx7lo5lW-so-NgdI9y__F9koZSyUYSp8wEQ4__th_kEM1_OjlR8W_oOn20ps8T8johsdOavflNAGMPFhcMdY0bxFA4hjbpm2i9CYvr-Lp7ARcqLX2WgFx3wa6THtJ1_t_nH-THpt6Y4RBxda4NlyEejVV', 'width': 2048}]",True,https://www.google.com/maps/place/?q=place_id:ChIJi2LpO00vMC0RjMv0b-G_6f8
CLOSED_TEMPORARILY,"8X2Q+525 Air terjun buksel, Waur, Kec. Kei Besar, Kabupaten Maluku Tenggara, Maluku, Indonesia","{'location': {'lat': -5.69961, 'lng': 132.9876187}, 'viewport': {'northeast': {'lat': -5.69681235, 'lng': 132.9896653}, 'southwest': {'lat': -5.70054255, 'lng': 132.9814789}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Buksel Air terjun Waur,ChIJm9xk3EMnMC0R20T0MtkpyKM,5,ChIJm9xk3EMnMC0R20T0MtkpyKM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1152, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105640761973265370697"">A Google User</a>'], 'photo_reference': 'AUGGfZkfKE6tYJOeqIhdQSxrSq2sREc3c-caubcO4SFa8MBP1d2on32BNzGS2zm2gabP4UmvO8KMRmvgFV2KvtaFygB0LUdPVnD14agX1mRwfRMPsgeGfMllS5B6sn3adRM5sq9iVonwsztsM2aZa6iMvsAoBd1wZbkoXJbiG-18JvMzMiTZ', 'width': 519}]",True,https://www.google.com/maps/place/?q=place_id:ChIJm9xk3EMnMC0R20T0MtkpyKM
