business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,plus_code,url
OPERATIONAL,"5MWP+7JF, Wab, Kei Kecil, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.804317699999999, 'lng': 132.6865605}, 'viewport': {'northeast': {'lat': -5.802803820107277, 'lng': 132.6882401798927}, 'southwest': {'lat': -5.805503479892721, 'lng': 132.6855405201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai kelapa miring,{'open_now': True},ChIJMUgzKQD7Ly0RzTI8wZBRB38,5.0,ChIJMUgzKQD7Ly0RzTI8wZBRB38,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJMUgzKQD7Ly0RzTI8wZBRB38
OPERATIONAL,"4MC9+P2, Somlain, Kei Kecil Barat, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.8782361, 'lng': 132.6675252}, 'viewport': {'northeast': {'lat': -5.876886270107277, 'lng': 132.6688750298927}, 'southwest': {'lat': -5.879585929892721, 'lng': 132.6661753701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ngur mar'i,,ChIJSfioGADxLy0RFP-QFNArVzc,0.0,ChIJSfioGADxLy0RFP-QFNArVzc,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJSfioGADxLy0RFP-QFNArVzc
OPERATIONAL,"4P28+H7R, Ohoidertutu, Kei Kecil Barat, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.898520299999999, 'lng': 132.7156253}, 'viewport': {'northeast': {'lat': -5.897170470107278, 'lng': 132.7169751298927}, 'southwest': {'lat': -5.899870129892721, 'lng': 132.7142754701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ohoidertutu Beach,,ChIJGSh_uKDvLy0Rf4vT39zG8C0,5.0,ChIJGSh_uKDvLy0Rf4vT39zG8C0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJGSh_uKDvLy0Rf4vT39zG8C0
OPERATIONAL,"3MVC+G6W, Unnamed Road, Madwaer, Kec. Kei Kecil Bar., Kabupaten Maluku Tenggara, Maluku, Indonesia","{'location': {'lat': -5.9061447, 'lng': 132.6705789}, 'viewport': {'northeast': {'lat': -5.900417699999999, 'lng': 132.67365945}, 'southwest': {'lat': -5.908053700000001, 'lng': 132.66955205}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau El,,ChIJJTAMs-nxLy0RSTTW3e3l0-Q,4.8,ChIJJTAMs-nxLy0RSTTW3e3l0-Q,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104964704029001501633"">A Google User</a>'], 'photo_reference': 'AUGGfZldMnykHooHZxUBzfYeeDCHdPXDRd86J6ZXBR9f2P24qBtvyFokxpFzfLRH-WCTrCRwwDNSc4IDmdPeJKBlHeuzq1DeQRQkqtbwG6uQFiDCfwmXdMfcFHoY9fUQYCorARAeS38ho6GQMwGVZvfagBd8oGh1Kvx6xd7fPgePDjpNbMo_', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJJTAMs-nxLy0RSTTW3e3l0-Q
OPERATIONAL,"3MPW+CM5, Madwaer, Kec. Kei Kecil Bar., Kabupaten Maluku Tenggara, Maluku, Indonesia","{'location': {'lat': -5.9399326, 'lng': 132.7028144}, 'viewport': {'northeast': {'lat': -5.938582770107278, 'lng': 132.7041642298927}, 'southwest': {'lat': -5.941282429892722, 'lng': 132.7014645701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hemas Beach,,ChIJzzHjZSLzLy0ROHOwjomv5rQ,5.0,ChIJzzHjZSLzLy0ROHOwjomv5rQ,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115762359184664045955"">A Google User</a>'], 'photo_reference': 'AUGGfZl7oIo1Z9j_rzikBRBGJRyWjrNi6op3dqIO1Kyni49o7-RDUu0qrdPKVEnirzgm9v6fTHvxPaIIGri7pINF1cRlnaALacYPafLNmteJKrq3iMahZiVVGftEyrtQe30E521tR-UrWZD1DmemMtCT2D-Ee_ahGZEv6ynNSqMxTvK_DsWf', 'width': 3264}]",,,https://www.google.com/maps/place/?q=place_id:ChIJzzHjZSLzLy0ROHOwjomv5rQ
OPERATIONAL,"5JWC+XFF, Pulau Taroa, Warbal, Kec. Kei Kecil Bar., Kabupaten Maluku Tenggara, Maluku, Indonesia","{'location': {'lat': -5.8025601, 'lng': 132.6211665}, 'viewport': {'northeast': {'lat': -5.7968859, 'lng': 132.6225893798927}, 'southwest': {'lat': -5.804451499999999, 'lng': 132.6198897201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Taroa,,ChIJpwz_J2H_Ly0Rpc0YMzMWUy0,3.0,ChIJpwz_J2H_Ly0Rpc0YMzMWUy0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106353436373609572536"">Žiga Kratos</a>'], 'photo_reference': 'AUGGfZmc_KCbZ2w74WxMrBaOFsIvU7OUKA3Jbl-LEFix2NkftoOSN79xbOpfUJTXMg9DGTHr65cA-6-ltgNFsizEz4G0wqYpnFkHOdRX2STW9qtVUcPT1A2_D0qXRcDPgVkmmu3tSnsK15oyGgoH8aoU8uMjquDgdHr2_mKj3sttUVkiismb', 'width': 4000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJpwz_J2H_Ly0Rpc0YMzMWUy0
OPERATIONAL,"5HFR+H2C, Unnamed Road, Warbal, Kec. Kei Kecil Bar., Kabupaten Maluku Tenggara, Maluku, Indonesia","{'location': {'lat': -5.8260672, 'lng': 132.5900248}, 'viewport': {'northeast': {'lat': -5.824717370107278, 'lng': 132.5913746298927}, 'southwest': {'lat': -5.827417029892722, 'lng': 132.5886749701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Tanjung Prancis wisata,,ChIJU66G89_5Ly0RkMPhjArmPZ8,1.0,ChIJU66G89_5Ly0RkMPhjArmPZ8,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1952, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107488243336989906763"">A Google User</a>'], 'photo_reference': 'AUGGfZmzVYuMjXNEliDqePhnwJPkToZa40A7kcelip82WlqZWWR1Z6Kky3OC-8sH1AlyKPSwh4rxxezU2_lBLtD_EI-bXNOFRM5YPpy_dAZmoRHbkWvtkzQolx1RL2VA4Qc89mdhH6ZNvp5dU5TqQCMNxKiN3OngX5Z__dpIH4T71umV8sC5', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJU66G89_5Ly0RkMPhjArmPZ8
OPERATIONAL,"5MWP+7J6, Wab, Kei Kecil, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.8043379, 'lng': 132.6865052}, 'viewport': {'northeast': {'lat': -5.802811020107279, 'lng': 132.6882110298927}, 'southwest': {'lat': -5.805510679892723, 'lng': 132.6855113701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ngur Vat Namsir Ohoi Wab,,ChIJS3jR5kj7Ly0R3cLW1SIWMvQ,4.8,ChIJS3jR5kj7Ly0R3cLW1SIWMvQ,"['tourist_attraction', 'point_of_interest', 'establishment']",53.0,"[{'height': 2128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117541922028121967582"">Andry Santi</a>'], 'photo_reference': 'AUGGfZnSgJbZJ6Eqjml0cz2aeT9N_KLOGmfrr3t_Z-ZfsKkKQkEAwqRhn-WGBRypfEE3I4LpvuCm97OSvuyHuViCpPh1Ls5Nb8zSOGJZ07G5vem3oVaSUjn5itq3992OOUcVYrRgiCrFvqaKX4cEcBzRljpCoEafrHIg9TeML1RL6mmc3BRM', 'width': 4608}]",,,https://www.google.com/maps/place/?q=place_id:ChIJS3jR5kj7Ly0R3cLW1SIWMvQ
OPERATIONAL,"6PQ2+48P, Letvuan, Kei Kecil, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.7621635, 'lng': 132.7009737}, 'viewport': {'northeast': {'lat': -5.760899470107278, 'lng': 132.7022863298927}, 'southwest': {'lat': -5.763599129892722, 'lng': 132.6995866701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat pemandian anak kecil,,ChIJk8iJLAD9Ly0RmycBQOX7cyk,0.0,ChIJk8iJLAD9Ly0RmycBQOX7cyk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJk8iJLAD9Ly0RmycBQOX7cyk
CLOSED_TEMPORARILY,"4GXX+27Q, Ur Pulau, Kei Kecil Barat, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.8524229, 'lng': 132.548241}, 'viewport': {'northeast': {'lat': -5.851073070107277, 'lng': 132.5495908298927}, 'southwest': {'lat': -5.853772729892721, 'lng': 132.5468911701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Octopus Island,,ChIJk09fQwFXJS0R0lVR4uQP7gU,0.0,ChIJk09fQwFXJS0R0lVR4uQP7gU,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,True,,https://www.google.com/maps/place/?q=place_id:ChIJk09fQwFXJS0R0lVR4uQP7gU
