business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,url
OPERATIONAL,"4V7P+38P, Feer, Kei Besar Selatan Barat, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.8876254, 'lng': 132.8853997}, 'viewport': {'northeast': {'lat': -5.886211020107278, 'lng': 132.8869556798927}, 'southwest': {'lat': -5.888910679892722, 'lng': 132.8842560201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,OHOI SOINDAT,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110596787610789967499"">A Google User</a>'], 'photo_reference': 'AUGGfZk9LbxcHssi2LyN2g9MpOCfS-vXMC7ZvwFxCuEkl4tMv0V1QPkaDhkq0gidicuWxXWoXoFDyseZOYKlF2plbF5KiNJ4bvzJL5DJgEjEj4fp2g1Rp2PnQ01ZbSu6pwI6aF2nio8rHnR9M6te2f3EASKMVogY4qU9e68nk8QX4e5MJK5s', 'width': 4160}]",ChIJlcP2WJ_DLy0RCvpTEgjVduU,5.0,ChIJlcP2WJ_DLy0RCvpTEgjVduU,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJlcP2WJ_DLy0RCvpTEgjVduU
OPERATIONAL,"4V3Q+HMM Sungai, Ngafan, Kei Besar Selatan, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.896038400000001, 'lng': 132.889165}, 'viewport': {'northeast': {'lat': -5.894707020107278, 'lng': 132.8906999798927}, 'southwest': {'lat': -5.897406679892722, 'lng': 132.8880003201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Ahar Ngafan,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113717044610695034851"">A Google User</a>'], 'photo_reference': 'AUGGfZmAb24JWi2kdNoa7Po019M9hBFbxc8yWwiirwjIdhDvQ6YYGZaQ1286vlCY5HTuUBl_2ttxrMyJrVmLdvpV4ym2yp00oIqy455oDdcOeNbig_h22UFJjdkJ9VZib0qeQt6AH74EWvr55Q82GCx6HqhKEgzKlSwTBhaTGcPwyufhzfS9', 'width': 3120}]",ChIJ4wcnPEfCLy0RgSpMgLqWyy4,4.2,ChIJ4wcnPEfCLy0RgSpMgLqWyy4,"['tourist_attraction', 'point_of_interest', 'establishment']",9.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ4wcnPEfCLy0RgSpMgLqWyy4
OPERATIONAL,"5WFR+PQP, Weduar, Kei Besar Selatan, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.8255405, 'lng': 132.9424755}, 'viewport': {'northeast': {'lat': -5.824202420107278, 'lng': 132.9438030798927}, 'southwest': {'lat': -5.826902079892721, 'lng': 132.9411034201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Weduar,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109918485985894529117"">Rikhardus Tanlain</a>'], 'photo_reference': 'AUGGfZm8O5ZINaSdk3aJxaqi8H0cxov19SqiYUHvY-LaS0oKMHOzBihrPnh4HQ7D2rL55sEe2mpM7AE5poD4U0pycoX0wTX9Mm1h_4E3R6ZkuCWMpNlLb_TKccG-fEsi2_5Aj7xY23f04-2K_DPFpLJgU-rpMJD1XWSGW5fi1LTqFb9wHkSZ', 'width': 4000}]",ChIJD_sXy-fbLy0Rnb18tq97CSo,5.0,ChIJD_sXy-fbLy0Rnb18tq97CSo,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,,,https://www.google.com/maps/place/?q=place_id:ChIJD_sXy-fbLy0Rnb18tq97CSo
,"Kei Besar Selatan Barat, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.887257, 'lng': 132.8857894}, 'viewport': {'northeast': {'lat': -5.851467, 'lng': 132.911297}, 'southwest': {'lat': -5.915922, 'lng': 132.872524}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kei Besar Selatan Barat,"[{'height': 1970, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110596787610789967499"">A Google User</a>'], 'photo_reference': 'AUGGfZlp-gOxt7rpj_miER4KEDDGtcYQa5gtoIuYt2gpIjt9Tq0UGlFzjDtP_PSYLy_iOPgOqhN01iC-8QT72e4zHPoV4aAKr0kML441lNkL4TrfWEjfKRLyd94prbGpkSODOuYEEigW_ERGhnTBr4IeC8jnpwqSS4U4EqI7MRPMnDROQp6z', 'width': 4160}]",ChIJlWvNwFnCLy0RsYKX_9ivHmw,,ChIJlWvNwFnCLy0RsYKX_9ivHmw,"['administrative_area_level_3', 'political']",,,,https://www.google.com/maps/place/?q=place_id:ChIJlWvNwFnCLy0RsYKX_9ivHmw
CLOSED_TEMPORARILY,"5V5M+CCW, Tamangil Nuhuyanat, Kei Besar Selatan, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.841383, 'lng': 132.8835785}, 'viewport': {'northeast': {'lat': -5.840033170107278, 'lng': 132.8849283298927}, 'southwest': {'lat': -5.842732829892721, 'lng': 132.8822286701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai W,,ChIJX-qQaEXdLy0RAMD-mAT-quk,0.0,ChIJX-qQaEXdLy0RAMD-mAT-quk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,True,,https://www.google.com/maps/place/?q=place_id:ChIJX-qQaEXdLy0RAMD-mAT-quk
OPERATIONAL,"3QFQ+X4Q, Elaar Lamagorang, Kei Kecil Timur Selatan, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.9250313, 'lng': 132.7878629}, 'viewport': {'northeast': {'lat': -5.923467970107278, 'lng': 132.7885854298927}, 'southwest': {'lat': -5.926167629892722, 'lng': 132.7858857701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Elaar Lamagorang,,ChIJt75ref_rLy0RCdcRF2pKCo8,5.0,ChIJt75ref_rLy0RCdcRF2pKCo8,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJt75ref_rLy0RCdcRF2pKCo8
OPERATIONAL,"8WCW+PW, Werka, Kei Besar, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.678189, 'lng': 132.9473544}, 'viewport': {'northeast': {'lat': -5.67747575, 'lng': 132.9493235798927}, 'southwest': {'lat': -5.680328749999999, 'lng': 132.9466239201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Harangur,"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115717467902574000548"">A Google User</a>'], 'photo_reference': 'AUGGfZlJDbyt63Ns0iSd-veh5cZRPyC99eisNGcqDHbIGp0mwvUbR8IX2JW2Yoj6VVA_G3LcqjH4mRqpXpTYHsyKVaSDizU6mammQZnpWxjJfK1qggdemaZQv6JMVijNoJtZnIVJH82BXNB29pjw3tPKFNHFunYaZJtiYV5ClGoXRvZg5hXc', 'width': 3648}]",ChIJ7dKDs9cnMC0RdxUDlA0eg28,5.0,ChIJ7dKDs9cnMC0RdxUDlA0eg28,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ7dKDs9cnMC0RdxUDlA0eg28
OPERATIONAL,"4QCR+767, Ohoilus, Mastur, Kec. Kei Kecil Tim., Kabupaten Maluku Tenggara, Maluku, Indonesia","{'location': {'lat': -5.879340699999999, 'lng': 132.79054}, 'viewport': {'northeast': {'lat': -5.878489549999999, 'lng': 132.79590055}, 'southwest': {'lat': -5.881894150000001, 'lng': 132.78875315}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wear Lee,,ChIJtdgITQDpLy0RUIUNjgvtB0s,0.0,ChIJtdgITQDpLy0RUIUNjgvtB0s,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJtdgITQDpLy0RUIUNjgvtB0s
,"Kei Besar Selatan, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.8619353, 'lng': 132.9222315}, 'viewport': {'northeast': {'lat': -5.7473629, 'lng': 132.960405}, 'southwest': {'lat': -6.00704, 'lng': 132.843217}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kei Besar Selatan,"[{'height': 405, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111254104280133009874"">A Google User</a>'], 'photo_reference': 'AUGGfZn-XhwwGRdmdp_GBtlHUIdKZez3xZwOX5kGxRxutHk8lbcUHkx_gxi_cwj3WNWu6hZ_j5Rp2n-KAslfU9Lx_gvP6sFgQAkfiJ1RgeaDImYcoLsCFHYJbbtpE-eunisrcdz6UqBm_whBZIt7hQ770RgqDc6ZmDAEZY0pDWzkEf13KWqq', 'width': 720}]",ChIJk5itPv7CLy0RAS_kxPtjnVA,,ChIJk5itPv7CLy0RAS_kxPtjnVA,"['administrative_area_level_3', 'political']",,,,https://www.google.com/maps/place/?q=place_id:ChIJk5itPv7CLy0RAS_kxPtjnVA
OPERATIONAL,"4P28+H7R, Ohoidertutu, Kei Kecil Barat, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.898520299999999, 'lng': 132.7156253}, 'viewport': {'northeast': {'lat': -5.897170470107278, 'lng': 132.7169751298927}, 'southwest': {'lat': -5.899870129892721, 'lng': 132.7142754701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ohoidertutu Beach,,ChIJGSh_uKDvLy0Rf4vT39zG8C0,5.0,ChIJGSh_uKDvLy0Rf4vT39zG8C0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJGSh_uKDvLy0Rf4vT39zG8C0
