business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,url
OPERATIONAL,"5WFR+PQP, Weduar, Kei Besar Selatan, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.8255405, 'lng': 132.9424755}, 'viewport': {'northeast': {'lat': -5.824202420107278, 'lng': 132.9438030798927}, 'southwest': {'lat': -5.826902079892721, 'lng': 132.9411034201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Weduar,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109918485985894529117"">Rikhardus Tanlain</a>'], 'photo_reference': 'AUGGfZkPGPs3ZTO2SjpwY3Z5AvFYBPprkK2k7tqp5eGunE-fpxcLCxbAUVJ1teUUN_azTU6_XQQpsOM6z3wijJUwviH867lcImYQOTKQGp8a6-7LgAeXgwlQr6kI_F_rBaZklYhqIq_jDcBoHwtqltNPnvypvtiTuCLOguPd6ZDyg3Yd6a9b', 'width': 4000}]",ChIJD_sXy-fbLy0Rnb18tq97CSo,5.0,ChIJD_sXy-fbLy0Rnb18tq97CSo,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,,,https://www.google.com/maps/place/?q=place_id:ChIJD_sXy-fbLy0Rnb18tq97CSo
OPERATIONAL,"4V3Q+HMM Sungai, Ngafan, Kei Besar Selatan, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.896038400000001, 'lng': 132.889165}, 'viewport': {'northeast': {'lat': -5.894707020107278, 'lng': 132.8906999798927}, 'southwest': {'lat': -5.897406679892722, 'lng': 132.8880003201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Ahar Ngafan,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113717044610695034851"">A Google User</a>'], 'photo_reference': 'AUGGfZmU22mdd_SSfg1btQi-r-zL3R_HIN_6QgCpThGKN5A8C4F6hkRJkL_pUBuLFtgLVZYvO9Ui3GpKScZMaw14VATMIBiyFHIHEdh6KWaxuevBArpIkA8sLe7n8aVnlh3ItRmQV5d1QPD7P6nkDccbnWxGB1SvNSsQdb-YZ8j0fkRkTzsk', 'width': 3120}]",ChIJ4wcnPEfCLy0RgSpMgLqWyy4,4.2,ChIJ4wcnPEfCLy0RgSpMgLqWyy4,"['tourist_attraction', 'point_of_interest', 'establishment']",9.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ4wcnPEfCLy0RgSpMgLqWyy4
OPERATIONAL,"4V7P+38P, Feer, Kei Besar Selatan Barat, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.8876254, 'lng': 132.8853997}, 'viewport': {'northeast': {'lat': -5.886211020107278, 'lng': 132.8869556798927}, 'southwest': {'lat': -5.888910679892722, 'lng': 132.8842560201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,OHOI SOINDAT,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110596787610789967499"">A Google User</a>'], 'photo_reference': 'AUGGfZkl-ZcwUezTTmEJhj9c6C3YV9SgK5l5hzKag_5kEwhOl2l9BtED7o7tIgZnRL8HsL-hufTj9smiyHjBx3oTemTMh4kJdlerXYvQYTiz2q4sTZfMbA23BhCkxxh2ecAbAarhuedZxmb5O_FdgAYJDs3Tss_1AlkYuxuhETKBJKTKW-lg', 'width': 4160}]",ChIJlcP2WJ_DLy0RCvpTEgjVduU,5.0,ChIJlcP2WJ_DLy0RCvpTEgjVduU,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJlcP2WJ_DLy0RCvpTEgjVduU
CLOSED_TEMPORARILY,"5V5M+CCW, Tamangil Nuhuyanat, Kei Besar Selatan, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.841383, 'lng': 132.8835785}, 'viewport': {'northeast': {'lat': -5.840033170107278, 'lng': 132.8849283298927}, 'southwest': {'lat': -5.842732829892721, 'lng': 132.8822286701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai W,,ChIJX-qQaEXdLy0RAMD-mAT-quk,0.0,ChIJX-qQaEXdLy0RAMD-mAT-quk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,True,,https://www.google.com/maps/place/?q=place_id:ChIJX-qQaEXdLy0RAMD-mAT-quk
CLOSED_TEMPORARILY,"6XV4+X3, Ohoiwait, Kei Besar Selatan, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.755062499999999, 'lng': 132.9551875}, 'viewport': {'northeast': {'lat': -5.753712670107277, 'lng': 132.9565373298927}, 'southwest': {'lat': -5.756412329892721, 'lng': 132.9538376701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wear Kait,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102119258673302045208"">A Google User</a>'], 'photo_reference': 'AUGGfZmyPJIg1TypzF1eAuP4euxTXIxoruAi3qVr0R12AUy25EgoXkJ3F-fsEjolEh5QEuuyPIUeDH_yk97i4fR2URb07dgdfr5CiRc0tCGuYWr9Ue-txr_VDL44k6Y8sur5BM_0EiMCOk-ZLAXdCHZ1Mt-ABtFYOLlWQ5bJGuZHABeGDJFC', 'width': 960}]",ChIJs0wclVbZLy0RVcHCNiMSMs0,0.0,ChIJs0wclVbZLy0RVcHCNiMSMs0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,True,,https://www.google.com/maps/place/?q=place_id:ChIJs0wclVbZLy0RVcHCNiMSMs0
CLOSED_TEMPORARILY,"5W9V+5WV, Jl. Kabupaten, Weduar, Kec. Kei Besar Sel., Kabupaten Maluku Tenggara, Maluku, Indonesia","{'location': {'lat': -5.8320166, 'lng': 132.9448063}, 'viewport': {'northeast': {'lat': -5.830423770107277, 'lng': 132.9465164798928}, 'southwest': {'lat': -5.833123429892721, 'lng': 132.9438168201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wanat Beach,,ChIJg01kAhLbLy0R6wAffOUHQyk,0.0,ChIJg01kAhLbLy0R6wAffOUHQyk,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,True,,https://www.google.com/maps/place/?q=place_id:ChIJg01kAhLbLy0R6wAffOUHQyk
CLOSED_TEMPORARILY,"3VXF+64X, Ngafan, Kec. Kei Besar Sel., Kabupaten Maluku Tenggara, Maluku, Indonesia","{'location': {'lat': -5.9018915, 'lng': 132.8728563}, 'viewport': {'northeast': {'lat': -5.900570420107278, 'lng': 132.8743331798927}, 'southwest': {'lat': -5.903270079892722, 'lng': 132.8716335201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ahir Bloat,,ChIJlfVak7zDLy0RZDqT9Fr4Bo0,5.0,ChIJlfVak7zDLy0RZDqT9Fr4Bo0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,True,,https://www.google.com/maps/place/?q=place_id:ChIJlfVak7zDLy0RZDqT9Fr4Bo0
CLOSED_TEMPORARILY,"5WJV+5X5, Jalan Kabupaten Elat-Werka, Tamangil, Weduar, Kabupaten Maluku Tenggara, Maluku, Indonesia","{'location': {'lat': -5.8196038, 'lng': 132.9449892}, 'viewport': {'northeast': {'lat': -5.818274670107278, 'lng': 132.9463625798927}, 'southwest': {'lat': -5.820974329892722, 'lng': 132.9436629201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wear Matan Vit / Air Mata Tujuh,,ChIJsUZsSWjbLy0Rx1ArVedYU8U,0.0,ChIJsUZsSWjbLy0Rx1ArVedYU8U,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,True,,https://www.google.com/maps/place/?q=place_id:ChIJsUZsSWjbLy0Rx1ArVedYU8U
OPERATIONAL,"8WCW+PW, Werka, Kei Besar, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.678189, 'lng': 132.9473544}, 'viewport': {'northeast': {'lat': -5.67747575, 'lng': 132.9493235798927}, 'southwest': {'lat': -5.680328749999999, 'lng': 132.9466239201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Harangur,"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115717467902574000548"">A Google User</a>'], 'photo_reference': 'AUGGfZkwr2QbjYp0ip8TYX_Wl-MJBZMGuL6vvN8R2mfbHsO7XD6KYOHboaqxMDb9FFvxglRWOB_DtdX_uraXKvd9X3kT-7xJe-E6AqBshqJwaYIRV9dS_7RSaMQ-eXKQ8MdwfFdQRoHNCp5vkKjWl4qnT7rggMNzDH6PaENTPxo6WU73B2Et', 'width': 3648}]",ChIJ7dKDs9cnMC0RdxUDlA0eg28,5.0,ChIJ7dKDs9cnMC0RdxUDlA0eg28,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ7dKDs9cnMC0RdxUDlA0eg28
OPERATIONAL,"3QFQ+X4Q, Elaar Lamagorang, Kei Kecil Timur Selatan, Sotheast Maluku Regency, Maluku, Indonesia","{'location': {'lat': -5.9250313, 'lng': 132.7878629}, 'viewport': {'northeast': {'lat': -5.923467970107278, 'lng': 132.7885854298927}, 'southwest': {'lat': -5.926167629892722, 'lng': 132.7858857701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Elaar Lamagorang,,ChIJt75ref_rLy0RCdcRF2pKCo8,5.0,ChIJt75ref_rLy0RCdcRF2pKCo8,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJt75ref_rLy0RCdcRF2pKCo8
