business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,url
CLOSED_TEMPORARILY,"HPCP+J5H, Sali Kecil, Bacan Timur, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.4284481, 'lng': 127.7355596}, 'viewport': {'northeast': {'lat': -0.4272099201072778, 'lng': 127.7368583298927}, 'southwest': {'lat': -0.4299095798927223, 'lng': 127.7341586701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah iskandar m taher,True,ChIJF2WzbtrjYi0RARcYxSfmjkY,0.0,ChIJF2WzbtrjYi0RARcYxSfmjkY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJF2WzbtrjYi0RARcYxSfmjkY
OPERATIONAL,"JGPC+5H, Geti Baru, Bacan Barat Utara, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.3416373, 'lng': 127.4937586}, 'viewport': {'northeast': {'lat': -0.3402874701072777, 'lng': 127.4951084298927}, 'southwest': {'lat': -0.3429871298927222, 'lng': 127.4924087701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,geti baru,,ChIJZw9SVgDFYi0RIGOGysMi0Qs,0.0,ChIJZw9SVgDFYi0RIGOGysMi0Qs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJZw9SVgDFYi0RIGOGysMi0Qs
OPERATIONAL,"MHQ9+RP6, Gilalang, Bacan Barat Utara, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.3104729, 'lng': 127.5692625}, 'viewport': {'northeast': {'lat': -0.3091230701072777, 'lng': 127.5706123298927}, 'southwest': {'lat': -0.3118227298927222, 'lng': 127.5679126701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Madodera Island,,ChIJDcTai2nDYi0R-F4OKK2msZw,3.0,ChIJDcTai2nDYi0R-F4OKK2msZw,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110126431360926440942"">A Google User</a>'], 'photo_reference': 'AUGGfZlxnnaeV3vHArHG6S2f-x_OkoEdrJtLNxB_SLcHrVSdxWACwUUbaRCSCAa1d1crpvCLWMZl_LkPv9Q6DoByZRL6j71-duLMGFK8Hmh5FjFD574cmPn9a6j2oUgnS5qNcbwwV9MWQuLt6XR5EG1E2gREotAJ7qreQrKqTJgfLFJz8h1T', 'width': 4128}]",,https://www.google.com/maps/place/?q=place_id:ChIJDcTai2nDYi0R-F4OKK2msZw
CLOSED_TEMPORARILY,"9HM7+J5J, Wayamiga, Bacan Timur, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.6159228999999999, 'lng': 127.5628868}, 'viewport': {'northeast': {'lat': -0.6145730701072777, 'lng': 127.5642366298927}, 'southwest': {'lat': -0.6172727298927222, 'lng': 127.5615369701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Talaga kecil,True,ChIJbRqpNCw9Yy0RKDodWQSRZC8,4.0,ChIJbRqpNCw9Yy0RKDodWQSRZC8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1040, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105408103367807050796"">A Google User</a>'], 'photo_reference': 'AUGGfZky3YVcxyqmRGdyqSmVhPYPfqI_w329I0Y7B5ZrWAY_svfz_uA2VOy4r-CRBOK5DfG7CxeYosuyNWr35z2ZvupZCQgsQ4D4cBl6P4Vw01J3quu5FvIoWGyBXwGNWbqBBMk_qNirX2H1OHgPFuoQn0I9wDJl9fObfAxsVQj9BssKzpMB', 'width': 588}]",,https://www.google.com/maps/place/?q=place_id:ChIJbRqpNCw9Yy0RKDodWQSRZC8
OPERATIONAL,"9FHM+Q8V, Amasing Kota Utara, Bacan, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.619621, 'lng': 127.4825589}, 'viewport': {'northeast': {'lat': -0.6183068701072777, 'lng': 127.4833171298927}, 'southwest': {'lat': -0.6210065298927222, 'lng': 127.4806174701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Batu Bacan,,ChIJJTnJ6iU7Yy0RN-a2e_QraJY,0.0,ChIJJTnJ6iU7Yy0RN-a2e_QraJY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJJTnJ6iU7Yy0RN-a2e_QraJY
OPERATIONAL,"9FFC+PC5, Amasing Kota Barat, Bacan, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.6267982999999999, 'lng': 127.470928}, 'viewport': {'northeast': {'lat': -0.6253968201072778, 'lng': 127.4724444298928}, 'southwest': {'lat': -0.6280964798927222, 'lng': 127.4697447701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PAISU TUTUPA,,ChIJy9J_T7U7Yy0RS_IzdoV1s9Q,5.0,ChIJy9J_T7U7Yy0RS_IzdoV1s9Q,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111282692072666665632"">A Google User</a>'], 'photo_reference': 'AUGGfZm0neocsXyIpZbYGA3EHbpiyThy-U69nRFN-kptblLlXGGBGETl4_Wbhc8JJXqlGR436FwWiT9zExd6RX56OQbDFriBDGSmJ0_OICWDt-xrDSAmTUf1JAM_LHvVL06lh5a8RKZDqUKZ_vF30GQPAaqxUrkN5qnAPWthHhtjPTwLNu16', 'width': 4160}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJy9J_T7U7Yy0RS_IzdoV1s9Q
OPERATIONAL,"CGM6+28V, Amasing Kali, Bacan, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.5673945, 'lng': 127.5108091}, 'viewport': {'northeast': {'lat': -0.5660446701072777, 'lng': 127.5121589298927}, 'southwest': {'lat': -0.5687443298927222, 'lng': 127.5094592701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dasar laut halmahera selatan,,ChIJ3-znfgAlYy0RKX3IrTVFThM,0.0,ChIJ3-znfgAlYy0RKX3IrTVFThM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ3-znfgAlYy0RKX3IrTVFThM
OPERATIONAL,"9JCR+5X5, Babang, Bacan Timur, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.6296064, 'lng': 127.6424791}, 'viewport': {'northeast': {'lat': -0.6287213, 'lng': 127.6438233298927}, 'southwest': {'lat': -0.6322616999999999, 'lng': 127.6411236701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Toska,,ChIJC9BZCiIXYy0RoXDBsY_XFNk,4.3,ChIJC9BZCiIXYy0RoXDBsY_XFNk,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104510875386109058102"">Nagara Marssy</a>'], 'photo_reference': 'AUGGfZlMGVc7k4aWEUVkfXEXhMH93TfS9Pw0pg-cd9OwCSflS5iRBJcnIZsRBGY9a1FkB_xFUQZCxkdfCUrKNrKRezMe2JzuEZzrbNGxid0B8274Xos0INdT_G_HuRPJxPuiklMCb9FwPp-W3va_XiW-MYknRxjbnqnSKJiYtaJKruzI01qe', 'width': 4608}]",,https://www.google.com/maps/place/?q=place_id:ChIJC9BZCiIXYy0RoXDBsY_XFNk
OPERATIONAL,"8FVV+XC4, Papaloang, South Bacan, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.655123, 'lng': 127.4935729}, 'viewport': {'northeast': {'lat': -0.6540372701072777, 'lng': 127.4948552298927}, 'southwest': {'lat': -0.6567369298927223, 'lng': 127.4921555701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Sibalie turuntu,,ChIJLT-4Aes7Yy0RNRJ9MreTE8g,0.0,ChIJLT-4Aes7Yy0RNRJ9MreTE8g,"['park', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJLT-4Aes7Yy0RNRJ9MreTE8g
OPERATIONAL,"8MG2+W97, Jl. Lain, Tawa Bacan Tim., Kec. Bacan Tim. Tengah, Kabupaten Halmahera Selatan, Maluku Utara, Indonesia","{'location': {'lat': -0.6727117, 'lng': 127.6509216}, 'viewport': {'northeast': {'lat': -0.6715882201072777, 'lng': 127.6523284}, 'southwest': {'lat': -0.6742878798927222, 'lng': 127.6467012}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Air Panas Tawa,,ChIJTfrnwmcVYy0Rt7nrrcZauBw,4.7,ChIJTfrnwmcVYy0Rt7nrrcZauBw,"['tourist_attraction', 'point_of_interest', 'establishment']",19,"[{'height': 12000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103853561119927725617"">A Google User</a>'], 'photo_reference': 'AUGGfZm4qqUs06anYymdsfFUWumgZl-o5blMkgmwYPHU2FZE1wXPyJgI0LjzPZy1YxUhcWKuSoyzaS6ZY75ctHv5oqEJpv55tN-_GzK1dk6U8S8DYoUEnul-BguRQHxsi4d5zzJdXM8dEWTzLij4JYc9Cp3tBdb1EqUzzMfRfye4vArUBMMd', 'width': 9000}]",,https://www.google.com/maps/place/?q=place_id:ChIJTfrnwmcVYy0Rt7nrrcZauBw
