business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,url
CLOSED_TEMPORARILY,"HPCP+J5H, Sali Kecil, Bacan Timur, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.4284481, 'lng': 127.7355596}, 'viewport': {'northeast': {'lat': -0.4272099201072778, 'lng': 127.7368583298927}, 'southwest': {'lat': -0.4299095798927223, 'lng': 127.7341586701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah iskandar m taher,True,ChIJF2WzbtrjYi0RARcYxSfmjkY,0.0,ChIJF2WzbtrjYi0RARcYxSfmjkY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJF2WzbtrjYi0RARcYxSfmjkY
CLOSED_TEMPORARILY,"9HM7+J5J, Wayamiga, Bacan Timur, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.6159228999999999, 'lng': 127.5628868}, 'viewport': {'northeast': {'lat': -0.6145730701072777, 'lng': 127.5642366298927}, 'southwest': {'lat': -0.6172727298927222, 'lng': 127.5615369701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Talaga kecil,True,ChIJbRqpNCw9Yy0RKDodWQSRZC8,4.0,ChIJbRqpNCw9Yy0RKDodWQSRZC8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1040, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105408103367807050796"">A Google User</a>'], 'photo_reference': 'AUGGfZkzSDauoTOr4nlpuJACznDj2cninE7VReP-U7HGhpnQEoTsB8AnUrceBFmolJlYUunN_R6wlX1AP38BAZ-WBiq7BQOXhwyczgPPlU_K3yIAPxt7ofmH0y5uI07uoTU25BiOUMTXMTMHBQ3H-LIXKUS5pmszZM0r9Xg4hrFBeY-EZ5Pa', 'width': 588}]",,https://www.google.com/maps/place/?q=place_id:ChIJbRqpNCw9Yy0RKDodWQSRZC8
OPERATIONAL,"9FHM+Q8V, Amasing Kota Utara, Bacan, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.619621, 'lng': 127.4825589}, 'viewport': {'northeast': {'lat': -0.6183068701072777, 'lng': 127.4833171298927}, 'southwest': {'lat': -0.6210065298927222, 'lng': 127.4806174701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Batu Bacan,,ChIJJTnJ6iU7Yy0RN-a2e_QraJY,0.0,ChIJJTnJ6iU7Yy0RN-a2e_QraJY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJJTnJ6iU7Yy0RN-a2e_QraJY
OPERATIONAL,"9FFC+PC5, Amasing Kota Barat, Bacan, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.6267982999999999, 'lng': 127.470928}, 'viewport': {'northeast': {'lat': -0.6253968201072778, 'lng': 127.4724444298928}, 'southwest': {'lat': -0.6280964798927222, 'lng': 127.4697447701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PAISU TUTUPA,,ChIJy9J_T7U7Yy0RS_IzdoV1s9Q,5.0,ChIJy9J_T7U7Yy0RS_IzdoV1s9Q,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105093232712232754502"">A Google User</a>'], 'photo_reference': 'AUGGfZnP11B6KA_xB2Hn0AkGjWPSI_goAsIYRk0ptFxF6-cO3nj4l2U7YnxNCNAR3HtnFw_EAaRczVQcX7__ZOwae0nA5bpxYv2hzfrqDlvY5WQQCExQOPHTjEmShTDaR2nhWxyyTvaCzxEajxUPfTwASfcws3pL6QPNKG79Bss79DHhajkD', 'width': 4160}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJy9J_T7U7Yy0RS_IzdoV1s9Q
OPERATIONAL,"9JCR+5X5, Babang, Bacan Timur, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.6296064, 'lng': 127.6424791}, 'viewport': {'northeast': {'lat': -0.6287213, 'lng': 127.6438233298927}, 'southwest': {'lat': -0.6322616999999999, 'lng': 127.6411236701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Toska,,ChIJC9BZCiIXYy0RoXDBsY_XFNk,4.3,ChIJC9BZCiIXYy0RoXDBsY_XFNk,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 5664, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109913834795799229345"">syah rizal</a>'], 'photo_reference': 'AUGGfZliWYhmzp00VLr4DjaZD2KIj94ZFkx7aWYZMAKgb_V1HoGYmKzZ75-npExl6seBdfHE4Y5TJLWyw2QUzfF8YiDfJ0NIZu1onQzi1DsvgjXTXln2thEeWJ3JG9cp1t1jhgT-Ote7VasuPGCkSi1ZZ8Iuo5vsiE1n2_z_ad8aSfc_smLo', 'width': 4248}]",,https://www.google.com/maps/place/?q=place_id:ChIJC9BZCiIXYy0RoXDBsY_XFNk
OPERATIONAL,"CGM6+28V, Amasing Kali, Bacan, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.5673945, 'lng': 127.5108091}, 'viewport': {'northeast': {'lat': -0.5660446701072777, 'lng': 127.5121589298927}, 'southwest': {'lat': -0.5687443298927222, 'lng': 127.5094592701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dasar laut halmahera selatan,,ChIJ3-znfgAlYy0RKX3IrTVFThM,0.0,ChIJ3-znfgAlYy0RKX3IrTVFThM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ3-znfgAlYy0RKX3IrTVFThM
OPERATIONAL,"8MG2+W97, Jl. Lain, Tawa Bacan Tim., Kec. Bacan Tim. Tengah, Kabupaten Halmahera Selatan, Maluku Utara, Indonesia","{'location': {'lat': -0.6727117, 'lng': 127.6509216}, 'viewport': {'northeast': {'lat': -0.6715882201072777, 'lng': 127.6523284}, 'southwest': {'lat': -0.6742878798927222, 'lng': 127.6467012}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Air Panas Tawa,,ChIJTfrnwmcVYy0Rt7nrrcZauBw,4.7,ChIJTfrnwmcVYy0Rt7nrrcZauBw,"['tourist_attraction', 'point_of_interest', 'establishment']",19,"[{'height': 12000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103853561119927725617"">A Google User</a>'], 'photo_reference': 'AUGGfZm0l7nY_aHQwG3SCGgx3oYeaXzgnYip0s1AzHfC05kr3nEuaCPf_c5kZ-3Q2tthTY2EFqNE19ZMNJhkoncl9NDWSMB9jv9Fs7IS_LYkRVCxoj6Y_P97RZkLo_wyW0_t8fdw0Kio2iLtvjOS7NWNYjfvpJYybxzAHs6w464w7V8ArbB7', 'width': 9000}]",,https://www.google.com/maps/place/?q=place_id:ChIJTfrnwmcVYy0Rt7nrrcZauBw
OPERATIONAL,"8FVV+XC4, Papaloang, South Bacan, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.655123, 'lng': 127.4935729}, 'viewport': {'northeast': {'lat': -0.6540372701072777, 'lng': 127.4948552298927}, 'southwest': {'lat': -0.6567369298927223, 'lng': 127.4921555701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Sibalie turuntu,,ChIJLT-4Aes7Yy0RNRJ9MreTE8g,0.0,ChIJLT-4Aes7Yy0RNRJ9MreTE8g,"['park', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJLT-4Aes7Yy0RNRJ9MreTE8g
OPERATIONAL,"5VJF+C63, Pigaraja, Bacan Timur Selatan, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.8189997, 'lng': 127.873037}, 'viewport': {'northeast': {'lat': -0.8175085701072776, 'lng': 127.8743369798927}, 'southwest': {'lat': -0.8202082298927221, 'lng': 127.8716373201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Foto Pigaraja,,ChIJr2bCA1hxYy0Rw4yZ8cZQw90,5.0,ChIJr2bCA1hxYy0Rw4yZ8cZQw90,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100504296556304730626"">Tika Dahlan</a>'], 'photo_reference': 'AUGGfZnn2o9dJh5zJzkv9U0oSVREhwyCqdHH8WEHB2VACuN90yy5rHjXITq4dQ-V_76Aa0plWkZx0fwEBY0e93IxQcFM1rQ3-_YFZ7QuZdJ-IQ5QfmZ9376xXbyuZXs8BOgw-MnE-aSwf5h9IsdzkIBC95FtCx4zzJuyeegUafjkCEB0kGbM', 'width': 3024}]",{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJr2bCA1hxYy0Rw4yZ8cZQw90
OPERATIONAL,"7P9C+G8, Bibinoi, Bacan Timur Tengah, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.7311875, 'lng': 127.7208125}, 'viewport': {'northeast': {'lat': -0.7298376701072776, 'lng': 127.7221623298927}, 'southwest': {'lat': -0.7325373298927221, 'lng': 127.7194626701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Air Terjun Bibinoi,,ChIJmcXi4aZrYy0Rm5zORw1aMl4,5.0,ChIJmcXi4aZrYy0Rm5zORw1aMl4,"['park', 'point_of_interest', 'establishment']",1,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109815904877489448022"">A Google User</a>'], 'photo_reference': 'AUGGfZl-7D9xaHYRuAFRLjCO2m2sMb8ARpkqjAlW7wWtL2hIwcXDjFnYyS6T7Aj9i1U3d9F9SyR7buvobNTo2ziH7fut8zEwbRjtvlF5unq0nm1OEDscaIiqlsXrsuSJT-UDRWGhJlx5Lt18K3rCwHiZf1XgUOcH3g-LDgnAQ01GtNd-dWsV', 'width': 3024}]",,https://www.google.com/maps/place/?q=place_id:ChIJmcXi4aZrYy0Rm5zORw1aMl4
