business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,plus_code,url
CLOSED_TEMPORARILY,"HPCP+J5H, Sali Kecil, Bacan Timur, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.4284481, 'lng': 127.7355596}, 'viewport': {'northeast': {'lat': -0.4272099201072778, 'lng': 127.7368583298927}, 'southwest': {'lat': -0.4299095798927223, 'lng': 127.7341586701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah iskandar m taher,True,ChIJF2WzbtrjYi0RARcYxSfmjkY,0.0,ChIJF2WzbtrjYi0RARcYxSfmjkY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJF2WzbtrjYi0RARcYxSfmjkY
CLOSED_TEMPORARILY,"9HM7+J5J, Wayamiga, Bacan Timur, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.6159228999999999, 'lng': 127.5628868}, 'viewport': {'northeast': {'lat': -0.6145730701072777, 'lng': 127.5642366298927}, 'southwest': {'lat': -0.6172727298927222, 'lng': 127.5615369701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Talaga kecil,True,ChIJbRqpNCw9Yy0RKDodWQSRZC8,4.0,ChIJbRqpNCw9Yy0RKDodWQSRZC8,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1040, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105408103367807050796"">A Google User</a>'], 'photo_reference': 'AUGGfZkwJVnjm2kRghLkrDCKtYJLDEkiD9qfVDn9oKNr6Oe13Ho_dMljxw8b_48BSEjrCPKZbac59Ur_Kp7cL0jVci67zOyPxygRCxg1WdGicd318GcLyYEi0DEUzAwv_ul-eFlVQmNfqHcjQGyUjMxZJ7kqiM1Q5A-v0cVl8Zhqo2ZlBzm2', 'width': 588}]",,,https://www.google.com/maps/place/?q=place_id:ChIJbRqpNCw9Yy0RKDodWQSRZC8
OPERATIONAL,"9JCR+5X5, Babang, Bacan Timur, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.6296064, 'lng': 127.6424791}, 'viewport': {'northeast': {'lat': -0.6287213, 'lng': 127.6438233298927}, 'southwest': {'lat': -0.6322616999999999, 'lng': 127.6411236701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Toska,,ChIJC9BZCiIXYy0RoXDBsY_XFNk,4.3,ChIJC9BZCiIXYy0RoXDBsY_XFNk,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,"[{'height': 5664, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109913834795799229345"">syah rizal</a>'], 'photo_reference': 'AUGGfZnfaGXBoMmFQpv0Bc9xu2UVsJQ3yf16ISgn_XrRg12co3OSpyTJjK7Ny-PBvPuHvd1fLrIE9sUtzwSmDM13MO2HcMQ3gyF05DqyI9FKGClW3phl8YxrNwYR-yAIr7BptSByOREilYnSEzP3VSZXRWW5yexCLcX24AuJjW9QDfaH7-pE', 'width': 4248}]",,,https://www.google.com/maps/place/?q=place_id:ChIJC9BZCiIXYy0RoXDBsY_XFNk
OPERATIONAL,"5VJF+C63, Pigaraja, Bacan Timur Selatan, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.8189997, 'lng': 127.873037}, 'viewport': {'northeast': {'lat': -0.8175085701072776, 'lng': 127.8743369798927}, 'southwest': {'lat': -0.8202082298927221, 'lng': 127.8716373201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Foto Pigaraja,,ChIJr2bCA1hxYy0Rw4yZ8cZQw90,5.0,ChIJr2bCA1hxYy0Rw4yZ8cZQw90,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100504296556304730626"">Tika Dahlan</a>'], 'photo_reference': 'AUGGfZmuAtH5VTNkIq2xeTuTsaLyXZwNpDtN2jXaeI7YQeUszi_UHzeK58_GVF5sv5Ernywrf_FcUwcwO6lz9FXruTKwD2mg_MgREbOofAlNN5cxieeWtRsuvO8saNXcWjnF3NwvOwhQMsRnVfyGoDxCFGOuTKJnzJ0d5A7OZYA_C-dXY1KG', 'width': 3024}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJr2bCA1hxYy0Rw4yZ8cZQw90
OPERATIONAL,"9H2P+457, bacan, Babang, Kec. Bacan Tim., Kabupaten Halmahera Selatan, Maluku Utara, Indonesia","{'location': {'lat': -0.6497242, 'lng': 127.5854184}, 'viewport': {'northeast': {'lat': -0.6483743701072778, 'lng': 127.5867682298927}, 'southwest': {'lat': -0.6510740298927222, 'lng': 127.5840685701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/camping-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/camping_pinlet,bacan,,ChIJ8_4c92Y9Yy0RM8GB6xDXw74,4.0,ChIJ8_4c92Y9Yy0RM8GB6xDXw74,"['campground', 'park', 'lodging', 'point_of_interest', 'establishment']",5.0,"[{'height': 2352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106861935611687708470"">A Google User</a>'], 'photo_reference': 'AUGGfZkoEjqTKfmXo2a6s_kFA8K3sQGmC8Tz8b9VZTd2Bl6ZHBWJY_3FF_YVQP8tEVYd_05IH8THKESI_PMi5vB6NzmJIcJ3gymQsuXvMMfdVZel9Nx36gkvc4jQ6tr7VEToHQc41-_xd2GjYlDSPsft-KC8FvOeBtSxTLlzaqW-NvF4fJGO', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ8_4c92Y9Yy0RM8GB6xDXw74
OPERATIONAL,"9F6J+M33, Labuha, Bacan, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.638323, 'lng': 127.4800512}, 'viewport': {'northeast': {'lat': -0.6369741701072776, 'lng': 127.4813746298927}, 'southwest': {'lat': -0.6396738298927221, 'lng': 127.4786749701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,AS Zero Point,,ChIJNeIaN2c7Yy0RDRSAwfOGmms,4.4,ChIJNeIaN2c7Yy0RDRSAwfOGmms,"['tourist_attraction', 'point_of_interest', 'establishment']",34.0,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101712173456122867785"">Asri Senen</a>'], 'photo_reference': 'AUGGfZmqnM0kQ26k7Hi5IIgdIB4me5JAsFSayKmmucxUbTPOd9fslWtO2ij48BTd1RJuWIXhnnIYhdndo48Hc17zl4bidjn_RDfmY2wLj5QKldOqVlbYm1mu2YCAxQTvlhjkuoLig0Woo2xANBnbIqyWOjbIY93CWUMmLzFRNlWYHYzg_S_m', 'width': 1280}]",,,https://www.google.com/maps/place/?q=place_id:ChIJNeIaN2c7Yy0RDRSAwfOGmms
OPERATIONAL,"9FFC+PC5, Amasing Kota Barat, Bacan, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.6267982999999999, 'lng': 127.470928}, 'viewport': {'northeast': {'lat': -0.6253968201072778, 'lng': 127.4724444298928}, 'southwest': {'lat': -0.6280964798927222, 'lng': 127.4697447701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PAISU TUTUPA,,ChIJy9J_T7U7Yy0RS_IzdoV1s9Q,5.0,ChIJy9J_T7U7Yy0RS_IzdoV1s9Q,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105093232712232754502"">A Google User</a>'], 'photo_reference': 'AUGGfZkI2BUdE0k_hMA7W3qLl3oc3WoFo3nYNbLLtXKmP6kJBn1OWoHOFkwvPuizpkPTxDo5yMWRHmrTim03qsah4qpn7h0-AwOnDshbg1gnBGh5ptPlCHa2P5_Ekc7zv5Wgvs5ToDlBmML8LR-DWEMRjE3QutUGyn4UH7K1FFKpQbZ-nL6g', 'width': 4160}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJy9J_T7U7Yy0RS_IzdoV1s9Q
OPERATIONAL,"9FHM+Q8V, Amasing Kota Utara, Bacan, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.619621, 'lng': 127.4825589}, 'viewport': {'northeast': {'lat': -0.6183068701072777, 'lng': 127.4833171298927}, 'southwest': {'lat': -0.6210065298927222, 'lng': 127.4806174701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Batu Bacan,,ChIJJTnJ6iU7Yy0RN-a2e_QraJY,0.0,ChIJJTnJ6iU7Yy0RN-a2e_QraJY,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJJTnJ6iU7Yy0RN-a2e_QraJY
OPERATIONAL,"GJJ4+9MX, Kaireu, Bacan Timur, South Halmahera Regency, North Maluku, Indonesia","{'location': {'lat': -0.4690014, 'lng': 127.6067207}, 'viewport': {'northeast': {'lat': -0.4676515701072777, 'lng': 127.6080705298927}, 'southwest': {'lat': -0.4703512298927222, 'lng': 127.6053708701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,AHA majiko,,ChIJA2mJ5ozfYi0RPd1K6YxWZ_s,0.0,ChIJA2mJ5ozfYi0RPd1K6YxWZ_s,"['park', 'point_of_interest', 'establishment']",0.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104264563701738459782"">A Google User</a>'], 'photo_reference': 'AUGGfZkbYcgfkXFIgYmF03h1Sj7Eq0EovqqvCshteTOEJpoONJ4yLPKSTZ56EPjbw88ZhB4Jyxxw9buvwanG1g5WNRMzUHpkneTlU2h_GpFGKjMs46fqVrLdl-60z6yGBw8lrm69VaETJ-OBy1WSkLV1XFT5oH1PuhKqkQkY99hnzN0nscva', 'width': 3120}]",,,https://www.google.com/maps/place/?q=place_id:ChIJA2mJ5ozfYi0RPd1K6YxWZ_s
OPERATIONAL,"Kusu Island, Sabatang, Kec. Bacan Tim., Kabupaten Halmahera Selatan, Maluku Utara 00000, Indonesia","{'location': {'lat': -0.4528742, 'lng': 127.7027094}, 'viewport': {'northeast': {'lat': -0.4515243701072779, 'lng': 127.7040592298927}, 'southwest': {'lat': -0.4542240298927223, 'lng': 127.7013595701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Nabucco Spice Island Resort,,ChIJ60Zh4srfYi0RI1yp7XjvoTo,5.0,ChIJ60Zh4srfYi0RI1yp7XjvoTo,"['lodging', 'point_of_interest', 'establishment']",11.0,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116312058145171811369"">Ismanto Piu</a>'], 'photo_reference': 'AUGGfZnbyb1Batnn7KornznkfDWDHaHTFl5aYBHv46H2RM0wY5d66EkLFPRB3EVHw6GxTuu2d9uh0jAM5AwlsDziihg4fr4DJJeegP-j5Ahfpx1NOepe3_QneJntvSsjRW3-y8UrQlfagYLaVVmk_0uPJLzg1svEn-j96q3sRXYah87XLm_P', 'width': 3264}]",,"{'compound_code': 'GPW3+V3 Sabatang, South Halmahera Regency, North Maluku, Indonesia', 'global_code': '6QF9GPW3+V3'}",https://www.google.com/maps/place/?q=place_id:ChIJ60Zh4srfYi0RI1yp7XjvoTo
