business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,url
OPERATIONAL,"HVPG+PPH, Arunachal Pradesh 790104","{'location': {'lat': 27.586816, 'lng': 91.8768571}, 'viewport': {'northeast': {'lat': 27.58821857989272, 'lng': 91.87800117989272}, 'southwest': {'lat': 27.58551892010728, 'lng': 91.87530152010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tawang War Memorial,{'open_now': False},"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103813314987880693509"">Biju Plavila</a>'], 'photo_reference': 'AUGGfZnA_jofsq9aJp-3aawoizJUfNS-XRxwyYe-wXS2qUmaHr4qXf_R8RUUMiSFeEWWnskuJQOWIPE0y9UYQNZahVhweJ8fMNliC6-ryk9QHuTNOvOxFWUccaJlVVSVv7k9VDveekTJI4WiIxeflzQUOnk1aF7yVzyPQTns844Ink0m7NJm', 'width': 4000}]",ChIJLYZCilb0XDcRQSAmWDDniSE,4.7,ChIJLYZCilb0XDcRQSAmWDDniSE,"['tourist_attraction', 'point_of_interest', 'establishment']",3189,,https://www.google.com/maps/place/?q=place_id:ChIJLYZCilb0XDcRQSAmWDDniSE
OPERATIONAL,"HVP5+M3X, Tawang, Arunachal Pradesh 790104","{'location': {'lat': 27.5867261, 'lng': 91.8577194}, 'viewport': {'northeast': {'lat': 27.58890365, 'lng': 91.85946572989272}, 'southwest': {'lat': 27.58600025, 'lng': 91.85676607010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_dharma-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tawang Monastery,{'open_now': False},"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116348226722279935637"">abinash acharya</a>'], 'photo_reference': 'AUGGfZnMhSe5MKOkmgdgFPbDSAeyDtaM7UR3sHo_AzeKkSSZKgVO8rFw_X6AUX9-lt_qBKQca76efthnNOPUmzmtR2kYSLG8t_Hlu9buLVts72b1kaamgiv74NlW3ysqoGWFq6A6kq_5GLKvEIFFaubmMUqghcYe5ND0AUSwXAVcVaagZ8oG', 'width': 3072}]",ChIJuYlBPKf1XDcRfuY5iEAL9mI,4.7,ChIJuYlBPKf1XDcRfuY5iEAL9mI,"['tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",3445,,https://www.google.com/maps/place/?q=place_id:ChIJuYlBPKf1XDcRfuY5iEAL9mI
OPERATIONAL,"PR82+VQF, Taktsang trail, Tawang, Arunachal Pradesh 790104","{'location': {'lat': 27.7171823, 'lng': 91.8019504}, 'viewport': {'northeast': {'lat': 27.71863547989273, 'lng': 91.80334402989271}, 'southwest': {'lat': 27.71593582010728, 'lng': 91.80064437010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taktsang Gompa Tawang,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109613535748881637178"">Tawish sharma</a>'], 'photo_reference': 'AUGGfZk5p6jkOsmm5HgRBpn5wwtT1VTkLbto4gMIfeOb7rxkiOgMAIC332KyBXoscEr2FsBR35AOG9Ty8_oPNsioNNjVil2PvH7tXKGaqZrWB4nHNIIV4feIhvEbpV3KGBVhQRcQSn5-3n6pFD8_5DpGERyoXd1xOpyuKdJiLQA_eYIW276t', 'width': 6000}]",ChIJURhDdy9YXDcRXBtZptTzgWI,4.8,ChIJURhDdy9YXDcRXBtZptTzgWI,"['place_of_worship', 'point_of_interest', 'establishment']",92,,https://www.google.com/maps/place/?q=place_id:ChIJURhDdy9YXDcRXBtZptTzgWI
OPERATIONAL,"JVQ4+5FH, Panga Teng Tso lake, Arunachal Pradesh, India, Tawang","{'location': {'lat': 27.6379321, 'lng': 91.85621929999999}, 'viewport': {'northeast': {'lat': 27.63897592989272, 'lng': 91.85815305}, 'southwest': {'lat': 27.63627627010728, 'lng': 91.85501285000001}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Panga Teng Tso lake,{'open_now': True},"[{'height': 1696, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117633555270732959247"">Abhay Deshpande</a>'], 'photo_reference': 'AUGGfZmv-0f2C_aP5uhB69ejvyw4jov66JNeTStMRHx1VWWKTKRijpluuirN_zVbTeSAEMGbMuABHAYD6kG11wqGaWdIAAeSmCymqKVLngmHgH5nfw_d5MxLRRBpnP0yvW_POGdzXElu_xOnfM47ct5K9Afgkkuo5nY_tKWLs87X8YbURq7E', 'width': 3296}]",ChIJ-bF44nP2XDcRgQbLp-4SLzg,4.6,ChIJ-bF44nP2XDcRgQbLp-4SLzg,"['tourist_attraction', 'point_of_interest', 'establishment']",424,,https://www.google.com/maps/place/?q=place_id:ChIJ-bF44nP2XDcRgQbLp-4SLzg
OPERATIONAL,"G452+W8H, 790104","{'location': {'lat': 27.5098079, 'lng': 92.100854}, 'viewport': {'northeast': {'lat': 27.51147147989272, 'lng': 92.10331654999999}, 'southwest': {'lat': 27.50877182010727, 'lng': 92.10003315}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sela Lake,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115918762555943162788"">Ajay Bhasker Reddy Puthi</a>'], 'photo_reference': 'AUGGfZlV9ViTXBoJ6k6S_OcAgKcc_OTaBd-t6y7nb1VFVsLa9SQzML541aCKT9tdLNRAOXi08DIJvDAyIZRZrl1Rftmvo2_d_XEXcXoYgWY0MKrTiC2lMFIckpmBKpGYzXovwyyFmGzzVl-eTj-11pAN_xZdQNm7yHWKWP0bX99Qch8XqFjO', 'width': 4032}]",ChIJMQ1TEjuVXDcROmbPL9wz9Fo,4.7,ChIJMQ1TEjuVXDcROmbPL9wz9Fo,"['tourist_attraction', 'point_of_interest', 'establishment']",168,,https://www.google.com/maps/place/?q=place_id:ChIJMQ1TEjuVXDcROmbPL9wz9Fo
OPERATIONAL,"PVCR+FV9, Tawang, 790104","{'location': {'lat': 27.7211597, 'lng': 91.892227}, 'viewport': {'northeast': {'lat': 27.72248607989272, 'lng': 91.89344967989271}, 'southwest': {'lat': 27.71978642010728, 'lng': 91.89075002010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bumla Pass- India,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103402336242555617290"">deboelec007</a>'], 'photo_reference': 'AUGGfZnevjWH7Kay9qU_Z2j0srMHlUJzrrs-RFAPhCvmOflOrVzXEacGZw54Y0HAnFN3ZXFVdefvguHVX2kC-SFIAWRFRLsLHeSfLnsU1_cPBJuslxsbPn9BQj-CqNC0CCHp2OX_Xd4bcgxiM1sN61NNpMG6RddfTKTgdR7XnbHKi2d2dPnp', 'width': 4032}]",ChIJRbG_CzD3XDcR8amaYUuETmI,4.8,ChIJRbG_CzD3XDcR8amaYUuETmI,"['tourist_attraction', 'landmark', 'point_of_interest', 'establishment']",1464,,https://www.google.com/maps/place/?q=place_id:ChIJRbG_CzD3XDcR8amaYUuETmI
OPERATIONAL,"JQJ3+XHJ, Arunachal Pradesh 790106","{'location': {'lat': 27.632451, 'lng': 91.7538817}, 'viewport': {'northeast': {'lat': 27.63380082989272, 'lng': 91.75523152989271}, 'southwest': {'lat': 27.63110117010728, 'lng': 91.75253187010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tawang war memorial,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114743190582298541125"">A Google User</a>'], 'photo_reference': 'AUGGfZm1Sa5aYZjaSkcabZLty5sOCmUCyNehAqR--zxR2rvl0XXSxJFUU5iugcqJZZ-XHSy3PZvgB9a7GaojHmsuYtbMhAVOw0dM5F66UCC5QJT7vAWtfKRDCPc_UAwwbTSlehuUSZDFuG-zfVm2_AlCrNQobUaEwIiLtA5ZeoRaU8gzTSYN', 'width': 4000}]",ChIJNU8x0P1fXDcRMtiTiYdr-rk,4.8,ChIJNU8x0P1fXDcRMtiTiYdr-rk,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,https://www.google.com/maps/place/?q=place_id:ChIJNU8x0P1fXDcRMtiTiYdr-rk
OPERATIONAL,"HVVC+R8C, Tawang, Arunachal Pradesh 790104","{'location': {'lat': 27.5946629, 'lng': 91.8709343}, 'viewport': {'northeast': {'lat': 27.59600517989272, 'lng': 91.87229732989272}, 'southwest': {'lat': 27.59330552010728, 'lng': 91.86959767010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tawang city,{'open_now': True},"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101414674489909982564"">ravi chandra</a>'], 'photo_reference': 'AUGGfZlugldnr-Trd9NFDHoz2V4erNFhfOrEoIqXSkyqEPrEFgUoBjyoyR8q62b0dSMAL99IZxIiWI76qS0vzUpFg0buLx62JCaLJ3pNLJbkKZKcFJnpdhdbsykmFrhHsm1-Ta5gqBFokCxz2VQ9lxcIbuduXwsw5PXzSJwVEMfd7OW8966w', 'width': 4000}]",ChIJ33CuZ7_1XDcR1eB-1r5ybho,4.8,ChIJ33CuZ7_1XDcR1eB-1r5ybho,"['tourist_attraction', 'point_of_interest', 'establishment']",48,,https://www.google.com/maps/place/?q=place_id:ChIJ33CuZ7_1XDcR1eB-1r5ybho
OPERATIONAL,"HX6X+366, Arunachal Pradesh 790105","{'location': {'lat': 27.5601718, 'lng': 91.9980003}, 'viewport': {'northeast': {'lat': 27.56157537989272, 'lng': 91.99939887989272}, 'southwest': {'lat': 27.55887572010728, 'lng': 91.99669922010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Jaswant Garh War Memorial(In Honour of the Rifleman Jaswant Singh Rawat)- Nuranang, Tawang District, Arunachal Pradesh, India",,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105317202471939608302"">anil bagul</a>'], 'photo_reference': 'AUGGfZk6fZEegrUQtnpjc766c48FfS4GJjOCVvpM1fgTbRAsNpYZqpvNbRS2wsP3Y5N7hhBT2kvrNEWFpjYS4JXaeBvhY0n0Ii5xNJSdCl5NJ6JBq_1xVpU99A__Padyol5N9NKA8vJDYF6T4TnBhxyPUIRxzrxk8nTthk-pV_5QK9L44oOR', 'width': 4032}]",ChIJk6VQxL6UXDcRV8m1k0XE2uA,4.8,ChIJk6VQxL6UXDcRV8m1k0XE2uA,"['point_of_interest', 'establishment']",1930,,https://www.google.com/maps/place/?q=place_id:ChIJk6VQxL6UXDcRV8m1k0XE2uA
OPERATIONAL,"MWX2+6X5, Tawang, Arunachal Pradesh 790104","{'location': {'lat': 27.6980041, 'lng': 91.9024902}, 'viewport': {'northeast': {'lat': 27.69935392989272, 'lng': 91.90384002989272}, 'southwest': {'lat': 27.69665427010727, 'lng': 91.90114037010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tingze La Lake,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116717661732381313987"">Prashant Dumbre</a>'], 'photo_reference': 'AUGGfZlPvlvAIF8i7tgoa2-vozLQfUKjfjATZdicDADdAAmGgtpa68ruXV-vWkLcVDGZkUUc7eSSvU9zmg_TwZHzNgmk24AG1kmwtY03BWV_OL0kvC1jz83PLsCn_vdPbWx_DRdS840_Q7bIoPx7HbfDJ97slzV2azlqjn-Lcg3CHBld8cfO', 'width': 4000}]",ChIJ09S_Xon3XDcR1jeXegViK0w,4.8,ChIJ09S_Xon3XDcR1jeXegViK0w,"['point_of_interest', 'establishment']",4,,https://www.google.com/maps/place/?q=place_id:ChIJ09S_Xon3XDcR1jeXegViK0w
