business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,plus_code,url
OPERATIONAL,"R5Q9+GR3, Cipondok, Sukaresik, Tasikmalaya Regency, West Java 46418, Indonesia","{'location': {'lat': -7.161244099999999, 'lng': 108.1695504}, 'viewport': {'northeast': {'lat': -7.159046150000001, 'lng': 108.1710630798927}, 'southwest': {'lat': -7.161976749999998, 'lng': 108.1683634201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Msrdian Putera,{'open_now': True},ChIJdbBmG9dPby4RywTo_12UsuM,3.0,ChIJdbBmG9dPby4RywTo_12UsuM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJdbBmG9dPby4RywTo_12UsuM
OPERATIONAL,"R5PP+X9Q, Sukaresik, Tasikmalaya Regency, West Java, Indonesia","{'location': {'lat': -7.162549299999999, 'lng': 108.1859917}, 'viewport': {'northeast': {'lat': -7.161153720107277, 'lng': 108.1869034798927}, 'southwest': {'lat': -7.16385337989272, 'lng': 108.1842038201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ranu kubang nyempet,,ChIJwU_WtipPby4RkxXA3gTf_LM,0.0,ChIJwU_WtipPby4RkxXA3gTf_LM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJwU_WtipPby4RkxXA3gTf_LM
OPERATIONAL,"V52X+W27, Tanjungsari, Sukaresik, Tasikmalaya Regency, West Java 46471, Indonesia","{'location': {'lat': -7.1477647, 'lng': 108.1975111}, 'viewport': {'northeast': {'lat': -7.146418670107278, 'lng': 108.1988277798927}, 'southwest': {'lat': -7.149118329892722, 'lng': 108.1961281201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Darmaga alam,{'open_now': False},ChIJeVv93lVJby4RV9OAsFTTbj4,4.8,ChIJeVv93lVJby4RV9OAsFTTbj4,"['tourist_attraction', 'point_of_interest', 'establishment']",6,"[{'height': 1201, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112161966453139186712"">Anjar Galih</a>'], 'photo_reference': 'AUGGfZkvf0TrrJkLTZKl4RSiCqNGwwFQjnm-8tNkDbC3mKDp6u_WcAIlczOXLuiSaJkBM2auiuZLEDqZn0JJQ4UDp2P57WHJJ3HBHMbZ56iPW-WlZ4y7c3hq0Dc6G-LfDKjnOXYpwCOlzlaBOhFlQYJvPKgwc2Sc8d9A5iF_y68D-Hqiqdsw', 'width': 1600}]",,https://www.google.com/maps/place/?q=place_id:ChIJeVv93lVJby4RV9OAsFTTbj4
OPERATIONAL,"V56F+2MW, Cipacing, Pagerageung, Tasikmalaya Regency, West Java, Indonesia","{'location': {'lat': -7.1398773, 'lng': 108.1742134}, 'viewport': {'northeast': {'lat': -7.138522370107278, 'lng': 108.1755601298927}, 'southwest': {'lat': -7.141222029892722, 'lng': 108.1728604701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata cikidang,,ChIJmdK7svFJby4R1roHBdX8YQc,4.8,ChIJmdK7svFJby4R1roHBdX8YQc,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103878416503916533888"">A Google User</a>'], 'photo_reference': 'AUGGfZkaoiJIZrjXPG1YWOtLJyjYMkKSYBNgekWEmL43It4ekJD08vJiqf3wPSqgN8Q_MxbYiKjuy-w1VMOFTbu8-RzdWlR-Ei47KQLxLxDtDi8v8lhaWgrdQNhcm13wwbegi668h598z6i60_y1QmQSTXkSh2vlOWGI6gPHTvfKaNyCz3W_', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJmdK7svFJby4R1roHBdX8YQc
OPERATIONAL,"R5X6+M92, Cipacing, Pagerageung, Tasikmalaya Regency, West Java, Indonesia","{'location': {'lat': -7.1508571, 'lng': 108.1608904}, 'viewport': {'northeast': {'lat': -7.149505770107277, 'lng': 108.1622633798927}, 'southwest': {'lat': -7.152205429892721, 'lng': 108.1595637201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Rahab,,ChIJWe_XFFtJby4RNdyjlycQWTY,0.0,ChIJWe_XFFtJby4RNdyjlycQWTY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJWe_XFFtJby4RNdyjlycQWTY
OPERATIONAL,"Jl. Moch Bagowi No.22, Cipacing, Kec. Pagerageung, Kabupaten Tasikmalaya, Jawa Barat 46158, Indonesia","{'location': {'lat': -7.142767, 'lng': 108.162686}, 'viewport': {'northeast': {'lat': -7.141446770107278, 'lng': 108.1640249798927}, 'southwest': {'lat': -7.144146429892722, 'lng': 108.1613253201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cipanas,,ChIJBTaPMQBJby4R6wecbuuZdTI,0.0,ChIJBTaPMQBJby4R6wecbuuZdTI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"{'compound_code': 'V547+V3 Cipacing, Tasikmalaya Regency, West Java, Indonesia', 'global_code': '6P4CV547+V3'}",https://www.google.com/maps/place/?q=place_id:ChIJBTaPMQBJby4R6wecbuuZdTI
OPERATIONAL,"V6V2+V6M, Bager ageng pasir, kirisik, Pagerageung, Tasikmalaya Regency, West Java 46158, Indonesia","{'location': {'lat': -7.1052778, 'lng': 108.2005556}, 'viewport': {'northeast': {'lat': -7.103886020107278, 'lng': 108.2023103798927}, 'southwest': {'lat': -7.106585679892722, 'lng': 108.1996107201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata pasirkirisik,,ChIJ9y6MfstJby4RiaqmE4VwMEQ,4.0,ChIJ9y6MfstJby4RiaqmE4VwMEQ,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104000476936151924628"">Bandi Rete</a>'], 'photo_reference': 'AUGGfZmkmVNThzhZgNbSQSGlPqaPPF9JrpM6FzTZ4mFD8TRR6bUtzwrWfwJF1zNBs3Skq4ZMMizbDQxQTpRe66OcyENajvcb7IHEP19iFIw_SI9YldSyAXafGkbJX7kmf1oK6COT5GQZiVqrDlWVrciD3Q8E_laRlqBuqqZgsHkVxxAHrvMy', 'width': 1440}]",,https://www.google.com/maps/place/?q=place_id:ChIJ9y6MfstJby4RiaqmE4VwMEQ
OPERATIONAL,"V58P+3WW, Sukamaju, Pagerageung, Tasikmalaya Regency, West Java 46158, Indonesia","{'location': {'lat': -7.1347573, 'lng': 108.1873407}, 'viewport': {'northeast': {'lat': -7.133886420107277, 'lng': 108.1886138298927}, 'southwest': {'lat': -7.136586079892722, 'lng': 108.1859141701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Pelita,,ChIJO-XqAH5Jby4R2iCHLeJttZg,4.5,ChIJO-XqAH5Jby4R2iCHLeJttZg,"['tourist_attraction', 'point_of_interest', 'establishment']",8,"[{'height': 2998, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106985775141060065448"">A Google User</a>'], 'photo_reference': 'AUGGfZl06cR7KP064cJ4UiTHd6OnJp5CBuneoOwJFzEDN-ktHVCa1DXDAJL0WtYWA3pHIRBWcxzK5_1gtM3M82nKQor76Zygood1lNH2XHhjLBqIWCkLY2JG5Z9uIbw2PRNsvpgd2tPwpOdWicJmLTq6laJ5r8DDn9S27dIEHXgrN96KM1Ny', 'width': 2998}]",,https://www.google.com/maps/place/?q=place_id:ChIJO-XqAH5Jby4R2iCHLeJttZg
OPERATIONAL,"R573+GCW, Karangmulya, Jamanis, Tasikmalaya Regency, West Java 46175, Indonesia","{'location': {'lat': -7.186427, 'lng': 108.1535088}, 'viewport': {'northeast': {'lat': -7.185073120107279, 'lng': 108.1548687298927}, 'southwest': {'lat': -7.187772779892723, 'lng': 108.1521690701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kp. Sangiangteras,,ChIJTeul2MZPby4RCny00TclWaw,0.0,ChIJTeul2MZPby4RCny00TclWaw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJTeul2MZPby4RCny00TclWaw
OPERATIONAL,"Kp Jl. Sangiang Teureup Raya, Pakemitankidul, Kec. Ciawi, Kabupaten Tasikmalaya, Jawa Barat 46156, Indonesia","{'location': {'lat': -7.1636874, 'lng': 108.1512235}, 'viewport': {'northeast': {'lat': -7.162555920107278, 'lng': 108.1523807298927}, 'southwest': {'lat': -7.165255579892722, 'lng': 108.1496810701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug ojak,,ChIJ5cGIUyFPby4RIGqKimebGfo,0.0,ChIJ5cGIUyFPby4RIGqKimebGfo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"{'compound_code': 'R5P2+GF Pakemitankidul, Tasikmalaya Regency, West Java, Indonesia', 'global_code': '6P4CR5P2+GF'}",https://www.google.com/maps/place/?q=place_id:ChIJ5cGIUyFPby4RIGqKimebGfo
