business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,permanently_closed,url
OPERATIONAL,"V846+JW, Pasia Laweh, Palupuh, Agam Regency, West Sumatra, Indonesia","{'location': {'lat': -0.1434866, 'lng': 100.3122145}, 'viewport': {'northeast': {'lat': -0.1421533201072778, 'lng': 100.3135442798927}, 'southwest': {'lat': -0.1448529798927222, 'lng': 100.3108446201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampuang Anguih,ChIJu_u8KABd1S8RU181COU4f9s,0.0,ChIJu_u8KABd1S8RU181COU4f9s,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJu_u8KABd1S8RU181COU4f9s
OPERATIONAL,"Q942+7CR, Unnamed Road, Gadut, Gadut, Kec. Tilatang Kamang, Kabupaten Agam, Sumatera Barat 26151, Indonesia","{'location': {'lat': -0.2442517, 'lng': 100.3510303}, 'viewport': {'northeast': {'lat': -0.2429294201072777, 'lng': 100.3523954298927}, 'southwest': {'lat': -0.2456290798927222, 'lng': 100.3496957701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Batang Palupuh Nature Reserve,ChIJ72RKosxG1S8RotraI4HrXNM,4.6,ChIJ72RKosxG1S8RotraI4HrXNM,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",47,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113078286881110395633"">A Google User</a>'], 'photo_reference': 'AUGGfZlYQ3qppsGxSm_VwvNZVwiL-S2UdVwVmWRbgR-8yCI89hYF4T20UosrAy7PjNmR2hjmDZCBIY5UYqU6m6YdT5Nli5w_epPg-PbRRI4kRXJE7ultO2UXLz6G1XBrwY4W_1x4ocTtPsTQ7N2WkNf-IxG6KkIKQAUSedMq_Srf9NQ6vQM1', 'width': 3264}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ72RKosxG1S8RotraI4HrXNM
OPERATIONAL,"V869+F28, Unnamed Road, Pasia Laweh, Kecamatan Palupuh, Kabupaten Agam, Sumatera Barat 26151, Indonesia","{'location': {'lat': -0.1388447, 'lng': 100.317587}, 'viewport': {'northeast': {'lat': -0.1374621701072778, 'lng': 100.3189172798927}, 'southwest': {'lat': -0.1401618298927222, 'lng': 100.3162176201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Ikan Larangan, Pasialaweh",ChIJGUPPUQ9d1S8RT9l-xPvroF8,5.0,ChIJGUPPUQ9d1S8RT9l-xPvroF8,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,,https://www.google.com/maps/place/?q=place_id:ChIJGUPPUQ9d1S8RT9l-xPvroF8
OPERATIONAL,"Jorong Sipisang, Nan Tujuah, Kabupaten Agam, Sumatera Barat, Indonesia","{'location': {'lat': -0.1132817, 'lng': 100.2411974}, 'viewport': {'northeast': {'lat': -0.1119318701072778, 'lng': 100.2425472298927}, 'southwest': {'lat': -0.1146315298927222, 'lng': 100.2398475701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sarasah1 Sirabungan Sipisang,ChIJ6czFUABn1S8RUPZzIq8I8Xk,5.0,ChIJ6czFUABn1S8RUPZzIq8I8Xk,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104670812195907581007"">Nanda Morrison</a>'], 'photo_reference': 'AUGGfZmtn7IUDLssQrsoOz8TkXJv-TmagzR0GNnD9Ao-dKhhQ-xzuK9Zxx7MKwr22K-5ARKfp5Hlr86zgpe8LbIAOmoowsAfvbxO6CMxZIAn6iuF987nz-15zrL8lKSrI7_4Pi6GXxGkGTOqTPeIfbESq0nCb1sCOKwwOkiRaA6viSLVGPl9', 'width': 3468}]","{'compound_code': 'V6PR+MF Nan Tujuah, Agam Regency, West Sumatra, Indonesia', 'global_code': '6PF2V6PR+MF'}",,https://www.google.com/maps/place/?q=place_id:ChIJ6czFUABn1S8RUPZzIq8I8Xk
OPERATIONAL,"W8H5+W86, Unnamed Road, Pagadih, Kecamatan Palupuh, Kabupaten Agam, Sumatera Barat 26151, Indonesia","{'location': {'lat': -0.0702246, 'lng': 100.3082556}, 'viewport': {'northeast': {'lat': -0.06887477010727776, 'lng': 100.3096054298927}, 'southwest': {'lat': -0.0715744298927222, 'lng': 100.3069057701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun Sarasah Pagadih Gadang,ChIJi2c-Jt1f1S8RIGY5Ix0Nlc8,5.0,ChIJi2c-Jt1f1S8RIGY5Ix0Nlc8,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114465676878493955631"">muhammad abdul latif</a>'], 'photo_reference': 'AUGGfZlJSN78N-2SEFkhF8gF0UDmW2TD-4JkM2vYWzo_dQanz8YLZ2m_c4xk5vyAW49oWiR8ereocPpaVqZJxwds612tihkWxP0aGDb_C7McdCypoAcuZJAHuYdR9fnNlOmrTaniAoyFq5sVQ2gBFIMQ6ZCDRr9B705x5c6IcpLYqmIVH2AL', 'width': 4160}]",,,https://www.google.com/maps/place/?q=place_id:ChIJi2c-Jt1f1S8RIGY5Ix0Nlc8
OPERATIONAL,"Q9J3+87, Koto Rantang, Palupuh, Agam Regency, West Sumatra, Indonesia","{'location': {'lat': -0.2191916, 'lng': 100.353185}, 'viewport': {'northeast': {'lat': -0.2178417701072778, 'lng': 100.3545348298927}, 'southwest': {'lat': -0.2205414298927222, 'lng': 100.3518351701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Cagar Alam Batang Palupuah,ChIJe9TMB_lF1S8RIwrbeloeL98,4.0,ChIJe9TMB_lF1S8RIwrbeloeL98,"['park', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJe9TMB_lF1S8RIwrbeloeL98
OPERATIONAL,"R8Q5+6X, Pasia Laweh, Palupuh, Agam Regency, West Sumatra 26151, Indonesia","{'location': {'lat': -0.1619583, 'lng': 100.3099608}, 'viewport': {'northeast': {'lat': -0.1605794701072778, 'lng': 100.3113254798927}, 'southwest': {'lat': -0.1632791298927222, 'lng': 100.3086258201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,"Kampung Pasir, Palupuh",ChIJ1RZJKGND1S8RP6-l85KlABE,5.0,ChIJ1RZJKGND1S8RP6-l85KlABE,"['park', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1RZJKGND1S8RP6-l85KlABE
CLOSED_TEMPORARILY,"V898+8P, Pasia Laweh, Palupuh, Agam Regency, West Sumatra 26151, Indonesia","{'location': {'lat': -0.1317369, 'lng': 100.316774}, 'viewport': {'northeast': {'lat': -0.13065915, 'lng': 100.3219442}, 'southwest': {'lat': -0.13497015, 'lng': 100.3150506}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Nyiak Pisang,ChIJk697ciJd1S8R9P2faseRRd0,0.0,ChIJk697ciJd1S8R9P2faseRRd0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,True,https://www.google.com/maps/place/?q=place_id:ChIJk697ciJd1S8R9P2faseRRd0
CLOSED_TEMPORARILY,"W8CC+P3R, Unnamed Road, Pagadih, Kecamatan Palupuh, Kabupaten Agam, Sumatera Barat 26151, Indonesia","{'location': {'lat': -0.0781264, 'lng': 100.3201546}, 'viewport': {'northeast': {'lat': -0.07677472010727779, 'lng': 100.3215382798927}, 'southwest': {'lat': -0.07947437989272223, 'lng': 100.3188386201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Pancing Ni Ed,ChIJoZ_b65Zd1S8RvIm35ULEbro,0.0,ChIJoZ_b65Zd1S8RvIm35ULEbro,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114126178173915455174"">A Google User</a>'], 'photo_reference': 'AUGGfZmt7GmUL_fzcPWxcFqUpP4KlXt_L3JwvQcK5xuuf_xKoD13hsLSBoJwiJmbQlNQi57uWCKSvRfhcsFgjoygUc1NMVQmoyANt73CokNhzTSqE1lNo_1Sx61JzZJ2yz_c9XEuCX1xJE46roVr3D2NgO_eqqtFniDOXXwN0F6510I7bXDA', 'width': 1080}]",,True,https://www.google.com/maps/place/?q=place_id:ChIJoZ_b65Zd1S8RvIm35ULEbro
CLOSED_TEMPORARILY,"V824+87R, Batu Gajah, Kampuang Lalang, Koto Baru, Pasia Laweh, Kecamatan Palupuh, Kabupaten Agam, Sumatera Barat 26151, Indonesia","{'location': {'lat': -0.1491267, 'lng': 100.3056383}, 'viewport': {'northeast': {'lat': -0.1477395701072778, 'lng': 100.3069528798927}, 'southwest': {'lat': -0.1504392298927222, 'lng': 100.3042532201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BATU GAJAH FARM,ChIJ18sKgYtD1S8RxZT6B83UtwM,5.0,ChIJ18sKgYtD1S8RxZT6B83UtwM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,True,https://www.google.com/maps/place/?q=place_id:ChIJ18sKgYtD1S8RxZT6B83UtwM
