business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,opening_hours,photos,url
OPERATIONAL,"778H+54F, Karamat, Palasah, Majalengka Regency, West Java, Indonesia","{'location': {'lat': -6.734560099999999, 'lng': 108.2777899}, 'viewport': {'northeast': {'lat': -6.732789870107277, 'lng': 108.2792220298927}, 'southwest': {'lat': -6.735489529892721, 'lng': 108.2765223701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali Cikeruh,ChIJIWqKMgDZbi4Rj1pikWtypTk,0.0,ChIJIWqKMgDZbi4Rj1pikWtypTk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJIWqKMgDZbi4Rj1pikWtypTk
OPERATIONAL,"77PP+FMW, Cisambeng, Palasah, Majalengka Regency, West Java, Indonesia","{'location': {'lat': -6.7137553, 'lng': 108.2866879}, 'viewport': {'northeast': {'lat': -6.712417970107277, 'lng': 108.2882387298927}, 'southwest': {'lat': -6.715117629892721, 'lng': 108.2855390701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam renang melati cisambeng,ChIJLaP0YADZbi4RI-YtHAFJtFE,0.0,ChIJLaP0YADZbi4RI-YtHAFJtFE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJLaP0YADZbi4RI-YtHAFJtFE
OPERATIONAL,"Beber, Ligung, Majalengka Regency, West Java 45456, Indonesia","{'location': {'lat': -6.6691981, 'lng': 108.2357547}, 'viewport': {'northeast': {'lat': -6.667800970107277, 'lng': 108.2368352798927}, 'southwest': {'lat': -6.670500629892721, 'lng': 108.2341356201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Buyut Palasah beber,ChIJ6UmQCfTXbi4RBA4LspMtxps,5.0,ChIJ6UmQCfTXbi4RBA4LspMtxps,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"{'compound_code': '86JP+88 Beber, Majalengka Regency, West Java, Indonesia', 'global_code': '6P5C86JP+88'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ6UmQCfTXbi4RBA4LspMtxps
OPERATIONAL,"68R5+X2J, Waringin, Palasah, Majalengka Regency, West Java 45475, Indonesia","{'location': {'lat': -6.757526599999999, 'lng': 108.3075055}, 'viewport': {'northeast': {'lat': -6.756155620107277, 'lng': 108.3088459298927}, 'southwest': {'lat': -6.758855279892721, 'lng': 108.3061462701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Diky Ternak murai batu Medan,ChIJ5W2rQl0nby4RtytLtHcOfS4,5.0,ChIJ5W2rQl0nby4RtytLtHcOfS4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,{'open_now': True},"[{'height': 3968, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102443785662633481221"">A Google User</a>'], 'photo_reference': 'AUGGfZn9RIa5N9RsZxBthmNiik3cScI8fTsdODdVlzcnLjyIdF0v0c7xoYOML8yZ5I6km_2aKWvI0Q60bo9TEb6YZWQ2LM7dwHDAkRdSTfcB4_YgizMH9ktUuYXhPXeMQcSc75zlKAWKGFxs6D3I6HmA6vze9z2eqS1doq22XJUgF02FVVnN', 'width': 2976}]",https://www.google.com/maps/place/?q=place_id:ChIJ5W2rQl0nby4RtytLtHcOfS4
OPERATIONAL,"57XQ+673, Palabuan, Sukahaji, Majalengka Regency, West Java 45471, Indonesia","{'location': {'lat': -6.8019114, 'lng': 108.2889982}, 'viewport': {'northeast': {'lat': -6.800155520107277, 'lng': 108.2902751798927}, 'southwest': {'lat': -6.802855179892721, 'lng': 108.2875755201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Embung Cisanggarung Palabuan,ChIJoVM1id0nby4RqroIpVvszZY,5.0,ChIJoVM1id0nby4RqroIpVvszZY,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117743294617749078771"">A Google User</a>'], 'photo_reference': 'AUGGfZnq-f9Z6bXN0caouS0zlNhx6uNn7DReqUg-JFTbQ_tTp7ODfuCuubHJNZcYVcXjWynyIrtq-vuqOZXQvS7kh4XMNwpR-n9DlOeGr-whUzEfzgn3qUtHWt0Txb-PdSkVTioc5-z-JdA0MXaUKha1JzjL6bsSPuWzMu53JMEWm1lFDQTl', 'width': 3000}]",https://www.google.com/maps/place/?q=place_id:ChIJoVM1id0nby4RqroIpVvszZY
OPERATIONAL,"Dusun jatisari jalan sigra RT 4 RW 3 BLOK RABU, Cisetu, Kec. Leuwimunding, Kabupaten Majalengka, Jawa Barat 45472, Indonesia","{'location': {'lat': -6.78006, 'lng': 108.325556}, 'viewport': {'northeast': {'lat': -6.778723470107278, 'lng': 108.3268741298927}, 'southwest': {'lat': -6.781423129892722, 'lng': 108.3241744701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanaman pinggir sawah,ChIJYSxDKwAnby4ROvcvmx1MZas,0.0,ChIJYSxDKwAnby4ROvcvmx1MZas,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': '689G+X6 Cisetu, Majalengka Regency, West Java, Indonesia', 'global_code': '6P5C689G+X6'}",,,https://www.google.com/maps/place/?q=place_id:ChIJYSxDKwAnby4ROvcvmx1MZas
OPERATIONAL,"788Q+HJM, Ciparay, Leuwimunding, Majalengka Regency, West Java, Indonesia","{'location': {'lat': -6.7335321, 'lng': 108.3390293}, 'viewport': {'northeast': {'lat': -6.732195620107277, 'lng': 108.3404708798927}, 'southwest': {'lat': -6.734895279892721, 'lng': 108.3377712201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SABA EXOTIC LAND,ChIJj4IYiJnfbi4RKJLgWvN4b4Q,0.0,ChIJj4IYiJnfbi4RKJLgWvN4b4Q,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJj4IYiJnfbi4RKJLgWvN4b4Q
OPERATIONAL,"7754+MQ7, Cicadas, Jatiwangi, Majalengka Regency, West Java 45454, Indonesia","{'location': {'lat': -6.7408354, 'lng': 108.2569371}, 'viewport': {'northeast': {'lat': -6.739564070107278, 'lng': 108.2584609298927}, 'southwest': {'lat': -6.742263729892722, 'lng': 108.2557612701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Galatama Ikan Bawal,ChIJwfUVDwAnby4RPnlPUbonzZg,0.0,ChIJwfUVDwAnby4RPnlPUbonzZg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJwfUVDwAnby4RPnlPUbonzZg
OPERATIONAL,"6829+82C, Salagedang, Sukahaji, Majalengka Regency, West Java 45471, Indonesia","{'location': {'lat': -6.798994899999999, 'lng': 108.3173069}, 'viewport': {'northeast': {'lat': -6.797696520107277, 'lng': 108.3187981298927}, 'southwest': {'lat': -6.800396179892721, 'lng': 108.3160984701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gantangan Wastukancana,ChIJBfubwHInby4RiCyHw_OK8PY,5.0,ChIJBfubwHInby4RiCyHw_OK8PY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106808091975275272366"">A Google User</a>'], 'photo_reference': 'AUGGfZlzo--QYgZDWY-8GvM6cyTfel5wER8t59iHbh61pgtEUOC68qky78aqi4XU18y3pcHDK5BDrUE9qf6Ll_iVoXxTGd8PSOkjFSYZnp1i-S2GCdyN82M-o29qJjRwrZFFCs2-17GmQMxHC89dWQbE3NBh0NhgP777s4-8OcAtJxY9cplN', 'width': 1920}]",https://www.google.com/maps/place/?q=place_id:ChIJBfubwHInby4RiCyHw_OK8PY
OPERATIONAL,"Leuwikujang, Leuwimunding, Majalengka Regency, West Java 45473, Indonesia","{'location': {'lat': -6.742557499999999, 'lng': 108.3542212}, 'viewport': {'northeast': {'lat': -6.741196420107277, 'lng': 108.3555029298927}, 'southwest': {'lat': -6.743896079892721, 'lng': 108.3528032701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sanghyangdora Campground (Situ Cibaringkeng),ChIJJzxxh5Ehby4RL4BOsiIeVgk,4.6,ChIJJzxxh5Ehby4RL4BOsiIeVgk,"['tourist_attraction', 'point_of_interest', 'establishment']",372,"{'compound_code': '7943+XM Leuwikujang, Majalengka Regency, West Java, Indonesia', 'global_code': '6P5C7943+XM'}",{'open_now': True},"[{'height': 1211, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117387083315003712070"">nurisah rustandi</a>'], 'photo_reference': 'AUGGfZlRnMN52EZk7_pz98pcueDtQVO1wAGPNlrXcUvN60sxKZzgNiibHSTKw9Zb_0wWWC_Wfqy3cVfYwiKleR0FMYRyLUUXqlAsRffbt1sp544v1M4FCakDe5MKd2v_s971Izmj-brpV8vRDKDca7pLVojLCbtBBj4r6MaRjPzEV17gbwW8', 'width': 1600}]",https://www.google.com/maps/place/?q=place_id:ChIJJzxxh5Ehby4RL4BOsiIeVgk
