business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,photos,url
OPERATIONAL,"Jl. Sm Raja No.123, Siborong Borong I, Kec. Siborongborong, Kabupaten Tapanuli Utara, Sumatera Utara 22474, Indonesia","{'location': {'lat': 2.191961, 'lng': 98.96628199999999}, 'viewport': {'northeast': {'lat': 2.193300529892722, 'lng': 98.96772207989271}, 'southwest': {'lat': 2.190600870107278, 'lng': 98.96502242010726}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Tugu Payung, Op. Tuan Sirumonggur Nababan",ChIJ6U1cOQATLjARflMv89AUrYg,"{'compound_code': '5XR8+QG Siborong Borong I, North Tapanuli Regency, North Sumatra, Indonesia', 'global_code': '6MJW5XR8+QG'}",0.0,ChIJ6U1cOQATLjARflMv89AUrYg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ6U1cOQATLjARflMv89AUrYg
OPERATIONAL,"Jl. Raya Lintas Utama Sumatera, Pohan Tonga, Kec. Siborongborong, Kabupaten Tapanuli Utara, Sumatera Utara 22476, Indonesia","{'location': {'lat': 2.2337167, 'lng': 98.9852883}, 'viewport': {'northeast': {'lat': 2.234852179892723, 'lng': 98.98693427989272}, 'southwest': {'lat': 2.232152520107278, 'lng': 98.98423462010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ringo Strawberry,ChIJmcZvZekRLjARsIII795r8to,"{'compound_code': '6XMP+F4 Pohan Tonga, North Tapanuli Regency, North Sumatra, Indonesia', 'global_code': '6MJW6XMP+F4'}",4.6,ChIJmcZvZekRLjARsIII795r8to,"['tourist_attraction', 'point_of_interest', 'establishment']",28,{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114127553651334725529"">A Google User</a>'], 'photo_reference': 'AUGGfZmjCHCGUzHDHOx1Fgw8jz7QXYk67N08JnRF5O_QEk1EfoALaQoGbShdvqZIy73-FZzCw8J77erUKb8CN08FPKS1TO7Kb0gDLDAF5Ov3s5AOm_OZGh8C_yw7ZUKGHCbycnvyAQC_-pNsTupockryiv1SK8tGSKWSP6HS36jWs8lbRkVv', 'width': 2448}]",https://www.google.com/maps/place/?q=place_id:ChIJmcZvZekRLjARsIII795r8to
OPERATIONAL,"6X69+52H, Siborong Borong I, Siborongborong, North Tapanuli Regency, North Sumatra 22474, Indonesia","{'location': {'lat': 2.2104396, 'lng': 98.9676111}, 'viewport': {'northeast': {'lat': 2.211945529892722, 'lng': 98.96892527989273}, 'southwest': {'lat': 2.209245870107277, 'lng': 98.96622562010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,de'Secret Garden,ChIJY32lX9cRLjAR7WhRvm6N_HI,,5.0,ChIJY32lX9cRLjAR7WhRvm6N_HI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJY32lX9cRLjAR7WhRvm6N_HI
OPERATIONAL,"8X7C+WCJ, Sitanggor, Muara, North Tapanuli Regency, North Sumatra 22476, Indonesia","{'location': {'lat': 2.3148412, 'lng': 98.9710016}, 'viewport': {'northeast': {'lat': 2.316301029892722, 'lng': 98.97225262989272}, 'southwest': {'lat': 2.313601370107278, 'lng': 98.96955297010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutaginjang Geosite View Point,ChIJOU3ETgAbLjAR_CalkjX9nks,,4.7,ChIJOU3ETgAbLjAR_CalkjX9nks,"['tourist_attraction', 'point_of_interest', 'establishment']",1269,{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101039598699145740200"">Febri Angel</a>'], 'photo_reference': 'AUGGfZkMZImOsWuXjPRlQNv3OjEKP4jV6-pzF0JLtmxCe7e_Bre9r1ri0GxPu8HNhIZVjWhboTbSXdJC4LmMHvwcnyqBZGtOlrMZtyeY2vYGT4uQKeFL1sFTtnIFICRggV3Orv9WJOM9kPeWnXyuYVWZdkRRwPu4iavdqTOaqx7fSrOucLwv', 'width': 3264}]",https://www.google.com/maps/place/?q=place_id:ChIJOU3ETgAbLjAR_CalkjX9nks
OPERATIONAL,"Paniaran, Siborongborong, North Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 2.1648486, 'lng': 98.98250829999999}, 'viewport': {'northeast': {'lat': 2.166438929892722, 'lng': 98.98452997989274}, 'southwest': {'lat': 2.163739270107278, 'lng': 98.98183032010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Sopo Harimonting,ChIJiQweAFYTLjARQCbgrMTyhxs,"{'compound_code': '5X7M+W2 Paniaran, North Tapanuli Regency, North Sumatra, Indonesia', 'global_code': '6MJW5X7M+W2'}",5.0,ChIJiQweAFYTLjARQCbgrMTyhxs,"['tourist_attraction', 'point_of_interest', 'establishment']",5,{'open_now': True},"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105983504685703227654"">A Google User</a>'], 'photo_reference': 'AUGGfZl9CYhaH6YP2kTNLxc31C-LzD4O-1HOnilXcfDe-CcvK6RWCihs5SpQu4342sbJCZpRkX_WF6wL7NiICVXDxu893AkMoVVZypR_1Jp2ottNZUwPD2wsxY-AqIwIreQtfyYxdmiF4EiOsiw7Vqmo3m0_WNcoYXDUQ_sh33oqDWFGz31y', 'width': 1600}]",https://www.google.com/maps/place/?q=place_id:ChIJiQweAFYTLjARQCbgrMTyhxs
OPERATIONAL,"9W46+337, Sibandang, Muara, North Tapanuli Regency, North Sumatra 22476, Indonesia","{'location': {'lat': 2.3551535, 'lng': 98.91015990000001}, 'viewport': {'northeast': {'lat': 2.356462979892722, 'lng': 98.91124412989274}, 'southwest': {'lat': 2.353763320107277, 'lng': 98.90854447010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,OP. Raja Hunsa,ChIJ34SgY6EfLjARLUAs6D_m4uo,,0.0,ChIJ34SgY6EfLjARLUAs6D_m4uo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ34SgY6EfLjARLUAs6D_m4uo
OPERATIONAL,"8X5F+9M5, Huta Ginjang, Muara, North Tapanuli Regency, North Sumatra 22476, Indonesia","{'location': {'lat': 2.3083786, 'lng': 98.9742237}, 'viewport': {'northeast': {'lat': 2.309103179892722, 'lng': 98.97575017989273}, 'southwest': {'lat': 2.306403520107277, 'lng': 98.97305052010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutaginjang View,ChIJ8-emBdsbLjARlk316C4osSY,,5.0,ChIJ8-emBdsbLjARlk316C4osSY,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105875341053390014705"">Binar Suseno</a>'], 'photo_reference': 'AUGGfZmfVDG1vMNezRf9QcVp51nbKZvBMy5Q4AMOJD6KfH7S4ih18Yreq8AC0-SCsZQbIYpxAu74pos6r9iHiWYZX7E2KWkS5GzsBh_dXYS6cnbdggRqdKBHJc4FxPEXVbbt6-eZ4MxVStKaTT3ylF21CBi9V4Hl9Q0FtaOkbONUqM_ouzsG', 'width': 4000}]",https://www.google.com/maps/place/?q=place_id:ChIJ8-emBdsbLjARlk316C4osSY
OPERATIONAL,"9W35+PVM, Unnamed Road, Sibandang, Kec. Muara, Kabupaten Tapanuli Utara, Sumatera Utara 22476, Indonesia","{'location': {'lat': 2.354346, 'lng': 98.90968199999999}, 'viewport': {'northeast': {'lat': 2.355695479892722, 'lng': 98.91103487989271}, 'southwest': {'lat': 2.352995820107278, 'lng': 98.90833522010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sahata Rajagukguk,ChIJuyntU1MfLjARMHWQe0zIm4k,,5.0,ChIJuyntU1MfLjARMHWQe0zIm4k,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101186837573868381355"">A Google User</a>'], 'photo_reference': 'AUGGfZnr5V0GC8NMPzoLjldOXbsBM9_QXYuwnL6Zuy902y5iRTe5yKPvOPrcbayJKk4paufcyG7PKhlqd98CUhCcnCSrYQ2VDy0Xs1bqRYeHtlQFFq4luP2B42PyonVR4j0V04t-bR0iX6HiaC0EcWXh8krcOhXB9K-WsuLOmLQnJL1pPnKt', 'width': 4160}]",https://www.google.com/maps/place/?q=place_id:ChIJuyntU1MfLjARMHWQe0zIm4k
OPERATIONAL,"8X4G+H6X, Huta Ginjang, Muara, North Tapanuli Regency, North Sumatra 22476, Indonesia","{'location': {'lat': 2.3064993, 'lng': 98.97560089999999}, 'viewport': {'northeast': {'lat': 2.307813479892722, 'lng': 98.97698642989272}, 'southwest': {'lat': 2.305113820107278, 'lng': 98.97428677010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hutaginjang Geosite Direction,ChIJbQPIvt0bLjARwYGaNxavpvw,,5.0,ChIJbQPIvt0bLjARwYGaNxavpvw,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108099435792571586612"">Kawi Boedisetio</a>'], 'photo_reference': 'AUGGfZlLv8Kn5SmrBzZKmF4MBWzRJAfqrafIpfalcHS62YW-qP7xBcXeDP0AttUpX28UHHZVuYoGVhb-nRAHPfB0c7B-Yo4gjxAxEU-5T_t2nMMxkzOhWUNsbDyuZE-KRG0RIxrsd705SMqY9Av-dtKZ9hn7_-hvf0kf5haYSpR8C9p1Itox', 'width': 6000}]",https://www.google.com/maps/place/?q=place_id:ChIJbQPIvt0bLjARwYGaNxavpvw
OPERATIONAL,"8VV4+VXV, Huta Lontung, Muara, North Tapanuli Regency, North Sumatra, Indonesia","{'location': {'lat': 2.3447483, 'lng': 98.8574116}, 'viewport': {'northeast': {'lat': 2.346100179892722, 'lng': 98.85894992989272}, 'southwest': {'lat': 2.343400520107278, 'lng': 98.85625027010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PEMANCINGAN BINANGA RIHIT,ChIJW9lHNxoZLjARSYYPr8KJwjM,,0.0,ChIJW9lHNxoZLjARSYYPr8KJwjM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108099435792571586612"">Kawi Boedisetio</a>'], 'photo_reference': 'AUGGfZnQNl09DvvTxzKRTiCVCC5rXmc9-04CYMkKq7wzuSD5DJsyW7HuTnUyShCXIhj05HprHLrUw4gen5SBOlBmyqffHQXr3qIBqgEZvzN-OA8MB2wVCsarbNQcOQY1evqJcM-dVuGb1Swu8L6ojtEapvtvl7aZF9F1UpyjxZWGbAPCo8H5', 'width': 6000}]",https://www.google.com/maps/place/?q=place_id:ChIJW9lHNxoZLjARSYYPr8KJwjM
