formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,plus_code,permanently_closed,url
"Randuagung, Lumajang Regency, East Java, Indonesia","{'location': {'lat': -8.079665499999999, 'lng': 113.3049491}, 'viewport': {'northeast': {'lat': -8.0629201, 'lng': 113.31307}, 'southwest': {'lat': -8.0930401, 'lng': 113.2813791}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Randuagung,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107157946352320126391"">Ishadi aj4</a>'], 'photo_reference': 'AUGGfZkJUPkQnaeqttOm6PCb7k30JvDgrsoa6K-RmhCH3JIHRCltq4V3taTlUYDAmcdWDfiYYB2Jynrhi-je7_TDdLccBK4q9MuIgWn-Gbkyyms-oYWtF6bY7iLUJsHVJshUsc-An7XSmfjbzh6WHzqlEbBKOwL8h9zmAcWGOop2npXSPwFy', 'width': 3120}]",ChIJC5nqo4Ve1i0R9T-L-MTa8Bc,ChIJC5nqo4Ve1i0R9T-L-MTa8Bc,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJC5nqo4Ve1i0R9T-L-MTa8Bc
"X76C+C98, Krajan, Buwek, Kec. Randuagung, Kabupaten Lumajang, Jawa Timur 67356, Indonesia","{'location': {'lat': -8.038951899999999, 'lng': 113.2709445}, 'viewport': {'northeast': {'lat': -8.037511270107279, 'lng': 113.27165685}, 'southwest': {'lat': -8.040210929892723, 'lng': 113.26880745}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Ratu Agung,"[{'height': 1350, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116783711042147159735"">Wisata Lumajang</a>'], 'photo_reference': 'AUGGfZkpplwtsmVOuL6AWqRABJ6rUMWFCiwgAb_Z6bgTrvzNiPteVnhkeiWP3vh6pAdH70Y97_dbnn0Tya4grsZN3QEsC5f-Tj0bZodeyU5aWuSbFUvafgvu8Yva2G3DFhSjnVthjkxpUsp8tDQq-kDPJhXCLTtqBeQkVAaJjWKxSEBvzvji', 'width': 1080}]",ChIJqYy-JJtb1i0RyHaQpdh5JzU,ChIJqYy-JJtb1i0RyHaQpdh5JzU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,3.8,10.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJqYy-JJtb1i0RyHaQpdh5JzU
"X84P+48, Krajan, Kalipenggung, Kec. Randuagung, Kabupaten Lumajang, Jawa Timur 67354, Indonesia","{'location': {'lat': -8.0446574, 'lng': 113.3358132}, 'viewport': {'northeast': {'lat': -8.043275970107278, 'lng': 113.3371665798927}, 'southwest': {'lat': -8.045975629892721, 'lng': 113.3344669201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PEMATENNAH MAN LEMAN,"[{'height': 1078, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115486371207309882894"">M Rofi</a>'], 'photo_reference': 'AUGGfZk7vmhYhB_b2CUa0uwVBonQm_OBiCmvzNZo0ByXUkP4Xo_nrLbhXv2ixhaWFoLXRIGuox4zK8AFrBl5lKkfRWWFDDXWR7hkVvlEOBLYh2c6e30m2qAfeiKI0YlGEDzE2Wuyol-rt1kYAzDWaTM9QQENR9d0zaIEVC4seV1bMS026eb-', 'width': 1080}]",ChIJqUARnb5f1i0RQ9UceJQPYW0,ChIJqUARnb5f1i0RQ9UceJQPYW0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJqUARnb5f1i0RQ9UceJQPYW0
"Dusun Glabag RT.014, RT.014/RW.002, Glabag, Ranuwurung, Kec. Randuagung, Kabupaten Lumajang, Jawa Timur 67354, Indonesia","{'location': {'lat': -8.0423651, 'lng': 113.3059207}, 'viewport': {'northeast': {'lat': -8.040739070107279, 'lng': 113.3069239798927}, 'southwest': {'lat': -8.043438729892722, 'lng': 113.3042243201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Ranu Glabag,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118058391793964774407"">dya iganov</a>'], 'photo_reference': 'AUGGfZnPRPl-MEAEWUj2JDeIUWCQyfJtARFIyT8AqiNe2HX35mr4EN8kwplOVU5ThiDEnsOVLN6CLxyTBeB6c15veBKxsE1Do5Q4G6mn4XP3uePbr9Flx2S6jbLpF8B8mNaRLm2ASXUACAve4enmQeCd13ZEEq7T3Vv0ipXCXJ8nhNwmBkhq', 'width': 1440}]",ChIJl26p0wZZ1i0RXkrdurUj568,ChIJl26p0wZZ1i0RXkrdurUj568,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.9,7.0,,"{'compound_code': 'X854+39 Ranuwurung, Lumajang Regency, East Java, Indonesia', 'global_code': '6P3MX854+39'}",,https://www.google.com/maps/place/?q=place_id:ChIJl26p0wZZ1i0RXkrdurUj568
"28VV+R68, Alun Alun, Alun-Alun, Kec. Ranuyoso, Kabupaten Lumajang, Jawa Timur 67357, Indonesia","{'location': {'lat': -7.9554548, 'lng': 113.3430847}, 'viewport': {'northeast': {'lat': -7.954104970107279, 'lng': 113.3444345298927}, 'southwest': {'lat': -7.956804629892723, 'lng': 113.3417348701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Betitang,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105285509871087406786"">pungky nugroho</a>'], 'photo_reference': 'AUGGfZk1-zi0xYfbc40xG8NMT48F1kqmGwN-E3jfbzinu2Bhi5vN0Ndu6XIZRY9aaDIUxrkd3s9oHoBouF3AwvyGDj4qfLcN1XmYlsKqSNcpLXzh0uDMaPa_vQgfLy1_78iwoO3lV3f1xtszjo1JNnxCPtKMASr2fDzRslJ6AzlV94HokTAA', 'width': 4608}]",ChIJf5-Fmg9X1i0R4H2pwi9HgCI,ChIJf5-Fmg9X1i0R4H2pwi9HgCI,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.8,40.0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJf5-Fmg9X1i0R4H2pwi9HgCI
"R6WM+726, Pasinan, Karangbendo, Kec. Tekung, Kabupaten Lumajang, Jawa Timur 67381, Indonesia","{'location': {'lat': -8.1543364, 'lng': 113.2325201}, 'viewport': {'northeast': {'lat': -8.152961870107276, 'lng': 113.2338769798927}, 'southwest': {'lat': -8.15566152989272, 'lng': 113.2311773201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Dalan Tegalan Destinasi Wisata & Budaya,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106961148990004671968"">Zainul Arifin</a>'], 'photo_reference': 'AUGGfZkzMQz-vCiBbE7kWDivkFCt_7dAVf_fJHDGwPmzRW2UaRLDvr50x6Cxu0a8zk1WKWb0pCE3J013F5Z08OAtjFkftTtUWDOjpPb7AmYvRx9XKG2DBO6J0f1tDD-X04VxOX1AP_pIoHe081CowEWgb_t99eY9P6JeQnC8j1kLTrwRBMmQ', 'width': 4032}]",ChIJ1SnYv11n1i0RkiBf129zLuM,ChIJ1SnYv11n1i0RkiBf129zLuM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.7,47.0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJ1SnYv11n1i0RkiBf129zLuM
"Jl. Raya Ranu Klakah, Dusun Krajan I, Tegalrandu, Kec. Klakah, Kabupaten Lumajang, Jawa Timur 67356, Indonesia","{'location': {'lat': -7.9865447, 'lng': 113.2686369}, 'viewport': {'northeast': {'lat': -7.985193270107278, 'lng': 113.2698912798927}, 'southwest': {'lat': -7.987892929892721, 'lng': 113.2671916201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ranu Klakah Lumajang,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114819083115954460997"">nur faizah</a>'], 'photo_reference': 'AUGGfZlS5fkFPzyEuSTJuGf-bRN0jX_j_CtiGVtWCzZxcskwpHUzxw0_hSscsaX4eL2vYdodhYFLseyBPVFLFtkJ6oU9fJSjAVRdbOeH9ZOBV-3_He8AA5BaNcnT9KJDEYgX2ytl4UOItug0hHnnUT9w5JNBt-YR5D2xAxcm4XQ02_BTNFV3', 'width': 4160}]",ChIJ65pBreVb1i0RzAiDPBEN7sM,ChIJ65pBreVb1i0RzAiDPBEN7sM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.4,1239.0,{'open_now': False},"{'compound_code': '2779+9F Tegalrandu, Lumajang Regency, East Java, Indonesia', 'global_code': '6P4M2779+9F'}",,https://www.google.com/maps/place/?q=place_id:ChIJ65pBreVb1i0RzAiDPBEN7sM
"W7C3+RRQ, Area Sawah, Wonorejo, Kec. Kedungjajang, Kabupaten Lumajang, Jawa Timur 67358, Indonesia","{'location': {'lat': -8.0779205, 'lng': 113.2546167}, 'viewport': {'northeast': {'lat': -8.076358520107277, 'lng': 113.2558506798927}, 'southwest': {'lat': -8.079058179892721, 'lng': 113.2531510201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sendang Arya Wiraraja,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114046927768289133460"">emmy ermawati</a>'], 'photo_reference': 'AUGGfZljQ1v0BILF9UsEWPPFhtbwNqq6_h6DGl-avOsWEjgusF1HR6K7k93q9hFOgHp8snljj_Fd8U0wuFuwy7UZ7tbP8mxSpc1ffmK0NAhG4I69VbKCuq4M8hfEFf3e_5_YAqv2hOjhe3jM7YfcWpkcjnZtn1JCamSXLtnjvAx8BbzFI4PD', 'width': 4608}]",ChIJCQUW9k5d1i0RLd_Bi44RKjM,ChIJCQUW9k5d1i0RLd_Bi44RKjM,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.1,143.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJCQUW9k5d1i0RLd_Bi44RKjM
"W6CQ+H39, Krajan, Wonorejo, Kec. Kedungjajang, Kabupaten Lumajang, Jawa Timur 67358, Indonesia","{'location': {'lat': -8.0785998, 'lng': 113.2377211}, 'viewport': {'northeast': {'lat': -8.07724052010728, 'lng': 113.2390701298927}, 'southwest': {'lat': -8.079940179892724, 'lng': 113.2363704701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Patung Jaran Kencak,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109933194672834159169"">dikautondo</a>'], 'photo_reference': 'AUGGfZnqZTn56y1wm0tKSaeWBDR3-3iNTZMoFE9MiNlMNhRp1ctjtvLheG8E6Et6d78_-e9oftCB-jn3Z-W9ly12sNduvN6OB7nSwLYT486NZSb5_4afTbInqsVzuGu4aNjFb1uNpCg-o5IFRhd-4uEWA1VdOYhMU3O1hGH9e3BW8-y7CqKs', 'width': 2304}]",ChIJO3CbIPhc1i0RGvnE6I2TfgA,ChIJO3CbIPhc1i0RGvnE6I2TfgA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.5,870.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJO3CbIPhc1i0RGvnE6I2TfgA
"X7JW+WWR, Sumur, Sumberwringin, Kec. Klakah, Kabupaten Lumajang, Jawa Timur, Indonesia","{'location': {'lat': -8.0176459, 'lng': 113.2972759}, 'viewport': {'northeast': {'lat': -8.016162770107277, 'lng': 113.30033155}, 'southwest': {'lat': -8.018862429892721, 'lng': 113.29625735}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ranu Wurung,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103344316333262191014"">Syawal Ahmad</a>'], 'photo_reference': 'AUGGfZnAsCSEVnvT_ElVCburArH5ogI_H2oBNyK0jZjvFRQneCHliDS0Vuk65vXZh6GDXy6ovquwqY15QKFI8JQVesjkclVTPFM7_ejBlhcOPOna50b_2Gs7roIM6clxzYvKRoJ_AWSjjHAfMpbWNQwT5M7VFzZGdvxulK-OyKEEeZVKAnCP', 'width': 4624}]",ChIJk_Yv86VZ1i0Rb_R3gAttT_Y,ChIJk_Yv86VZ1i0Rb_R3gAttT_Y,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,2.0,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJk_Yv86VZ1i0Rb_R3gAttT_Y
