business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,price_level,permanently_closed,url
OPERATIONAL,"Unnamed Road, 67353, Poli, Gucialit, Kec. Gucialit, Kabupaten Lumajang, Jawa Timur 67353, Indonesia","{'location': {'lat': -8.022941399999999, 'lng': 113.1318303}, 'viewport': {'northeast': {'lat': -8.021571720107278, 'lng': 113.1332029798927}, 'southwest': {'lat': -8.024271379892722, 'lng': 113.1305033201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Teh Kertowono Gucialit Lumajang,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115594694441194781688"">Tabita Sunarsih</a>'], 'photo_reference': 'AUGGfZl8jmcxBJRcaU-hoALQhKhnRlfAJv4Zs8ZqP5jql_2ME_8apqAUGzL9skbg6PfVUOUtlnO13bxumGl3dvN3Uq47_Q4xebk7ZtI3PdkYBkQWbsP4_v2s4C316tDUFMuG_onydzlHhzWh3sU-EVkPobZNAS5cC9dHIG91ry8g9JS2orB-', 'width': 4608}]",ChIJwxiw5k9E1i0RzodJHYmKImI,"{'compound_code': 'X4GJ+RP Gucialit, Lumajang Regency, East Java, Indonesia', 'global_code': '6P3MX4GJ+RP'}",4.4,ChIJwxiw5k9E1i0RzodJHYmKImI,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",213,,,,https://www.google.com/maps/place/?q=place_id:ChIJwxiw5k9E1i0RzodJHYmKImI
OPERATIONAL,"X46M+V98, Gucialit, Kec. Gucialit, Kabupaten Lumajang, Jawa Timur, Indonesia","{'location': {'lat': -8.0378572, 'lng': 113.1334787}, 'viewport': {'northeast': {'lat': -8.036471970107279, 'lng': 113.1347941298927}, 'southwest': {'lat': -8.039171629892722, 'lng': 113.1320944701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit tinggi,,ChIJNXHBYQBF1i0RU6iEi8s4vcE,,0.0,ChIJNXHBYQBF1i0RU6iEi8s4vcE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJNXHBYQBF1i0RU6iEi8s4vcE
OPERATIONAL,"X589+638, Pucangalit, Kertowono, Kec. Gucialit, Kabupaten Lumajang, Jawa Timur 67353, Indonesia","{'location': {'lat': -8.0344686, 'lng': 113.1677155}, 'viewport': {'northeast': {'lat': -8.032872820107277, 'lng': 113.16900315}, 'southwest': {'lat': -8.035572479892721, 'lng': 113.16385255}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Antrukan Pawon Lumajang,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106725441840656987902"">Budi Santoso</a>'], 'photo_reference': 'AUGGfZlIQi8hmVijTDKaNB1QHiqgf9KjUFUnaq27E5frtJkbNjXHoznrV4H2N3JRU13t6U_9v8AzTOL1hWINyNSnNsjTqeIo5DLlkTn10LlyzDB_TlJSVhlumgmCqrQdlUi7DIJ4NLPGYOIL8Vxvz3lSYtJPJ5HBROSbp9YMqdivF0aRgzTw', 'width': 2448}]",ChIJy5Nof5VE1i0REd37uyUT6A4,,4.3,ChIJy5Nof5VE1i0REd37uyUT6A4,"['tourist_attraction', 'point_of_interest', 'establishment']",94,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJy5Nof5VE1i0REd37uyUT6A4
OPERATIONAL,"X4GJ+CVQ, Poli, Kertowono, Kec. Gucialit, Kabupaten Lumajang, Jawa Timur 67353, Indonesia","{'location': {'lat': -8.0239107, 'lng': 113.1322437}, 'viewport': {'northeast': {'lat': -8.022548070107275, 'lng': 113.1335805798927}, 'southwest': {'lat': -8.025247729892719, 'lng': 113.1308809201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,taman wisata,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112135110685528840573"">Alfin Nur Khasanah</a>'], 'photo_reference': 'AUGGfZlrgMkSO6kUjE_U3Uu02AYgLxHiq38k4BrbD_udwkMpNz4drzbhkgq3miqI3xpNvwVR-c5uPH88j27lat1tIgCUAUU11AQP09UbVM9qkwIMAOboWPC3XKFTSk4gzCtAcTsAf7ok3pi2G9O9_tHNvA0KPqNDKCIfKA7PlbEqCCyuCDm7', 'width': 4208}]",ChIJVVVVVUVE1i0Rchg5ZkaVaUE,,4.4,ChIJVVVVVUVE1i0Rchg5ZkaVaUE,"['tourist_attraction', 'point_of_interest', 'establishment']",13,{'open_now': True},,,https://www.google.com/maps/place/?q=place_id:ChIJVVVVVUVE1i0Rchg5ZkaVaUE
OPERATIONAL,"X5WP+8M4, Jeruk, Kec. Gucialit, Kabupaten Lumajang, Jawa Timur 67353, Indonesia","{'location': {'lat': -8.0042253, 'lng': 113.1866941}, 'viewport': {'northeast': {'lat': -8.002693170107277, 'lng': 113.1880441298927}, 'southwest': {'lat': -8.00539282989272, 'lng': 113.1853444701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Antrukan Gerimis,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106237963955313501933"">A Google User</a>'], 'photo_reference': 'AUGGfZmDDhlXKJCTbGToZAoeOzkkbf3xk-iVTGp50OZlU8NVcoYbQ4sLL-4EkSwHOBRvF7aYHfF-pjsg9FF57FmXkOVes_pX7mpITEk7t4yDDaa6hcXzsHIMAzTPQfP9_UV-mtUp09zGOLBBLWC46Ap9Z-wUwzLDJJ0jj-PSqnmdW0Xtiz1g', 'width': 1536}]",ChIJoWBZki5F1i0R13HB0dwd8Go,,4.1,ChIJoWBZki5F1i0R13HB0dwd8Go,"['tourist_attraction', 'point_of_interest', 'establishment']",8,,,,https://www.google.com/maps/place/?q=place_id:ChIJoWBZki5F1i0R13HB0dwd8Go
OPERATIONAL,"X46F+PP9, Unnamed Road, Margomulyo, Kenongo, Kec. Gucialit, Kabupaten Lumajang, Jawa Timur 67353, Indonesia","{'location': {'lat': -8.038222, 'lng': 113.12436}, 'viewport': {'northeast': {'lat': -8.036861170107278, 'lng': 113.1257272798927}, 'southwest': {'lat': -8.039560829892721, 'lng': 113.1230276201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,ANJUNGAN KENONGO,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101683670320380014368"">A Google User</a>'], 'photo_reference': 'AUGGfZmWAe3_Cg5WBZbr-2hsM3c7qusZ2emq53MT51FCfMeP1tGedsAYYaRKojc5BidHpTiwnVxQceh_mGzeSbt51swgHM7-W6eCh7VnoYMzuARXK9GiHmciyrTZwpGEcR0rmWkoN2PshcN467FwRKMOIwHSjIoq2pEkuVeIHjuiaayr3KT9', 'width': 4000}]",ChIJI3iWOxlF1i0RWKMyGPSSK0M,,4.5,ChIJI3iWOxlF1i0RWKMyGPSSK0M,"['tourist_attraction', 'point_of_interest', 'establishment']",46,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJI3iWOxlF1i0RWKMyGPSSK0M
OPERATIONAL,"W5WC+38X, Cuwono Lor, Dadapan, Kec. Gucialit, Kabupaten Lumajang, Jawa Timur, Indonesia","{'location': {'lat': -8.0547524, 'lng': 113.1708537}, 'viewport': {'northeast': {'lat': -8.053374770107277, 'lng': 113.1722158798927}, 'southwest': {'lat': -8.056074429892721, 'lng': 113.1695162201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pedesaan kampung halaman,,ChIJw_Z_RiRD1i0RcEEvl3Gx3Rs,,0.0,ChIJw_Z_RiRD1i0RcEEvl3Gx3Rs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJw_Z_RiRD1i0RcEEvl3Gx3Rs
OPERATIONAL,"W4PV+FP, Margodadi, Kenongo, Kec. Gucialit, Kabupaten Lumajang, Jawa Timur, Indonesia","{'location': {'lat': -8.063833299999999, 'lng': 113.1443722}, 'viewport': {'northeast': {'lat': -8.062440270107277, 'lng': 113.1458171798927}, 'southwest': {'lat': -8.065139929892721, 'lng': 113.1431175201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Destinasi wisata kebon jati kenongo,,ChIJb8JM705D1i0RrpYSpgwkTsY,,0.0,ChIJb8JM705D1i0RrpYSpgwkTsY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,https://www.google.com/maps/place/?q=place_id:ChIJb8JM705D1i0RrpYSpgwkTsY
OPERATIONAL,"W5XM+9W4, DARUNGAN, Rarungan, Dadapan, Kec. Gucialit, Kabupaten Lumajang, Jawa Timur 67353, Indonesia","{'location': {'lat': -8.0516153, 'lng': 113.1848236}, 'viewport': {'northeast': {'lat': -8.050409420107279, 'lng': 113.1865870798927}, 'southwest': {'lat': -8.053109079892723, 'lng': 113.1838874201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,makam bujuk aral,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101280651956109122136"">A Google User</a>'], 'photo_reference': 'AUGGfZmlB3-kjUHpxwBaUobvhdkK6lym8XGCzeGm3OkJyjB5CAIfTuzYOcz8KjUH5ELN7XWudk9oAWPh-ry6ssPMdnAfo89RwXY51MX_-uG-GRZVUSSu1IIsj2PHujRAD5w9baJ8P0q130UuIvvIuCZu9TEXEWVC7QGD8GPmSmEik2p_ovXM', 'width': 1080}]",ChIJubluQY9D1i0R_OWWLyJOOIg,,5.0,ChIJubluQY9D1i0R_OWWLyJOOIg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,https://www.google.com/maps/place/?q=place_id:ChIJubluQY9D1i0R_OWWLyJOOIg
OPERATIONAL,"Jalan Kertoayu Desa Kenongo Kecamatan Gucialit, Margodadi, Kenongo, Kec. Lumajang, Kabupaten Lumajang, Jawa Timur 67353, Indonesia","{'location': {'lat': -8.0522034, 'lng': 113.1406034}, 'viewport': {'northeast': {'lat': -8.050988620107278, 'lng': 113.1420063798927}, 'southwest': {'lat': -8.053688279892722, 'lng': 113.1393067201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rest Area,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113643580355425725438"">A Google User</a>'], 'photo_reference': 'AUGGfZmtBcZnWSI9BPtWM0TzsC7RYEm5f1PodYGh3qVYeLKKo5NJFos8XBJo6O14gS6vq3MD_sPcOJz24s-lBRAQyxGj_80UfD1xTMpxnH8_Bwc2gLufQdzFyIXQNGINerN8f3UubLVtNl8THWhjI_dXtKdtWS4TZEEPYcuO0YBYXY2wcnh9', 'width': 1280}]",ChIJO3DoPSxF1i0RQTn02clVJb4,"{'compound_code': 'W4XR+46 Kenongo, Lumajang Regency, East Java, Indonesia', 'global_code': '6P3MW4XR+46'}",0.0,ChIJO3DoPSxF1i0RQTn02clVJb4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJO3DoPSxF1i0RQTn02clVJb4
