business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,photos,url
OPERATIONAL,"Jl. Raya Carita No.Km. 07, Sukarame, Kec. Carita, Kabupaten Pandeglang, Banten 42264, Indonesia","{'location': {'lat': -6.294314, 'lng': 105.8336967}, 'viewport': {'northeast': {'lat': -6.292966320107277, 'lng': 105.8350462298927}, 'southwest': {'lat': -6.295665979892721, 'lng': 105.8323465701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Carita,ChIJj99c5qstQi4RCN4zFd7DvPs,"{'compound_code': 'PR4M+7F Sukarame, Pandeglang Regency, Banten, Indonesia', 'global_code': '6P57PR4M+7F'}",1.0,ChIJj99c5qstQi4RCN4zFd7DvPs,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJj99c5qstQi4RCN4zFd7DvPs
OPERATIONAL,"Sukarame, Carita, Pandeglang Regency, Banten 42264, Indonesia","{'location': {'lat': -6.294876299999999, 'lng': 105.8331698}, 'viewport': {'northeast': {'lat': -6.293229570107277, 'lng': 105.8345652798927}, 'southwest': {'lat': -6.295929229892721, 'lng': 105.8318656201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Konservasi Alam Bawah Laut,ChIJK5hkAbEtQi4RFzdZQixU1ZM,"{'compound_code': 'PR4M+27 Sukarame, Pandeglang Regency, Banten, Indonesia', 'global_code': '6P57PR4M+27'}",4.9,ChIJK5hkAbEtQi4RFzdZQixU1ZM,"['tourist_attraction', 'point_of_interest', 'establishment']",17,{'open_now': False},"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101936325778293660057"">A Google User</a>'], 'photo_reference': 'AUGGfZnw9-xhsdy1ZqC_muEtcfFkjabNTGgz5DDLx4aE7xGULEZ6AHR3Eju0tz8ytvBhLVW4pEepv7XUoPIJfLaNQWZprhn235qq-_1oCEDtDqoSeD8eVUpljSBXJsxj7KhrQTVBTRWHtJtgvfG53aB9eqbpqfH7rdfjjgdSWRocvraLabZp', 'width': 3264}]",https://www.google.com/maps/place/?q=place_id:ChIJK5hkAbEtQi4RFzdZQixU1ZM
OPERATIONAL,"Sukarame, Carita, Pandeglang Regency, Banten 42264, Indonesia","{'location': {'lat': -6.2950008, 'lng': 105.8367578}, 'viewport': {'northeast': {'lat': -6.293390070107278, 'lng': 105.8380585298927}, 'southwest': {'lat': -6.296089729892722, 'lng': 105.8353588701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Srodotan Donat Carita,ChIJ95stQzEtQi4RNaLIKCA1-no,"{'compound_code': 'PR3P+XP Sukarame, Pandeglang Regency, Banten, Indonesia', 'global_code': '6P57PR3P+XP'}",4.3,ChIJ95stQzEtQi4RNaLIKCA1-no,"['tourist_attraction', 'point_of_interest', 'establishment']",20,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116364802369552082150"">Heru Tanuwijaya</a>'], 'photo_reference': 'AUGGfZn9gknv02jijyErVkQMnrHF9hNrym5yr4W7V2Yezs7VDy4hCpFTyex5ls8eCfAgeAcNXudzryT5Dxu2bY2Y48n00q5H-2LOn2UQgJvuHBGkscDvT1Aketc7MDqe4h2STvgBRnLSB-OEQj-MZD1mYCAgsmNQR8IGTWrbBfKJmE0KX-6v', 'width': 3024}]",https://www.google.com/maps/place/?q=place_id:ChIJ95stQzEtQi4RNaLIKCA1-no
OPERATIONAL,"MRMQ+358, National Rte 3, Carita, Pandeglang Regency, Banten 42264, Indonesia","{'location': {'lat': -6.317332299999999, 'lng': 105.8379396}, 'viewport': {'northeast': {'lat': -6.315999670107279, 'lng': 105.8392924298927}, 'southwest': {'lat': -6.318699329892723, 'lng': 105.8365927701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Boat Carita,ChIJu1iPVGctQi4ROMfcQgTMrzI,,3.0,ChIJu1iPVGctQi4ROMfcQgTMrzI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105112546701931529799"">oji fahruroji</a>'], 'photo_reference': 'AUGGfZl244yNgk9OOgFIqsmF12rJlKssLazdNYplVpDxm9-Uflns3pzQl5Si3_7cZWGWxoz4snT_O8NcvSoVZV2jn8kQ9RmgDm1Mau9KymQdGDQ12vxYI60zXz-n4DJpCsSk2DOSXHKOtvXWX-A_co8Oncv7FNIfgpiL_v4HRGEofywfJAEl', 'width': 2268}]",https://www.google.com/maps/place/?q=place_id:ChIJu1iPVGctQi4ROMfcQgTMrzI
OPERATIONAL,"Jl. Raya Carita No.28, Sukajadi, Kec. Carita, Kabupaten Pandeglang, Banten 42264, Indonesia","{'location': {'lat': -6.297720099999999, 'lng': 105.8408116}, 'viewport': {'northeast': {'lat': -6.296271020107277, 'lng': 105.8426381798927}, 'southwest': {'lat': -6.298970679892721, 'lng': 105.8399385201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Baka-Baka,ChIJG0D0C48tQi4RVS3Cjq9UdzM,"{'compound_code': 'PR2R+W8 Sukajadi, Pandeglang Regency, Banten, Indonesia', 'global_code': '6P57PR2R+W8'}",3.9,ChIJG0D0C48tQi4RVS3Cjq9UdzM,"['tourist_attraction', 'point_of_interest', 'establishment']",7,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104320842822704277473"">Iis Istiqomah</a>'], 'photo_reference': 'AUGGfZkhknKFG7Lg6IUZEMZYy-b_IUq1-pFX1uFHqf-pI02FjLtzDBg-pXBZ4zrH47i3s4t8ACsTPNs8jwK7DSlVCO-DmoeWwpdm5hbHuo99Q41u-eUsLz7veJMQ8HBHPWMnJ9hEDSAv1pio0e_hP--8Ai_RLO3j82s9y-2QK2ahYxglHO5Q', 'width': 3000}]",https://www.google.com/maps/place/?q=place_id:ChIJG0D0C48tQi4RVS3Cjq9UdzM
OPERATIONAL,"Jalan Raya Carita KM. 10, Carita Labuan, Sukarame, Kec. Carita, Kabupaten Pandeglang, Banten 42264, Indonesia","{'location': {'lat': -6.2956195, 'lng': 105.8406838}, 'viewport': {'northeast': {'lat': -6.294290020107278, 'lng': 105.8420398798927}, 'southwest': {'lat': -6.296989679892722, 'lng': 105.8393402201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Karangsari Beach,ChIJddUHH64tQi4RRCA-ob9d4kg,"{'compound_code': 'PR3R+Q7 Sukarame, Pandeglang Regency, Banten, Indonesia', 'global_code': '6P57PR3R+Q7'}",4.3,ChIJddUHH64tQi4RRCA-ob9d4kg,"['tourist_attraction', 'point_of_interest', 'establishment']",2504,,"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107168975224888567295"">febrian susandi</a>'], 'photo_reference': 'AUGGfZmJ1b3fa_K8Eay6cEXdcaSQelBXrUAV_y_G3RCjqrlv6J0ymHPfPrR8p-d72bFeOXa4XK4dzrjV-AhJPW4tD7wTMw_bad97e66Cf7efzsFuqPjIRMQmXQAWCK4nsQTXKsGEnFGjgoCl60dw7xj1MGdMYlXqfMw8QRjoIIDljP80C7Fg', 'width': 5472}]",https://www.google.com/maps/place/?q=place_id:ChIJddUHH64tQi4RRCA-ob9d4kg
OPERATIONAL,"QR2H+57W, Sukanagara, Carita, Pandeglang Regency, Banten 42264, Indonesia","{'location': {'lat': -6.2495105, 'lng': 105.8282099}, 'viewport': {'northeast': {'lat': -6.248138820107278, 'lng': 105.8295608298927}, 'southwest': {'lat': -6.250838479892722, 'lng': 105.8268611701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Matahari Beach,ChIJiaeWu38rQi4RAOkIn20-7qk,,4.2,ChIJiaeWu38rQi4RAOkIn20-7qk,"['tourist_attraction', 'point_of_interest', 'establishment']",628,{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113461303610110814285"">A Google User</a>'], 'photo_reference': 'AUGGfZmTGcAyoyxCLRpoWB4qZqwX7bLm5d-4mtU49tW2d7L2TyEsHPvmhRzMAGtkTt76YZCQ0MDSOMXQOG5vngDAoIMQEH1cPo7JbZ4LDyNYymgFAOAQucFIDZG1IODb1gS6PRUS4Kjttvqcjkfz602roIv_2O0hpJGVd3kvX6G_W8qf_rgs', 'width': 2448}]",https://www.google.com/maps/place/?q=place_id:ChIJiaeWu38rQi4RAOkIn20-7qk
OPERATIONAL,"Jl. Desa, RT.14/RW.04, Sukarame, Kec. Carita, Kabupaten Pandeglang, Banten 42264, Indonesia","{'location': {'lat': -6.2768761, 'lng': 105.8620046}, 'viewport': {'northeast': {'lat': -6.275526270107278, 'lng': 105.8633544298927}, 'southwest': {'lat': -6.278225929892722, 'lng': 105.8606547701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,CURUG PUTRI CARITA ( little green canyon banten ),ChIJiZI3-RctQi4RxLIrLPnuBT4,"{'compound_code': 'PVF6+6R Sukarame, Pandeglang Regency, Banten, Indonesia', 'global_code': '6P57PVF6+6R'}",4.7,ChIJiZI3-RctQi4RxLIrLPnuBT4,"['tourist_attraction', 'point_of_interest', 'establishment']",287,{'open_now': False},"[{'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105600566036468943214"">thimmy tasya</a>'], 'photo_reference': 'AUGGfZlEzSuUTQsXzaQDfbtAIL1f7qIArB0BFfkuMQpK8h2QL7s5PtaP3FdQ6s3dD-7bt1U30ulYq0E3ndgpaQjqnb-oXP8OmwK0_qNUyDMf2hr-Xq6HNoJn9K9DdQitbLjjKxpcQoBcbegqIgVT2yJ_ZV09jPk6c_1WWms6lGoRZgQRtJk', 'width': 768}]",https://www.google.com/maps/place/?q=place_id:ChIJiZI3-RctQi4RxLIrLPnuBT4
OPERATIONAL,"Pejamben, Carita, Pandeglang Regency, Banten 42264, Indonesia","{'location': {'lat': -6.3351945, 'lng': 105.8317793}, 'viewport': {'northeast': {'lat': -6.333816770107279, 'lng': 105.8331351798927}, 'southwest': {'lat': -6.336516429892723, 'lng': 105.8304355201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Pantai Kodok Carita,ChIJ1Y09VdczQi4RSwfZrn45a1o,"{'compound_code': 'MR7J+WP Pejamben, Pandeglang Regency, Banten, Indonesia', 'global_code': '6P57MR7J+WP'}",4.5,ChIJ1Y09VdczQi4RSwfZrn45a1o,"['tourist_attraction', 'point_of_interest', 'establishment']",24,{'open_now': True},"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111515972734045902485"">nophi</a>'], 'photo_reference': 'AUGGfZl6nymVbhON8oSPYUTeio64n3pQn_WgaCV0W5A0q05VUgg1nmZoovL-SHB1K7d4l93-svonm5vFA76QDi7oaMnLgKQuZe1pzwTltJen5nADHXG5pkmhTL7rHcWyp5LXExDFmoAM0lxvmXD5gEIOzCFNb4b-7ZvHEkP6fQV0LFZadPod', 'width': 720}]",https://www.google.com/maps/place/?q=place_id:ChIJ1Y09VdczQi4RSwfZrn45a1o
OPERATIONAL,"MRMR+438, Carita, Pandeglang Regency, Banten, Indonesia","{'location': {'lat': -6.317212, 'lng': 105.8402046}, 'viewport': {'northeast': {'lat': -6.315857420107278, 'lng': 105.8415795798927}, 'southwest': {'lat': -6.318557079892722, 'lng': 105.8388799201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kodok,ChIJo8YCQxktQi4RtKRtG_cpl9o,,4.1,ChIJo8YCQxktQi4RtKRtG_cpl9o,"['tourist_attraction', 'point_of_interest', 'establishment']",45,,"[{'height': 3060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100421609964776049056"">A Google User</a>'], 'photo_reference': 'AUGGfZm3JoOQkxukGkX3D2CoXlCi618D5ZYNlK3cUcjr86pwB50bVAbBJ3Ti3Oi-4JzIbzDbwx9m8hltUsafQaRCZWOMP7WXQg74i-17ZjsalZiYpypsk2JZwcfF4ghusNknmtBGVq5GDvLv6KfeadtMmLAs9-gR1PWDqYkU0_aN9hv4XDx_', 'width': 4080}]",https://www.google.com/maps/place/?q=place_id:ChIJo8YCQxktQi4RtKRtG_cpl9o
