formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,plus_code,rating,user_ratings_total,url
"Pringsewu Regency, Lampung, Indonesia","{'location': {'lat': -5.3331186, 'lng': 104.9856176}, 'viewport': {'northeast': {'lat': -5.164262, 'lng': 105.2435729}, 'southwest': {'lat': -5.723711000000001, 'lng': 104.7610851}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pringsewu Regency,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104073885394966451070"">Djee</a>'], 'photo_reference': 'AUGGfZng2lJ4N9qU26eSiLF-e8ks4y8R_6U_qVIOVHcApOjKqTpJ0qQjviiqPeF9yDWBHceBQBKGwHYH_LZERjfiKuZUbqu3Q4dz_Ba3r3c2p_MvOiChOJ9CdMEybYkmV1CVx2ViumCVTYf6fLms1-u3_i-jCo2JAb9s5U9rakQbEVUWpYRy', 'width': 3696}]",ChIJZ1PjPecxRy4RhuxJliHzOeE,ChIJZ1PjPecxRy4RhuxJliHzOeE,"['administrative_area_level_2', 'political']",,,,,,https://www.google.com/maps/place/?q=place_id:ChIJZ1PjPecxRy4RhuxJliHzOeE
"Area Tugu, gajah, Pringsewu, Pringsewu Regency, Lampung 35372, Indonesia","{'location': {'lat': -5.36375, 'lng': 105.0043118}, 'viewport': {'northeast': {'lat': -5.362436470107278, 'lng': 105.0056499798927}, 'southwest': {'lat': -5.365136129892722, 'lng': 105.0029503201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Gajah Barbel Pringsewu,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108099435792571586612"">Kawi Boedisetio</a>'], 'photo_reference': 'AUGGfZk1YXl00weAkpc7WLPz4uocphVCukvwfIdJy4-IMk6-llzaaj9LQZeYUfSzE-T4WNeXg2cqnY3Lhvbt8AjmYxHyUXA__267HvTMVBFnakZKkBhOEPaoA2n8kUlPfH_gpf9_Ytl2PsLqYmwETLPSo1Gov8I6pN7tARDepfSyvKBZuO-5', 'width': 6000}]",ChIJcyY25pkyRy4RSMFQZ1wAnb0,ChIJcyY25pkyRy4RSMFQZ1wAnb0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},"{'compound_code': 'J2P3+GP Wates, Pringsewu Regency, Lampung, Indonesia', 'global_code': '6P67J2P3+GP'}",4.4,3210.0,https://www.google.com/maps/place/?q=place_id:ChIJcyY25pkyRy4RSMFQZ1wAnb0
"J2H6+4VR, Jl. Raya Wates, Wates, Kec. Gading Rejo, Kabupaten Pringsewu, Lampung 35372, Indonesia","{'location': {'lat': -5.372132199999999, 'lng': 105.0121515}, 'viewport': {'northeast': {'lat': -5.370811020107279, 'lng': 105.0134553298927}, 'southwest': {'lat': -5.373510679892723, 'lng': 105.0107556701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Selamat Datang (PringPlengkung) Pringsewu,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116730010357970193376"">A Google User</a>'], 'photo_reference': 'AUGGfZmdDJEp0_KAhIATYVHiUoxiZO94DJvI_r7U418TEPqopfeUJvfTmxHGxBJn1kA0pmHdOml370PQ3vZHNC8rWTdM6Q1fxn6ZwGyGCdsV6m3pKFCmysxsXuW2qKFR9-_l81-06TzxIL66A4086DXBpi_f-CkST4f-AmXGlEWBfJfMKhtn', 'width': 3264}]",ChIJab6MiaAyRy4RDTdW4aksfl8,ChIJab6MiaAyRy4RDTdW4aksfl8,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},,4.4,2798.0,https://www.google.com/maps/place/?q=place_id:ChIJab6MiaAyRy4RDTdW4aksfl8
"Jl. Bumi, Bumi Ratu, Kec. Pagelaran, Kabupaten Pringsewu, Lampung 35376, Indonesia","{'location': {'lat': -5.3455412, 'lng': 104.9171735}, 'viewport': {'northeast': {'lat': -5.344484620107278, 'lng': 104.9183253798927}, 'southwest': {'lat': -5.347184279892722, 'lng': 104.9156257201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Queen Banyu Tourism,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108086099195274688489"">A Google User</a>'], 'photo_reference': 'AUGGfZln__1fIE2CQYjR6aKnEM_1qi-EtIH8H42RDhVcmSYP5iqtj7AsktGbnI99jbduwMQvBBHUTJgG1XIBSPnznqy36zm5WtaiswRDOIePqAuL1dqXtzjo8kMchbcfxFBaKuNGzQHUZUQrI0idF7ajHlMaN_LyuK_A23MbqzeageqEzghs', 'width': 2448}]",ChIJoyJdv9AxRy4R42RNl8ZfeCg,ChIJoyJdv9AxRy4R42RNl8ZfeCg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,"{'compound_code': 'MW38+QV Bumi Ratu, Pringsewu Regency, Lampung, Indonesia', 'global_code': '6P66MW38+QV'}",4.5,30.0,https://www.google.com/maps/place/?q=place_id:ChIJoyJdv9AxRy4R42RNl8ZfeCg
"tikungan tajam, jalan wisata talang indah, Fajar Esuk, Kec. Pringsewu, Kabupaten Pringsewu, Lampung 35373, Indonesia","{'location': {'lat': -5.3548762, 'lng': 104.9495484}, 'viewport': {'northeast': {'lat': -5.353525120107278, 'lng': 104.9508988798927}, 'southwest': {'lat': -5.356224779892722, 'lng': 104.9481992201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Talang Indah Pajaresuk,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115966827943320571364"">A Google User</a>'], 'photo_reference': 'AUGGfZkSlFjhtncG3SMHkYIBaiPJmhBpvoGbJ5_yTfiwu13j7lIKxZxkrug1SHsrIBCbtmLt-fONZo2bEbh-mGLWa4VisFFZt59Bbx-MxlJRouMtQ20Xny_SQTaUj8IDBhtDkXt5COse9g-LSUYvFtKY1KLt2pXzGL7Ub2siw8yMEPRtQZCT', 'width': 3456}]",ChIJc-hIDyIyRy4RGdc8zGJT1xY,ChIJc-hIDyIyRy4RGdc8zGJT1xY,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': 'JWWX+2R Fajar Esuk, Pringsewu Regency, Lampung, Indonesia', 'global_code': '6P66JWWX+2R'}",4.1,1770.0,https://www.google.com/maps/place/?q=place_id:ChIJc-hIDyIyRy4RGdc8zGJT1xY
"Jl. Kalkun II, Sukoharjo I, Kec. Sukoharjo, Kabupaten Pringsewu, Lampung 35373, Indonesia","{'location': {'lat': -5.330760199999999, 'lng': 104.9653389}, 'viewport': {'northeast': {'lat': -5.329302220107277, 'lng': 104.9666446298927}, 'southwest': {'lat': -5.332001879892721, 'lng': 104.9639449701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pringsewu Acacia Valley,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109737743529776748283"">A Google User</a>'], 'photo_reference': 'AUGGfZkj8Z50LoagLTfL_zFfgFEainzDECAADpH6Ty45NW9NafmS3puY-GmH1Ca3AudQQCtjognlcNn2RvhZ_sVAtkNi-Po9g_qe7CvOBYRWIvqaZc70FlyUA0FHDVQ3vIKcZD2elQs7EY-TRH4fehmhQNVitOl_lZPWq8FCZQQY_ZZFdPT2', 'width': 4000}]",ChIJb56_7mIzRy4Rxnp8gzfoZ9o,ChIJb56_7mIzRy4Rxnp8gzfoZ9o,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': 'MX98+M4 Sukoharjo I, Pringsewu Regency, Lampung, Indonesia', 'global_code': '6P66MX98+M4'}",4.4,200.0,https://www.google.com/maps/place/?q=place_id:ChIJb56_7mIzRy4Rxnp8gzfoZ9o
"Pamenang, Pagelaran, Pringsewu Regency, Lampung 35376, Indonesia","{'location': {'lat': -5.3422599, 'lng': 104.9094582}, 'viewport': {'northeast': {'lat': -5.341363870107279, 'lng': 104.9102122798927}, 'southwest': {'lat': -5.344063529892723, 'lng': 104.9075126201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lanakila Lake,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105654034484092925064"">Vera Dwi Yanti</a>'], 'photo_reference': 'AUGGfZlHHB2lz4LNDuV9JcCLQKr2XPfE5lSvuKNGcUT-eeKUYcjLFHZFO8UBEV6TI9sqCas3FAkyy8kiSX4d4ELVjIlnbELKAFbKEYlOex-xLQdqdBEgTkJUaQlUFCxZBB5PguxQ7zXNje7O5vFrIniJgNhrla7U5nJzwK_GDKUgvv3W1PBp', 'width': 4608}]",ChIJ9YmZmZoxRy4RdDksnJ79SVk,ChIJ9YmZmZoxRy4RdDksnJ79SVk,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},"{'compound_code': 'MW55+3Q Pamenang, Pringsewu Regency, Lampung, Indonesia', 'global_code': '6P66MW55+3Q'}",4.6,907.0,https://www.google.com/maps/place/?q=place_id:ChIJ9YmZmZoxRy4RdDksnJ79SVk
"MW7R+WMJ, Jl. Banjarejo Bawah, Bumi Arum, Kec. Pringsewu, Kabupaten Pringsewu, Lampung 35373, Indonesia","{'location': {'lat': -5.3351583, 'lng': 104.9416456}, 'viewport': {'northeast': {'lat': -5.333780220107278, 'lng': 104.9428851798927}, 'southwest': {'lat': -5.336479879892722, 'lng': 104.9401855201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Getek Banjarejo,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106722453852566343543"">A Google User</a>'], 'photo_reference': 'AUGGfZloC27FmDNS8hSCNX-qoByvMFuJEnS1o_NAmkiM_rv_-cDDSyobsZ2Utz25rbhFOUPs885cGNKTYS3ZohplGLhTpc7H_WBfMV_UgyJ_rG26_N3OOGTqi1kJzJc5OjcLhUVxTmaCf0Fc3y3BbQ8uxqTub_7p2OW8TX3MrghT2t28dYz8', 'width': 4032}]",ChIJGR14M8IzRy4Rix4xHxVNx10,ChIJGR14M8IzRy4Rix4xHxVNx10,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.6,13.0,https://www.google.com/maps/place/?q=place_id:ChIJGR14M8IzRy4Rix4xHxVNx10
"JXR6+7MG, Fajar Esuk, Pringsewu, Pringsewu Regency, Lampung 35373, Indonesia","{'location': {'lat': -5.3600631, 'lng': 104.9606441}, 'viewport': {'northeast': {'lat': -5.358730470107278, 'lng': 104.9619888298927}, 'southwest': {'lat': -5.361430129892722, 'lng': 104.9592891701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Kuliner Tanggul,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115654679802337585896"">Supiyan Hadi</a>'], 'photo_reference': 'AUGGfZk-YsRGBnVyXKW9DtijZvWi7XHlrGNCurU7QoYHqCINpxF1iObOxzBOLOsHHoQQDQpWl2sezpauQeXqF56teB-OHCMUTOxJUwDq36NvxSojl6VZGh47zbPECQMhQP6GpginPlxTnYT060PSOR8vMYLmPm_S3t4_Jtb9troAor04_Rlx', 'width': 4000}]",ChIJnw6Dw0YzRy4RTglkeXZqjTA,ChIJnw6Dw0YzRy4RTglkeXZqjTA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.6,25.0,https://www.google.com/maps/place/?q=place_id:ChIJnw6Dw0YzRy4RTglkeXZqjTA
"JWV7+CWH, Bumi Ratu, Pagelaran, Pringsewu Regency, Lampung 35376, Indonesia","{'location': {'lat': -5.3564326, 'lng': 104.9148904}, 'viewport': {'northeast': {'lat': -5.355079770107278, 'lng': 104.9162465298927}, 'southwest': {'lat': -5.357779429892722, 'lng': 104.9135468701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wahana Berkuda Watu Sewu,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111031083598854296587"">Rafi Afnan</a>'], 'photo_reference': 'AUGGfZnB331pd584bONwg9tYkJ4O4KnDIk_BOvpkSB7RhUMMCrHhuSHtbM8de3NPbMPQtuOn7QXoNdTeB792y6nuUMDz1_gRCF0lInOalK6BClyYK0pMCbaWo7zXZHtCZ8P2wE-ZrFfWaUFfLNGH2hKagr-reUwEK3SafVD0VdKFUiAMPzV-', 'width': 4032}]",ChIJyWnDuh8xRy4RnweMbQtCQa4,ChIJyWnDuh8xRy4RnweMbQtCQa4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,,4.5,75.0,https://www.google.com/maps/place/?q=place_id:ChIJyWnDuh8xRy4RnweMbQtCQa4
