business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,permanently_closed,photos,opening_hours,plus_code,url
OPERATIONAL,"J2F2+WXH, Cipaat, Bongas, Indramayu Regency, West Java 45255, Indonesia","{'location': {'lat': -6.3751926, 'lng': 108.0024827}, 'viewport': {'northeast': {'lat': -6.373876170107279, 'lng': 108.0037062298927}, 'southwest': {'lat': -6.376575829892722, 'lng': 108.0010065701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kusnadi se,ChIJYU2FfMVLaS4RNL1QN45po5g,5.0,ChIJYU2FfMVLaS4RNL1QN45po5g,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJYU2FfMVLaS4RNL1QN45po5g
OPERATIONAL,"HXJW+QC4, Simpang, Cipedang, Kec. Bongas, Kabupaten Indramayu, Jawa Barat 45255, Indonesia","{'location': {'lat': -6.418424799999999, 'lng': 107.9960747}, 'viewport': {'northeast': {'lat': -6.417066570107277, 'lng': 107.9973432298927}, 'southwest': {'lat': -6.419766229892721, 'lng': 107.9946435701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SAWAH WETAN KALI KANEM,ChIJ7azwcQBLaS4RXOw2wROOLi0,0.0,ChIJ7azwcQBLaS4RXOw2wROOLi0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ7azwcQBLaS4RXOw2wROOLi0
OPERATIONAL,"J2R5+M37, Tulang Kacang Satu, Kertamulya, Kec. Bongas, Kabupaten Indramayu, Jawa Barat 45255, Indonesia","{'location': {'lat': -6.3585268, 'lng': 108.0077317}, 'viewport': {'northeast': {'lat': -6.357197920107278, 'lng': 108.0090568298927}, 'southwest': {'lat': -6.359897579892722, 'lng': 108.0063571701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Arjuna putra,ChIJLUamewBLaS4RU6jc3YQgZ-c,0.0,ChIJLUamewBLaS4RU6jc3YQgZ-c,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJLUamewBLaS4RU6jc3YQgZ-c
OPERATIONAL,"M3P4+39V, Eretan Kulon, Kandanghaur, Indramayu Regency, West Java, Indonesia","{'location': {'lat': -6.314763999999999, 'lng': 108.0559319}, 'viewport': {'northeast': {'lat': -6.313571920107278, 'lng': 108.0572395798927}, 'southwest': {'lat': -6.316271579892722, 'lng': 108.0545399201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai mbong,ChIJ6fqhBgCzbi4RmGcM5GJht9E,0.0,ChIJ6fqhBgCzbi4RmGcM5GJht9E,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6fqhBgCzbi4RmGcM5GJht9E
OPERATIONAL,"H2GM+9JC, Drunten Kulon, Gabuswetan, Indramayu Regency, West Java 45263, Indonesia","{'location': {'lat': -6.4240882, 'lng': 108.0340162}, 'viewport': {'northeast': {'lat': -6.422706470107278, 'lng': 108.0353687298927}, 'southwest': {'lat': -6.425406129892722, 'lng': 108.0326690701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,indramayu drunten,ChIJjRrOXQA1aS4RAUSF53W0MA0,0.0,ChIJjRrOXQA1aS4RAUSF53W0MA0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJjRrOXQA1aS4RAUSF53W0MA0
CLOSED_TEMPORARILY,"HXHV+RC5, Cipedang, Bongas, Indramayu Regency, West Java 45255, Indonesia","{'location': {'lat': -6.4204646, 'lng': 107.9934737}, 'viewport': {'northeast': {'lat': -6.419169870107279, 'lng': 107.9948040798927}, 'southwest': {'lat': -6.421869529892723, 'lng': 107.9921044201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Salsa's house,ChIJPXG8wbFLaS4RkQNFV3Rm6UI,0.0,ChIJPXG8wbFLaS4RkQNFV3Rm6UI,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,,,https://www.google.com/maps/place/?q=place_id:ChIJPXG8wbFLaS4RkQNFV3Rm6UI
OPERATIONAL,"HX9J+G5, Sidodadi, Haurgeulis, Indramayu Regency, West Java, Indonesia","{'location': {'lat': -6.431159999999999, 'lng': 107.98048}, 'viewport': {'northeast': {'lat': -6.43023422010728, 'lng': 107.9817281298927}, 'southwest': {'lat': -6.432933879892723, 'lng': 107.9790284701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PANGONAN AGRICULTURE,ChIJea0zKgA1aS4REhwc6CbEwpk,0.0,ChIJea0zKgA1aS4REhwc6CbEwpk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102424416509834833294"">A Google User</a>'], 'photo_reference': 'AUGGfZmqbpBUyxT_tmi3c6oA5w6XfAXqACUF8XDpz-D60cGi8bbifcBhg6guUcMvVnfIxj-sp3e2GxWxz4VGC3YZAMFfSLM06DCCLZlHOKF4tL5ns4jKne8tA4Iojg1m_lCRTCkc3dCgdq4W3uazpDcIFshllKnI0-Lp6_9bj9K0oRMTD9RM', 'width': 3120}]",,,https://www.google.com/maps/place/?q=place_id:ChIJea0zKgA1aS4REhwc6CbEwpk
OPERATIONAL,"JX5G+36, Kedungwungu, Anjatan, Indramayu Regency, West Java, Indonesia","{'location': {'lat': -6.3923139, 'lng': 107.9755674}, 'viewport': {'northeast': {'lat': -6.38733, 'lng': 107.9765351}, 'southwest': {'lat': -6.393975200000001, 'lng': 107.9726643}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Yuli,ChIJWaqP6SxLaS4RZygcl3-7AxA,0.0,ChIJWaqP6SxLaS4RZygcl3-7AxA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJWaqP6SxLaS4RZygcl3-7AxA
OPERATIONAL,"M3HH+RPV, Eretan Kulon, Kandanghaur, Indramayu Regency, West Java, Indonesia","{'location': {'lat': -6.3203831, 'lng': 108.0793045}, 'viewport': {'northeast': {'lat': -6.319146720107279, 'lng': 108.0806288298927}, 'southwest': {'lat': -6.321846379892722, 'lng': 108.0779291701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot Kakap,ChIJk_rhWQCzbi4RwnwdHw2dRaY,5.0,ChIJk_rhWQCzbi4RwnwdHw2dRaY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116281190357767351098"">A Google User</a>'], 'photo_reference': 'AUGGfZkkdsgFHMEKN0rizBo8cM4qrAomhnH9ZAdY3s5EflcQzsmPuo_an3EDFBDHF0A0k4P0vxBuYtw4X02ASpPG2hT75p41Uvqt01AYPk72ZVdLbir9b3dVvCSM5U5pUmETYD_F90x7kE2LQBssd2ubBm5C8n1Oq5QSAIq3aQWf091zftRa', 'width': 1200}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJk_rhWQCzbi4RwnwdHw2dRaY
OPERATIONAL,"JW3P+XG7, Salamdarma, Anjatan, Indramayu Regency, West Java 45256, Indonesia","{'location': {'lat': -6.3950819, 'lng': 107.9362989}, 'viewport': {'northeast': {'lat': -6.393760320107278, 'lng': 107.9376081798927}, 'southwest': {'lat': -6.396459979892722, 'lng': 107.9349085201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,SALAMDARMA,ChIJg-otXeJJaS4Rjxw8Ij6Oqxc,4.1,ChIJg-otXeJJaS4Rjxw8Ij6Oqxc,"['tourist_attraction', 'point_of_interest', 'establishment']",16,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117836600248720781173"">fitri setiawan</a>'], 'photo_reference': 'AUGGfZlIzKRD1Mb-RL3WTnNLCNM_zGKQsCXlARfA5OfiKXhvQU1PG3Go3By26L-Ld97j3N7V4zyNOnoEUGBYyQaq6qLfPRrb44cDK0-CYlwRvNzzOsOFBRhAZelrl_XmgalHo21Y21J_5Dr-Nj0YIrJzhSG6xSJEuf6mq7S922O98TJSFxoV', 'width': 3000}]",,,https://www.google.com/maps/place/?q=place_id:ChIJg-otXeJJaS4Rjxw8Ij6Oqxc
OPERATIONAL,"Jl. Raya Pantura No.Km No. 57, Eretan Kulon, Kec. Kandanghaur, Kabupaten Indramayu, Jawa Barat 45254, Indonesia","{'location': {'lat': -6.3130523, 'lng': 108.0427368}, 'viewport': {'northeast': {'lat': -6.311791770107277, 'lng': 108.0440845298927}, 'southwest': {'lat': -6.314491429892721, 'lng': 108.0413848701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Eretan Pantai Indah - DJ,ChIJ3SmXbc1NaS4Rp7vgxN3Rh6w,4.3,ChIJ3SmXbc1NaS4Rp7vgxN3Rh6w,"['tourist_attraction', 'point_of_interest', 'establishment']",89,,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116932271552014063363"">A Google User</a>'], 'photo_reference': 'AUGGfZkYU34JnrtySyAVulqVLGVRR3S4Sdoi3vrUBzBLHOLFnmWWfzKvXMK_Q77WjqDdulhAoYEbLr-I2Jee4mgolB3Qh6xLYOAFwb324KAqUybDl0E_iFafSiIceJbvCOAGYV-BYIFHVm1oqD5HzHKkEk1Qdl4Iu7r8596jQIJkNUc5IYqP', 'width': 3000}]",,"{'compound_code': 'M2PV+Q3 Eretan Kulon, Indramayu Regency, West Java, Indonesia', 'global_code': '6P5CM2PV+Q3'}",https://www.google.com/maps/place/?q=place_id:ChIJ3SmXbc1NaS4Rp7vgxN3Rh6w
OPERATIONAL,"HXHV+4FM, Jayamulya, Kroya, Indramayu Regency, West Java 45265, Indonesia","{'location': {'lat': -6.42284, 'lng': 107.9941033}, 'viewport': {'northeast': {'lat': -6.421617720107278, 'lng': 107.9957925798927}, 'southwest': {'lat': -6.424317379892722, 'lng': 107.9930929201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KEBUN JAIDAN (Jambu Air Danareja),ChIJoS03hWo1aS4Rc-Ga5euHMR8,5.0,ChIJoS03hWo1aS4Rc-Ga5euHMR8,"['tourist_attraction', 'point_of_interest', 'establishment']",10,,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111140872111299744464"">Keboen Jamboe Danareja</a>'], 'photo_reference': 'AUGGfZnpvUlqsBgOUsOjk2jfjsQIdAUJsxYaM5BcNMzbz2uSkdlTKsG_wypyTfbhkL5phjc15Z3z9spyB75fqeWyb3EnoQgQVwvHVMrJ5vR9XmzM73vC_KikCrC-taDX8DyQYjtenBUF_AFt8SCSCQKHtXw3JOnTFcl6WMjtqpNTMJbUO6mX', 'width': 3264}]",{'open_now': False},,https://www.google.com/maps/place/?q=place_id:ChIJoS03hWo1aS4Rc-Ga5euHMR8
OPERATIONAL,"Jl. Haurgeulis - Patrol, Anjatan Baru, Kec. Anjatan, Kabupaten Indramayu, Jawa Barat 45256, Indonesia","{'location': {'lat': -6.3543353, 'lng': 107.9544456}, 'viewport': {'northeast': {'lat': -6.352985670107278, 'lng': 107.9557874298927}, 'southwest': {'lat': -6.355685329892721, 'lng': 107.9530877701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KERETA Salsha,ChIJWTqqHqxLaS4R9zZivyYL0tY,4.8,ChIJWTqqHqxLaS4R9zZivyYL0tY,"['tourist_attraction', 'point_of_interest', 'establishment']",12,,"[{'height': 780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106464322504648853490"">A Google User</a>'], 'photo_reference': 'AUGGfZlKVr1glEQr26AWn6ph4RFOhWiHKuWWmr2ghZ-uwJYnRmhgarHGfBmXlt7vrjiDEIp3UIbF_5tPgbvZ9nD6oxVAH0tZQrs6sdjVt9YzjUnGw-Z55aaOxvtWqFqziuYLO9cU1Te8oJyVAiel17QwLwzbhZ2P7Jv4affNz_1Kux0lFjRJ', 'width': 1040}]",{'open_now': False},"{'compound_code': 'JXW3+7Q Anjatan Baru, Indramayu Regency, West Java, Indonesia', 'global_code': '6P59JXW3+7Q'}",https://www.google.com/maps/place/?q=place_id:ChIJWTqqHqxLaS4R9zZivyYL0tY
OPERATIONAL,"M2PW+W5, Eretan Kulon, Kandanghaur, Indramayu Regency, West Java 45254, Indonesia","{'location': {'lat': -6.3126909, 'lng': 108.0454775}, 'viewport': {'northeast': {'lat': -6.311687270107278, 'lng': 108.0467965798927}, 'southwest': {'lat': -6.314386929892722, 'lng': 108.0440969201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Samudera Biru Indramayu,ChIJhQaQn3dNaS4R3pYgmyFrY7w,5.0,ChIJhQaQn3dNaS4R3pYgmyFrY7w,"['tourist_attraction', 'point_of_interest', 'establishment']",16,,"[{'height': 431, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110127892244063934487"">Cahya Cahyadi</a>'], 'photo_reference': 'AUGGfZl_NAiF3iQYO9BUZfSfr5Tlwr2iwX66jdhIVLQEsI0Fqze7RGg2EBD2JBh04pZo9EpLnZU50VH3eKwu2YjIeL0kA4E2-LEC1HjmP1Mk1hMSFm9bgMzS-qILjMydm2VRt2PnuISdwLTw82Xo48zzUw7ft4hQQMgRne6-0HhINxHSV-IZ', 'width': 720}]",,,https://www.google.com/maps/place/?q=place_id:ChIJhQaQn3dNaS4R3pYgmyFrY7w
