business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,url
OPERATIONAL,"7WWW+23, Taubonto, Rarowatu, Bombana Regency, South East Sulawesi, Indonesia","{'location': {'lat': -4.704931000000001, 'lng': 121.9451268}, 'viewport': {'northeast': {'lat': -4.703581170107279, 'lng': 121.9464766298927}, 'southwest': {'lat': -4.706280829892723, 'lng': 121.9437769701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Area 69,{'open_now': True},ChIJFzWIaQ7Doi0R8NsiPwEY5V8,5.0,ChIJFzWIaQ7Doi0R8NsiPwEY5V8,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJFzWIaQ7Doi0R8NsiPwEY5V8
OPERATIONAL,"8RP5+7Q6, Desa Tahi Ite, Wambarema, Kec. Rarowatu, Kabupaten Bombana, Sulawesi Tenggara, Indonesia","{'location': {'lat': -4.6643347, 'lng': 121.8094047}, 'viewport': {'northeast': {'lat': -4.663019720107277, 'lng': 121.8112150798927}, 'southwest': {'lat': -4.665719379892721, 'lng': 121.8085154201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Panas Tahi Ite,{'open_now': True},ChIJUekCFd7Poi0RVteRf3XCR4k,0.0,ChIJUekCFd7Poi0RVteRf3XCR4k,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102993744978959361343"">A Google User</a>'], 'photo_reference': 'AUGGfZmMH538ZPw2PuIP2GBi6v6lLyQxByohZVNUzBTByeSb9j5l28_keTekSZxFmGoDF8FZehsqq9Coiph0olCNZ4pPRCZVQk6-E3RwKBLE_KZ2lIl5FT-jWwRmGCZtWcDoPs3JuzCwGjTXWyVGSO0Lw88sOwS0Gg-Nkv7DEqWJRqdhjB07', 'width': 3000}]",,https://www.google.com/maps/place/?q=place_id:ChIJUekCFd7Poi0RVteRf3XCR4k
OPERATIONAL,"7W63+993, Lakomea, Rarowatu, Bombana Regency, South East Sulawesi 93774, Indonesia","{'location': {'lat': -4.739116999999999, 'lng': 121.90341}, 'viewport': {'northeast': {'lat': -4.737767170107277, 'lng': 121.9047598298927}, 'southwest': {'lat': -4.740466829892721, 'lng': 121.9020601701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit batu mantede,{'open_now': True},ChIJMzB1WJrdoi0RFc6ft4Ws3rY,3.7,ChIJMzB1WJrdoi0RFc6ft4Ws3rY,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,"[{'height': 2352, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114405635826414827363"">asdar baim</a>'], 'photo_reference': 'AUGGfZm7MelakoULWjjKfJ7lq7DWyYirdfr7qluY9hhjXKcZVJAj2-fUlmGmd-UJhf6ICslDAri9XRmog5DIxXwTkYIRjJPLf-JsfQ0xfLEga5HYZcAyka_zEInRUCX0BWBrto7PdxbzYxQ98AsDN9ixMkuhi0oBiYP_8YiYb-r74iWKrA3Z', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJMzB1WJrdoi0RFc6ft4Ws3rY
OPERATIONAL,"9VFC+PF, Wumbubangka, Rarowatu Utara, Bombana Regency, South East Sulawesi, Indonesia","{'location': {'lat': -4.6256927, 'lng': 121.8711672}, 'viewport': {'northeast': {'lat': -4.623802020107277, 'lng': 121.87341585}, 'southwest': {'lat': -4.626501679892721, 'lng': 121.87041765}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puu Lodu,,ChIJDTnM6UDHoi0Rg-5TtT7qcxM,5.0,ChIJDTnM6UDHoi0Rg-5TtT7qcxM,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJDTnM6UDHoi0Rg-5TtT7qcxM
OPERATIONAL,"9X5F+X89, Marga Jaya, Rarowatu Utara, Bombana Regency, South East Sulawesi 93774, Indonesia","{'location': {'lat': -4.640096600000001, 'lng': 121.9733594}, 'viewport': {'northeast': {'lat': -4.638674620107277, 'lng': 121.9753150298927}, 'southwest': {'lat': -4.641374279892721, 'lng': 121.9726153701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Pak Murko,,ChIJuWxpUADBoi0R0CCwbvYI1bY,1.0,ChIJuWxpUADBoi0R0CCwbvYI1bY,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJuWxpUADBoi0R0CCwbvYI1bY
OPERATIONAL,"524J+FV, Hambawa, Mata Oleo, Bombana Regency, South East Sulawesi, Indonesia","{'location': {'lat': -4.843812499999999, 'lng': 122.0321875}, 'viewport': {'northeast': {'lat': -4.842462670107277, 'lng': 122.0335373298927}, 'southwest': {'lat': -4.845162329892721, 'lng': 122.0308376701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PUNCAK RAROHEO,{'open_now': True},ChIJH0VkQpXhoi0RnhVk0L5-VAc,5.0,ChIJH0VkQpXhoi0RnhVk0L5-VAc,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112430948077973623878"">A Google User</a>'], 'photo_reference': 'AUGGfZnTBgB82DeEECeKW__-8va-93saNFdDihypVSIpDTdllEBwOH_o_YrOJeDaqNq9wM0FFY-PXU-IZO37egOhccgtZPWj1iDH_x2kj56t8hoVlFFs7bQD6XGCapRpiUOMfgOCICWSzjaPkUbMCfRXoLV4zRrcrbi326UlRpLLyuDXNoxe', 'width': 3024}]",,https://www.google.com/maps/place/?q=place_id:ChIJH0VkQpXhoi0RnhVk0L5-VAc
OPERATIONAL,"CV77+554, Wumbubangka, Rarowatu Utara, Bombana Regency, South East Sulawesi 93774, Indonesia","{'location': {'lat': -4.5871038, 'lng': 121.8629396}, 'viewport': {'northeast': {'lat': -4.585606620107277, 'lng': 121.8652898}, 'southwest': {'lat': -4.588306279892721, 'lng': 121.8621562}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Punggung Kuda,,ChIJux5WlYnHoi0R12RHkkYxAbc,0.0,ChIJux5WlYnHoi0R12RHkkYxAbc,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107615701953874323188"">A Google User</a>'], 'photo_reference': 'AUGGfZmQlMDIS3w9hkRguoWxmzP1a3VCFRrK48aOW3slKzVkOziY6EoFoZy2wYhh1jxXE1C1Gvjiz1cL5MPDnjJUxEOy4D5pXoDmO09rkp0PVOdFVGLn6TPtBPhjXa4TwSaMO5rfmCxihr98l6FzzD_wStCkZCn1qEE7Yh6g6uDYh01z--00', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJux5WlYnHoi0R12RHkkYxAbc
OPERATIONAL,"72GM+4F, Lantowua, Bombana Regency, South East Sulawesi, Indonesia","{'location': {'lat': -4.7246263, 'lng': 122.0337228}, 'viewport': {'northeast': {'lat': -4.723285820107279, 'lng': 122.0349247298927}, 'southwest': {'lat': -4.725985479892723, 'lng': 122.0322250701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Lantowua (small beach public),,ChIJcXpbYKbnoi0R895awBGeV24,5.0,ChIJcXpbYKbnoi0R895awBGeV24,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117926342758163740549"">Sulheryadi Erik</a>'], 'photo_reference': 'AUGGfZk5kNYXexjwX972sE63yuVJjsGShBmIxebwFS6mfk4edORXtZrnLhaWdqL2KIAukvrYLPPBvTLLuYKmvQfJQbCFlC6v-vL6YWNHTii7UGV9uKgYLa5mCGethKxTyEL0WfZhj2pvbXnRoEHwXkzHLL7DA4Xqeql7D1aWopokn6Gb8nZ9', 'width': 4000}]",,https://www.google.com/maps/place/?q=place_id:ChIJcXpbYKbnoi0R895awBGeV24
,"Rarowatu, Bombana Regency, South East Sulawesi, Indonesia","{'location': {'lat': -4.739252899999999, 'lng': 121.9444669}, 'viewport': {'northeast': {'lat': -4.7006999, 'lng': 121.963957}, 'southwest': {'lat': -4.776527, 'lng': 121.930179}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rarowatu,,ChIJNf_DfN_coi0R2Kep9gLfwfw,,ChIJNf_DfN_coi0R2Kep9gLfwfw,"['administrative_area_level_4', 'political']",,,,https://www.google.com/maps/place/?q=place_id:ChIJNf_DfN_coi0R2Kep9gLfwfw
OPERATIONAL,"92M3+W4, Anugerah, Lantari Jaya, Bombana Regency, South East Sulawesi 93774, Indonesia","{'location': {'lat': -4.6155443, 'lng': 122.0029444}, 'viewport': {'northeast': {'lat': -4.614123520107277, 'lng': 122.0042964798927}, 'southwest': {'lat': -4.61682317989272, 'lng': 122.0015968201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Water bom (Tom bung putra tunggal),{'open_now': True},ChIJPaheHMXroi0RD2KkpezBa6E,4.3,ChIJPaheHMXroi0RD2KkpezBa6E,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,"[{'height': 2016, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105712903847590531808"">Perlita Nathania</a>'], 'photo_reference': 'AUGGfZkFw23HTrJuzwmEzcClCSnplyi0BMmB83IgpuwEnKhhpsfOuGWnAmiBneohxuy4own8ctwJdqecGXCrxWKhRWOX0yrYTdIBUBrI9GzhBAMHc-GIBIuJl04UetcRFJmqzL_q2B1FiYMvUk2bxGbd5-Q8K2hzbPmJQK6dO4eFRmpN_Vtu', 'width': 4480}]",,https://www.google.com/maps/place/?q=place_id:ChIJPaheHMXroi0RD2KkpezBa6E
