business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,plus_code,url
OPERATIONAL,"8F2R+P4, Ranokomea, Bombana Regency, South East Sulawesi, Indonesia","{'location': {'lat': -4.6981906, 'lng': 121.4902832}, 'viewport': {'northeast': {'lat': -4.696840770107277, 'lng': 121.4916330298927}, 'southwest': {'lat': -4.699540429892721, 'lng': 121.4889333701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mokondo dive spot,{'open_now': True},ChIJuSRo-5oxvS0RSL1zVNuUJ0U,5.0,ChIJuSRo-5oxvS0RSL1zVNuUJ0U,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJuSRo-5oxvS0RSL1zVNuUJ0U
OPERATIONAL,"8F4R+PQ3, Ranokomea, Poleang Barat, Bombana Regency, South East Sulawesi 93772, Indonesia","{'location': {'lat': -4.6932468, 'lng': 121.4919253}, 'viewport': {'northeast': {'lat': -4.691896970107278, 'lng': 121.4932751298927}, 'southwest': {'lat': -4.694596629892722, 'lng': 121.4905754701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Pulau Kondo,{'open_now': True},ChIJlxmW5-AwvS0RUZgb5n4koFs,3.8,ChIJlxmW5-AwvS0RUZgb5n4koFs,"['tourist_attraction', 'point_of_interest', 'establishment']",70,"[{'height': 1952, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115198886569956855176"">juli ardi</a>'], 'photo_reference': 'AUGGfZmPXCmlyeWeAbJQfnvVu2x2odP5KDI_APh7z1yhnrWZTJCys58ZwPQf1CWloK3S7gV0dMMv0a3I--cz6-IiZ2a9Ww-PskyIN02NlWitQeEe9KGNcfrg13NI3Ag-86fpLANA6UWnuObcDoT9CI6Rw7OLHB6Zk49lpVI305jvszwZIVXk', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJlxmW5-AwvS0RUZgb5n4koFs
OPERATIONAL,"P2XR+FC, Bungi-Bungi, Kabaena Timur, Bombana Regency, South East Sulawesi, Indonesia","{'location': {'lat': -5.2513369, 'lng': 122.0410748}, 'viewport': {'northeast': {'lat': -5.249987070107278, 'lng': 122.0424246298927}, 'southwest': {'lat': -5.252686729892722, 'lng': 122.0397249701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Desa Bungi - Bungi,Kabaena Timur",,ChIJ87DIfmdpoy0RKeNzjaJXdi4,5.0,ChIJ87DIfmdpoy0RKeNzjaJXdi4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJ87DIfmdpoy0RKeNzjaJXdi4
OPERATIONAL,"5456+3CR, Batu Lamburi, Kepulauan Masaloka Raya, Bombana Regency, South East Sulawesi, Indonesia","{'location': {'lat': -4.8422508, 'lng': 122.111006}, 'viewport': {'northeast': {'lat': -4.840900970107277, 'lng': 122.1123558298927}, 'southwest': {'lat': -4.843600629892721, 'lng': 122.1096561701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KOFANO,,ChIJKxEVSADjoi0R6V7Fgh4qBEw,0.0,ChIJKxEVSADjoi0R6V7Fgh4qBEw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJKxEVSADjoi0R6V7Fgh4qBEw
OPERATIONAL,"5MHR+8C7, Waemputang, Poleang Selatan, Bombana Regency, South East Sulawesi, Indonesia","{'location': {'lat': -4.821718199999999, 'lng': 121.6910426}, 'viewport': {'northeast': {'lat': -4.818268649999998, 'lng': 121.6923878798927}, 'southwest': {'lat': -4.82286805, 'lng': 121.6896882201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cagar budaya bunker,,ChIJwYLCDQDVoi0Rw0spna5toPs,0.0,ChIJwYLCDQDVoi0Rw0spna5toPs,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJwYLCDQDVoi0Rw0spna5toPs
OPERATIONAL,"Unnamed Road, 93771, Indonesia","{'location': {'lat': -4.772361099999999, 'lng': 122.0538371}, 'viewport': {'northeast': {'lat': -4.770973470107277, 'lng': 122.0552495798927}, 'southwest': {'lat': -4.773673129892721, 'lng': 122.0525499201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Arena bermain anak,{'open_now': True},ChIJX5cNuGnnoi0RY6KRcI_WB2s,4.5,ChIJX5cNuGnnoi0RY6KRcI_WB2s,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100243467334745286710"">A Google User</a>'], 'photo_reference': 'AUGGfZlV-SNa7EhWFf33migq4JZs4yoXC8JqMJEJ40YSOiMzWnn9-4Kas0slmCAt-XSBMXJvk2MBNyIC7MiWl95SEZzZ41kPlCA_7eHvQJU0T5g5QQoRbuKObwAFZla9O0q2I8luEpXt88vu_p4HkdSW_OJVyh8eJctifoTIDkk0cNfzYyK3', 'width': 3120}]","{'compound_code': '63H3+3G Lauru, Bombana Regency, South East Sulawesi, Indonesia', 'global_code': '6Q7463H3+3G'}",https://www.google.com/maps/place/?q=place_id:ChIJX5cNuGnnoi0RY6KRcI_WB2s
OPERATIONAL,"PWGC+RXR, Tangkeno, Kabaena Tengah, Bombana Regency, South East Sulawesi 93781, Indonesia","{'location': {'lat': -5.272876999999999, 'lng': 121.9223998}, 'viewport': {'northeast': {'lat': -5.271541970107277, 'lng': 121.9237253298927}, 'southwest': {'lat': -5.274241629892721, 'lng': 121.9210256701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gerbang Desa Wisata Tangkeno,{'open_now': True},ChIJ______tCoy0Rs0eeQ8sM1P8,4.7,ChIJ______tCoy0Rs0eeQ8sM1P8,"['tourist_attraction', 'point_of_interest', 'establishment']",18,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116640302685240984736"">Malik Hadinata</a>'], 'photo_reference': 'AUGGfZlpP26uW1aaPEFYsw7owXt9z49jlEAS1DEIi7eHI8m28IMJaY-2hQu7MumIIcqIvDNXJIzMgkOoDLPmLdFZ4U13YatAztuTZ-quWqyaKq5Yw-UPRBoMKoObYXmnbRAAHsWWJu6GtKX77-5rBaZK_I7HBPy0hKyiodkStyPBXwpnEZEj', 'width': 720}]",,https://www.google.com/maps/place/?q=place_id:ChIJ______tCoy0Rs0eeQ8sM1P8
OPERATIONAL,"CV77+554, Wumbubangka, Rarowatu Utara, Bombana Regency, South East Sulawesi 93774, Indonesia","{'location': {'lat': -4.5871038, 'lng': 121.8629396}, 'viewport': {'northeast': {'lat': -4.585606620107277, 'lng': 121.8652898}, 'southwest': {'lat': -4.588306279892721, 'lng': 121.8621562}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Punggung Kuda,,ChIJux5WlYnHoi0R12RHkkYxAbc,0.0,ChIJux5WlYnHoi0R12RHkkYxAbc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 2560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107615701953874323188"">A Google User</a>'], 'photo_reference': 'AUGGfZni6w0kXpFpNKWGn4XDlORdlRU2Jsbm-Y32_twT9SiV_s6v984gnPIpmqqJWE_rqlOomIt-n5F-9J-kikD4EidwZsc-lHFtKoyY4PtOgUkt6xsCyohuRYUgKmrTiZ_ou8tWY75bSa6kIed0oGgH0YkyjpUTYzaBxdMHuNVVrftGNDBY', 'width': 1920}]",,https://www.google.com/maps/place/?q=place_id:ChIJux5WlYnHoi0R12RHkkYxAbc
OPERATIONAL,"5QJ6+4VX, Jl. Poros Boepinang-Bambaea, Teppoe, Kec. Poleang Tim., Kabupaten Bombana, Sulawesi Tenggara 93773, Indonesia","{'location': {'lat': -4.819634199999999, 'lng': 121.762224}, 'viewport': {'northeast': {'lat': -4.818153270107278, 'lng': 121.7636322798927}, 'southwest': {'lat': -4.820852929892721, 'lng': 121.7609326201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Poktan Mattirowalie II,,ChIJPTapjPrXoi0RrcGyvqEqxNE,4.0,ChIJPTapjPrXoi0RrcGyvqEqxNE,"['tourist_attraction', 'point_of_interest', 'establishment']",3,,,https://www.google.com/maps/place/?q=place_id:ChIJPTapjPrXoi0RrcGyvqEqxNE
OPERATIONAL,"PRGW+4JR, Teomokole, Kabaena, Bombana Regency, South East Sulawesi 93781, Indonesia","{'location': {'lat': -5.2746295, 'lng': 121.846511}, 'viewport': {'northeast': {'lat': -5.273566570107278, 'lng': 121.8478452798927}, 'southwest': {'lat': -5.276266229892721, 'lng': 121.8451456201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lovi mentaa,,ChIJQ-1lJV9Foy0RiEh7Qmjevuw,3.8,ChIJQ-1lJV9Foy0RiEh7Qmjevuw,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113344252212522975118"">Naim Mudin</a>'], 'photo_reference': 'AUGGfZmykQyz3Zmytp_IaotyCktDVRXxOvneQoCKU0P6QxaPyMgFjL8p1ZYYu2quPM4D77eWVigK1myyuwtWbMdzTfLfmNqFsOWnS45iedDmeEhs4yF05TpsjyvMDQNd72n1EReOdtVhr5gLmLDACZSLzGTlPMae-9-oruZBjS7izgT98M0n', 'width': 4608}]",,https://www.google.com/maps/place/?q=place_id:ChIJQ-1lJV9Foy0RiEh7Qmjevuw
