business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,url
CLOSED_TEMPORARILY,"X883+38, Wagete I, Kec. Tigi, Kabupaten Deiyai, Papua, Indonesia","{'location': {'lat': -4.0347791, 'lng': 136.3033259}, 'viewport': {'northeast': {'lat': -4.033675270107278, 'lng': 136.3046118298928}, 'southwest': {'lat': -4.036374929892722, 'lng': 136.3019121701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Daiyaipuga,True,ChIJv0CyLOAvImgRYShZHpQNXu0,0.0,ChIJv0CyLOAvImgRYShZHpQNXu0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJv0CyLOAvImgRYShZHpQNXu0
CLOSED_TEMPORARILY,"W6X7+C5, Ayate, Tigi Barat, Deiyai Regency, Papua, Indonesia","{'location': {'lat': -4.0514243, 'lng': 136.2129677}, 'viewport': {'northeast': {'lat': -4.050153020107278, 'lng': 136.2142255798927}, 'southwest': {'lat': -4.052852679892722, 'lng': 136.2115259201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung ukaaa goo,True,ChIJX2QXWb4pImgRSL0xiuPy8dY,0.0,ChIJX2QXWb4pImgRSL0xiuPy8dY,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 933, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103311550927626042121"">A Google User</a>'], 'photo_reference': 'AUGGfZl40RKE8CtTrPrz2XkW6OJPnvB7eYhhXMW-IjH1zQRFqPJtFVwwo-TjX9ktOlCVARKEscvZ03w82TtYhxwsW0QxxNLwImiFdmEb7n1oUSV7QCTBpfz_8LBsagqpIwQboMwUtl72pPXjBH4Y44b6g-CgA9EufCx8xRVOIIoYbKJyy1Qw', 'width': 1080}]",,https://www.google.com/maps/place/?q=place_id:ChIJX2QXWb4pImgRSL0xiuPy8dY
OPERATIONAL,"XJ25+M3, Damabagata, kaduwai, Deiyai Regency, Papua, Indonesia","{'location': {'lat': -4.0483125, 'lng': 136.6076875}, 'viewport': {'northeast': {'lat': -4.046962670107278, 'lng': 136.6090373298927}, 'southwest': {'lat': -4.049662329892722, 'lng': 136.6063376701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Kaduwai,,ChIJhxRdguVPImgRR-crfuP9xQU,4.5,ChIJhxRdguVPImgRR-crfuP9xQU,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJhxRdguVPImgRR-crfuP9xQU
OPERATIONAL,"W7FQ+4WH, Yaba, Tigi, Deiyai Regency, Papua 98727, Indonesia","{'location': {'lat': -4.0771948, 'lng': 136.2898671}, 'viewport': {'northeast': {'lat': -4.076027320107277, 'lng': 136.2913846}, 'southwest': {'lat': -4.07872697989272, 'lng': 136.2853146}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat Rekreasi Butuboya,,ChIJN1o2tOMvImgROv-4W2SnOXY,5.0,ChIJN1o2tOMvImgROv-4W2SnOXY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJN1o2tOMvImgROv-4W2SnOXY
OPERATIONAL,"X675+FP3, Gakokebo, Tigi Barat, Deiyai Regency, Papua 98764, Indonesia","{'location': {'lat': -4.03636, 'lng': 136.2093058}, 'viewport': {'northeast': {'lat': -4.035070870107278, 'lng': 136.2106756798927}, 'southwest': {'lat': -4.037770529892722, 'lng': 136.2079760201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanjung Momaikago,,ChIJmZ52sXUpImgRk5vhpIrNQNY,4.8,ChIJmZ52sXUpImgRk5vhpIrNQNY,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 450, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100604919450787088458"">A Google User</a>'], 'photo_reference': 'AUGGfZkkshke0YLlQ4xhR1s1Sei0mnmCXqyxUHc0JDgk3JBEEOY2XcGy9jCGa3VbCU774ZyWyuWlkRSUwAaXoDBw2Gj5tOVVpNwRWfL7Ex5smQio2k9JnimycbdXhcTFxxmgWThrcCj0On0QTaEASvBeC1xHZcHWYmGtduaLZaW47FCY2DJd', 'width': 750}]",,https://www.google.com/maps/place/?q=place_id:ChIJmZ52sXUpImgRk5vhpIrNQNY
CLOSED_TEMPORARILY,"W95X+WV7, Bagou, Tigi Timur, Deiyai Regency, Papua, Indonesia","{'location': {'lat': -4.090203799999999, 'lng': 136.3996574}, 'viewport': {'northeast': {'lat': -4.088658220107278, 'lng': 136.4012026298927}, 'southwest': {'lat': -4.091357879892722, 'lng': 136.3985029701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Yimuna,True,ChIJ_YPxHikxImgRsYiIibNHA5A,5.0,ChIJ_YPxHikxImgRsYiIibNHA5A,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116011346017960623123"">116011346017960623123</a>'], 'photo_reference': 'AUGGfZl4nD5h7MLraA2PLc0iDKdLfHBKgkqTowV_-O0uYadKX9UDu8mwQaiJX5JhkZ2EdHISqzyzlCt9hac3S0zaNyyqRV2lwbhi2t6sNeX-fIDPBirNgPlfCht80GWiD6sjQpZUwdYMR0T-ONmUYFDZTt8sGxPhsWwCGFxL847_GDpj8Hgz', 'width': 1024}]",,https://www.google.com/maps/place/?q=place_id:ChIJ_YPxHikxImgRsYiIibNHA5A
CLOSED_TEMPORARILY,"X62X+63, Wagete I, Tigi, Deiyai Regency, Papua 98764, Indonesia","{'location': {'lat': -4.049437999999999, 'lng': 136.2477214}, 'viewport': {'northeast': {'lat': -4.048088170107278, 'lng': 136.2490712298927}, 'southwest': {'lat': -4.050787829892722, 'lng': 136.2463715701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau tigi peku,True,ChIJ8yTCm_ApImgRTfcoh376V_0,0.0,ChIJ8yTCm_ApImgRTfcoh376V_0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 923, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109937335860862251408"">A Google User</a>'], 'photo_reference': 'AUGGfZmeCahP5JPvfnVWX7p3Sp11sV9Ed9_iStmtUzhQGZdtsmzl4le3mNzjIot50gcQ4O6sY-jGqXEFvtlRyKs3HM9oNqqmyeoKpD-qu286BUy834-jLO1Cz_1qieWzdRRyn9uFLH3Tm6MND6V25OlxTV1kruEIHTrxqGw_0cnw4Yn93Wnf', 'width': 706}]",,https://www.google.com/maps/place/?q=place_id:ChIJ8yTCm_ApImgRTfcoh376V_0
OPERATIONAL,"RCPP+XCF, Kopai II, Bowobado, Deiyai Regency, Papua, Indonesia","{'location': {'lat': -4.1625625, 'lng': 136.4360625}, 'viewport': {'northeast': {'lat': -4.161212670107278, 'lng': 136.4374123298927}, 'southwest': {'lat': -4.163912329892722, 'lng': 136.4347126701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Meno Waina,,ChIJdYpLuPbNI2gR3Baf3fYCDMA,0.0,ChIJdYpLuPbNI2gR3Baf3fYCDMA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJdYpLuPbNI2gR3Baf3fYCDMA
OPERATIONAL,"X2RQ+XXV SMA Negeri 2, Moanemani/ Ikebo, Kec. Kamu, Kabupaten Dogiyai, Papua, Indonesia","{'location': {'lat': -4.0075023, 'lng': 136.0399139}, 'viewport': {'northeast': {'lat': -4.006171320107278, 'lng': 136.0412785298927}, 'southwest': {'lat': -4.008870979892722, 'lng': 136.0385788701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ini rumah Luis,,ChIJZUDgGD2RIWgRMOYnxFVE7uw,0.0,ChIJZUDgGD2RIWgRMOYnxFVE7uw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJZUDgGD2RIWgRMOYnxFVE7uw
OPERATIONAL,"3979+M4Q, Aikai, Paniai Timur, Paniai Regency, Papua 98726, Indonesia","{'location': {'lat': -3.93578, 'lng': 136.3678455}, 'viewport': {'northeast': {'lat': -3.934147020107278, 'lng': 136.3716135}, 'southwest': {'lat': -3.936846679892722, 'lng': 136.3665895}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waumakagouda,,ChIJoXqajvc9ImgRI7RNjslNAYg,5.0,ChIJoXqajvc9ImgRI7RNjslNAYg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104775253348653129585"">A Google User</a>'], 'photo_reference': 'AUGGfZk69Gn5l8BqoTbmo6FkRh5e848XGzSTuflEbGCUL0cNWhPaGg_QXSB-nLENosasVRExiZ0Fo2_Sgi1NrvQu8u9C1mM9NhOtCfscBy2R7CzLXoB4WRHtIFCnjEKYdBDoh-F2oY4-GMb5XXkznY3A5mCcFabrBOcrNksXLgutfPc1efXD', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJoXqajvc9ImgRI7RNjslNAYg
