business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,plus_code,photos,opening_hours,permanently_closed,url
OPERATIONAL,"PM8X+MX9, Kuala Gasib, Koto Gasib, Siak Regency, Riau, Indonesia","{'location': {'lat': 0.7166669999999999, 'lng': 101.7}, 'viewport': {'northeast': {'lat': 0.7180442798927222, 'lng': 101.7013451298927}, 'southwest': {'lat': 0.7153446201072777, 'lng': 101.6986454701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fish,ChIJ6eQFbgBJ1DERw8elb4bdfGg,0.0,ChIJ6eQFbgBJ1DERw8elb4bdfGg,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ6eQFbgBJ1DERw8elb4bdfGg
OPERATIONAL,"MP28+FP, Kuala Gasib, Koto Gasib, Siak Regency, Riau, Indonesia","{'location': {'lat': 0.651173, 'lng': 101.716804}, 'viewport': {'northeast': {'lat': 0.6525228298927223, 'lng': 101.7181538298927}, 'southwest': {'lat': 0.6498231701072777, 'lng': 101.7154541701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Spot mancing,ChIJE0dyMk411DER_sG12X8tbx0,0.0,ChIJE0dyMk411DER_sG12X8tbx0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJE0dyMk411DER_sG12X8tbx0
OPERATIONAL,"MPCJ+FP3, Pangkalan Pisang, Koto Gasib, Siak Regency, Riau 28671, Indonesia","{'location': {'lat': 0.6709151999999999, 'lng': 101.7329563}, 'viewport': {'northeast': {'lat': 0.6722639298927223, 'lng': 101.7343161798927}, 'southwest': {'lat': 0.6695642701072778, 'lng': 101.7316165201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Yasmin & Maher,ChIJCQ9vNAA31DERjNNURDDe2m0,0.0,ChIJCQ9vNAA31DERjNNURDDe2m0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJCQ9vNAA31DERjNNURDDe2m0
OPERATIONAL,"RT 22/RW 006Balai kayang 2, Kabupaten Siak, Riau, Indonesia","{'location': {'lat': 0.8118812, 'lng': 101.7979613}, 'viewport': {'northeast': {'lat': 0.8132310298927221, 'lng': 101.7993111298927}, 'southwest': {'lat': 0.8105313701072777, 'lng': 101.7966114701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Rumah Iki& qia,ChIJO2b1XwA71DERwbV564OmNxU,0.0,ChIJO2b1XwA71DERwbV564OmNxU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"{'compound_code': 'RQ6X+Q5 Buatan I, Siak Regency, Riau, Indonesia', 'global_code': '6PG3RQ6X+Q5'}",,,,https://www.google.com/maps/place/?q=place_id:ChIJO2b1XwA71DERwbV564OmNxU
OPERATIONAL,"MR2J+M7X, Keranji Guguh, Koto Gasib, Siak Regency, Riau, Indonesia","{'location': {'lat': 0.6517446, 'lng': 101.8307217}, 'viewport': {'northeast': {'lat': 0.6527131798927222, 'lng': 101.8319863298927}, 'southwest': {'lat': 0.6500135201072776, 'lng': 101.8292866701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Hasibuan,ChIJu38H6hoz1DERycXVQnSF9Jk,0.0,ChIJu38H6hoz1DERycXVQnSF9Jk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,"[{'height': 1156, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104071063554944173381"">A Google User</a>'], 'photo_reference': 'AUGGfZkmeKTeEiT39EQW7o5JBu85FJZ2tc5otSJCSjmJ0CwEbPxtQlwFPzZVcH27r0phH-N1HA1EhbgV1e2wkXYEib8tZ4i3b2xjCGaBQRapVdZV9PA5nRhfdVLZHXM8UBN0H-5pgVfBJS6OTBcFWPo0yY9R31sqBjw2Hx-vlMYslXAkZ8VU', 'width': 867}]",,,https://www.google.com/maps/place/?q=place_id:ChIJu38H6hoz1DERycXVQnSF9Jk
OPERATIONAL,"MPGM+C8H, Unnamed Road, Pangkalan Pisang, Kec. Koto Gasib, Kabupaten Siak, Riau 28671, Indonesia","{'location': {'lat': 0.6760562, 'lng': 101.7333461}, 'viewport': {'northeast': {'lat': 0.6774434798927221, 'lng': 101.7347902298927}, 'southwest': {'lat': 0.6747438201072777, 'lng': 101.7320905701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam Pemancingan PT Kimia Tirta Utama,ChIJaREkG9E31DEROiTlGXRlsBY,5.0,ChIJaREkG9E31DEROiTlGXRlsBY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,"[{'height': 1656, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117376486313991958172"">diga novenza</a>'], 'photo_reference': 'AUGGfZm2_GGxE4It_599nv1etgebMqf9GmZx1TQzO-yA2opvteybu7os6Z8Jf9upgL4HiuzvCZzU72FhCZYkpHIVutvEUzzQItyLKcXNpSbRfLAAZF9wgZjMgJpzCAqRNmKyC0o1AbSqDRlL1ArGRmSt1682ucYPKEThp0qdpkUfEo8z0atN', 'width': 2944}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJaREkG9E31DEROiTlGXRlsBY
OPERATIONAL,"MR3J+X77, Keranji Guguh, Koto Gasib, Siak Regency, Riau 28671, Indonesia","{'location': {'lat': 0.6549084, 'lng': 101.8306671}, 'viewport': {'northeast': {'lat': 0.6562563798927222, 'lng': 101.83273515}, 'southwest': {'lat': 0.6535567201072777, 'lng': 101.82997775}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Wisata Tautan Hati,ChIJrd98hlwz1DER3FdPmAdvK9E,4.1,ChIJrd98hlwz1DER3FdPmAdvK9E,"['tourist_attraction', 'point_of_interest', 'establishment']",7,,"[{'height': 3296, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113768901203770910493"">Nopriyani Irwana</a>'], 'photo_reference': 'AUGGfZnlcvTOKAnX6roNg-nUrOiKyxSCA2ySMSTgejRxJT5ZtdsYNspm2y-O3xN5M4IDJHGOznJA0CygwVt0u-f4237Ai_p3Z3VI-xeRNit-UzseUdYVBCy0KuxdNV535dxtoQpj2DzMR-Y2iLf6U7717MPzY0zrBNYSqMBWE6G2SOSB6Twz', 'width': 1536}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJrd98hlwz1DER3FdPmAdvK9E
OPERATIONAL,"MPFG+CJM, Pangkalan Pisang, Koto Gasib, Siak Regency, Riau 28671, Indonesia","{'location': {'lat': 0.6735879, 'lng': 101.7265367}, 'viewport': {'northeast': {'lat': 0.6748118298927223, 'lng': 101.7279601798927}, 'southwest': {'lat': 0.6721121701072778, 'lng': 101.7252605201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Makam Putri Kaca Mayang,ChIJ5XABi5I31DERkX2mJrC8baU,4.6,ChIJ5XABi5I31DERkX2mJrC8baU,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",22,,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103853916004442216172"">A Google User</a>'], 'photo_reference': 'AUGGfZlztHalTLyYQV3na_JqoG-CJtHPbX3b52yhGRmk9sR44-WNQHukUnauBULa0AMmnFd8B_SNmL_nQ4OasSXXq-IaQrMN4bV3aD-fvxqO6zlst2Gab7hX-2gQrWEI9G0pLtBNZr_RHwSXKCCUPqRzi_AnWM5P1f2D_a7OdeGchZIuLiCT', 'width': 1269}]",{'open_now': True},,https://www.google.com/maps/place/?q=place_id:ChIJ5XABi5I31DERkX2mJrC8baU
CLOSED_TEMPORARILY,"MR3J+PQM, Keranji Guguh, Koto Gasib, Siak Regency, Riau 28671, Indonesia","{'location': {'lat': 0.6543301, 'lng': 101.8319327}, 'viewport': {'northeast': {'lat': 0.6556797798927222, 'lng': 101.8333383298927}, 'southwest': {'lat': 0.6529801201072778, 'lng': 101.8306386701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau,ChIJ36SFv9gz1DER_K4CvK7TDvM,0.0,ChIJ36SFv9gz1DER_K4CvK7TDvM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,True,https://www.google.com/maps/place/?q=place_id:ChIJ36SFv9gz1DER_K4CvK7TDvM
CLOSED_TEMPORARILY,"RQ6X+Q54, Buatan I, Koto Gasib, Siak Regency, Riau 28671, Indonesia","{'location': {'lat': 0.8118812, 'lng': 101.7979613}, 'viewport': {'northeast': {'lat': 0.8132310298927221, 'lng': 101.7993111298927}, 'southwest': {'lat': 0.8105313701072777, 'lng': 101.7966114701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kolam renang,ChIJ6a1y2Rs71DERALnHwcLgxr8,0.0,ChIJ6a1y2Rs71DERALnHwcLgxr8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,True,https://www.google.com/maps/place/?q=place_id:ChIJ6a1y2Rs71DERALnHwcLgxr8
