business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,plus_code,permanently_closed,opening_hours,url
OPERATIONAL,"7X8C+9P, Detubinga, Tana Wawo, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.734036, 'lng': 121.97186}, 'viewport': {'northeast': {'lat': -8.73263672010728, 'lng': 121.9731438298927}, 'southwest': {'lat': -8.735336379892724, 'lng': 121.9704441701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TANANUWA HILL,ChIJhQSHQQBBrS0RA2FpYWVIJCU,5.0,ChIJhQSHQQBBrS0RA2FpYWVIJCU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJhQSHQQBBrS0RA2FpYWVIJCU
OPERATIONAL,"7X8C+9P, Detubinga, Tana Wawo, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.734036, 'lng': 121.97186}, 'viewport': {'northeast': {'lat': -8.73263672010728, 'lng': 121.9731438298927}, 'southwest': {'lat': -8.735336379892724, 'lng': 121.9704441701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,TANANUWA EAST NUSA TENGGARA,ChIJj6QcPwBBrS0R_LiSMm3JuVE,0.0,ChIJj6QcPwBBrS0R_LiSMm3JuVE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJj6QcPwBBrS0R_LiSMm3JuVE
OPERATIONAL,"9247+49, Tuwa, Tana Wawo, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.6446752, 'lng': 122.0134651}, 'viewport': {'northeast': {'lat': -8.641868850000002, 'lng': 122.0152905298927}, 'southwest': {'lat': -8.645610650000004, 'lng': 122.0125908701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tiwu Pereposa,ChIJxTXhbwATrS0R3SbfTE9VTg4,1.0,ChIJxTXhbwATrS0R3SbfTE9VTg4,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106613594900403053689"">A Google User</a>'], 'photo_reference': 'AUGGfZkmzYRqd9UL5bdVcpj7OHUefWWy9jgdwD5jyjyVy7JnNNU0AhbGWm6w59WW5A-UKye2Ky4iwdNXWtVld8musqp-LQFqB1nnHbkFYZogN8ZcqamcPEPR2aXlSZoL3htheaGpOFS1tayE7fpQ568fmGxFO8xp9YxEMOs8iYeBVC1G3SPK', 'width': 1836}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJxTXhbwATrS0R3SbfTE9VTg4
OPERATIONAL,"Loke, Tana Wawo, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.672367, 'lng': 121.9754934}, 'viewport': {'northeast': {'lat': -8.67105495, 'lng': 121.9808328}, 'southwest': {'lat': -8.67630315, 'lng': 121.9737136}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Murusobe,ChIJQ-7ml3FrrS0RpP5XRwGmEGM,4.5,ChIJQ-7ml3FrrS0RpP5XRwGmEGM,"['tourist_attraction', 'point_of_interest', 'establishment']",19,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100648098391338944219"">A Google User</a>'], 'photo_reference': 'AUGGfZlkuKf2g_mPi2LHa2HnHlJu16ZfSRNY7kRiCbCp-UBdF0R44r1-Qo0Z6KvDxYurgPI-TZffoEBo2UEATHHhx0Bd6VB4LOweW0ZDmKwjBmFJ8rDVHP2SoduBwKAYwoe57SMNIRqD6q-1PHn135lTMSOGbeZXP0RbIAXNyExm_A0DMkY', 'width': 4160}]","{'compound_code': '8XHG+35 Loke, Sikka Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q338XHG+35'}",,,https://www.google.com/maps/place/?q=place_id:ChIJQ-7ml3FrrS0RpP5XRwGmEGM
CLOSED_TEMPORARILY,"7X7Q+XW9, Detubinga, Tana Wawo, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7350996, 'lng': 121.9898691}, 'viewport': {'northeast': {'lat': -8.733377820107277, 'lng': 121.9910299298927}, 'southwest': {'lat': -8.736077479892721, 'lng': 121.9883302701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tana nuwa,ChIJcwyrAitBrS0RglmJ7s49iac,0.0,ChIJcwyrAitBrS0RglmJ7s49iac,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115080826528238345933"">A Google User</a>'], 'photo_reference': 'AUGGfZnwcafRHJGsFTI19rjUQQ1PeEE2-msYy3ptHdRz-WuBlsStw6zAp_OWXhFTNiTBKXtPPyhwKmo_m32KQrpki0ZHuM1R2vxhVrPobX3ENPl01Bsk3ad1FZDdQkqn0bJ2PZ1D5b2wmw-VifhE0_-PGmJYqEPWSkE1BtMVOYUWDLZ5LlLO', 'width': 3120}]",,True,,https://www.google.com/maps/place/?q=place_id:ChIJcwyrAitBrS0RglmJ7s49iac
CLOSED_TEMPORARILY,"7X3J+5G8, Detubinga, Tana Wawo, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7470919, 'lng': 121.9813132}, 'viewport': {'northeast': {'lat': -8.745693870107276, 'lng': 121.9826140298927}, 'southwest': {'lat': -8.74839352989272, 'lng': 121.9799143701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sokowaga Megalithic,ChIJ1y6wh3dBrS0RGuuK_0iPoC4,0.0,ChIJ1y6wh3dBrS0RGuuK_0iPoC4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111724846111268048128"">A Google User</a>'], 'photo_reference': 'AUGGfZlQYBaTFmwPtKlKjfalVhNsfzZ2F12LENQHPzG7lat76U9jvupqoA0jmzDJKQ5MlrxKq7EHJuDf8HfvZeCuIgNW0hzY65hhgUE8VxUl8T6WoTPf9CIZY6lGtBHgiiqYPpkaFm2PJKxA8YnnXenwja-YPTGBmyA4wbjjMuTBWcDZv4iy', 'width': 1920}]",,True,,https://www.google.com/maps/place/?q=place_id:ChIJ1y6wh3dBrS0RGuuK_0iPoC4
OPERATIONAL,"Rejo, Wolorega, Paga, Sikka Regency, East Nusa Tenggara 86153, Indonesia","{'location': {'lat': -8.6950497, 'lng': 122.0175419}, 'viewport': {'northeast': {'lat': -8.693637120107278, 'lng': 122.0187720298927}, 'southwest': {'lat': -8.696336779892722, 'lng': 122.0160723701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Nira Sikka,ChIJ3a104kkVrS0RAWwTX4vqEB0,0.0,ChIJ3a104kkVrS0RAWwTX4vqEB0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 534, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106592806468108339763"">A Google User</a>'], 'photo_reference': 'AUGGfZlMTrWvoj5BN6wE8wqlMadCgtMAhm3I0zjm8M3_5yt8QF-3wxA0BZlIycNxjWpJ_S3RivwOwSmNH1pwKQy3dJuTYXwY-J2ZmO7097s9h13StPlrz_U62_wY7XRFDIxSTa-E2aWSJKmTgoDMC0em1nmMszs3xplnwuGdKVbpg6VMMCy9', 'width': 720}]","{'compound_code': '8239+X2 Wolorega, Sikka Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q348239+X2'}",,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ3a104kkVrS0RAWwTX4vqEB0
OPERATIONAL,"72W4+JH, Tuwa, Kec. Paga, Kabupaten Sikka, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.7034375, 'lng': 122.0064375}, 'viewport': {'northeast': {'lat': -8.702087670107277, 'lng': 122.0077873298927}, 'southwest': {'lat': -8.70478732989272, 'lng': 122.0050876701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Murugai,ChIJT8yBaKQVrS0RcI6qV8ZwidU,3.0,ChIJT8yBaKQVrS0RcI6qV8ZwidU,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,https://www.google.com/maps/place/?q=place_id:ChIJT8yBaKQVrS0RcI6qV8ZwidU
OPERATIONAL,"7XQ7+RXH, Unnamed Road, Bu Watuweti, Kec. Tana Wawo, Kabupaten Sikka, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.71045, 'lng': 121.965}, 'viewport': {'northeast': {'lat': -8.709112420107278, 'lng': 121.9663228798927}, 'southwest': {'lat': -8.711812079892722, 'lng': 121.9636232201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Perbukitan Tanawawo,ChIJG2KjjzprrS0R_hTmO2u1JCg,5.0,ChIJG2KjjzprrS0R_hTmO2u1JCg,"['point_of_interest', 'establishment']",3,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101283952936615791854"">antonius eko setiawan</a>'], 'photo_reference': 'AUGGfZkGkb1JK079aYZ3-a7378vb4TyckTX8crGfqiKGeA70CyvwCk1nS-77UtrQuJCeRgTJHEe7bM_L3FtN-AkcvzaqUKj_04I2geh3pU3XjFOul80aCMcByqR_SMbQzOybtCA8iyzhG6XNQ8LVOpITSK7OVrF13Gq3x4L2_6M8ZXuZBSsn', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJG2KjjzprrS0R_hTmO2u1JCg
CLOSED_TEMPORARILY,"625M+XJ9, Mbengu, Paga, Sikka Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.7900776, 'lng': 122.0341088}, 'viewport': {'northeast': {'lat': -8.788727770107279, 'lng': 122.0354586298927}, 'southwest': {'lat': -8.791427429892723, 'lng': 122.0327589701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Watu Rajo,ChIJC_aldJk_rS0RZRTAAGLfkA8,0.0,ChIJC_aldJk_rS0RZRTAAGLfkA8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 274, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118313119932451242807"">A Google User</a>'], 'photo_reference': 'AUGGfZnRUlSRc_c-lQX-6l6ZOBtjhpFhZks-oDUCJ4JcRuhFvyiO1hKUjWyOkLeIbftrqe85q7GbuqR5alLd85NIXHRPc30sTLpWquBbxSNFk0b_r0nTxTBS4bwl9kRGFOajGsWAxeQmCpQs5_QPxTaERJLhf_AxFQeXeLLm5CDuFQLAga45', 'width': 411}]",,True,,https://www.google.com/maps/place/?q=place_id:ChIJC_aldJk_rS0RZRTAAGLfkA8
