business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,opening_hours,photos,plus_code,price_level,url
OPERATIONAL,"FGRF+79G, Keranggan, Sekernan, Muaro Jambi Regency, Jambi 36381, Indonesia","{'location': {'lat': -1.5093239, 'lng': 103.5234481}, 'viewport': {'northeast': {'lat': -1.507538870107278, 'lng': 103.5242548}, 'southwest': {'lat': -1.510238529892722, 'lng': 103.521028}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Keranggan,ChIJ5Vy-XQBhLy4RU4b8nZSEyPU,0.0,ChIJ5Vy-XQBhLy4RU4b8nZSEyPU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ5Vy-XQBhLy4RU4b8nZSEyPU
OPERATIONAL,"Suko Awin Jaya, Sekernan, Muaro Jambi Regency, Jambi, Indonesia","{'location': {'lat': -1.3217079, 'lng': 103.3302509}, 'viewport': {'northeast': {'lat': -1.319782020107278, 'lng': 103.3315139798927}, 'southwest': {'lat': -1.322481679892722, 'lng': 103.3288143201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PEMANCINGAN ENAM SAUDARA,ChIJmWQ5dsNPLy4RYtUda1tdkxY,5.0,ChIJmWQ5dsNPLy4RYtUda1tdkxY,"['tourist_attraction', 'point_of_interest', 'establishment']",4,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104443804997060581148"">A Google User</a>'], 'photo_reference': 'AUGGfZneYUKYbNNVMG4p-3INUwcl79QJMbx3KBoFp18_FhJkHtZVafEF0N0s-L2ugZRPn5prQ9-H93x5y7prg_wDRDXFvjPqNgdoX1eWBAtoB8HFr2VHWvDMtaoFIUvH7BTiiLB3a4BMmWp2zZXdodX6-m-BoOCvEZ461I1ZK_E9lJ91yOTC', 'width': 4000}]","{'compound_code': 'M8HJ+84 Suko Awin Jaya, Muaro Jambi Regency, Jambi, Indonesia', 'global_code': '6PC5M8HJ+84'}",,https://www.google.com/maps/place/?q=place_id:ChIJmWQ5dsNPLy4RYtUda1tdkxY
OPERATIONAL,"Desa, Tj. Lanjut, Kec. Sekernan, Kabupaten Muaro Jambi, Jambi 36657, Indonesia","{'location': {'lat': -1.4775088, 'lng': 103.4129079}, 'viewport': {'northeast': {'lat': -1.476026720107278, 'lng': 103.4142433298927}, 'southwest': {'lat': -1.478726379892722, 'lng': 103.4115436701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Tangkas,ChIJK6WrLEFdLy4RT_I4SkMJ8SA,4.2,ChIJK6WrLEFdLy4RT_I4SkMJ8SA,"['tourist_attraction', 'point_of_interest', 'establishment']",82,,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108930639546331227976"">Abdur rahman Al-amin</a>'], 'photo_reference': 'AUGGfZn6YSrjdtprxlE7EGY_etOmxQKlue7iXWDRTxFESfug_EyCubop4l2v7qxvCSH8NwXiuJwZ93cUM-r7M3-Zg6AghATsRPnRztGfQceF_EGtrmbno32EnMfO5zAGJZAnsMKsfpfaGK69q_DgZuTd99k3TMtZ9G008xvkEneAV4U5C4Xl', 'width': 5184}]","{'compound_code': 'GCC7+X5 Tanjung Lanjut, Muaro Jambi Regency, Jambi, Indonesia', 'global_code': '6PC5GCC7+X5'}",,https://www.google.com/maps/place/?q=place_id:ChIJK6WrLEFdLy4RT_I4SkMJ8SA
OPERATIONAL,"GCC5+HQM, Unnamed Road, Tj. Lanjut, Kec. Sekernan, Kabupaten Muaro Jambi, Jambi 36381, Indonesia","{'location': {'lat': -1.4785491, 'lng': 103.4094327}, 'viewport': {'northeast': {'lat': -1.476732420107278, 'lng': 103.41276885}, 'southwest': {'lat': -1.479432079892722, 'lng': 103.40832065}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Tangkas Desa Tanjung Lanjut Kec. Sekernan Kab. Muaro Jambi,ChIJBzg8eSldLy4RH_7-nwKoOvc,4.3,ChIJBzg8eSldLy4RH_7-nwKoOvc,"['tourist_attraction', 'point_of_interest', 'establishment']",138,{'open_now': False},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100331490518217367742"">jefri nurrahman</a>'], 'photo_reference': 'AUGGfZnbPZkAREGAC1_lNXWyvQzfywzQoHDb4gFWvjhUR49EiW_lPbMWYCqUzCQkf9VSRmLGr5FlWM9Q6kzOWNAN6BnXU5CM4wFzz1OB7GfOqYjDewLnhPbfJhiKzfX4-dkAZjqRl3p_hWKgqloFq8QMjCpdAX_xYWUnvrocZu_6Sq7aay8', 'width': 1920}]",,,https://www.google.com/maps/place/?q=place_id:ChIJBzg8eSldLy4RH_7-nwKoOvc
OPERATIONAL,"GGV5+X52, Bukit Baling, Sekernan, Muaro Jambi Regency, Jambi 36381, Indonesia","{'location': {'lat': -1.4551048, 'lng': 103.5078825}, 'viewport': {'northeast': {'lat': -1.453825870107278, 'lng': 103.5092276798927}, 'southwest': {'lat': -1.456525529892722, 'lng': 103.5065280201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Perkebunan buah,ChIJmfnfHQBfLy4RxAPRPFKCxoQ,0.0,ChIJmfnfHQBfLy4RxAPRPFKCxoQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJmfnfHQBfLy4RxAPRPFKCxoQ
OPERATIONAL,"FFHM+H5, Tantan, Sekernan, Muaro Jambi Regency, Jambi, Indonesia","{'location': {'lat': -1.5210204, 'lng': 103.4829259}, 'viewport': {'northeast': {'lat': -1.519803020107278, 'lng': 103.48467405}, 'southwest': {'lat': -1.522502679892722, 'lng': 103.47768145}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PULAU KAPAL SANGGAT,ChIJj5NdBtdhLy4R9lOayHi5rkA,4.3,ChIJj5NdBtdhLy4R9lOayHi5rkA,"['tourist_attraction', 'point_of_interest', 'establishment']",6,,"[{'height': 1393, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115831297679546875713"">A Google User</a>'], 'photo_reference': 'AUGGfZkbKEzj0xku9ec3f92lkjHT4SPwFufAxvylmyvmJvTHK8_5uGj65kKGseATI72hrLBGm-P4Hc_FOdeiFqxGC4K0BusGH5ctSuIiNllXz3sRwzKZIPraahw5FQEImNk9ZmIvLeVQT47Vpwi2V4ViB_-2vFeHO7QS6kX7ewObG-c43Tov', 'width': 2477}]",,,https://www.google.com/maps/place/?q=place_id:ChIJj5NdBtdhLy4R9lOayHi5rkA
OPERATIONAL,"CX88+8JX, Pematang Raman, Kumpeh, Muaro Jambi Regency, Jambi 36371, Indonesia","{'location': {'lat': -1.5841275, 'lng': 103.9666115}, 'viewport': {'northeast': {'lat': -1.582777670107278, 'lng': 103.9679613298927}, 'southwest': {'lat': -1.585477329892722, 'lng': 103.9652616701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pos karhutla kumpeh pematang raman,ChIJV4vLLT29JS4R9Mg5gi5ro8A,0.0,ChIJV4vLLT29JS4R9Mg5gi5ro8A,"['tourist_attraction', 'point_of_interest', 'establishment']",0,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104101489495022285727"">A Google User</a>'], 'photo_reference': 'AUGGfZmwDFFHiCAKz_JCYtSIVc125hlUkD5WyskY4BjEqvmPNkGy5kjvMzkzXOW3aTAZ_hsuw9NeP-lhe6yIXkPsKX5hpWgCVgiXhjnONOzodh83W46sxcMh-sHt56ADX1cShzO_Hv-aKHIX07L0mbaAo_BSXiClbtmsovf4ffieUqE5XLVE', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJV4vLLT29JS4R9Mg5gi5ro8A
OPERATIONAL,"GJ54+3WG, RT.02, Jambi Tulo, Kec. Maro Sebo, Kabupaten Muaro Jambi, Jambi, Indonesia","{'location': {'lat': -1.4923121, 'lng': 103.6073332}, 'viewport': {'northeast': {'lat': -1.491071370107278, 'lng': 103.6128061}, 'southwest': {'lat': -1.493771029892722, 'lng': 103.6055089}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pondok kebun key,ChIJ4x4zEACLJS4RC7cMFFSkGXo,0.0,ChIJ4x4zEACLJS4RC7cMFFSkGXo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ4x4zEACLJS4RC7cMFFSkGXo
OPERATIONAL,"8P48+V5J, Jl. Jambi, Sungai Gelam, Kec. Sungai Gelam, Kabupaten Muaro Jambi, Jambi 36364, Indonesia","{'location': {'lat': -1.6927879, 'lng': 103.7153769}, 'viewport': {'northeast': {'lat': -1.691438220107278, 'lng': 103.7167266298927}, 'southwest': {'lat': -1.694137879892722, 'lng': 103.7140269701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,simpang sekap,ChIJ_y_0YJOFJS4RuASVrsNaoMk,4.2,ChIJ_y_0YJOFJS4RuASVrsNaoMk,"['tourist_attraction', 'point_of_interest', 'establishment']",11,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112457484654874015858"">A Google User</a>'], 'photo_reference': 'AUGGfZnL8eVt4kXNFsXOvm6DlvMiD6rVKdjbr_TXT7RaPp1O-O4hQ8ms64D2U_KVwln1A4W1CRsQ7Lhn4wo-qiqq5Teucio2TSoOwTrHAEbDtIcuGS_mMtqHLJ8WECBVUtOeRt5QV7ux-ICR1NgWiUdUqCh9DMueQBQY5fp9YvAMqVa_J3M', 'width': 1080}]",,,https://www.google.com/maps/place/?q=place_id:ChIJ_y_0YJOFJS4RuASVrsNaoMk
OPERATIONAL,"RT 01 No. 56 Desa Muara Jambi Kec. Maro Sebo Kab. Muaro Jambi Privinsi Jambi, Muaro Jambi, Kec. Maro Sebo, Kabupaten Muaro Jambi, Jambi 36382, Indonesia","{'location': {'lat': -1.481581, 'lng': 103.6653366}, 'viewport': {'northeast': {'lat': -1.480123920107278, 'lng': 103.6667452298927}, 'southwest': {'lat': -1.482823579892722, 'lng': 103.6640455701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,WISATA AMANAH,ChIJFYkJBAWNJS4R3yL_1QIL-FY,5.0,ChIJFYkJBAWNJS4R3yL_1QIL-FY,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111823540260855148902"">A Google User</a>'], 'photo_reference': 'AUGGfZkMfglQd42RY4Aavdx-4PBnWHg3CZLedpMaj4baECsfVDBtBJvfCJeLRA43TQ5y9oZBJ30ge4WRTYOyhSXR0BrCYOyEXHhmjJeqt1UHMHfOay__KMrKc71XIlkg2LLJA1dhDsnKdvRXGYQYXZMy51RAtIzonMb3suUqzmW-ku6cJ5wz', 'width': 1080}]","{'compound_code': 'GM98+94 Muaro Jambi, Muaro Jambi Regency, Jambi, Indonesia', 'global_code': '6PC5GM98+94'}",,https://www.google.com/maps/place/?q=place_id:ChIJFYkJBAWNJS4R3yL_1QIL-FY
