business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,place_id,rating,reference,types,user_ratings_total,photos,permanently_closed,url
OPERATIONAL,"M98C+QCR, Jln poros labungkari, Lakorua, Kec. Mawasangka Tengah, Kabupaten Buton, Sulawesi Tenggara, Indonesia","{'location': {'lat': -5.333013200000001, 'lng': 122.3710002}, 'viewport': {'northeast': {'lat': -5.331651020107278, 'lng': 122.3723079798928}, 'southwest': {'lat': -5.334350679892722, 'lng': 122.3696083201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mawasangka Tengah,{},ChIJCTU7a2-Doy0RKNVpsx3ikjA,0.0,ChIJCTU7a2-Doy0RKNVpsx3ikjA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJCTU7a2-Doy0RKNVpsx3ikjA
OPERATIONAL,"JFF5+XP, Wantopi, East Mawasangka, Buton Regency, South East Sulawesi 93762, Indonesia","{'location': {'lat': -5.3750146, 'lng': 122.4593257}, 'viewport': {'northeast': {'lat': -5.373664770107278, 'lng': 122.4606755298927}, 'southwest': {'lat': -5.376364429892722, 'lng': 122.4579758701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Pasi Bungi,,ChIJN4ZeCc6Hoy0RJB-6qOPkaW8,5.0,ChIJN4ZeCc6Hoy0RJB-6qOPkaW8,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109520507149977792694"">A Google User</a>'], 'photo_reference': 'AUGGfZmq5W-Ewb9mRbhDUUXlPhp_DpAlZ99XPYurrp1KIOWc6Lj0LwSSm9BJTAIZ4DULSP7o0vEYdnc-RX2HDqvHvLtPV-EtNAh0kZY9ESC7m_zzzTvLHD4LhEVfOrlpkI2vroLHCwZaqdpeTNHTGvsfadJLBq3NCP-jCyoT8476fCIltQ7t', 'width': 2448}]",,https://www.google.com/maps/place/?q=place_id:ChIJN4ZeCc6Hoy0RJB-6qOPkaW8
OPERATIONAL,"JFFM+G9X, Bungi, East Mawasangka, Buton Regency, South East Sulawesi, Indonesia","{'location': {'lat': -5.3761432, 'lng': 122.4834693}, 'viewport': {'northeast': {'lat': -5.374793370107279, 'lng': 122.4848191298927}, 'southwest': {'lat': -5.377493029892722, 'lng': 122.4821194701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Sampakeha,{'open_now': False},ChIJHQFstwuHoy0R5zjtsSamqPs,4.5,ChIJHQFstwuHoy0R5zjtsSamqPs,"['tourist_attraction', 'point_of_interest', 'establishment']",4,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110565212863434999704"">MUHAMAD BAHMIN</a>'], 'photo_reference': 'AUGGfZk3pDJsUeZgf7-E_bBbDRzCnp-j8X1Zx4y9zQiWY9pO1o6k7T73F8xuPsVx_9xfjJCj25fRRY834V6w289OjsqwUVJYSwbNBqyXCzBRlh9xHVsvuCQiIZ6ZWtSmn-IyutFk-6DDRYbsFSnWcShJomKitvzriBW9JeTtDIETa1nibRhW', 'width': 4160}]",,https://www.google.com/maps/place/?q=place_id:ChIJHQFstwuHoy0R5zjtsSamqPs
OPERATIONAL,"JFCC+92, Wantopi, East Mawasangka, Buton Regency, South East Sulawesi, Indonesia","{'location': {'lat': -5.379118, 'lng': 122.4700569}, 'viewport': {'northeast': {'lat': -5.377815370107277, 'lng': 122.4711629798927}, 'southwest': {'lat': -5.380515029892721, 'lng': 122.4684633201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Mawarama,,ChIJF2vjAXyHoy0RmCqy6N7uB9k,0.0,ChIJF2vjAXyHoy0RmCqy6N7uB9k,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJF2vjAXyHoy0RmCqy6N7uB9k
OPERATIONAL,"JFG8+8GQ, Wantopi, East Mawasangka, Buton Regency, South East Sulawesi, Indonesia","{'location': {'lat': -5.3741551, 'lng': 122.466355}, 'viewport': {'northeast': {'lat': -5.372301820107278, 'lng': 122.4701824}, 'southwest': {'lat': -5.375001479892722, 'lng': 122.4650792}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gua Laumehe,{},ChIJpbHpNZuHoy0Rf1MiDj42CL8,4.4,ChIJpbHpNZuHoy0Rf1MiDj42CL8,"['tourist_attraction', 'point_of_interest', 'establishment']",13,"[{'height': 3060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108463367932800755884"">Muhammad Nasrullah</a>'], 'photo_reference': 'AUGGfZkTO3qarL-e18XwS1dtvfYN8ulOKVPKgtrMvUFpEMZ_-8A8ZAu22d_QPt0ptFV2kT9vI8KZU1wF1pH3m1Ii2H2QAEYxLoCFWV4ah9ifn8VgfyJ63XBodMtqx6W7ZjOfld3jlrov72TQvbIT37ICxywS2LHEtTMHsaH4QOYO7bkUSAiB', 'width': 4080}]",,https://www.google.com/maps/place/?q=place_id:ChIJpbHpNZuHoy0Rf1MiDj42CL8
OPERATIONAL,"P78Q+8GG, Mawasangka, buton tengah, South East Sulawesi, Indonesia","{'location': {'lat': -5.2841984, 'lng': 122.2888144}, 'viewport': {'northeast': {'lat': -5.282821120107278, 'lng': 122.2901841298927}, 'southwest': {'lat': -5.285520779892722, 'lng': 122.2874844701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wakambangura,,ChIJ_-cKFgB5oy0RuhfR7mD1cwA,0.0,ChIJ_-cKFgB5oy0RuhfR7mD1cwA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ_-cKFgB5oy0RuhfR7mD1cwA
CLOSED_TEMPORARILY,"MC3R+FMV Poe Desa Lagili, Wantopi, Mawasangka Tim., kabupaten Buton Tengah, Sulawesi Tenggara, Indonesia","{'location': {'lat': -5.3462649, 'lng': 122.4416741}, 'viewport': {'northeast': {'lat': -5.344915070107279, 'lng': 122.4430239298928}, 'southwest': {'lat': -5.347614729892722, 'lng': 122.4403242701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mata Air Poe Desa Lagili,,ChIJZ0oPFeiBoy0Rw-bttToVBFM,5.0,ChIJZ0oPFeiBoy0Rw-bttToVBFM,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 596, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103630680713030510806"">A Google User</a>'], 'photo_reference': 'AUGGfZkA7shW0xB7w2x2mV8YRg6iYPG62chaAvKB0m8WRuJ5Zg3Ba2aPtsk6ZA89p6ALNIrTudoYJG3IgKMyEHIGlO5HMRH7AjBiDEGuUc2y-ziDfUCkM27sX1zP9ySRV-qZ_PIO_sI22775eC1wX3S_G3jcVYMNTcluME6cegviJPYf0S_4', 'width': 1280}]",True,https://www.google.com/maps/place/?q=place_id:ChIJZ0oPFeiBoy0Rw-bttToVBFM
CLOSED_TEMPORARILY,"MF4Q+CVX, Batubanawa, East Mawasangka, Buton Regency, South East Sulawesi, Indonesia","{'location': {'lat': -5.3438918, 'lng': 122.4897264}, 'viewport': {'northeast': {'lat': -5.342453470107278, 'lng': 122.4910968298927}, 'southwest': {'lat': -5.345153129892722, 'lng': 122.4883971701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Oe Mondawu,,ChIJ0-3cyNKHoy0Rx0-TThi-bfE,0.0,ChIJ0-3cyNKHoy0Rx0-TThi-bfE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,https://www.google.com/maps/place/?q=place_id:ChIJ0-3cyNKHoy0Rx0-TThi-bfE
CLOSED_TEMPORARILY,"JFJ8+5W7, Wantopi, East Mawasangka, Buton Regency, South East Sulawesi, Indonesia","{'location': {'lat': -5.3695953, 'lng': 122.4672971}, 'viewport': {'northeast': {'lat': -5.368171070107278, 'lng': 122.4687859298927}, 'southwest': {'lat': -5.370870729892721, 'lng': 122.4660862701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gua Mabaura,,ChIJpywH1NWHoy0RKIwWpnRUUEI,5.0,ChIJpywH1NWHoy0RKIwWpnRUUEI,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,True,https://www.google.com/maps/place/?q=place_id:ChIJpywH1NWHoy0RKIwWpnRUUEI
CLOSED_TEMPORARILY,"J9HH+XF8, Watorumbe Bata, Central Mawasangka, Buton Regency, South East Sulawesi, Indonesia","{'location': {'lat': -5.370603699999999, 'lng': 122.3782603}, 'viewport': {'northeast': {'lat': -5.369110670107278, 'lng': 122.3796360798927}, 'southwest': {'lat': -5.371810329892722, 'lng': 122.3769364201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Permandian Air Kawosu,,ChIJN4XBbV2Boy0RwGPYNhhS30g,0.0,ChIJN4XBbV2Boy0RwGPYNhhS30g,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,True,https://www.google.com/maps/place/?q=place_id:ChIJN4XBbV2Boy0RwGPYNhhS30g
