business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,plus_code,url
OPERATIONAL,"Q57R+4FQ, Men, Ayamaru, Maybrat Regency, West Papua 98461, Indonesia","{'location': {'lat': -1.2371632, 'lng': 132.1912309}, 'viewport': {'northeast': {'lat': -1.235327720107278, 'lng': 132.1920156298927}, 'southwest': {'lat': -1.238027379892722, 'lng': 132.1893159701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Danau Framu Ayamaru,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107312680598771589384"">A Google User</a>'], 'photo_reference': 'AUGGfZnLbGE8Sqe8POQJM5KadThlqirOC71gXkXdJ8_ZyvIPP3aIHqMtAnT5KWhG847WLJHGpSNtFpwYkE5O_W_TwxF_NlGLvuNHwy_WOSJw_VBHiZeVuIHuswXyGJ62twW-W2tBJh5s7dRgQtFDSfEFQNJvMESqPIJ1ZOsVb_LQRZLPWcPQ', 'width': 4160}]",ChIJETtjzy5DWi0R8SyZ_0KQhv0,4.1,ChIJETtjzy5DWi0R8SyZ_0KQhv0,"['tourist_attraction', 'point_of_interest', 'establishment']",9.0,,,https://www.google.com/maps/place/?q=place_id:ChIJETtjzy5DWi0R8SyZ_0KQhv0
OPERATIONAL,"P5HW+WVG, Framu, Ayamaru, Maybrat Regency, West Papua 98461, Indonesia","{'location': {'lat': -1.2701917, 'lng': 132.1972092}, 'viewport': {'northeast': {'lat': -1.268843320107278, 'lng': 132.1985843798927}, 'southwest': {'lat': -1.271542979892722, 'lng': 132.1958847201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,JEMBATAN DANAU FRAMU,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114494405072767691689"">A Google User</a>'], 'photo_reference': 'AUGGfZnW78nqK3G92Q8FeLgnX86oOno20W8itOB9JrJWSyUyeWiIsZ66S6wt59n7mbNqHjxDBy0hr1Op-76hWOryLn4K5MO_xvkXGyFpmQC8Sr1WB-6I2pVkqkHUdoc3tsDHyu7nB6O_PbWir1KaKX6CqVPdnDF0q-Y3j4wnyA_2QjRSw0xP', 'width': 4032}]",ChIJ19opAWNdWi0Rn4156NG91gk,4.4,ChIJ19opAWNdWi0Rn4156NG91gk,"['tourist_attraction', 'point_of_interest', 'establishment']",10.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ19opAWNdWi0Rn4156NG91gk
OPERATIONAL,"Q742+7M, Huberita, Ayamaru Timur, Maybrat Regency, West Papua, Indonesia","{'location': {'lat': -1.2442688, 'lng': 132.2517148}, 'viewport': {'northeast': {'lat': -1.243104770107278, 'lng': 132.2529965298927}, 'southwest': {'lat': -1.245804429892722, 'lng': 132.2502968701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali Yukase,{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106760181586377985142"">Si Napol</a>'], 'photo_reference': 'AUGGfZmS8158CdP355g2QcbEklUsWN47cwBwtSoVeR3PaDbv4QAZcvzyhM7mm45Q3z4KzsaQfXBYBrrRaXTloHMd9AXWFUOLG0AoQMwyC2-DelWxHouR823k-DS31fnGGzqS3xg3-eWar-Co_5uow45NXuRwIp9h7alyA0wsyJq4xRqWO-X2', 'width': 720}]",ChIJrTXMDQBnWi0RNJke_OnC7Yc,5.0,ChIJrTXMDQBnWi0RNJke_OnC7Yc,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,https://www.google.com/maps/place/?q=place_id:ChIJrTXMDQBnWi0RNJke_OnC7Yc
OPERATIONAL,"P5RM+564, Framu, Ayamaru, Maybrat Regency, West Papua 98461, Indonesia","{'location': {'lat': -1.2596064, 'lng': 132.1830744}, 'viewport': {'northeast': {'lat': -1.258256570107278, 'lng': 132.1844242298927}, 'southwest': {'lat': -1.260956229892722, 'lng': 132.1817245701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Danau Framu, Ayamaru",{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103933857849120308289"">andreas setiari</a>'], 'photo_reference': 'AUGGfZm-iJdWkGuqbc3P7p1r2VSdJXswz4aQIjvorRsD27ZPfQWP5qGifyCDfy-PSaDN68_9acQ1sGjU6rr9k5STTroQsqvsF643pz5vXozrxMcndOLLmVUYqAwcJTPl0eBJDkW0vzz0jginot5ibgUCV5KXlvjyMOIY-QccdVTLeX-Q9z_P', 'width': 4032}]",ChIJmSxkKeJcWi0RGhgNcOEbrk4,4.4,ChIJmSxkKeJcWi0RGhgNcOEbrk4,"['point_of_interest', 'establishment']",62.0,,,https://www.google.com/maps/place/?q=place_id:ChIJmSxkKeJcWi0RGhgNcOEbrk4
CLOSED_TEMPORARILY,"Q59W+735, Men, Ayamaru Jaya, Maybrat Regency, West Papua, Indonesia","{'location': {'lat': -1.2318548, 'lng': 132.1952251}, 'viewport': {'northeast': {'lat': -1.230764470107278, 'lng': 132.1965912298927}, 'southwest': {'lat': -1.233464129892722, 'lng': 132.1938915701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung WOMAN distrik AYAMARU JAYA,,,ChIJZ5HWcVZDWi0RBasbLBkCI8A,5.0,ChIJZ5HWcVZDWi0RBasbLBkCI8A,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,True,,https://www.google.com/maps/place/?q=place_id:ChIJZ5HWcVZDWi0RBasbLBkCI8A
OPERATIONAL,"Fiane, Ayamaru, Maybrat Regency, West Papua 98462, Indonesia","{'location': {'lat': -1.2550316, 'lng': 132.2197874}, 'viewport': {'northeast': {'lat': -1.253681770107278, 'lng': 132.2211372298927}, 'southwest': {'lat': -1.256381429892722, 'lng': 132.2184375701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,KALI KACA,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114186773384768817579"">A Google User</a>'], 'photo_reference': 'AUGGfZnNlM26ilLke_fVzKlbgI8WhuG8Cbyk-KgaQieDPBBjbitg1-FL_WqbkLddH6eifK9h-DppimJ92OKVRYwAUMszOhsEdp4vCNewp7oGPD7vy28UmfxmdAOHGrTQIxWC82-d2dM1GGOdN2xeH_SPtP9r3PHoiYOu17snSCwL7_ybZUzq', 'width': 4608}]",ChIJWUTVF5JdWi0Rs79glupK5Og,4.6,ChIJWUTVF5JdWi0Rs79glupK5Og,"['park', 'point_of_interest', 'establishment']",34.0,,"{'compound_code': 'P6V9+XW Fiane, Maybrat Regency, West Papua, Indonesia', 'global_code': '6QCJP6V9+XW'}",https://www.google.com/maps/place/?q=place_id:ChIJWUTVF5JdWi0Rs79glupK5Og
CLOSED_TEMPORARILY,"P668+5G, Kartapura, Ayamaru Tengah, Maybrat Regency, West Papua 98462, Indonesia","{'location': {'lat': -1.2895054, 'lng': 132.216322}, 'viewport': {'northeast': {'lat': -1.288142570107278, 'lng': 132.2176901298928}, 'southwest': {'lat': -1.290842229892722, 'lng': 132.2149904701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Semuu - Faitsroan,,"[{'height': 1079, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114695997240971248466"">A Google User</a>'], 'photo_reference': 'AUGGfZnSTN_MXjttHucWCa5FyhP6NR-aP_aAQer5QOpofyXgRp-5igxXC_8VOPj3FrrkyUiK7HUuHiVotXmr8cS4EHInyBVjpM937HOY4GjZHoWmmNV2oaUygCydB1VsaatAoCOPVen3x0t7I6DnGctICif_kUUu6qTRUj-j-SO990PEYehF', 'width': 720}]",ChIJr10vFStdWi0R0eiG6vTAifw,5.0,ChIJr10vFStdWi0R0eiG6vTAifw,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,True,,https://www.google.com/maps/place/?q=place_id:ChIJr10vFStdWi0R0eiG6vTAifw
,"Ayamaru Lakes, Men, Ayamaru Tengah, Maybrat Regency, West Papua, Indonesia","{'location': {'lat': -1.266667, 'lng': 132.2}, 'viewport': {'northeast': {'lat': -1.2555117, 'lng': 132.2160074}, 'southwest': {'lat': -1.2778222, 'lng': 132.1839926}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ayamaru Lakes,,"[{'height': 2080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106630598300565340613"">Tohadi Ardian</a>'], 'photo_reference': 'AUGGfZlKtdy5bQrPJInVg985ETbsH6f65Zc4vYggDgYM-eG7h_X-h-y7KwQ0Yz7bqxzOBwtdygdKzGo-5U-235moltfepbt3ULPtadwK7fNtb53MSyb-AHHDLJTVM5e631MXEOsWrYYH_4_JjdgLQ2Xv00VfMhikIbEnAs2hB37VZpQ2DnCp', 'width': 4624}]",ChIJ4Yv-2gNdWi0RBNf7qJbwIJc,4.0,ChIJ4Yv-2gNdWi0RBNf7qJbwIJc,"['natural_feature', 'establishment']",4.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ4Yv-2gNdWi0RBNf7qJbwIJc
OPERATIONAL,"Ayawasi, Hutan, Maybrat Regency, West Papua 98414, Indonesia","{'location': {'lat': -1.009385, 'lng': 132.546794}, 'viewport': {'northeast': {'lat': -1.008064870107278, 'lng': 132.5481003298927}, 'southwest': {'lat': -1.010764529892722, 'lng': 132.5454006701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung Petik Bintang Maybrat,{'open_now': True},"[{'height': 2760, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117300974865681898961"">A Google User</a>'], 'photo_reference': 'AUGGfZmipq7Kb6ALePfxmWdUE3WZUnwQ5jF7lBaHXKqY89U77Tz0OCF8O1-GMIQogHlGlhL3aIO9-lbCTY8R8SHVuQSYGJqITu-Kmgn3uvf6_xZSrznh67gPPtxHSN3UG9MOZxIerbag2t1XR0pEBEWqHjBXzzyKe_2lnmbHeB9ubQ-M8fEM', 'width': 4912}]",ChIJwe0dEPsHWi0RMnE9HpYDHQM,4.4,ChIJwe0dEPsHWi0RMnE9HpYDHQM,"['tourist_attraction', 'point_of_interest', 'establishment']",45.0,,,https://www.google.com/maps/place/?q=place_id:ChIJwe0dEPsHWi0RMnE9HpYDHQM
OPERATIONAL,"HXQQ+J34, Srer Sembra, Seremuk, South Sorong Regency, West Papua 98454, Indonesia","{'location': {'lat': -1.4109913, 'lng': 131.9876939}, 'viewport': {'northeast': {'lat': -1.409783620107278, 'lng': 131.9889811298927}, 'southwest': {'lat': -1.412483279892722, 'lng': 131.9862814701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sembra River,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106411726727510217103"">sinyo here</a>'], 'photo_reference': 'AUGGfZnNfI_xQz9_3yXI46BlYt90Qf9oY8-_dWucATgNejRsj-R-RszdCIJf6oVSGMTgBuvL23V7iyaCVLZlGTzkJpJWEydDFRq3nKZLJA3JcygEhlTTsJsydvq81wJOedX9i2ROr677kO7RlM3758ohnxDv064Ww_GxnO42pnbubErBwLm8', 'width': 4032}]",ChIJZ3SE9Lr-Wi0RVQ7mLXEm0wQ,4.5,ChIJZ3SE9Lr-Wi0RVQ7mLXEm0wQ,"['tourist_attraction', 'point_of_interest', 'establishment']",195.0,,,https://www.google.com/maps/place/?q=place_id:ChIJZ3SE9Lr-Wi0RVQ7mLXEm0wQ
