formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,opening_hours,rating,user_ratings_total,plus_code,permanently_closed,url
"Haharu, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4501314, 'lng': 120.0504958}, 'viewport': {'northeast': {'lat': -9.275909, 'lng': 120.0995961}, 'southwest': {'lat': -9.613638, 'lng': 119.8645399}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Haharu,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107278266971321733615"">A Google User</a>'], 'photo_reference': 'AUGGfZkxj4ua0WrCWfcHht12dREOZDioiuW8b6B-27hOPK_Zc4DgrBxIiAUqo_jpD-4iyt_CGTr1DQdJDnuiKLQt2j5SYtAkXp2M3D3Xa4u8wieejxr04JgDermzBEYQ5P1KIcguVFIR89lHDuv2iEWqyGfPFBBVJ8md99UjnamMF0iod8oB', 'width': 4160}]",ChIJnXqOGklbSywRQ-1vUhVpOwM,ChIJnXqOGklbSywRQ-1vUhVpOwM,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJnXqOGklbSywRQ-1vUhVpOwM
"C3GR+367, Ndapayami, Kanatang, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.574836099999999, 'lng': 120.0905607}, 'viewport': {'northeast': {'lat': -9.573662820107277, 'lng': 120.09303315}, 'southwest': {'lat': -9.57636247989272, 'lng': 120.08973655}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Tanggedu,"[{'height': 3803, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117875510197050574919"">Bayu Agung</a>'], 'photo_reference': 'AUGGfZnjIDLqaDdkDM88SMTFo2KZKqz98mKlxeK8BxnHfy4zk7onHypSZCT0E0lC8e4RYQdbip0N-U0ubX0TFcvoXwPUFHqj4Oh1-RYaLqSeGNflyfQjK8_hFcaJlKVnUthHmI-X85jbRCv8w0ecaErfTAjY5z-4e29an-HtBURROhb092A', 'width': 5704}]",ChIJ2RV6sRhhSywRhu3YSlPlrb0,ChIJ2RV6sRhhSywRhu3YSlPlrb0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.8,585.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ2RV6sRhhSywRhu3YSlPlrb0
"C36V+PM, Kalamba, Haharu, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.5881863, 'lng': 120.0942219}, 'viewport': {'northeast': {'lat': -9.5856984, 'lng': 120.0956181}, 'southwest': {'lat': -9.589015600000002, 'lng': 120.0900333}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun menggit Tadula njangga,"[{'height': 5184, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111450454896365403357"">A Google User</a>'], 'photo_reference': 'AUGGfZlo2NNAJ93SYRRPABv4X0a6iZK36kYl08FnkDJCo59d5nEzmeURG2ZSJJLIDIqeiLDvBnzFvUgUraQXm5fyKQ95A9o_ZiYLGkWrUkdoLaALzZA9-Yx8roAexN8l-xc4AboRIQSvCLplXY1lHx1YcKIPasahcNW5kQ99MNqey-uZ0tOE', 'width': 3456}]",ChIJW9aQjERhSywR0-cF2JJabFg,ChIJW9aQjERhSywR0-cF2JJabFg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.8,5.0,,,https://www.google.com/maps/place/?q=place_id:ChIJW9aQjERhSywR0-cF2JJabFg
"C3GX+MVF, Unnamed Road, Ndapayami, Kec. Kanatang, Kabupaten Sumba Timur, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.573322899999999, 'lng': 120.0996795}, 'viewport': {'northeast': {'lat': -9.571773320107276, 'lng': 120.1011130298927}, 'southwest': {'lat': -9.57447297989272, 'lng': 120.0984133701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,JEMBATAN TANGGEDU,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101435730117893873451"">Lushi San</a>'], 'photo_reference': 'AUGGfZlbajVAOlSgFWl8qgl3XT_EDt01Qor4v8usn0N5M0Vq7g_qQFem_X09V64WWQPb3XS6K1_yoAMbYuKlsdnLR7s2QstnrG7JPK-CqNswVa6TGSre8vSI7D795ZHLBqTcmiLeb8YzKjxTktfc1ThXT5J4nLZYMCCJmp8fKX0WMEQ2cCnE', 'width': 1472}]",ChIJcZZawMZhSywRElawI08r1Xg,ChIJcZZawMZhSywRElawI08r1Xg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,11.0,,,https://www.google.com/maps/place/?q=place_id:ChIJcZZawMZhSywRElawI08r1Xg
"C4V2+52, Mondu, Kanatang, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.5570477, 'lng': 120.1000409}, 'viewport': {'northeast': {'lat': -9.555614270107279, 'lng': 120.1016781298927}, 'southwest': {'lat': -9.558313929892723, 'lng': 120.0989784701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,FelgraTree,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104728246359089252670"">felgra yogatama</a>'], 'photo_reference': 'AUGGfZnqkLhsbWiDYuBZ5M-wK0caf8OYldd6_Nbwu6MJcEy1NNbTgNs1lYCvHO3dkHdqHEp3hnG2XbpgBQgHAcsIX0avP4-RYIuJM4ACt2e4b-cf_dt5dBoZ1ZRblSKRP8Fic2H-dCFix_08i62vWf8MAv0Ai5O54SF6n2NzvWAfZyb8LowX', 'width': 2268}]",ChIJ2TXNTgBhSywR8VNkX8NPW2o,ChIJ2TXNTgBhSywR8VNkX8NPW2o,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,5.0,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJ2TXNTgBhSywR8VNkX8NPW2o
"G47H+V72, Mondu, Kanatang, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4853683, 'lng': 120.1281417}, 'viewport': {'northeast': {'lat': -9.484450420107278, 'lng': 120.1295486798927}, 'southwest': {'lat': -9.487150079892722, 'lng': 120.1268490201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Puru kambera,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100560515020906048240"">satria bara</a>'], 'photo_reference': 'AUGGfZnm3MR_5OUtWLOy8VWFf82pyTc5C5Gqdq2JchbfKOC17fl15PuxP18au219zZrqKJA3t6jVqX9nxEKnOkc1rN3nqI-O67_my-KX5wSOocQzdiluZCT_wJJ1iV4L6RkHU_aRkSvqZ853la5asMmH2wQvSqBi3dKfE9BMEciB1qpHAdOh', 'width': 4160}]",ChIJQaymuwlfSywRvazOKkTDTKA,ChIJQaymuwlfSywRvazOKkTDTKA,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.6,128.0,,,https://www.google.com/maps/place/?q=place_id:ChIJQaymuwlfSywRvazOKkTDTKA
"Wunga, Haharu, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.3743422, 'lng': 119.9624902}, 'viewport': {'northeast': {'lat': -9.325386, 'lng': 120.0074859}, 'southwest': {'lat': -9.4059581, 'lng': 119.9353171}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wunga,,ChIJ2a7jVuBPSywRGrOlvdTSv4o,ChIJ2a7jVuBPSywRGrOlvdTSv4o,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ2a7jVuBPSywRGrOlvdTSv4o
"H29W+QR, Rambangaru, Haharu, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.430582, 'lng': 120.0470505}, 'viewport': {'northeast': {'lat': -9.428781370107277, 'lng': 120.0488671798927}, 'southwest': {'lat': -9.431481029892721, 'lng': 120.0461675201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai warahe,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115192586404211398424"">A Google User</a>'], 'photo_reference': 'AUGGfZnKuCUWFNfklP6I5VacoWG-XVJu3N5kGbL2KDixSQ91lDlRDo8hXjZI7ac49HY6hxbY-hzvYcOrLLU1rB7oLbBxQhFX0WctU387bTnJtdLk8GebbH9NRgQzYfyIHgDtIPF9K8HaOOBRrkXtGp0btd0qovD6REmBP04xQBhrDhvtoRIB', 'width': 960}]",ChIJQ364dSZbSywR7lN8JG4Vgeg,ChIJQ364dSZbSywR7lN8JG4Vgeg,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,0.0,0.0,,,https://www.google.com/maps/place/?q=place_id:ChIJQ364dSZbSywR7lN8JG4Vgeg
"Kalamba, Haharu, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.5630554, 'lng': 120.0549683}, 'viewport': {'northeast': {'lat': -9.5292231, 'lng': 120.0995961}, 'southwest': {'lat': -9.607502, 'lng': 120.012586}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kalamba,"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112328958774492090330"">musman suharto</a>'], 'photo_reference': 'AUGGfZlJYeK_IfWYzBqkaMhggFkFSYgEHYMw8ZIA3DsNW0Y8SOWs5xTNlnacnaXjxdPBs0KiapHWpqZKi4Q-kvQdPnuEl4IZ4mirDMPtGBA30jxqfPAVJ_9siBLac4UvDeV41UOtLRynTqET8VeVrEHJtHQb6gisWZ3wc92nYPTELDwzavvT', 'width': 4000}]",ChIJMfMotyhnSywRlDH3huAI5zU,ChIJMfMotyhnSywRlDH3huAI5zU,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJMfMotyhnSywRlDH3huAI5zU
"C3V2+F6H, Kalamba, Haharu, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.5563118, 'lng': 120.0506098}, 'viewport': {'northeast': {'lat': -9.55476552010728, 'lng': 120.0517059798927}, 'southwest': {'lat': -9.557465179892723, 'lng': 120.0490063201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Kalamba,"[{'height': 480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107903581146750876236"">A Google User</a>'], 'photo_reference': 'AUGGfZl-6ZRqWv2y9QfyrTb_AxJRq1xaj3F2tyIG9ieF04IhZp-qqghCQGy9ijAlH6j8hkM3dHA4tn3l5AqjDAlLFeAZQJ5dhKn2kefX3LbcnphJtwXmoDroJ4CVqRlXu-0K6bDwiB2TP4toOK1YkiDB0xnFVbkiiKzhre83hpIac3Jmb65n', 'width': 720}]",ChIJaQPkITlnSywRKB-Yme-f5TU,ChIJaQPkITlnSywRKB-Yme-f5TU,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': False},4.3,7.0,,,https://www.google.com/maps/place/?q=place_id:ChIJaQPkITlnSywRKB-Yme-f5TU
"87FW+Q44, Mauliru, Kambera, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.6756075, 'lng': 120.2953148}, 'viewport': {'northeast': {'lat': -9.674695620107277, 'lng': 120.2968977298927}, 'southwest': {'lat': -9.677395279892721, 'lng': 120.2941980701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Persaudaraan,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116880172069565758054"">Tanti Yuniarsih</a>'], 'photo_reference': 'AUGGfZkOsq78mOP9k0R1uPEQM55RfWvgspamQrUKmlBr4NbM7SSt7Wvjv7mtMWIlb2HWFZXU2Fd2NiX-11gck0Uf_sLzT24Yd6vP1JBhXjUyL_aivQnvyTgm-gLvsIDazINugS8g2Au55ZhgTL9vyKqb6izyH9tU1X9WG7cKcxDiYkKz2YmX', 'width': 4096}]",ChIJLwsrNteETCwRRDUtIjmnzLs,ChIJLwsrNteETCwRRDUtIjmnzLs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.6,268.0,,,https://www.google.com/maps/place/?q=place_id:ChIJLwsrNteETCwRRDUtIjmnzLs
"East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.9802103, 'lng': 120.3435506}, 'viewport': {'northeast': {'lat': -9.275909, 'lng': 120.8470839}, 'southwest': {'lat': -10.3347671, 'lng': 119.673141}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,East Sumba Regency,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116861216353095815205"">amar rifki</a>'], 'photo_reference': 'AUGGfZmrZHvE_4kpsgwAqsnOYUo_PWHhFJ75i2DdWIkx1hAKemG7O0vJCO0f3JNpw3dPW-lbXtDnGpXODYOSLWrPQdmsdCDTzr0PX2AHKTJh1pRwchHHIGe8jwwFVhElcD64osATG4r3j3SdJNIgbV0NhstEtfIaAvm97sH0yMIY5z9Qmpi7', 'width': 1024}]",ChIJvWPxMjeHTCwRu6qPeHo8hf4,ChIJvWPxMjeHTCwRu6qPeHo8hf4,"['administrative_area_level_2', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJvWPxMjeHTCwRu6qPeHo8hf4
"Unnamed Road, Mondu, Kec. Kanatang, Kabupaten Sumba Timur, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.5500803, 'lng': 120.114274}, 'viewport': {'northeast': {'lat': -9.548735120107278, 'lng': 120.1155922298927}, 'southwest': {'lat': -9.551434779892721, 'lng': 120.1128925701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Savana Puru Kambera,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114798039385984259638"">Ira Soesanto</a>'], 'photo_reference': 'AUGGfZm1I_Ivj6JNpwFlUzfY3Ihd65dcPVN_dtjxWVG-TXQJVSeQdjB97p85RWzsn24DqFyqD13cXZ16anL6HYIqsHL5PNuhSjkr0NQvuMswnnx4hUDhUzHjHkKBr_J7G-enGqUd-m5KQP6IrsQPh0M-9XEwwgwaDnAu2O9kjosANmn2Khxg', 'width': 4032}]",ChIJCQ2WCl9gSywRsrJJhfLCQ-I,ChIJCQ2WCl9gSywRsrJJhfLCQ-I,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,{'open_now': True},4.6,45.0,"{'compound_code': 'C4X7+XP Mondu, East Sumba Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q22C4X7+XP'}",,https://www.google.com/maps/place/?q=place_id:ChIJCQ2WCl9gSywRsrJJhfLCQ-I
"G468+9F, Mondu, Kanatang, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.4890375, 'lng': 120.1162143}, 'viewport': {'northeast': {'lat': -9.48764972010728, 'lng': 120.1175753298927}, 'southwest': {'lat': -9.490349379892724, 'lng': 120.1148756701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung adat Padadita,"[{'height': 2240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106090648986639629205"">A Google User</a>'], 'photo_reference': 'AUGGfZm9AjGsIOSajq7ZRUEY3H6qiAOLiTqLQD2fn-AiDXjDZfN3khWp-oDqt2yrC67Xrdw6_DQR-pWQMgvo-3oQegDNOZQ8tzy_rAWZiJwXZJlBO7xfYmYWdGAv2rx7ISN-TAl8AU-zgWcuPZy5Nz_DvqCI4F6F7T87Vsn8uGCdHb-afS0l', 'width': 4608}]",ChIJHb3IgM1fSywRJqS6OeGCFHQ,ChIJHb3IgM1fSywRJqS6OeGCFHQ,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.5,2.0,,,https://www.google.com/maps/place/?q=place_id:ChIJHb3IgM1fSywRJqS6OeGCFHQ
"84C2+5G3, Makamenggit, Nggaha Oriangu, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.679601, 'lng': 120.1013109}, 'viewport': {'northeast': {'lat': -9.678251170107279, 'lng': 120.1026607298928}, 'southwest': {'lat': -9.680950829892723, 'lng': 120.0999610701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Wairinding,"[{'height': 2256, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109568910272190425775"">Imran Putra Sasak</a>'], 'photo_reference': 'AUGGfZkUEhCVpktwnskXpnIQTK_WwFqTHuVWom1a67zpBskYVmPEPL75S7wITH7pQ98P8r-n2zXk-6YET1gSOJKdQT0n4u0xOQobQgKfkkjA-JqZEfa83ttHuh3TgGo0QB2LyK34DP6Yo8F4vuREsYyGEjrc9N2vUBXqazj_7Wjj06nwads6', 'width': 4000}]",ChIJoQDLNVh7SywREGvQ3at918U,ChIJoQDLNVh7SywREGvQ3at918U,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,,4.8,96.0,,,https://www.google.com/maps/place/?q=place_id:ChIJoQDLNVh7SywREGvQ3at918U
