business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,opening_hours,plus_code,price_level,permanently_closed,url
OPERATIONAL,"56GP+J6, Luku Wingir, Kambata Mapambuhang, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.823388699999999, 'lng': 120.2355585}, 'viewport': {'northeast': {'lat': -9.821983520107278, 'lng': 120.2369988298927}, 'southwest': {'lat': -9.824683179892721, 'lng': 120.2342991701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Atas Awan,"[{'height': 3840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117952781575678935640"">A Google User</a>'], 'photo_reference': 'AUGGfZkkLdebNIqNO0vEPRheL0TzdBUfl5VMms3mooroAoCiQTXbcXy1C333J6WQGT2eca9zIMD_I1PockcSvZ3atzr0g7-N_WLGaF8_6RaoGg8XUEML9ARzcBFbx0aIi8tUGEvNZ1ohqijBn7vsHLy9JNxw1MAQuxM64pye3rQbOWrgCKNa', 'width': 2160}]",ChIJa9p5H8WBTCwR-aoX1k79t1A,4.5,ChIJa9p5H8WBTCwR-aoX1k79t1A,"['tourist_attraction', 'point_of_interest', 'establishment']",8.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJa9p5H8WBTCwR-aoX1k79t1A
OPERATIONAL,"48FC+2W6, Katiku Luku, Matawai La Pawu, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.877458299999999, 'lng': 120.3222556}, 'viewport': {'northeast': {'lat': -9.876177820107277, 'lng': 120.3236790798927}, 'southwest': {'lat': -9.87887747989272, 'lng': 120.3209794201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Hiliwuku Hils,"[{'height': 2600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109852802510448000975"">marvel pulungtana</a>'], 'photo_reference': 'AUGGfZmPBAhUlQSx6D36oEeARd1MXmRcU-pqnmebEODNyG_ssf2pFZp-ECo6F2NEdS9uK_v6wHbcopZWYdUpl7Z30AB7FR8Zs6zxGKKNajTJ1CY0DtYqRqI4KgmtK3VdB-9CAPr-QcxTMRMQR22WqPkIBP_CSNs63V_IH_6d3r6foRhLT2Lq', 'width': 4624}]",ChIJ68-MSXR9TCwRH3Nl4ITaTDA,4.8,ChIJ68-MSXR9TCwRH3Nl4ITaTDA,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",250.0,{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJ68-MSXR9TCwRH3Nl4ITaTDA
OPERATIONAL,"46HP+M3M, Mahu Bokul, Kambata Mapambuhang, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8707874, 'lng': 120.2351831}, 'viewport': {'northeast': {'lat': -9.869327720107275, 'lng': 120.2366871798927}, 'southwest': {'lat': -9.87202737989272, 'lng': 120.2339875201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Lembah Mahu Bokul,"[{'height': 1970, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118020519400841088364"">Subianto Waingapu</a>'], 'photo_reference': 'AUGGfZlpkp7FnQfD7P282lHcxEl9GSE4gr_N4tu-fZBJ3iF2zVCaaghClhsgVEEHBqDvNtH0QXuXE-dPNZ6zMTefFrpgcRoKjnvCrxmVI6EeIG_MYWj_ioxnGYhjDvGksS1_t21pliqjJdDLgcMa7nhLlmd50qzlj73tv-C4wBBPc1Sd113R', 'width': 4160}]",ChIJ7UrZyXV_TCwRTmq0Bz7hj2E,5.0,ChIJ7UrZyXV_TCwRTmq0Bz7hj2E,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ7UrZyXV_TCwRTmq0Bz7hj2E
OPERATIONAL,"Bukit Tanau, Desa Tanau, Kec. Kambera, Kabupaten Sumba Timur, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.703785, 'lng': 120.2999195}, 'viewport': {'northeast': {'lat': -9.702443470107278, 'lng': 120.3012981298927}, 'southwest': {'lat': -9.705143129892722, 'lng': 120.2985984701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanau Hills,"[{'height': 2976, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100756901279327935356"">Faried Mohamad Fanany</a>'], 'photo_reference': 'AUGGfZnA77auDx_I0O4KgbJAQxSZ4sZnzVpEfQn4dpb0z8dqe_uMBYM4HtwiSLdIfD9_Ue4805GUCpe0dO27-AjaNAa0kSbsu9Pvkr8OiETN2477ENSuZ5dfpYfyPOxBCaCTZSmDeQI_X8Y9qlNyErs_CwKC5EcwmgPbnwC9NZDfbS6oD9fj', 'width': 3968}]",ChIJd97XcwGFTCwR1o-0sP1cNWs,4.8,ChIJd97XcwGFTCwR1o-0sP1cNWs,"['tourist_attraction', 'point_of_interest', 'establishment']",424.0,,"{'compound_code': '77WX+FX Mauliru, East Sumba Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q2277WX+FX'}",,,https://www.google.com/maps/place/?q=place_id:ChIJd97XcwGFTCwR1o-0sP1cNWs
OPERATIONAL,"56HM+V4, Luku Wingir, Kambata Mapambuhang, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8202754, 'lng': 120.2328391}, 'viewport': {'northeast': {'lat': -9.81883867010728, 'lng': 120.2342394798928}, 'southwest': {'lat': -9.821538329892723, 'lng': 120.2315398201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Negeri di atas awan Kambata Mapambuhang,"[{'height': 2608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102108975859167544321"">A Google User</a>'], 'photo_reference': 'AUGGfZn1cc3sp4799vD7UZAGfDE75PHcVUyG9Czy4VolSdGUbow439fwmaB-QM0a85pVPyfmmG2L2ezoM_O_gbMgCkFfYFawyrRC8H_l41t6eLw8Ya3OW0H2ycLxlc5aG2bTzG2g75OA0sk_ziqvheYfdsNCF3ENbfbfXp6deyVv4gGFZZ4B', 'width': 4624}]",ChIJB01ZQhOBTCwR8_BLG-ExAUs,4.8,ChIJB01ZQhOBTCwR8_BLG-ExAUs,"['park', 'point_of_interest', 'establishment']",6.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJB01ZQhOBTCwR8_BLG-ExAUs
OPERATIONAL,"56GG+PP5, Maidang, Kambata Mapambuhang, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.8232397, 'lng': 120.2268742}, 'viewport': {'northeast': {'lat': -9.821767770107279, 'lng': 120.2282247298927}, 'southwest': {'lat': -9.824467429892723, 'lng': 120.2255250701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit Seribu Cinta,"[{'height': 4330, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103352068029565121255"">Ade Sovia</a>'], 'photo_reference': 'AUGGfZmeKPLGCsdXYMcPRROUFNEzB4NzyE2orMqEZ5eEypzEdzhIwpAEBPkRosWUl69AGRT43_KO21GttHEtD86EZg-cLM7Z3bH1dn0snTCPoIc9RtqKgZ0x46ErSkztCQIRwz8lI2oa5Sk3a3k8TI_XojOQTGVhfOt_EcLpnU8ykxKHLVuC', 'width': 5773}]",ChIJiZDO7_6BTCwRf0V-6A8xlrI,4.8,ChIJiZDO7_6BTCwRf0V-6A8xlrI,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJiZDO7_6BTCwRf0V-6A8xlrI
OPERATIONAL,"76XF+J3V, Mbatakapidu, Waingapu City, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.7008827, 'lng': 120.2226665}, 'viewport': {'northeast': {'lat': -9.699405220107277, 'lng': 120.2241499298927}, 'southwest': {'lat': -9.70210487989272, 'lng': 120.2214502701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mbatakapidu River,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109168650944135628522"">Anita Sri Ramdany</a>'], 'photo_reference': 'AUGGfZk52hfpajD4947jcjok-Oi2-oetzIxagx5gCPg0cto4Zh_3gKAvl40eonML_WfzpGK7RLKjM0fcDx2BKFGOfygTiThmcK-fZoR8wqN_WDfBA_7jPx7JCDHDKS7pqJMchk92lo9JzvtRMUBOJVWv7wjR7zdZHhlfnDyvgutagwfcR86b', 'width': 4160}]",ChIJgWwO4xODTCwRnJ8kh3S-Gog,4.3,ChIJgWwO4xODTCwRnJ8kh3S-Gog,"['tourist_attraction', 'point_of_interest', 'establishment']",47.0,{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJgWwO4xODTCwRnJ8kh3S-Gog
OPERATIONAL,"Tanau Hills, Desa Tanau, Kec. Kambera, Kabupaten Sumba Timur, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -9.704553299999999, 'lng': 120.3003875}, 'viewport': {'northeast': {'lat': -9.703329070107278, 'lng': 120.3016518298927}, 'southwest': {'lat': -9.706028729892722, 'lng': 120.2989521701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pangginggi View Point,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113720620428969381458"">A Google User</a>'], 'photo_reference': 'AUGGfZk-kFhIYqwLULE_1HCTocmptBNkCsm8C5KY-ytQb2AAMWB_pzKXP2tE6i89eOtsoGTIRkf3Lwp1HU_BPKrhBuBdXdRzSnx4z-CcgEfkrrzoIf82qTAJEw0wIMd3by3AcNqPz0OMbH6Fc_0b1g75BWjXqEwRZEwgLo8Chd0Ah7nHgroK', 'width': 3000}]",ChIJ25BIIwCFTCwROwT42rDG4bE,5.0,ChIJ25BIIwCFTCwROwT42rDG4bE,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,{'open_now': True},"{'compound_code': '78W2+55 Mauliru, East Sumba Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q2278W2+55'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ25BIIwCFTCwROwT42rDG4bE
OPERATIONAL,"28J5+RV4, Katiku Luku, Matawai La Pawu, East Sumba Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -9.9679878, 'lng': 120.3097183}, 'viewport': {'northeast': {'lat': -9.966637970107278, 'lng': 120.3110681298927}, 'southwest': {'lat': -9.969337629892722, 'lng': 120.3083684701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Kaninu Mbaru,"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103071745835317771114"">jerry Lenggit</a>'], 'photo_reference': 'AUGGfZmW1kT8_vP5lb1JjMkjDEgGlETQ2Ho4qab7R-8bEJp9lgVfwCD7osiG9OlKwJQcpj1sMnOCBjsPuFjNjWMA1MTRYRGF5Q_QescHwizLc6A-ZXDx_sADciFfJ3OA23n3bfSKoDgavae8RAH2KX6oDnl19vWrpZnjgEvkDUqU9g1XY2yF', 'width': 4080}]",ChIJrZ3ZaaN7TCwR48FRqIfpkPE,5.0,ChIJrZ3ZaaN7TCwR48FRqIfpkPE,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,,https://www.google.com/maps/place/?q=place_id:ChIJrZ3ZaaN7TCwR48FRqIfpkPE
OPERATIONAL,"X7FQ+475, Unnamed Road, Katikutana, Kabupaten Timur, Nusa Tenggara Tim., Katikutana, Kec. Matawai La Pawu, Kabupaten Sumba Timur, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -10.0272408, 'lng': 120.2882317}, 'viewport': {'northeast': {'lat': -10.02589222010728, 'lng': 120.2895745298927}, 'southwest': {'lat': -10.02859187989272, 'lng': 120.2868748701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tanarara Matawai La Pawu,"[{'height': 3376, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105226735512745671485"">Bintang Aurel</a>'], 'photo_reference': 'AUGGfZlCd0PuZRXHkgK5kPP4BwbwHshWB11SfM0Ub71odSUWWH1gXHLX-XGnWPeMvR_s9bDYlzMXqt0fXFe9eyw6VS3T02p75TeJR1vto5BgWvViThJA1Xe7oPXUNtxdKwmiE-YQ7MYXOBf93Dph93ibZa1Yg_S7b2WUvprzeTJUm7O0bg_U', 'width': 6000}]",ChIJdWmH8AJxTCwREA4dfGJ8nFY,4.4,ChIJdWmH8AJxTCwREA4dfGJ8nFY,"['tourist_attraction', 'point_of_interest', 'establishment']",50.0,{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJdWmH8AJxTCwREA4dfGJ8nFY
