business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,url
CLOSED_TEMPORARILY,"Embun Pagi, Matua Mudiak, Kec. Matur, Kabupaten Agam, Sumatera Barat 25000, Indonesia","{'location': {'lat': -0.3031862, 'lng': 100.2485497}, 'viewport': {'northeast': {'lat': -0.3016510201072777, 'lng': 100.2499108298927}, 'southwest': {'lat': -0.3043506798927222, 'lng': 100.2472111701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Parkside Nuansa Maninjau Resort,True,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116460852674973589847"">z.arizky putra</a>'], 'photo_reference': 'AUGGfZlFGHfV_ckQ2_SJ4FlvlHi6v8AndQc0zFs5PtRLWCwuvz--FYhhInB_VZzY7ObwazvaK5yCpuhI69U8Wy58Fy6wLgMuTtL5Fs46TX8XtIEtUcz5qqOIuGku-qF4jR2iE3Pum7WOmoYMw5hg1PTDHc_7rb8JHifPmsfw1N9yeV2o9IoW', 'width': 4032}]",ChIJG0SY3k8V1S8RIuS16sdK6ZE,"{'compound_code': 'M6WX+PC Matua Mudik, Agam Regency, West Sumatra, Indonesia', 'global_code': '6PF2M6WX+PC'}",4.3,ChIJG0SY3k8V1S8RIuS16sdK6ZE,"['lodging', 'point_of_interest', 'establishment']",1383,,https://www.google.com/maps/place/?q=place_id:ChIJG0SY3k8V1S8RIuS16sdK6ZE
OPERATIONAL,"Jalan Raya Bukittinggi Medan KM 7 Padang Hijau, Gadut, Tilatang Kamang, Agam Regency, West Sumatra 26152, Indonesia","{'location': {'lat': -0.2607252, 'lng': 100.353376}, 'viewport': {'northeast': {'lat': -0.2593503201072777, 'lng': 100.3547755798927}, 'southwest': {'lat': -0.2620499798927222, 'lng': 100.3520759201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,The Balcone Hotel & Resort Bukittinggi,,"[{'height': 854, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113703650424171824020"">A Google User</a>'], 'photo_reference': 'AUGGfZkxDl3gBSUnyRwij9xce9pUNps4mS8yHWii6526lwtC6-QgWlBeGgG4c55cm2rpyrclaFl4v0f-4SgCvqJbFUCdOkCyohbixm-G5KoBDOBzPKlHclIv7azL3Y8Q62BeJR1AWfiqvuBhG8EZxZDHLR8oWVjFLDydAJIVaryMbRIO6CO4', 'width': 1280}]",ChIJU2bBuitH1S8RA-2gqQxdEZc,"{'compound_code': 'P9Q3+P9 Gadut, Agam Regency, West Sumatra, Indonesia', 'global_code': '6PF2P9Q3+P9'}",4.5,ChIJU2bBuitH1S8RA-2gqQxdEZc,"['lodging', 'point_of_interest', 'establishment']",2427,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJU2bBuitH1S8RA-2gqQxdEZc
OPERATIONAL,"Jl.Laras Datuk Bandaro, Bukit Cangang Kayu Ramang, Kec. Guguk Panjang, Kota Bukittinggi, Sumatera Barat 26115, Indonesia","{'location': {'lat': -0.3059126, 'lng': 100.3679924}, 'viewport': {'northeast': {'lat': -0.3045281701072778, 'lng': 100.3694133298927}, 'southwest': {'lat': -0.3072278298927222, 'lng': 100.3667136701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,TripleTree Hotel & Resort Bukittinggi,,"[{'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112719533766646748446"">A Google User</a>'], 'photo_reference': 'AUGGfZm5pmVRVSTMfutJXN9CPapawDxXXqT_AW_HqT21UylCmqpN3HWZH_byxow-wnomzkoxb2WdHcll131qZJkNyoarBOOPbIY-XRdBiqWPiPGoqTXVeOPKDBFnRuB02CH4vM2bCtc1wL7_UPLt8afFjMxmpsp_z9LC4wUs-c12LFT4RQAG', 'width': 768}]",ChIJ3wkQSEM51S8ROafOSKmcNDM,"{'compound_code': 'M9V9+J5 Bukit Cangang Kayu Ramang, Bukittinggi City, West Sumatra, Indonesia', 'global_code': '6PF2M9V9+J5'}",4.8,ChIJ3wkQSEM51S8ROafOSKmcNDM,"['lodging', 'point_of_interest', 'establishment']",455,,https://www.google.com/maps/place/?q=place_id:ChIJ3wkQSEM51S8ROafOSKmcNDM
OPERATIONAL,"Jl. Binuang, Kayu Kubu, Kec. Guguk Panjang, Kota Bukittinggi, Sumatera Barat, Indonesia","{'location': {'lat': -0.3071891, 'lng': 100.3615229}, 'viewport': {'northeast': {'lat': -0.3058170701072778, 'lng': 100.3628651798927}, 'southwest': {'lat': -0.3085167298927222, 'lng': 100.3601655201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Padi Ecolodge,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108120020179869001299"">aq taphaar</a>'], 'photo_reference': 'AUGGfZk2G8OqhWH4oKP7CJt-Azrgxf2lCbhB1SRzIUyqQZl-kEpkCbRPrEeXb6LiDG0nIAcu2j5v-JOMc81m8nLatL6OGIDoS8nsWk0VYd-zT1CL8V0kx0r_bULcrovYyPecoUatMhJSAbCyKkynojgZ4s21N62QxB127rYBLWbRmE9aFOBl', 'width': 3024}]",ChIJ2VimXgc51S8RoMm62RMdAuE,"{'compound_code': 'M9V6+4J Kayu Kubu, Bukittinggi City, West Sumatra, Indonesia', 'global_code': '6PF2M9V6+4J'}",4.6,ChIJ2VimXgc51S8RoMm62RMdAuE,"['lodging', 'point_of_interest', 'establishment']",50,,https://www.google.com/maps/place/?q=place_id:ChIJ2VimXgc51S8RoMm62RMdAuE
OPERATIONAL,"Jalan Telaga Biru No.1, Maninjau, Kec. Tj. Raya, Kabupaten Agam, Sumatera Barat 26471, Indonesia","{'location': {'lat': -0.299032, 'lng': 100.2243164}, 'viewport': {'northeast': {'lat': -0.2977155201072778, 'lng': 100.2257296298927}, 'southwest': {'lat': -0.3004151798927223, 'lng': 100.2230299701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Maninjau Indah,,"[{'height': 2567, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102998430740549731635"">A Google User</a>'], 'photo_reference': 'AUGGfZlHZyICfsQT9mZx4LRts3ehn4F5dJdTNouOyEFV4oeCulFX42uyCaWqQEzxeW798igWaOnmY8TPNk8RgfCs7Y09HoXgxZKNal90yDP60uy_xk9Dvk68VqpMH6jz-Vm9ILCkdQFe0ytQozeERuDBE_O6mMGdwMvG1fWo_2RKhr6FKOEL', 'width': 3423}]",ChIJ-8aHAzAV1S8RgxbQyMKRQiI,"{'compound_code': 'P62F+9P Maninjau, Agam Regency, West Sumatra, Indonesia', 'global_code': '6PF2P62F+9P'}",3.9,ChIJ-8aHAzAV1S8RgxbQyMKRQiI,"['lodging', 'point_of_interest', 'establishment']",629,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ-8aHAzAV1S8RgxbQyMKRQiI
OPERATIONAL,"Jl. Yos Sudarso No.29, Kayu Kubu, Kec. Guguk Panjang, Kota Bukittinggi, Sumatera Barat 26115, Indonesia","{'location': {'lat': -0.3027454, 'lng': 100.3662925}, 'viewport': {'northeast': {'lat': -0.3014971201072778, 'lng': 100.3678275298927}, 'southwest': {'lat': -0.3041967798927223, 'lng': 100.3651278701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Grand Rocky Hotel Bukittinggi,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114288452579394288750"">A Google User</a>'], 'photo_reference': 'AUGGfZkTV0DVAezbfm9A5UaNALPfVai9v2-usD3rZM8Z2VlkW7jnaJqfxb0hHCARo6qP8ILU1yQW4K8B96MQNYfYE60kew7M2vKVZQPSeYRQONX86YWIJ0Z9AtD5srZEYiROVNoDihbUWtqVXj855bXsSOhikzsn4GYncMf6JTRd9XUPZoaz', 'width': 1920}]",ChIJxxkDWqM41S8ROW1AiF9EwjU,"{'compound_code': 'M9W8+WG Kayu Kubu, Bukittinggi City, West Sumatra, Indonesia', 'global_code': '6PF2M9W8+WG'}",4.5,ChIJxxkDWqM41S8ROW1AiF9EwjU,"['lodging', 'point_of_interest', 'establishment']",3813,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJxxkDWqM41S8ROW1AiF9EwjU
OPERATIONAL,"Jl. H. Agus Salim, Kayu Kubu, Kec. Guguk Panjang, Kota Bukittinggi, Sumatera Barat 26115, Indonesia","{'location': {'lat': -0.3058833, 'lng': 100.367485}, 'viewport': {'northeast': {'lat': -0.3045536201072778, 'lng': 100.3689248798927}, 'southwest': {'lat': -0.3072532798927223, 'lng': 100.3662252201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Fahira Hotel,,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103347599606131327688"">A Google User</a>'], 'photo_reference': 'AUGGfZm9x75yO5WUwat9FBNEArtf6LKE0ZLCVaeAF5A_ZK-VX-jNXgWcZfC_hZTWIOiPlmPKJoKkDLgFuqTF6fDlSBqfOhc4Oy9py9TfPAXMAXxOhuR7MlJA2zIi4do-wDRDI5JwOl9W_X5Q-hSHqpkl-eKGfHjl81T11w5RWhmD6lqfh-6A', 'width': 1280}]",ChIJ-5-w_dQ51S8R2qbhb-AUwIY,"{'compound_code': 'M9V9+J2 Kayu Kubu, Bukittinggi City, West Sumatra, Indonesia', 'global_code': '6PF2M9V9+J2'}",4.5,ChIJ-5-w_dQ51S8R2qbhb-AUwIY,"['lodging', 'point_of_interest', 'establishment']",164,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJ-5-w_dQ51S8R2qbhb-AUwIY
OPERATIONAL,"P63G+X3C, Maninjau, Tanjung Raya, Agam Regency, West Sumatra 26471, Indonesia","{'location': {'lat': -0.2950565, 'lng': 100.2251408}, 'viewport': {'northeast': {'lat': -0.2937168701072778, 'lng': 100.2264935298927}, 'southwest': {'lat': -0.2964165298927223, 'lng': 100.2237938701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Beach Guest House,,"[{'height': 2610, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113329300497809230282"">sony sunandar</a>'], 'photo_reference': 'AUGGfZl6zQqLyXrZCFlnLmrCd7x7BCdbzswgK45gCjwi_Wb02f9yRihoCqQw-VRtnmSbIf_aXScz8WYWoLJ-t8veZaOXBt3k89qYgEvTp5dgq__S_P6hj_nrLJL8Nv_UNJbZreofGpMJk6XrgqYMvbwS9m0UGBEtg74opkXJkR_mTw6Q03dq', 'width': 4640}]",ChIJwx75SToV1S8RVS6Wd2n1jIY,,4.5,ChIJwx75SToV1S8RVS6Wd2n1jIY,"['lodging', 'point_of_interest', 'establishment']",201,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJwx75SToV1S8RVS6Wd2n1jIY
OPERATIONAL,"Maninjau, Tanjung Raya, Agam Regency, West Sumatra, Indonesia","{'location': {'lat': -0.2964971, 'lng': 100.2238046}, 'viewport': {'northeast': {'lat': -0.2953176201072777, 'lng': 100.2252669298927}, 'southwest': {'lat': -0.2980172798927222, 'lng': 100.2225672701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Muaro Beach Bungalows,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113911245618011064310"">A Google User</a>'], 'photo_reference': 'AUGGfZlNiLPq0fqYOExm1VEBYMisI23Nx1Qy5z2xV5ZPxHH_ND9Aaj0n4QbU-jHQJkCWaWc-Xo25dmejYNJ1zEpWeYye7I5iXtoKTsVsRR9683uYndPXTZqU4JN1gmVGNOFHB7KcJZB2tOPXQLe413rL5dAld7qNiihqe_FmUrCMXhGAw1g', 'width': 1920}]",ChIJSd3DHC0V1S8RKCnLgh6qrEU,"{'compound_code': 'P63F+CG Maninjau, Agam Regency, West Sumatra, Indonesia', 'global_code': '6PF2P63F+CG'}",4.6,ChIJSd3DHC0V1S8RKCnLgh6qrEU,"['lodging', 'point_of_interest', 'establishment']",114,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJSd3DHC0V1S8RKCnLgh6qrEU
OPERATIONAL,"Ds.Air hangat, Jl. Maninjau - Lubuk Basung No.Km.1, Maninjau, Kec. Tj. Raya, Kabupaten Agam, Sumatera Barat 26471, Indonesia","{'location': {'lat': -0.292719, 'lng': 100.2271689}, 'viewport': {'northeast': {'lat': -0.2913759201072778, 'lng': 100.2285981298927}, 'southwest': {'lat': -0.2940755798927223, 'lng': 100.2258984701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Tan Dirih Hotel,,"[{'height': 311, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108691975911499602454"">A Google User</a>'], 'photo_reference': 'AUGGfZnb-iplw8RP466rY8WT8cFY8_LJRUU_RmWpmgUS7Xwtk_aZkrF7u4mGWN9MnsYC_Q00sv1NwINFkxNXAbP3vz-0u4q90-ugLu34UC99M0riVKCbvPTQXC9lURfubn8Ykl9RL-AH1Lk8THl3YMWy_6sVjoqelV2e4zddqkTJPzFoJdf5', 'width': 555}]",ChIJCwFQd81q1S8RQ0pcCNa-jEE,"{'compound_code': 'P64G+WV Maninjau, Agam Regency, West Sumatra, Indonesia', 'global_code': '6PF2P64G+WV'}",4.5,ChIJCwFQd81q1S8RQ0pcCNa-jEE,"['lodging', 'point_of_interest', 'establishment']",113,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJCwFQd81q1S8RQ0pcCNa-jEE
