business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,url
CLOSED_TEMPORARILY,"36JP+G4X, Lembangmokallang, Bambang, Mamasa Regency, West Sulawesi 91366, Indonesia","{'location': {'lat': -2.918639, 'lng': 119.2353678}, 'viewport': {'northeast': {'lat': -2.917257049999999, 'lng': 119.2370800298927}, 'southwest': {'lat': -2.922784850000001, 'lng': 119.2343803701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Takatio Batu Tergantung,True,ChIJzy1kwP0Nky0RfAP8GBVi500,0.0,ChIJzy1kwP0Nky0RfAP8GBVi500,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJzy1kwP0Nky0RfAP8GBVi500
CLOSED_TEMPORARILY,"367P+Q63, Salutabang, Bambang, Mamasa Regency, West Sulawesi 91366, Indonesia","{'location': {'lat': -2.935620300000001, 'lng': 119.2355361}, 'viewport': {'northeast': {'lat': -2.934255820107278, 'lng': 119.2369422298927}, 'southwest': {'lat': -2.936955479892723, 'lng': 119.2342425701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,LIMBA DENGEM,True,ChIJ_TGEJDINky0Rn-LY-3hd43o,0.0,ChIJ_TGEJDINky0Rn-LY-3hd43o,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ_TGEJDINky0Rn-LY-3hd43o
CLOSED_TEMPORARILY,"36P7+8RV, Rantetarima, Bambang, Mamasa Regency, West Sulawesi 91371, Indonesia","{'location': {'lat': -2.9141387, 'lng': 119.2145421}, 'viewport': {'northeast': {'lat': -2.913330600000001, 'lng': 119.21551045}, 'southwest': {'lat': -2.916563, 'lng': 119.21163705}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pannapu,True,ChIJH_dozL4Rky0RBJVo-MeFNtM,0.0,ChIJH_dozL4Rky0RBJVo-MeFNtM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJH_dozL4Rky0RBJVo-MeFNtM
CLOSED_TEMPORARILY,"36GM+6MP, dusun lemba lemba, Salutabang, Kec. Bambang, Kabupaten Mamasa, Sulawesi Barat 91366, Indonesia","{'location': {'lat': -2.9244173, 'lng': 119.2342101}, 'viewport': {'northeast': {'lat': -2.923158620107278, 'lng': 119.2351894798928}, 'southwest': {'lat': -2.925858279892723, 'lng': 119.2324898201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu Ma'puso,True,ChIJoVrvlCMNky0RWILK8tlgwy8,0.0,ChIJoVrvlCMNky0RWILK8tlgwy8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,"[{'height': 1560, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114555156563066028714"">A Google User</a>'], 'photo_reference': 'AUGGfZnv7ZHxL_vrA5epkaksGbQjQxAFxWEc-Hk1p7bgAZRDTmBwUIiwdS-qZZ3_y8mEPrvEbETX7e5xeNFX-VhqBqXnPdYmiqhvuoXBcbHBCmFbxJ7zztvoGg_fQtQjMSpS3O07hVj2nDduZbDRjSFbaJZup7KTXgl01Xneg9Fe9hAfJrMr', 'width': 720}]",,https://www.google.com/maps/place/?q=place_id:ChIJoVrvlCMNky0RWILK8tlgwy8
OPERATIONAL,"3759+CM, Ulumambi, Bambang, Mamasa Regency, West Sulawesi, Indonesia","{'location': {'lat': -2.941424, 'lng': 119.2691999}, 'viewport': {'northeast': {'lat': -2.939967120107278, 'lng': 119.2700596298927}, 'southwest': {'lat': -2.942666779892722, 'lng': 119.2673599701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sambabo,,ChIJ1QMetVkNky0RArpTE0gXZ5s,5.0,ChIJ1QMetVkNky0RArpTE0gXZ5s,"['tourist_attraction', 'point_of_interest', 'establishment']",2,"[{'height': 4080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105115487136787966793"">A Google User</a>'], 'photo_reference': 'AUGGfZmLMOkO9_JCb_cxgOdiudTXmVoXVY5qINEhHmrhDnnhdE7vMuQiiqMHdDW_r0sXGbK9bu377sE7h6B1GjvIR9t6IZPy5kbmSkUTYyUmjb2X_8RLhnsBkVC54ZjZ3xo5UBL3sOZoPl1DsF57y7ug6aJeNNh9-XaBOMEYrcAkG8quAhTO', 'width': 3060}]",,https://www.google.com/maps/place/?q=place_id:ChIJ1QMetVkNky0RArpTE0gXZ5s
CLOSED_TEMPORARILY,"35FR+PQ9, Saluassing, Bambang, Mamasa Regency, West Sulawesi 91371, Indonesia","{'location': {'lat': -2.9246179, 'lng': 119.1927706}, 'viewport': {'northeast': {'lat': -2.923260820107278, 'lng': 119.1941495298927}, 'southwest': {'lat': -2.925960479892722, 'lng': 119.1914498701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun lemo,True,ChIJa6qBu54Tky0RooeWES4NDjU,0.0,ChIJa6qBu54Tky0RooeWES4NDjU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJa6qBu54Tky0RooeWES4NDjU
OPERATIONAL,"37VG+345, Ulumambi, Bambang, Mamasa Regency, West Sulawesi, Indonesia","{'location': {'lat': -2.9073547, 'lng': 119.2753679}, 'viewport': {'northeast': {'lat': -2.906004870107278, 'lng': 119.2767177298927}, 'southwest': {'lat': -2.908704529892722, 'lng': 119.2740180701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu ampam,,ChIJrwusSakPky0RHYXRsnV-4jQ,0.0,ChIJrwusSakPky0RHYXRsnV-4jQ,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJrwusSakPky0RHYXRsnV-4jQ
OPERATIONAL,"368M+FW, Salutabang, Bambang, Mamasa Regency, West Sulawesi, Indonesia","{'location': {'lat': -2.9341135, 'lng': 119.2340676}, 'viewport': {'northeast': {'lat': -2.932762420107278, 'lng': 119.2360491798927}, 'southwest': {'lat': -2.935462079892722, 'lng': 119.2333495201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Limba Lambakuk,,ChIJL3EiXQANky0R4WVxvDjQ2p8,0.0,ChIJL3EiXQANky0R4WVxvDjQ2p8,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJL3EiXQANky0R4WVxvDjQ2p8
OPERATIONAL,"37VG+G8G, Ulumambi, Bambang, Mamasa Regency, West Sulawesi, Indonesia","{'location': {'lat': -2.9061945, 'lng': 119.2758333}, 'viewport': {'northeast': {'lat': -2.904844670107277, 'lng': 119.2771831298927}, 'southwest': {'lat': -2.907544329892722, 'lng': 119.2744834701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Batu papam,,ChIJO6aBFeIPky0RDi7dML4XyOc,0.0,ChIJO6aBFeIPky0RDi7dML4XyOc,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJO6aBFeIPky0RDi7dML4XyOc
CLOSED_TEMPORARILY,"3682+G3Q, Saluassing, Bambang, Mamasa Regency, West Sulawesi 91371, Indonesia","{'location': {'lat': -2.9336679, 'lng': 119.2002201}, 'viewport': {'northeast': {'lat': -2.932318070107277, 'lng': 119.2015699298928}, 'southwest': {'lat': -2.935017729892722, 'lng': 119.1988702701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pamenta menta,True,ChIJEzpg6A4Tky0RgYdrwKIYffo,0.0,ChIJEzpg6A4Tky0RgYdrwKIYffo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJEzpg6A4Tky0RgYdrwKIYffo
