business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,plus_code,price_level,permanently_closed,url
OPERATIONAL,"9RRH+J7V, Mantar, Poto Tano, West Sumbawa Regency, West Nusa Tenggara 84454, Indonesia","{'location': {'lat': -8.6083818, 'lng': 116.8281757}, 'viewport': {'northeast': {'lat': -8.606988570107278, 'lng': 116.8295523298927}, 'southwest': {'lat': -8.609688229892722, 'lng': 116.8268526701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mantar Paragliding Flying Site,{'open_now': True},"[{'height': 3724, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101022919286566143501"">fajar setiawan</a>'], 'photo_reference': 'AUGGfZlBaN4f6CLRDgK8OhQe3H79GdK8Rkw03ANXUtz36L_FYv3qQjh8rSExA0A2rLaRYWCqUMyEE2UzE8y_Qre9VZz-DThvHyMPdIfalZSVQX2rRNB1bNnUbNV12byGVRJjE6p_pChW8GNRELMrOwGEnS6knCB9PjocoMmGs7S4eBfcEcmp', 'width': 2096}]",ChIJrX-VJiRqzC0RBqV_PUNiqQ8,4.6,ChIJrX-VJiRqzC0RBqV_PUNiqQ8,"['tourist_attraction', 'point_of_interest', 'establishment']",571.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJrX-VJiRqzC0RBqV_PUNiqQ8
OPERATIONAL,"9RRH+H66, Mantar, Poto Tano, West Sumbawa Regency, West Nusa Tenggara 84454, Indonesia","{'location': {'lat': -8.6085836, 'lng': 116.8280215}, 'viewport': {'northeast': {'lat': -8.60724592010728, 'lng': 116.8294215298927}, 'southwest': {'lat': -8.609945579892724, 'lng': 116.8267218701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bukit mantar,{'open_now': True},"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103074240779317408885"">Akhnaf MuZakki</a>'], 'photo_reference': 'AUGGfZnY9htIT1HCuAq6PlEdrOxuqFaMlo2nezvlGP1QC9DBJDR9AFTi9p8Z4IRoUTr7bhIDzbiJmgUHpa0KWIvDUXWwcXmVNcI2VpgK84zyLB-MntA3ykObCQ1UYeYEwfkcOZUlR-jnNNQNzf0K-WYbpt1rtzamfHpIY6LRAKnKbp2cUtTp', 'width': 4128}]",ChIJA_lIij5pzC0RaFxgzY7ogYg,4.8,ChIJA_lIij5pzC0RaFxgzY7ogYg,"['tourist_attraction', 'point_of_interest', 'establishment']",62.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJA_lIij5pzC0RaFxgzY7ogYg
OPERATIONAL,"GR2M+99R, Poto Tano, West Sumbawa Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.499010799999999, 'lng': 116.8333913}, 'viewport': {'northeast': {'lat': -8.497779170107277, 'lng': 116.83594865}, 'southwest': {'lat': -8.500478829892721, 'lng': 116.83253885}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gili Kenawa,,"[{'height': 404, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105631936060248665215"">A Google User</a>'], 'photo_reference': 'AUGGfZkwLusUEUl1h1hJOjhy5juAR38p44UOt0Gm5jn98-3mpNR5mUu7XV20VIUvzjoT_IZ1go9YKY5ybf3Fqop3lhzRDTk9GAWLjxVPPxSsKwyuPrsb6FqBN30xotC3rnxN5LF5PI5IxvzUcyi95C7p7R-jwVhyMy_YWFdi7RUxVvLOWd8J', 'width': 720}]",ChIJf3URN-kVzC0Rm_nUcCF2XcQ,4.7,ChIJf3URN-kVzC0Rm_nUcCF2XcQ,"['tourist_attraction', 'point_of_interest', 'establishment']",40.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJf3URN-kVzC0Rm_nUcCF2XcQ
,"Mantar, Poto Tano, West Sumbawa Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.645083699999999, 'lng': 116.8085683}, 'viewport': {'northeast': {'lat': -8.6037249, 'lng': 116.845263}, 'southwest': {'lat': -8.6853219, 'lng': 116.7825979}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mantar,,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112958978966888047926"">A Google User</a>'], 'photo_reference': 'AUGGfZmfDYbN0-sRZjxMuDZYT8Rjrufl9sEBW1J2KI1Xupgw68IcHSJmcltBc5dnT05LoRxKY_N2SJm2Fu0bFKYelQ-c6H9KbqsI70eSeP_d-KS5Bo-9_1GbafEOuKN6Mr8P2pQmg3CBqhJqCTETRl_ZGjv4y9OiMl2HRU4eSwRG--26BGZS', 'width': 1080}]",ChIJAQIC-cVpzC0RTK6U6AkXLfM,,ChIJAQIC-cVpzC0RTK6U6AkXLfM,"['administrative_area_level_4', 'political']",,,,,https://www.google.com/maps/place/?q=place_id:ChIJAQIC-cVpzC0RTK6U6AkXLfM
,"Poto Tano, West Sumbawa Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.6112479, 'lng': 116.8509959}, 'viewport': {'northeast': {'lat': -8.4909648, 'lng': 116.90985}, 'southwest': {'lat': -8.6853219, 'lng': 116.746107}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Poto Tano,,"[{'height': 435, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111808833311051437651"">Didit Aja</a>'], 'photo_reference': 'AUGGfZnofIWxpxBOwKyAh5zusPkcXRcxFo_8gJix4vrM8wNC0SkF8-fN1GD0oz0X4_52a7CTkbqZA9lVXOCtv61TqEgYE2bIW__Xn5cnLcVNKf0QGTogZKx1_lsR9HWNBrxDSBKS4OLkBKxpRXR8WtHy7lOK-C1e86OI0iGn3BbTCzhQkfy_', 'width': 720}]",ChIJYV4SI0RqzC0RNZtubXuI6Hs,,ChIJYV4SI0RqzC0RNZtubXuI6Hs,"['administrative_area_level_3', 'political']",,,,,https://www.google.com/maps/place/?q=place_id:ChIJYV4SI0RqzC0RNZtubXuI6Hs
OPERATIONAL,"CVM3+4MF, Kokar Lian, Poto Tano, West Sumbawa Regency, West Nusa Tenggara 84454, Indonesia","{'location': {'lat': -8.5671918, 'lng': 116.8541687}, 'viewport': {'northeast': {'lat': -8.565933670107277, 'lng': 116.8555930298927}, 'southwest': {'lat': -8.568633329892721, 'lng': 116.8528933701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Bukit Galau 1.,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115555748709147463997"">Jaya Laksana</a>'], 'photo_reference': 'AUGGfZmr4giUlkCmBE4FZT8PI0ikyJ35qNwYM7rNWw6s85pTIDTUDhSA0kl78zpLLqy2XSJIUNphMW2klRdJ7l5cNnYdfUfWMIbC_3hBKu92xw-Gv4d8z646QMwSw7pRnQtvDnDhvQ85m_6veitiZDiFho-PlmQFM8s-wee6MR42CTLVGmLr', 'width': 1920}]",ChIJwY8ncwZrzC0REDD8VDUADuA,4.5,ChIJwY8ncwZrzC0REDD8VDUADuA,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",103.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJwY8ncwZrzC0REDD8VDUADuA
OPERATIONAL,"Jl. Tano Kertasari, Tua Nanga, Kec. Poto Tano, Kabupaten Sumbawa Barat, Nusa Tenggara Bar. 84454, Indonesia","{'location': {'lat': -8.672911299999999, 'lng': 116.7720195}, 'viewport': {'northeast': {'lat': -8.67075565, 'lng': 116.7736356798928}, 'southwest': {'lat': -8.67362985, 'lng': 116.7709360201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MORO BAY,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103727370234166148822"">A Google User</a>'], 'photo_reference': 'AUGGfZm4YDSeBVo4O5jXhNCBDiTUENu1aiGTTS5rS7yA-NraGdnGbgZaExtw8MmyMCqRe3e-lp4VUdyjTu4q8kr45cVHlD5phCeRctgr0MTnsBVImODcp_FFTLqIf09Ck7MrQ7sR47J5UQ2Gq2_MVwK4xxRL3-YwNaCo058L-RH-kgrpqGJO', 'width': 4032}]",ChIJ-SoDvhRDzC0R0o7W597dRQw,4.9,ChIJ-SoDvhRDzC0R0o7W597dRQw,"['tourist_attraction', 'point_of_interest', 'establishment']",14.0,"{'compound_code': '8QGC+RR Tua Nanga, West Sumbawa Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3R8QGC+RR'}",,,https://www.google.com/maps/place/?q=place_id:ChIJ-SoDvhRDzC0R0o7W597dRQw
OPERATIONAL,"FRMJ+QG, Poto Tano, West Sumbawa Regency, West Nusa Tenggara 84454, Indonesia","{'location': {'lat': -8.5156177, 'lng': 116.8312563}, 'viewport': {'northeast': {'lat': -8.5136697, 'lng': 116.8336677}, 'southwest': {'lat': -8.521461700000001, 'lng': 116.8304525}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Lampu Ijo,,"[{'height': 2736, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117765412842057939586"">sun maya</a>'], 'photo_reference': 'AUGGfZmBFjVuhwN7VjqckV68FUwcOt68rCKN0C2pGNWu7d_52Bv6XkNuajf3H85YkeUJoFfnb2iK7aAOc8UI51sceGI_5G1yN5a26ymzd6kI_HR-4KisTd1FnTYUWRPGQ3b6HRWuBD52Iu83wAvciWuDEJVr2ca5Cee4cl7mTLzfZQ2mpgAF', 'width': 3648}]",ChIJpdKKUuQVzC0R0RUuIgnTuLY,4.8,ChIJpdKKUuQVzC0R0RUuIgnTuLY,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJpdKKUuQVzC0R0RUuIgnTuLY
OPERATIONAL,"FQFR+X74, Poto Tano, West Sumbawa Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.525115, 'lng': 116.79071}, 'viewport': {'northeast': {'lat': -8.523765170107277, 'lng': 116.7920598298928}, 'southwest': {'lat': -8.52646482989272, 'lng': 116.7893601701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ang 6 BNJ,,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107991834224140740441"">Alfiya Sw</a>'], 'photo_reference': 'AUGGfZndyuSQ4vXzUgpDCMOHX8f9bI0bYJQfIsNKQwz0n2APzQFWFi1YPWcnCah46fuSplfztC2hGFKcv2OmBWa7R76V7tYR_cNgfx9CdO_QFwRoA-dIx7QusH-AiF-joOVUaPg3ZRk1w75UAtz94J77TvXjS2RI-AIDnZphUQjEFGTBimPN', 'width': 3264}]",ChIJh1fYNcA_zC0RcDsokX-nKwE,4.5,ChIJh1fYNcA_zC0RcDsokX-nKwE,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJh1fYNcA_zC0RcDsokX-nKwE
OPERATIONAL,"FQPV+JQ, Poto Tano, West Sumbawa Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.5128142, 'lng': 116.7935571}, 'viewport': {'northeast': {'lat': -8.511464370107278, 'lng': 116.7949069298927}, 'southwest': {'lat': -8.514164029892722, 'lng': 116.7922072701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Layang Dive Site,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109020757950163422038"">Laia Bonet</a>'], 'photo_reference': 'AUGGfZlbGzZu6BOkeJQvNu430Qmp7e7Vd_mtvgoOisjrCVOm7ujWTR04XWVg43IdfPEidqFyPR-gAF6b4v-x5eQ8as2NS08QSTIzQeE7oPfsVWmDe584piKmRxnQ7wknt4Y5F7joDrY_RIuJAO-Z2Q_n1CZj81_GwDP6M9Yb6qJcPIfsPPfk', 'width': 3024}]",ChIJ8V_z1aI_zC0RlBrkYbKWGrI,5.0,ChIJ8V_z1aI_zC0RlBrkYbKWGrI,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ8V_z1aI_zC0RlBrkYbKWGrI
