business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,price_level,rating,reference,types,user_ratings_total,plus_code,permanently_closed,url
OPERATIONAL,"6R46+5RP, Jalan Raya, Labuan Lalar, Taliwang, West Sumbawa Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.7945251, 'lng': 116.8120895}, 'viewport': {'northeast': {'lat': -8.793138570107276, 'lng': 116.8137062798927}, 'southwest': {'lat': -8.79583822989272, 'lng': 116.8110066201072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Poto Batu,{'open_now': False},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105575442040079818874"">A Google User</a>'], 'photo_reference': 'AUGGfZl5rMhGFh7JZAzMWCeUFCxiH1VHfBJYl0TkAmyoA-1PiyiMGNNC74OijCpari_leOqZKrbwWtP_WPX4f8u7HLuwBmdIyr2_t9LgqUmN2vH6b4RIEKCqtlpSIUjcCh95m7stzW0z--6grlBYDdKv6qZTghrUg2k7WOnViJVKpOmu7tM5', 'width': 4608}]",ChIJ37BvL5ZgzC0RWA9CvWVQ8ss,1.0,4.4,ChIJ37BvL5ZgzC0RWA9CvWVQ8ss,"['tourist_attraction', 'point_of_interest', 'establishment']",257,,,https://www.google.com/maps/place/?q=place_id:ChIJ37BvL5ZgzC0RWA9CvWVQ8ss
OPERATIONAL,"7VR2+JX2, Sampir, Taliwang, West Sumbawa Regency, West Nusa Tenggara 84455, Indonesia","{'location': {'lat': -8.7084849, 'lng': 116.852379}, 'viewport': {'northeast': {'lat': -8.707231870107279, 'lng': 116.8536936798927}, 'southwest': {'lat': -8.709931529892723, 'lng': 116.8509940201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Danau Lebo Taliwang,{'open_now': True},"[{'height': 2000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105429784787005070430"">yulia sofyan</a>'], 'photo_reference': 'AUGGfZnCbCvZYdy0mIa8g_4UixJEK_371XC_40U5dBJGkkaL-zmfBf2HrQeYlm_TnvSMSq-8X-iGrs8-cafeg0UBX27UdzpqWFMoYURPbRa7f_kgPKVbDyCU8KqcKulT3HA-RxsCVaJ7OPshi-G50ttfEac1sAPsJQ-kde7e6MrrZc3uVVDM', 'width': 2992}]",ChIJQ72hJTdmzC0RFidnxHN28sU,,4.1,ChIJQ72hJTdmzC0RFidnxHN28sU,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",209,,,https://www.google.com/maps/place/?q=place_id:ChIJQ72hJTdmzC0RFidnxHN28sU
OPERATIONAL,"8Q5G+RMW, Jl. Tano Kertasari, Labuan Kertasari, Kec. Taliwang, Kabupaten Sumbawa Barat, Nusa Tenggara Bar., Indonesia","{'location': {'lat': -8.690396, 'lng': 116.776705}, 'viewport': {'northeast': {'lat': -8.689032270107278, 'lng': 116.7780810798927}, 'southwest': {'lat': -8.691731929892722, 'lng': 116.7753814201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Glampar,{'open_now': True},"[{'height': 2322, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118374344029211330291"">agus suryandi</a>'], 'photo_reference': 'AUGGfZlknOKncfu_909Dc9nsbzP3_GIJRNz1I8kw0wquyF-sq4MHXlKsXCChMClVHGB3OHUVDAfe-cmG784A34AbIYQM9Xr1gXM_YZhcEtOHMmKzhTNK3V-HdITPdFu-4hsAq4by6uQnBxr6R5LvE6ZTUHIDII5ldt05f0Nx_AQ1NbwJkEFc', 'width': 4128}]",ChIJLbsmIlJDzC0Rziag3TkrKvg,,4.6,ChIJLbsmIlJDzC0Rziag3TkrKvg,"['tourist_attraction', 'point_of_interest', 'establishment']",148,,,https://www.google.com/maps/place/?q=place_id:ChIJLbsmIlJDzC0Rziag3TkrKvg
OPERATIONAL,"6VV5+RJ4, Menala, Taliwang, West Sumbawa Regency, West Nusa Tenggara 84455, Indonesia","{'location': {'lat': -8.755493, 'lng': 116.8590685}, 'viewport': {'northeast': {'lat': -8.754052170107277, 'lng': 116.8604207298927}, 'southwest': {'lat': -8.756751829892723, 'lng': 116.8577210701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Peliuk Tamurin,,,ChIJS7gf6A5nzC0RrUs7iexVVOI,,5.0,ChIJS7gf6A5nzC0RrUs7iexVVOI,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJS7gf6A5nzC0RrUs7iexVVOI
OPERATIONAL,"6RC6+JX, Telaga Bertong, Taliwang, West Sumbawa Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.7784722, 'lng': 116.8124167}, 'viewport': {'northeast': {'lat': -8.777122370107277, 'lng': 116.8137665298927}, 'southwest': {'lat': -8.77982202989272, 'lng': 116.8110668701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Simpang 4 (Nanga),,,ChIJw8LrredhzC0RRCiF0n15r0Q,,0.0,ChIJw8LrredhzC0RRCiF0n15r0Q,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJw8LrredhzC0RRCiF0n15r0Q
OPERATIONAL,"8Q6H+54C, Labuan Kertasari, Taliwang, West Sumbawa Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.689572499999999, 'lng': 116.7777707}, 'viewport': {'northeast': {'lat': -8.688222670107276, 'lng': 116.7791205298927}, 'southwest': {'lat': -8.69092232989272, 'lng': 116.7764208701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Land on the hill,,,ChIJabs191VDzC0RFyfoFfLg5Mo,,5.0,ChIJabs191VDzC0RFyfoFfLg5Mo,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJabs191VDzC0RFyfoFfLg5Mo
OPERATIONAL,"8Q6C+WWQ, Labuan Kertasari, Taliwang, West Sumbawa Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.687671, 'lng': 116.772368}, 'viewport': {'northeast': {'lat': -8.685969870107277, 'lng': 116.7753986}, 'southwest': {'lat': -8.68866952989272, 'lng': 116.7713578}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pantai Batu Rengala,,"[{'height': 5182, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101490528737805019721"">Ikhwan Altan</a>'], 'photo_reference': 'AUGGfZnHBRYH6zy-FGgF7SOcY3kFcA6vXnokeuKRyQ-dBl3ZJq0QsZdKbzIuXKUMIg26Og_TcQmGL1qTUCZ1eMKVIf3RZH1XjY7E5LwDBClW2Udr4Y8sFfSlbCDJXvDU8NTJg7fgMrFX9_RppoHhaE6aaE2MhFo3-vlIK7cq1mX_x6FBIwJa', 'width': 3876}]",ChIJr-_h4sdCzC0RJIIri_ShZmU,,4.3,ChIJr-_h4sdCzC0RJIIri_ShZmU,"['tourist_attraction', 'lodging', 'point_of_interest', 'establishment']",34,,,https://www.google.com/maps/place/?q=place_id:ChIJr-_h4sdCzC0RJIIri_ShZmU
OPERATIONAL,"6RC4+4CQ, Telaga Bertong, Taliwang, West Sumbawa Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.7796748, 'lng': 116.8061206}, 'viewport': {'northeast': {'lat': -8.778324970107278, 'lng': 116.8074704298927}, 'southwest': {'lat': -8.781024629892721, 'lng': 116.8047707701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Penisi,,"[{'height': 2998, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114520908984414441041"">Alwi Alhinduan</a>'], 'photo_reference': 'AUGGfZlDPwSiJQAJ8XXgMrkvSKuX4ZwIDHKsFpSkzR40kXaEEok4WucVkexHjDDqazdRtuteyKpN2nc5mx3JHHko9qbcGA4KKbkkAtb-Kxfsti7ENL9f5svsbYewXZ77KMiiMeco4B5lTgFxEXjDe0-8JT4cyIcI1oG53ucg62FKi-akyANM', 'width': 3998}]",ChIJ0aTN_qhhzC0RwgLWQwDl9z4,,0.0,ChIJ0aTN_qhhzC0RwgLWQwDl9z4,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ0aTN_qhhzC0RwgLWQwDl9z4
OPERATIONAL,"8Q9F+RWR, Labuan Kertasari, Taliwang, West Sumbawa Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.680377199999999, 'lng': 116.7747642}, 'viewport': {'northeast': {'lat': -8.679030270107276, 'lng': 116.7762194798927}, 'southwest': {'lat': -8.68172992989272, 'lng': 116.7735198201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Kulpider,,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101900692254953050477"">A Google User</a>'], 'photo_reference': 'AUGGfZlL4ow7glWDY61LH2X_TxPYXHyCbkhVgv_azSEAxVHQ2dLaX5Kdf29mW9VR9syR5DXnXLs8Fu4nufOrVT5-dDFo-3JnoamkY0HSOxMpKIIYoS01yvza91cBxc2TLo5OFD2KYOIqoo4R8vEeiwWKDt8VhdPO3tpkpzNW8Iqd0CgkSc5s', 'width': 1920}]",ChIJp9E74JZDzC0RfZbfSQqs7i4,,4.8,ChIJp9E74JZDzC0RfZbfSQqs7i4,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,https://www.google.com/maps/place/?q=place_id:ChIJp9E74JZDzC0RfZbfSQqs7i4
OPERATIONAL,"6RGR+FF, Kuang, Taliwang, West Sumbawa Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.7738022, 'lng': 116.8411966}, 'viewport': {'northeast': {'lat': -8.77245237010728, 'lng': 116.8425464298927}, 'southwest': {'lat': -8.775152029892723, 'lng': 116.8398467701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Samoan,,"[{'height': 3712, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102384372731253121320"">A Google User</a>'], 'photo_reference': 'AUGGfZkmipPHT0B9kI5pRD46b9lJH3ty2mvaVc-XmMnQfN6VEVnE4olXOQ8ZBlwH7_4Uik9ZKnzx6i12G1mVRPrbzRBhQBF7nrDesqXCzyA8F-kCWQKF81YvSTxJmU0o14tafT7nYW2__2Gqxpb7vqd1dLd2TEy_uoy1C3rzLdF6l0tS8VZX', 'width': 5568}]",ChIJBQPbsRRhzC0RsPfJe_QGSWs,,5.0,ChIJBQPbsRRhzC0RsPfJe_QGSWs,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,https://www.google.com/maps/place/?q=place_id:ChIJBQPbsRRhzC0RsPfJe_QGSWs
