business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,opening_hours,url
OPERATIONAL,"Beru, Jereweh, West Sumbawa Regency, West Nusa Tenggara 84456, Indonesia","{'location': {'lat': -8.8461875, 'lng': 116.8371875}, 'viewport': {'northeast': {'lat': -8.844837670107278, 'lng': 116.8385373298927}, 'southwest': {'lat': -8.847537329892722, 'lng': 116.8358376701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air terjun Semporon Tangkel waterfall,"[{'height': 2047, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117007912975523192850"">Oliver</a>'], 'photo_reference': 'AUGGfZlSfCAnVRpk_-KtKLukkNqwVkETPFhgTWP7leuCWbLcA7bmVXYKIDFKjo02yymcpMSLN3FIv-BaiwIQcivYXG2FgkT7tsp7kgssX93eW1h3hVDPHVrxrFrh1V_iDSycAg5y1N34mgXkWuEO2r8BBXllJNIEMFOcd8mdi7v-ubPYtuND', 'width': 3138}]",ChIJHw-_jy5gzC0RAPC1L468sAY,"{'compound_code': '5R3P+GV Beru, West Sumbawa Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3R5R3P+GV'}",4.4,ChIJHw-_jy5gzC0RAPC1L468sAY,"['tourist_attraction', 'point_of_interest', 'establishment']",233,,,https://www.google.com/maps/place/?q=place_id:ChIJHw-_jy5gzC0RAPC1L468sAY
OPERATIONAL,"5QFW+RW, Goa, Jereweh, West Sumbawa Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.825707999999999, 'lng': 116.7967574}, 'viewport': {'northeast': {'lat': -8.824358170107276, 'lng': 116.7981072298927}, 'southwest': {'lat': -8.82705782989272, 'lng': 116.7954075701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,RM01,,ChIJKThiNQBfzC0R-AWkV3YC99w,,0.0,ChIJKThiNQBfzC0R-AWkV3YC99w,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJKThiNQBfzC0R-AWkV3YC99w
OPERATIONAL,"4QP7+2PG, Jl. Jelengah, Beru, Kec. Jereweh, Kabupaten Sumbawa Barat, Nusa Tenggara Bar. 84456, Indonesia","{'location': {'lat': -8.864948199999999, 'lng': 116.7643224}, 'viewport': {'northeast': {'lat': -8.863880070107276, 'lng': 116.7656258798927}, 'southwest': {'lat': -8.86657972989272, 'lng': 116.7629262201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Fatiya Garden,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111834029398676268975"">A Google User</a>'], 'photo_reference': 'AUGGfZlW3Fyr_P9sN6iXy8iFRqKIOTFaQSmr4M6STBIwnHF9IXRn4O3XAvwn4biQhezxDn7dcbtZMdHHuHT4cE8XDFnYukDWWOB-LhpdI7SxzX4aTuKtJwBim4wMh5xLZ0P_GA4E1dfLE0JKt3oGE956giRNNv5NLPYXGcFlmxm3pcAT_mss', 'width': 1920}]",ChIJxd3SewX1zC0RaDobYR_a43I,,5.0,ChIJxd3SewX1zC0RaDobYR_a43I,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJxd3SewX1zC0RaDobYR_a43I
OPERATIONAL,"4QQX+VG7, Beru, Jereweh, West Sumbawa Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.8603153, 'lng': 116.7987895}, 'viewport': {'northeast': {'lat': -8.858831370107279, 'lng': 116.8001236298927}, 'southwest': {'lat': -8.861531029892722, 'lng': 116.7974239701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebunnya Fikar,,ChIJZRS2rEuLzC0R0loAzdRJFaw,,0.0,ChIJZRS2rEuLzC0R0loAzdRJFaw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJZRS2rEuLzC0R0loAzdRJFaw
CLOSED_TEMPORARILY,"4QQ7+P4C, Jelenga, Kec. Jereweh, Kabupaten Sumbawa Barat, Nusa Tenggara Bar. 84456, Indonesia","{'location': {'lat': -8.8606933, 'lng': 116.7627644}, 'viewport': {'northeast': {'lat': -8.859350120107278, 'lng': 116.7641112298927}, 'southwest': {'lat': -8.862049779892722, 'lng': 116.7614115701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai jelenga,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114878872225595233285"">A Google User</a>'], 'photo_reference': 'AUGGfZnYkBi43vy7UbUoBYjyjaWaNUnO55pfzquUjr7IuejdilkWJronrLcV7Jo-M0dDifHpmGXybAcaNU_tgVglV8GQYfhjjrbOOiJGi8qEdtkfnc7quxorNj-8i4PNde1_tNDr2IRdqke3szE-XkWjzSuc6mipWb-zfzAq8usNHtiYBSyI', 'width': 4624}]",ChIJLR44gY_1zC0RqYWlCXb21GM,,4.0,ChIJLR44gY_1zC0RqYWlCXb21GM,"['tourist_attraction', 'point_of_interest', 'establishment']",4,True,,https://www.google.com/maps/place/?q=place_id:ChIJLR44gY_1zC0RqYWlCXb21GM
OPERATIONAL,"Beru, Jereweh, West Sumbawa Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.872717999999999, 'lng': 116.7399203}, 'viewport': {'northeast': {'lat': -8.871368170107274, 'lng': 116.7412701298927}, 'southwest': {'lat': -8.874067829892718, 'lng': 116.7385704701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,NASU Surfcamp - WEST SUMBAWA,"[{'height': 1079, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102932130297920591796"">anjas wadi</a>'], 'photo_reference': 'AUGGfZn08MzfvZLAMg6ETYibS-24ybQcrrd46DCKG99Tt7jr9HSjpcbz4wE8HPTQA4RgoDLNAJIt97PR5TFpFVzU67jjfIYh2rbhYWRLPKsAcAEsr8S3tb2jd2jBlyL2gDuI5KczBd9Lni8zq1tchnDl_R_GCZwzyj06XzfFUshjzdlKj13u', 'width': 1440}]",ChIJR-bj7FT1zC0R7j60rz_Jmfs,"{'compound_code': '4PGQ+WX Beru, West Sumbawa Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3R4PGQ+WX'}",4.6,ChIJR-bj7FT1zC0R7j60rz_Jmfs,"['tourist_attraction', 'point_of_interest', 'establishment']",11,,{'open_now': True},https://www.google.com/maps/place/?q=place_id:ChIJR-bj7FT1zC0R7j60rz_Jmfs
OPERATIONAL,"Pulau Sumbawa, West Sumbawa Regency, West Nusa Tenggara 84456, Indonesia","{'location': {'lat': -8.893851399999999, 'lng': 116.7523497}, 'viewport': {'northeast': {'lat': -8.892707970107278, 'lng': 116.7538150298927}, 'southwest': {'lat': -8.895407629892722, 'lng': 116.7511153701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Benete,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105979385987811401216"">John Adamson</a>'], 'photo_reference': 'AUGGfZkhdbzXgzY1TS5vIYvh1qs0tDte49HGLSFtxSCl9g_KKOrULGy1Ll4cwIVL1bUnnnfRcnHEOfMANTHD6newdhIpx8tNmxw0FKT5zbvaBuJxbYZsrIsW1CnzuhW2qzj6s1mlufLlC6EtKaaRx8ZnYTCLZJdSS7usgB929ekw_oREztKU', 'width': 1920}]",ChIJe308IQf1zC0R-aYFQ460IhQ,"{'compound_code': '4Q42+FW Benete, West Sumbawa Regency, West Nusa Tenggara, Indonesia', 'global_code': '6P3R4Q42+FW'}",4.2,ChIJe308IQf1zC0R-aYFQ460IhQ,"['tourist_attraction', 'point_of_interest', 'establishment']",350,,{'open_now': False},https://www.google.com/maps/place/?q=place_id:ChIJe308IQf1zC0R-aYFQ460IhQ
CLOSED_TEMPORARILY,"5QGQ+MJW, Goa, Jereweh, West Sumbawa Regency, West Nusa Tenggara 84456, Indonesia","{'location': {'lat': -8.8232536, 'lng': 116.7890895}, 'viewport': {'northeast': {'lat': -8.82190377010728, 'lng': 116.7904393298927}, 'southwest': {'lat': -8.824603429892724, 'lng': 116.7877396701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Goa Peninsula,,ChIJNydLWPNfzC0R6rAJKkBfdxU,,0.0,ChIJNydLWPNfzC0R6rAJKkBfdxU,"['tourist_attraction', 'point_of_interest', 'establishment']",0,True,,https://www.google.com/maps/place/?q=place_id:ChIJNydLWPNfzC0R6rAJKkBfdxU
OPERATIONAL,"44F9+PVF, Jamu, Lunyuk, Sumbawa Regency, West Nusa Tenggara 84373, Indonesia","{'location': {'lat': -8.8756941, 'lng': 117.1196752}, 'viewport': {'northeast': {'lat': -8.874344270107276, 'lng': 117.1210250298927}, 'southwest': {'lat': -8.87704392989272, 'lng': 117.1183253701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,TAMPAR URUNG,"[{'height': 4632, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108325258710122834871"">Muhammad Jamil</a>'], 'photo_reference': 'AUGGfZndJJenL83YMdgFVIti5lxm-tFV_5Fwq8YK_xlxssMfoynP37cv6YatVWKOur3yGatx_tlDV6R75yqx890SsTSIu2FQwqwK69euQ2XJDVKyYwQ0W5Vw2EyBgZChnJIduRvf4CkYGIpL2I4nwsimVZUeFfgxmyB9zLJIn6p2Rr9PP3PN', 'width': 2608}]",ChIJpbHK7wOBzC0RmL_fLQguvA0,,5.0,ChIJpbHK7wOBzC0RmL_fLQguvA0,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",5,,,https://www.google.com/maps/place/?q=place_id:ChIJpbHK7wOBzC0RmL_fLQguvA0
OPERATIONAL,"4P9W+MM2, Benete, Maluk, West Sumbawa Regency, West Nusa Tenggara, Indonesia","{'location': {'lat': -8.8808692, 'lng': 116.7466358}, 'viewport': {'northeast': {'lat': -8.879519370107278, 'lng': 116.7479856298927}, 'southwest': {'lat': -8.882219029892722, 'lng': 116.7452859701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Puncak Benete,"[{'height': 1728, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116462397914216791101"">Dii Yuono</a>'], 'photo_reference': 'AUGGfZkW86XTK1a9H8dRNdUwap8-WQ-WuFQ-eIjDNwfGZFlUl7JvhvqmEKatilMpJhp2e6m2jBk9269CPQorFf1CyoUlNbY2UtkZk_4GjJcaMshSSn29LEoTMbmrfEzOaEsqNkQajLVZ3GLLFC2ATwbRDjI3ggqiIe7FqQzR67lAmkaCIiuL', 'width': 3936}]",ChIJ0-zcz-X1zC0RbYsaMQ6JW_U,,0.0,ChIJ0-zcz-X1zC0RbYsaMQ6JW_U,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ0-zcz-X1zC0RbYsaMQ6JW_U
