business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,plus_code,price_level,url
OPERATIONAL,"83VH+2JR, Nginamanu, Wolomeze, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.65738, 'lng': 121.079}, 'viewport': {'northeast': {'lat': -8.656492020107278, 'lng': 121.0797024798927}, 'southwest': {'lat': -8.659191679892722, 'lng': 121.0770028201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Bajo Komodo Eco Lodge,ChIJwYiorKr6si0RzZnfty5TGKw,3.5,ChIJwYiorKr6si0RzZnfty5TGKw,"['lodging', 'point_of_interest', 'establishment']",2,,,,,https://www.google.com/maps/place/?q=place_id:ChIJwYiorKr6si0RzZnfty5TGKw
OPERATIONAL,"6X7F+P98, Jl. Mayjend D.I. Panjaitan, Ngedukelu, Bajawa, Kabupaten Ngada, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.7857196, 'lng': 120.9734609}, 'viewport': {'northeast': {'lat': -8.784364320107278, 'lng': 120.9747556298927}, 'southwest': {'lat': -8.787063979892721, 'lng': 120.9720559701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Sanian,ChIJW6xAVtjgsi0RqZS-Z851R2c,4.1,ChIJW6xAVtjgsi0RqZS-Z851R2c,"['lodging', 'point_of_interest', 'establishment']",220,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112462195505256237244"">A Google User</a>'], 'photo_reference': 'AUGGfZkxLCbfRha1rJe3NSeP75g0RVkEEe82WKm_yTWPxPF2FflWGS8WHaxQOVH2EZf6kEPMO3YhXAafkIS5s8VFHeO_fTFyJsra8iT5fRRZuIc3mey4RDD35t8LaYDApu8_xj87dJIRkve7klXQ1drFFu2-yBvz7gPV2dg40P2549Ssy4W3', 'width': 4624}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJW6xAVtjgsi0RqZS-Z851R2c
OPERATIONAL,"6X7F+H6Q, Jalan D. I. Panjaitan, Trikora, Bajawa, Ngada Regency, East Nusa Tenggara 86411, Indonesia","{'location': {'lat': -8.7860373, 'lng': 120.9731778}, 'viewport': {'northeast': {'lat': -8.784693420107278, 'lng': 120.9745605298927}, 'southwest': {'lat': -8.787393079892722, 'lng': 120.9718608701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Virgo,ChIJn01NBtngsi0RaUg_9PIm_Ag,4.0,ChIJn01NBtngsi0RaUg_9PIm_Ag,"['lodging', 'point_of_interest', 'establishment']",217,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106800313011808939606"">A Google User</a>'], 'photo_reference': 'AUGGfZn3tp2R_ndLcl-mv_Ph7wFgswU-h_ry6fofwU9ilaZYZs44aIf3470ZfsXJXTby2Cv0ptqNe0rrsllXW3MKamtXk9tVL2XHO08ZqbfrpEuSEl0u_bAAlVT8RzuFxtZOZlIkEz9hbK77Q7TjhvNBP8EuTHqBXmxy_NpuRiZRPhGRUHTi', 'width': 4000}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJn01NBtngsi0RaUg_9PIm_Ag
OPERATIONAL,"Jl. Ahmad Yani No.71, Tanalodu, Bajawa, Kabupaten Ngada, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.7921322, 'lng': 120.974131}, 'viewport': {'northeast': {'lat': -8.790725720107277, 'lng': 120.9754583798928}, 'southwest': {'lat': -8.79342537989272, 'lng': 120.9727587201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Cinnamon Guesthouse,ChIJOXaZuAvhsi0RA0sl3xOufek,4.6,ChIJOXaZuAvhsi0RA0sl3xOufek,"['lodging', 'point_of_interest', 'establishment']",145,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107091113465763852375"">Heron Dawi</a>'], 'photo_reference': 'AUGGfZmVRptzlVfLnyZhIIuqpGK7by382n_xgGfA4VaBnXPdgp-BGU2R92X3ubo-TSLcC0Wg9QTLphWBagGp30NfTiPf4JSaLy_cPIWRJRD_l-a5WjeviAwgEl-08tzhcoILBzyVcGhuysTEKD5HGlQ6No4NwHFsoQKvIHDiQsurkbzqE774', 'width': 3264}]",{'open_now': True},"{'compound_code': '6X5F+4M Tanalodu, Ngada Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q326X5F+4M'}",,https://www.google.com/maps/place/?q=place_id:ChIJOXaZuAvhsi0RA0sl3xOufek
OPERATIONAL,"Jl.Pantai, Lengkosambi Bar., Kec. Riung, Flores-NTT, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.4363879, 'lng': 121.1247171}, 'viewport': {'northeast': {'lat': -8.43517132010728, 'lng': 121.1260729798927}, 'southwest': {'lat': -8.437870979892724, 'lng': 121.1233733201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Omah Erma Lenkosamby Barat Riung,ChIJ_-NUhz9Zsi0RpBYLaEbWXi0,4.9,ChIJ_-NUhz9Zsi0RpBYLaEbWXi0,"['lodging', 'point_of_interest', 'establishment']",13,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102780909887558106500"">A Google User</a>'], 'photo_reference': 'AUGGfZn4EnmoZbXP4KyIM7iz4iLzBddHqMjZd-V1BPU5c2l3tdzqju-yAdZ3-fHFzX-v7idd790EuWbbHbgMR_bkmrF8LkxMfAwnC8uAQfh-3vkmdEP6GPVLpLtFEpLln1IJP_1o7duhboLKKX-EbIni2NLZg71d2WZB3IelmXzSaOxfKEZ0', 'width': 3024}]",,"{'compound_code': 'H47F+CV West Lengkosambi, Ngada Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q33H47F+CV'}",,https://www.google.com/maps/place/?q=place_id:ChIJ_-NUhz9Zsi0RpBYLaEbWXi0
OPERATIONAL,"H2JG+3PC, Nangamese, Riung, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.419832099999999, 'lng': 121.0268196}, 'viewport': {'northeast': {'lat': -8.418506970107279, 'lng': 121.0282639798927}, 'southwest': {'lat': -8.421206629892723, 'lng': 121.0255643201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Riung TigaEmpatTujuh Guesthouse,ChIJO2U8N4dRsi0RzgXtF6DPEGw,4.9,ChIJO2U8N4dRsi0RzgXtF6DPEGw,"['lodging', 'point_of_interest', 'establishment']",18,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106683162777050170160"">daniwari widiyanto</a>'], 'photo_reference': 'AUGGfZnbJr28fYoW2DadjJXSUK30_ynTJ6LZX5X24nn6Kowq-vs9jCy-nWhRDopaG1Ewe9tf-WomvcDWLBC4-VzOmzaKJgTaXClkLlee4SqMZwa_4Z0fQ1gCoQc_Sj1RSGEUlhKnO-rdlPA2UzoBvd24yQhEJnk_zuOfEmAL6gfIh9R-XTv2', 'width': 4032}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJO2U8N4dRsi0RzgXtF6DPEGw
OPERATIONAL,"73QF+5HH, Piga, Soa, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.712057099999999, 'lng': 121.0739981}, 'viewport': {'northeast': {'lat': -8.710572870107278, 'lng': 121.0753355298928}, 'southwest': {'lat': -8.713272529892722, 'lng': 121.0726358701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Riani homestay,ChIJHY6v4ILlsi0RW3L_4j1MZRU,4.9,ChIJHY6v4ILlsi0RW3L_4j1MZRU,"['lodging', 'point_of_interest', 'establishment']",22,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107172939112971204870"">A Google User</a>'], 'photo_reference': 'AUGGfZkHZ4fmGGS_hJacaIgKYzCFuJrn7bU_qU1p2Setnnshnmi6WiqS0KxrmyromiEhK_9C2uRTtKOECCd8sGtCxPMjN-z3biJgY9pD4o88nbUD1koInKD352KVVBjWRhD79rMAfHzzupAxyRusGouh_KudF3trG1jQKzQWsppRVPfk0PdR', 'width': 4608}]",,,,https://www.google.com/maps/place/?q=place_id:ChIJHY6v4ILlsi0RW3L_4j1MZRU
OPERATIONAL,"Bawa, Jl. Ahmad Yani No.76, Tanalodu, Bajawa, Kabupaten Ngada, Nusa Tenggara Tim. 86412, Indonesia","{'location': {'lat': -8.791693, 'lng': 120.9746488}, 'viewport': {'northeast': {'lat': -8.790403670107278, 'lng': 120.9760219798927}, 'southwest': {'lat': -8.793103329892721, 'lng': 120.9733223201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Edelweis Hotel,ChIJb5Nss5Pgsi0RytOJVDJ-NuU,3.6,ChIJb5Nss5Pgsi0RytOJVDJ-NuU,"['lodging', 'point_of_interest', 'establishment']",326,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111240475458780869390"">Jusuf Alfred Adoe</a>'], 'photo_reference': 'AUGGfZkOP3esxhuPdKmeEmcJ5vgh6Evh1oHEPCvCUpTmOMYp4ryWxxYGd8PyqKWlyOumla988LucVkxkyFmjLQ-u9WjtqyRJ5jcPVCAmtlZgW4mS5aIqmvpkDkOrveo7kcY7zSjL5hjvB8PnK-Fs_dJviK_wiCkiNDwt2d0HcB-5mcUcRjTE', 'width': 4000}]",,"{'compound_code': '6X5F+8V Tanalodu, Ngada Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q326X5F+8V'}",,https://www.google.com/maps/place/?q=place_id:ChIJb5Nss5Pgsi0RytOJVDJ-NuU
OPERATIONAL,"Jl. Sriwijaya, Tanalodu, Bajawa, Kabupaten Ngada, Nusa Tenggara Tim., Indonesia","{'location': {'lat': -8.790025499999999, 'lng': 120.9761325}, 'viewport': {'northeast': {'lat': -8.788664620107278, 'lng': 120.9775185798927}, 'southwest': {'lat': -8.791364279892722, 'lng': 120.9748189201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Hotel Edelweis 2 Bajawa,ChIJdZONFzLhsi0R_rz585tvbdA,3.9,ChIJdZONFzLhsi0R_rz585tvbdA,"['lodging', 'point_of_interest', 'establishment']",84,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101882612411384450241"">Hiero Chaaa</a>'], 'photo_reference': 'AUGGfZn1R-r8zytetF5bk-ldCLCrpZ-48DbUyjKHxyFD-FgvZUul6SkDIeVb6Xs_cujv5d3tLupu6DvEqchp37WDvW2He5-tLOalifmSbFtYI71ejmSaCZrGqryTSxToOrVGDhakVe0d7ZdhZmBSvg3BHchWBArj7B2OxlPUhujebphAIz5w', 'width': 4032}]",{'open_now': True},"{'compound_code': '6X5G+XF Tanalodu, Ngada Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q326X5G+XF'}",,https://www.google.com/maps/place/?q=place_id:ChIJdZONFzLhsi0R_rz585tvbdA
OPERATIONAL,"Central Benteng, Riung, Ngada Regency, East Nusa Tenggara, Indonesia","{'location': {'lat': -8.4183789, 'lng': 121.0278509}, 'viewport': {'northeast': {'lat': -8.416963820107279, 'lng': 121.0290499798927}, 'southwest': {'lat': -8.419663479892723, 'lng': 121.0263503201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sangrila Mentos Riung,ChIJ-eiwK5RRsi0RxdIkZ4fkjUU,4.9,ChIJ-eiwK5RRsi0RxdIkZ4fkjUU,"['lodging', 'point_of_interest', 'establishment']",77,"[{'height': 1680, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111536677131737317615"">111536677131737317615</a>'], 'photo_reference': 'AUGGfZn2yYYHXqc2COIk5wi8v0IIwKc5ndk3o4qvDmtEJKRZXNY3Vwqifmo4IMTaAFajs9wV3V5XXziwT6HXSaZORar98AZEgvmbyJJefr78Zjwc24pGURDOfSDERxW4QeCAWRqndUCSQuNXVxR-8oec3ve683jM_hhYLRCP7AJ9hVpmvmnI', 'width': 3648}]",,"{'compound_code': 'H2JH+J4 Central Benteng, Ngada Regency, East Nusa Tenggara, Indonesia', 'global_code': '6Q33H2JH+J4'}",,https://www.google.com/maps/place/?q=place_id:ChIJ-eiwK5RRsi0RxdIkZ4fkjUU
