business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,plus_code,url
OPERATIONAL,"2855+F7P, Durian, Sinonsayang, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0087153, 'lng': 124.3085482}, 'viewport': {'northeast': {'lat': 1.010098729892722, 'lng': 124.3099827798927}, 'southwest': {'lat': 1.007399070107278, 'lng': 124.3072831201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KIMAN PANAI,{'open_now': True},"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109303160414026639324"">A Google User</a>'], 'photo_reference': 'AUGGfZm1LIvD7RQIJ_-PFdg1asj1VYO3qedvRx3WzVNi-iqj-9rIIekPNu5-ZylLNp6XexF6UoXf-dst4OkbZb8y6Rh_-r-PBdw2aCdFOKHRc0Pvcpm4DEH3zhgOl9wJykQKvogY_34Vh1Nhw8TR1MszetndyrsYo5-1K0Q-EcC0LOPRI0u-', 'width': 3468}]",ChIJX9iIlZfjfTIRch9bj8eBxiA,0.0,ChIJX9iIlZfjfTIRch9bj8eBxiA,"['tourist_attraction', 'storage', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJX9iIlZfjfTIRch9bj8eBxiA
OPERATIONAL,"49M4+25W, Blongko, Sinonsayang, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1326023, 'lng': 124.3554396}, 'viewport': {'northeast': {'lat': 1.133871579892722, 'lng': 124.3568685298927}, 'southwest': {'lat': 1.131171920107278, 'lng': 124.3541688701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PANTE BLONGKO,,,ChIJf-tjoSfxfTIR9Uxc7W5sgcg,3.0,ChIJf-tjoSfxfTIR9Uxc7W5sgcg,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJf-tjoSfxfTIR9Uxc7W5sgcg
OPERATIONAL,"28C5+83G, Poigar II, Sinonsayang, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0215306, 'lng': 124.3071702}, 'viewport': {'northeast': {'lat': 1.022584579892722, 'lng': 124.3084192298927}, 'southwest': {'lat': 1.019884920107278, 'lng': 124.3057195701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,PANTAI PASER BAABU,,,ChIJIfiXEA3jfTIRXyG2glxbMrA,0.0,ChIJIfiXEA3jfTIRXyG2glxbMrA,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJIfiXEA3jfTIRXyG2glxbMrA
OPERATIONAL,"2893+7X4, Poigar II, Sinonsayang, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0180127, 'lng': 124.3043063}, 'viewport': {'northeast': {'lat': 1.019299379892722, 'lng': 124.3058052298927}, 'southwest': {'lat': 1.016599720107277, 'lng': 124.3031055701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Wisata Poigar Dua,{'open_now': True},"[{'height': 2992, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106135363358471761048"">bambang sumantri,SP</a>'], 'photo_reference': 'AUGGfZnRn1B2d_8cb3DXrxWHzQKhCxYs4utZVx11oxDCCLsNwxtF_tYhiGmO9E6IFHPpiigajrNh03ILG9mlR0_eV1t6qjAKT4MwKUoko6CzS3X_A2o13EaDRYgyR6WZbdWNUf-EjhuYK6nX7VXMQTw6AMcbDO4_ekikeHVpQDzjOM7oaQbr', 'width': 4000}]",ChIJ5R_CYCnjfTIRofbrF2Ukzqw,4.5,ChIJ5R_CYCnjfTIRofbrF2Ukzqw,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJ5R_CYCnjfTIRofbrF2Ukzqw
OPERATIONAL,"487R+H6X, Boyonpante, Sinonsayang, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1139803, 'lng': 124.3406234}, 'viewport': {'northeast': {'lat': 1.115793879892722, 'lng': 124.3424466298927}, 'southwest': {'lat': 1.113094220107278, 'lng': 124.3397469701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,BoyongPante BEACH,{'open_now': True},"[{'height': 1800, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113483515184233342936"">frans ramar</a>'], 'photo_reference': 'AUGGfZkZK0R75pe8jd9IDNMp7DgWm9LMoPHGHC5aoMS9ia7urY-UQg6X2OPOBk4pOcM2HpKhKkervL60G7aDMoQc4MzhJ-hEPa5-wfinoSV64S35qhjcOiccGi5JrVUFQFAAVUU3tfHuGVYRcPQ_dmm73iYcUovbVcmOUwDFjvyZIVZiiMVv', 'width': 1800}]",ChIJY_mQ58f6fTIR8imVbJqKz2U,5.0,ChIJY_mQ58f6fTIR8imVbJqKz2U,"['tourist_attraction', 'point_of_interest', 'establishment']",2,,,https://www.google.com/maps/place/?q=place_id:ChIJY_mQ58f6fTIR8imVbJqKz2U
OPERATIONAL,"38GG+WP, Aergale, Sinonsayang, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.0773125, 'lng': 124.3268125}, 'viewport': {'northeast': {'lat': 1.078231979892722, 'lng': 124.3284830298927}, 'southwest': {'lat': 1.075532320107278, 'lng': 124.3257833701072}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Deissy Beach Cottage,{'open_now': True},"[{'height': 898, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102630971492856997191"">A Google User</a>'], 'photo_reference': 'AUGGfZlhgoqnKhxsu1notjmPktDZn8MPBIK9Nb2JrEbAOuwUzacfCKQwYxhuX6CdthwCMBz3UWQDa0tOwEL0lnw3n9AjsFs-bPeaU5cdXB_iFuFzglBS74CoriAAHVa_RSt8ODJ5LR-KX3MlRDbeZISIq5y4gTh7r4jc5dL6d1ByJlfjWCx6', 'width': 1157}]",ChIJSajezKzlfTIR3M5MX9Nxcy0,0.0,ChIJSajezKzlfTIR3M5MX9Nxcy0,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJSajezKzlfTIR3M5MX9Nxcy0
OPERATIONAL,"485R+8H3, Boyonpante, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 1.1082592, 'lng': 124.3414094}, 'viewport': {'northeast': {'lat': 1.11142705, 'lng': 124.3432851298927}, 'southwest': {'lat': 1.10720325, 'lng': 124.3405854701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Teletabis Beach,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111597269613901105316"">koko prayaka</a>'], 'photo_reference': 'AUGGfZneEvmPRE3hR9Gt-A2bxb3LabEGP9OR4yXGRK1iAAnMXm-DeXZCiVsUfMNfPGWWvu1HxwQFCx8tpfwmCt-HYxsIysSuxjHZI-ZmjzEkQLgzCe3oQcVRCGYD1iY9PQNZZRpTUGVXTcmWXyDmsZImsxqPzm_Zmi1aZxQaOLDJIIWHephm', 'width': 4032}]",ChIJMTVGRs_6fTIRvrqKZ3XNnHc,4.4,ChIJMTVGRs_6fTIRvrqKZ3XNnHc,"['tourist_attraction', 'point_of_interest', 'establishment']",61,,,https://www.google.com/maps/place/?q=place_id:ChIJMTVGRs_6fTIRvrqKZ3XNnHc
OPERATIONAL,"485V+XH6, Jl. Trans Sulawesi, Boyonpante, Kec. Sinonsayang, Kabupaten Minahasa Selatan, Sulawesi Utara, Indonesia","{'location': {'lat': 1.1099004, 'lng': 124.343887}, 'viewport': {'northeast': {'lat': 1.111239429892722, 'lng': 124.3452156298927}, 'southwest': {'lat': 1.108539770107278, 'lng': 124.3425159701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa Boyong Pante,{},,ChIJV1EhBvL7fTIRU2DzvHM-kUE,4.7,ChIJV1EhBvL7fTIRU2DzvHM-kUE,"['tourist_attraction', 'point_of_interest', 'establishment']",10,,,https://www.google.com/maps/place/?q=place_id:ChIJV1EhBvL7fTIRU2DzvHM-kUE
OPERATIONAL,"X9RP+XJ7, Toyopon, Motoling Barat, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 0.9924221, 'lng': 124.3865392}, 'viewport': {'northeast': {'lat': 0.9933067, 'lng': 124.3878901298927}, 'southwest': {'lat': 0.9897682999999998, 'lng': 124.3851904701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Air Terjun Toyopon,{'open_now': True},"[{'height': 432, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101433595538822164098"">Ferry Saroinsong</a>'], 'photo_reference': 'AUGGfZmGnkc_Uj0VVn2-RIp9cZSegly-PCWHCYeWSZE-f6DMBtqvSi9U2B-3NW0a0WxNDIs0qraW4DrsMTNaBtuXuQBsQzjH2mvDW5oPuy8foW-uTZ57l0xgqM8LVEAxBYrubNsQ_Pa8zS_IU_X0ZIkkjcoeYPA-zh4YkrmqpU-IScQgKwc7', 'width': 720}]",ChIJB0I1fZ0HfjIRVQ-KpgJ1kzs,5.0,ChIJB0I1fZ0HfjIRVQ-KpgJ1kzs,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJB0I1fZ0HfjIRVQ-KpgJ1kzs
OPERATIONAL,"4CV6+76, Pakuure, Tenga, South Minahasa Regency, North Sulawesi, Indonesia","{'location': {'lat': 1.1432094, 'lng': 124.4106217}, 'viewport': {'northeast': {'lat': 1.144559229892722, 'lng': 124.4119715298927}, 'southwest': {'lat': 1.141859570107278, 'lng': 124.4092718701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sony Lu's Tayapu Garden,,,ChIJfYBOZ-3xfTIRNtRDPBXkNfw,0.0,ChIJfYBOZ-3xfTIRNtRDPBXkNfw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJfYBOZ-3xfTIRNtRDPBXkNfw
