business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,rating,reference,types,user_ratings_total,permanently_closed,plus_code,url
OPERATIONAL,"94MG+W74, Jl. Fatahillah, Dusun kampung sato, Pauh Tim., Kec. Pariaman Tengah, Kota Pariaman, Sumatera Barat 25512, Indonesia","{'location': {'lat': -0.6152307, 'lng': 100.1257059}, 'viewport': {'northeast': {'lat': -0.6138751201072778, 'lng': 100.1270682298927}, 'southwest': {'lat': -0.6165747798927224, 'lng': 100.1243685701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/civic-bldg_pinlet,Wisata Sawah Pauh Timur,{'open_now': True},"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106656044387727838867"">A Google User</a>'], 'photo_reference': 'AUGGfZkZc41VXHW2CQqGrTJJaRixu1CaBCiyVAFCzavIOpdN_FCFb2etc2JQJjXTslextwHxon_vomJv_Rxnikty2kTngxIklN-zbdY3PDi0lmRq4xdc-tKjk3RSafASkVbMisaT0_KRgLcLW21fD95zsT6m7tb7FKFrv1GeO5EA-BIcqr-c', 'width': 4000}]",ChIJu5WxPszj1C8RukD5hwFuFKA,4.4,ChIJu5WxPszj1C8RukD5hwFuFKA,"['tourist_attraction', 'local_government_office', 'point_of_interest', 'establishment']",30,,,https://www.google.com/maps/place/?q=place_id:ChIJu5WxPszj1C8RukD5hwFuFKA
OPERATIONAL,"94J8+5JX, Jl. Syech Abdul Arief, Pauh Bar., Kec. Pariaman Tengah, Kota Pariaman, Sumatera Barat 25512, Indonesia","{'location': {'lat': -0.6195138, 'lng': 100.116595}, 'viewport': {'northeast': {'lat': -0.6181827701072777, 'lng': 100.1178650298927}, 'southwest': {'lat': -0.6208824298927221, 'lng': 100.1151653701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waterfront City Pariaman,,"[{'height': 3078, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116433535146334583722"">Harry Sulistio</a>'], 'photo_reference': 'AUGGfZlUXFVtcODVh_k12DJraBqm1_d2sDBSQUD3rJvJj7gvc5PVB7uKCLWuVwrLPZ8Mo2CYDBqqF84K9wqsXp7SwCrfHoZGXGfg82xgcHmjiDS5m77iT_7tfPDwte1ZGDTRoIl8Pw7gRlGc_GxAB6g1nX9vcFppcNqcPqsTtdnamTzGI5TD', 'width': 5472}]",ChIJGT2LPgrj1C8R5zSdSvlBbXY,4.3,ChIJGT2LPgrj1C8R5zSdSvlBbXY,"['tourist_attraction', 'point_of_interest', 'establishment']",4,,,https://www.google.com/maps/place/?q=place_id:ChIJGT2LPgrj1C8R5zSdSvlBbXY
OPERATIONAL,"94H8+VJ9, Jl. Pasir Pauh, Kecamatan Pariaman Tengah, Pauh Bar., Pariaman, Kota Pariaman, Sumatera Barat 25512, Indonesia","{'location': {'lat': -0.6203398999999999, 'lng': 100.1166058}, 'viewport': {'northeast': {'lat': -0.6189922701072778, 'lng': 100.1179352298927}, 'southwest': {'lat': -0.6216919298927222, 'lng': 100.1152355701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Talao Beach,{'open_now': True},"[{'height': 3078, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107393907543031009691"">A Google User</a>'], 'photo_reference': 'AUGGfZkD0w0eRQnf71EEdWLQSGKUSkTWmZBdWW6-rugHqkcT2GPKeyIipO_AK9KvO9INy85FGjOeAGaMF5CQ8VMPZIv_i9TqTzOrVSUIhhGQg3K5IuKdisTybqYqzrb2nAedV_r5p1nT1GUTRv1-nqEbgk7ZvhgrU2lQOwv80-497hqt6gYo', 'width': 5472}]",ChIJw2n6vPXh1C8RyDxFPVcJO-Q,4.5,ChIJw2n6vPXh1C8RyDxFPVcJO-Q,"['tourist_attraction', 'point_of_interest', 'establishment']",127,,,https://www.google.com/maps/place/?q=place_id:ChIJw2n6vPXh1C8RyDxFPVcJO-Q
OPERATIONAL,"94G9+R7M, West Pauh, Pariaman Tengah, Pariaman City, West Sumatra, Indonesia","{'location': {'lat': -0.6229194, 'lng': 100.1181806}, 'viewport': {'northeast': {'lat': -0.6215190201072778, 'lng': 100.1196153798927}, 'southwest': {'lat': -0.6242186798927223, 'lng': 100.1169157201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Muara batang Aia Pampan,,,ChIJ_1CIbmHj1C8RfmhzUkrTdiY,4.0,ChIJ_1CIbmHj1C8RfmhzUkrTdiY,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJ_1CIbmHj1C8RfmhzUkrTdiY
CLOSED_TEMPORARILY,"94H8+VJ9, Jl. Syech Abdul Arief, Pauh Bar., Kec. Pariaman Tengah, Kota Pariaman, Sumatera Barat 25512, Indonesia","{'location': {'lat': -0.6203398999999999, 'lng': 100.1166058}, 'viewport': {'northeast': {'lat': -0.6189938201072778, 'lng': 100.1179355298927}, 'southwest': {'lat': -0.6216934798927222, 'lng': 100.1152358701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Waterfront ity PariamanC,,,ChIJe0Ab77jj1C8Rncl7Yt-LZkg,5.0,ChIJe0Ab77jj1C8Rncl7Yt-LZkg,"['tourist_attraction', 'point_of_interest', 'establishment']",1,True,,https://www.google.com/maps/place/?q=place_id:ChIJe0Ab77jj1C8Rncl7Yt-LZkg
OPERATIONAL,"94P8+3H3, West Pauh, Pariaman Tengah, Pariaman City, West Sumatra 25512, Indonesia","{'location': {'lat': -0.6148525, 'lng': 100.1164173}, 'viewport': {'northeast': {'lat': -0.6135203701072779, 'lng': 100.1177500298927}, 'southwest': {'lat': -0.6162200298927224, 'lng': 100.1150503701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Pauh Bar,,,ChIJG6lLf3Lj1C8RXB88X7CYo9E,0.0,ChIJG6lLf3Lj1C8RXB88X7CYo9E,"['lodging', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJG6lLf3Lj1C8RXB88X7CYo9E
OPERATIONAL,"C33G+C28, Tak Berpenghuni Island, Pariaman Utara, Pariaman City, West Sumatra, Indonesia","{'location': {'lat': -0.5964609, 'lng': 100.0750821}, 'viewport': {'northeast': {'lat': -0.5951110701072777, 'lng': 100.0764319298927}, 'southwest': {'lat': -0.5978107298927222, 'lng': 100.0737322701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pulau Kasiak,,"[{'height': 3240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113825101099372955989"">Jon Budi Prayogo 1004121843</a>'], 'photo_reference': 'AUGGfZm8aZg_Ys8ld9UYYGwESGjN3AAZR87xhj9E5-HCLYli1RKu_t77a-Xp3jV3rmT8_PjJgufJj_r0IUi_Nx2wxQ64VKGkzONegQp3AB6yI0lec72LvN6rhYzQvnQfxUeXA0bb5OUf3lIOq1vUVSDjl6CDamo4oluv9xpUrxH-2PH35nJ1', 'width': 4320}]",ChIJ9bWSNOH91C8RJcdHT8l6PU4,4.2,ChIJ9bWSNOH91C8RJcdHT8l6PU4,"['tourist_attraction', 'point_of_interest', 'establishment']",11,,,https://www.google.com/maps/place/?q=place_id:ChIJ9bWSNOH91C8RJcdHT8l6PU4
OPERATIONAL,"94F7+JPQ, Kampung Perak, Pariaman Tengah, Pariaman City, West Sumatra, Indonesia","{'location': {'lat': -0.6259121999999999, 'lng': 100.1143607}, 'viewport': {'northeast': {'lat': -0.6244374701072777, 'lng': 100.1162775798927}, 'southwest': {'lat': -0.6271371298927222, 'lng': 100.1135779201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pantai Pariaman,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104252642715803630169"">A Google User</a>'], 'photo_reference': 'AUGGfZnLJfVix_ttsftPasQy-o4EZhOUkedtqPa8crZnLII7U_IAJg4cg3us5x3djCSyiq7UU714LJXvalsPxBJlGE5vB13Bt3DV9BgZKKLP16ZsekNxJk-UYH2h9TzGi0XCxvGB9rDNVZvhrFXvzD7flVamE0XLRvoaSEDuY3rRFDdstqSr', 'width': 1920}]",ChIJ32UCB9Hj1C8Rvj30Zuf0HKo,4.6,ChIJ32UCB9Hj1C8Rvj30Zuf0HKo,"['tourist_attraction', 'point_of_interest', 'establishment']",293,,,https://www.google.com/maps/place/?q=place_id:ChIJ32UCB9Hj1C8Rvj30Zuf0HKo
OPERATIONAL,"Jl. Tugu Perjuangan No.184, Pasir, Kec. Pariaman Tengah, Kota Pariaman, Sumatera Barat 25513, Indonesia","{'location': {'lat': -0.6252396, 'lng': 100.1167181}, 'viewport': {'northeast': {'lat': -0.6238533201072778, 'lng': 100.1179769298927}, 'southwest': {'lat': -0.6265529798927223, 'lng': 100.1152772701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_islam-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_islam_pinlet,Masjid Raya Ismael Kampung Pauh,,"[{'height': 1599, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116719559730676803324"">A Google User</a>'], 'photo_reference': 'AUGGfZkvSzS1ivSmkdRSqdq3EZlHR5x5HLbIaqWyveBfcTp01tkv0017nO8PhdOwm2QnQ1FZ91ZdEDbOOlRWr-PxzdRe24_7lZ1gEYKoA-1ClN0YtUAgD9iqiIkBCxLmCAEfC4Qb9lFqc_N33CfqBM42A-wkpzmf4_6tQpIeuuHyOmRAy-6X', 'width': 899}]",ChIJMWZehvzi1C8RbrW5bDmHV1c,2.0,ChIJMWZehvzi1C8RbrW5bDmHV1c,"['mosque', 'place_of_worship', 'point_of_interest', 'establishment']",1,,"{'compound_code': '94F8+WP Pasir, Pariaman City, West Sumatra, Indonesia', 'global_code': '6PF294F8+WP'}",https://www.google.com/maps/place/?q=place_id:ChIJMWZehvzi1C8RbrW5bDmHV1c
OPERATIONAL,"94X5+GXF, Apar, Pariaman Utara, Pariaman City, West Sumatra 25522, Indonesia","{'location': {'lat': -0.6011793, 'lng': 100.1099093}, 'viewport': {'northeast': {'lat': -0.5998063701072778, 'lng': 100.1112450798927}, 'southwest': {'lat': -0.6025060298927223, 'lng': 100.1085454201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Mangrove Forest Park of Pariaman,{'open_now': True},"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108246910056133017906"">muhammad yusuf</a>'], 'photo_reference': 'AUGGfZmoZ7TcWJzBIifBdC3zMec3ZtFAka5tTveTWxiLfOZrmSNk-6rVtNjdJJgkIOKzze6iHFmX4l6nOYgx2C7GAmv6BdycNraieKewbnY8wGr5h9DDz6qKGVugrlQGrrvZArXtAqJRYOG2Tm_exZqQK_Hy3ImMHcYQX6DU33nviPW0Hjiz', 'width': 4608}]",ChIJ6dB7oJDi1C8RV-g05AeBEY4,4.3,ChIJ6dB7oJDi1C8RV-g05AeBEY4,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",590,,,https://www.google.com/maps/place/?q=place_id:ChIJ6dB7oJDi1C8RV-g05AeBEY4
