business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,types,user_ratings_total,permanently_closed,price_level,url
OPERATIONAL,"Maniskidul, Jalaksana, Kuningan Regency, West Java 45554, Indonesia","{'location': {'lat': -6.910979, 'lng': 108.4859099}, 'viewport': {'northeast': {'lat': -6.909765470107277, 'lng': 108.4874349798927}, 'southwest': {'lat': -6.912465129892721, 'lng': 108.4847353201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Objek Wisata Cibulan,{'open_now': False},"[{'height': 899, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112863357193226873766"">A Google User</a>'], 'photo_reference': 'AUGGfZllWIxgZEKrAiOxthre3ln7kIyx7qEv3fkFlq_vLyW-GvnZTMkKchHcEw64dntRQdQezaGlEATTdr25xsyLQwLVtCdriASeQo-xLLSsumBO3kMkkA-bSvAomCrX6vt1gnxMuKWSN9O6kuBy1cEftSwfbS0W1D6xw7fsZXnFkEeC2zls', 'width': 1599}]",ChIJQctOqG0Xby4RSgI2Or9kAZM,"{'compound_code': '3FQP+J9 Maniskidul, Kuningan Regency, West Java, Indonesia', 'global_code': '6P5C3FQP+J9'}",4.2,ChIJQctOqG0Xby4RSgI2Or9kAZM,"['tourist_attraction', 'point_of_interest', 'establishment']",10526,,,https://www.google.com/maps/place/?q=place_id:ChIJQctOqG0Xby4RSgI2Or9kAZM
OPERATIONAL,"Oro-Oro, Babakanmulya, Jalaksana, Kuningan Regency, West Java 45554, Indonesia","{'location': {'lat': -6.9193029, 'lng': 108.4559144}, 'viewport': {'northeast': {'lat': -6.917978120107278, 'lng': 108.4572594298927}, 'southwest': {'lat': -6.920677779892721, 'lng': 108.4545597701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Objek Wisata Bumi Pelangi,{'open_now': False},"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100441352428238455379"">Akhmad Hidayat</a>'], 'photo_reference': 'AUGGfZnIJJ0i3IrCO1B0k0KYvAPPidScLwmhpT26-UZlkxqMULRmjAKzuHX1_dB2-vcWVoARTbi2y6Zu5eQFAzLTu3Addk6MRuS3U5bX7PukAdabVvHMGGCRn4qX_wYSVJ6T0J9M1XX6lmJHZOppsYOf3aDRMASUJT9x8Bm5FzJOBfP2GHB_', 'width': 4128}]",ChIJBUNBeXoXby4RCypXtPBsUXs,"{'compound_code': '3FJ4+79 Babakanmulya, Kuningan Regency, West Java, Indonesia', 'global_code': '6P5C3FJ4+79'}",3.9,ChIJBUNBeXoXby4RCypXtPBsUXs,"['tourist_attraction', 'point_of_interest', 'establishment']",377,,,https://www.google.com/maps/place/?q=place_id:ChIJBUNBeXoXby4RCypXtPBsUXs
OPERATIONAL,"Babakanmulya, Jalaksana, Kuningan Regency, West Java 45554, Indonesia","{'location': {'lat': -6.919414199999999, 'lng': 108.4558062}, 'viewport': {'northeast': {'lat': -6.917997920107278, 'lng': 108.4571686798927}, 'southwest': {'lat': -6.920697579892722, 'lng': 108.4544690201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Ciremai Rainbow Land, Babakanmulya Village",{'open_now': True},"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102360015167527670063"">A Google User</a>'], 'photo_reference': 'AUGGfZmkiRDC5-HsyzpZVgzowHhpgHHh4NwvcZBtOXNbupmP4pfPP4b8WiG67gQznV-2rJn2LRl1Rh9dtkMKTU55gWqqG8LzM3SSP8g3AwMFnVIoWS8A1YrghfcGcdoLRyY4rrvPudUqUedGKnvahw0xdeLHO-33j-83Gsm8ALC6xoX1bxLj', 'width': 4608}]",ChIJy3ASTkwXby4RQqoNyLW9d58,"{'compound_code': '3FJ4+68 Babakanmulya, Kuningan Regency, West Java, Indonesia', 'global_code': '6P5C3FJ4+68'}",4.6,ChIJy3ASTkwXby4RQqoNyLW9d58,"['tourist_attraction', 'point_of_interest', 'establishment']",37,,,https://www.google.com/maps/place/?q=place_id:ChIJy3ASTkwXby4RQqoNyLW9d58
OPERATIONAL,"3C7H+4Q6, Sukamukti, Jalaksana, Kuningan Regency, West Java 45554, Indonesia","{'location': {'lat': -6.937214399999999, 'lng': 108.4294042}, 'viewport': {'northeast': {'lat': -6.936475770107278, 'lng': 108.4307271298927}, 'southwest': {'lat': -6.939175429892722, 'lng': 108.4280274701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Curug Cisurian,{'open_now': True},"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105099338574600815389"">A Google User</a>'], 'photo_reference': 'AUGGfZknM5TRyEllLF9gPbcatXE0cFJb6N5YUSWs2vLxr16-XAzvZqu9q64CV_6TXy78lyzKpTv4jYC4DqAPZtAE-OtYxf3WFZREMb6FHlnDG2gq5vmoKeX8cATsul2RD2W1GCFeC-s3okd7fjCpgJGHV9jpluuAvGdRIB5JnT0nybPUmF-R', 'width': 4096}]",ChIJZ1Hq0tQXby4RPTLxTVqy9qw,,4.4,ChIJZ1Hq0tQXby4RPTLxTVqy9qw,"['tourist_attraction', 'point_of_interest', 'establishment']",205,,,https://www.google.com/maps/place/?q=place_id:ChIJZ1Hq0tQXby4RPTLxTVqy9qw
OPERATIONAL,"3FRQ+Q94, Maniskidul, Jalaksana, Kuningan Regency, West Java 45554, Indonesia","{'location': {'lat': -6.9081275, 'lng': 108.4884867}, 'viewport': {'northeast': {'lat': -6.906766920107278, 'lng': 108.4898349798927}, 'southwest': {'lat': -6.909466579892722, 'lng': 108.4871353201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cibulan,,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102260657213772541126"">A Google User</a>'], 'photo_reference': 'AUGGfZnBUPPHJCpXnbBvnQxlLjRwru-e9BJpmmOHVaXC3J8YxEyJ06g1XIYr-epfE2GgKiYTC9NcMDj5MhlePd2y442fPr1_4lh6PTUKRcBSnpvCyuIJJU42T425iaMFvtN5nB5BBrSGEuCRjri4OzroVzshByehnPLvD2X4xArSHQpisQBx', 'width': 4624}]",ChIJ7TZ0YCsXby4RMAEUSrXX1kM,,0.0,ChIJ7TZ0YCsXby4RMAEUSrXX1kM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJ7TZ0YCsXby4RMAEUSrXX1kM
OPERATIONAL,"3CPJ+76W, Babakanmulya, Jalaksana, Kuningan Regency, West Java 45554, Indonesia","{'location': {'lat': -6.9142592, 'lng': 108.430572}, 'viewport': {'northeast': {'lat': -6.912909370107279, 'lng': 108.4319218298927}, 'southwest': {'lat': -6.915609029892723, 'lng': 108.4292221701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bumi Perkemahan,{'open_now': False},,ChIJh9jFdAAXby4RGJfxt0mJENw,,0.0,ChIJh9jFdAAXby4RGJfxt0mJENw,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJh9jFdAAXby4RGJfxt0mJENw
OPERATIONAL,"Jl. Raya Jalaksana No.64, Jalaksana, Kec. Jalaksana, Kabupaten Kuningan, Jawa Barat 45554, Indonesia","{'location': {'lat': -6.927058199999999, 'lng': 108.4864779}, 'viewport': {'northeast': {'lat': -6.925708970107277, 'lng': 108.4878356798927}, 'southwest': {'lat': -6.928408629892721, 'lng': 108.4851360201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KUNINGAN OUTDOOR,{'open_now': False},,ChIJPfRCOgAXby4RamWukKzMT00,"{'compound_code': '3FFP+5H Jalaksana, Kuningan Regency, West Java, Indonesia', 'global_code': '6P5C3FFP+5H'}",0.0,ChIJPfRCOgAXby4RamWukKzMT00,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJPfRCOgAXby4RamWukKzMT00
OPERATIONAL,"3FJC+WR5, Sadamantra, Jalaksana, Kuningan Regency, West Java, Indonesia","{'location': {'lat': -6.9177295, 'lng': 108.4721169}, 'viewport': {'northeast': {'lat': -6.916066270107278, 'lng': 108.4735546798927}, 'southwest': {'lat': -6.918765929892722, 'lng': 108.4708550201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tempat perkemahan,,,ChIJmS9jr4MXby4R1q1Mfglm7cM,,0.0,ChIJmS9jr4MXby4R1q1Mfglm7cM,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJmS9jr4MXby4R1q1Mfglm7cM
OPERATIONAL,"3FHP+X8X, Jalan, Sadamantra, Kec. Jalaksana, Kabupaten Kuningan, Jawa Barat 45554, Indonesia","{'location': {'lat': -6.920005199999999, 'lng': 108.485859}, 'viewport': {'northeast': {'lat': -6.918312270107276, 'lng': 108.4872376298927}, 'southwest': {'lat': -6.92101192989272, 'lng': 108.4845379701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,KAVLING VIEW CIREMAI,{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106210090545772388217"">ghofar NH</a>'], 'photo_reference': 'AUGGfZk0EL4j2X1iKP8t0-pvaeWfKtRo18yuDn4WdcUTPy4aU9OoPl8yvoDR0Jai7JJangPkDKm3HL9nnw0Bc6XJ6Eqovts6sRPnJTHdEtvDvryfggkyqLt7M_YZmmrVXezbFZckyPkH91bbgRHQLZsMTM0VYRRHdcnWmzK-84jmR_gi5c-K', 'width': 3264}]",ChIJk2VxNzIXby4Rt9DpfHN6bu8,,5.0,ChIJk2VxNzIXby4Rt9DpfHN6bu8,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,https://www.google.com/maps/place/?q=place_id:ChIJk2VxNzIXby4Rt9DpfHN6bu8
OPERATIONAL,"3FGP+GRG, Jalaksana, Kuningan Regency, West Java, Indonesia","{'location': {'lat': -6.9236976, 'lng': 108.4870856}, 'viewport': {'northeast': {'lat': -6.922379420107278, 'lng': 108.4884319798927}, 'southwest': {'lat': -6.925079079892722, 'lng': 108.4857323201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bupel,,,ChIJXWcHPsgXby4RtOzMsbwQ3rk,,0.0,ChIJXWcHPsgXby4RtOzMsbwQ3rk,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,https://www.google.com/maps/place/?q=place_id:ChIJXWcHPsgXby4RtOzMsbwQ3rk
