formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,reference,types,business_status,rating,user_ratings_total,opening_hours,plus_code,permanently_closed,url
"Kalimanggis Kulon, Kalimanggis, Kuningan Regency, West Java, Indonesia","{'location': {'lat': -6.9637467, 'lng': 108.6027185}, 'viewport': {'northeast': {'lat': -6.948771, 'lng': 108.61304}, 'southwest': {'lat': -6.976979, 'lng': 108.5946749}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kalimanggis Kulon,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116861216353095815205"">amar rifki</a>'], 'photo_reference': 'AUGGfZnpzSOnXUYvw7NcF425m8Kczpyq01lO0ioCg0YwvBTOrEx8VAjwZQ7hXNUC6gaNEpqLmz6p10qnBUoPcs_uK5AXJY9BFbauzjDVBxtL0wSA0XhSGzzB51nrkJ0WNEw7pHpzMQtYrwilL46VJnHqA2JC-QxYZNeVdOEfFOZ72gkzc2J2', 'width': 4624}]",ChIJSxiEQ_ARby4R5dIzmK1XRRc,ChIJSxiEQ_ARby4R5dIzmK1XRRc,"['administrative_area_level_4', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJSxiEQ_ARby4R5dIzmK1XRRc
"2JPC+QV, Partawangunan, Kalimanggis, Kuningan Regency, West Java 45594, Indonesia","{'location': {'lat': -6.9631195, 'lng': 108.6222091}, 'viewport': {'northeast': {'lat': -6.961594770107278, 'lng': 108.6236621798927}, 'southwest': {'lat': -6.964294429892722, 'lng': 108.6209625201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Cikadu,"[{'height': 2080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102589374068157837852"">A Google User</a>'], 'photo_reference': 'AUGGfZkaxe-vSglJRSvSyBxFhgDkNpDCWSPm29Xuill2qba0kH1waX5hsaSVoxLBp4KLjAE6ya07yIogzg1d1MHi1pdlCpAeVtDIU5Ldkv1UtOBVhVHggaKrBPOIOmvjxVI6LOWRbKUUz9dsyybN_lJVzKxdcFqTxRmkEDMQQ6oJvVL7EQEd', 'width': 4624}]",ChIJzUpVpVUPby4Rs4MGgFP0CFE,ChIJzUpVpVUPby4Rs4MGgFP0CFE,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,2.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJzUpVpVUPby4Rs4MGgFP0CFE
"2JRH+M7, Cipancur, Kalimanggis, Kuningan Regency, West Java 45594, Indonesia","{'location': {'lat': -6.958323099999999, 'lng': 108.6281642}, 'viewport': {'northeast': {'lat': -6.956973270107277, 'lng': 108.6295140298927}, 'southwest': {'lat': -6.95967292989272, 'lng': 108.6268143701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sawah Munjul,"[{'height': 2992, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105314977946364026511"">A Google User</a>'], 'photo_reference': 'AUGGfZliYEaRqMdx_2aCaf5xPEql4TRTdat8ogDSXp_cTzwniBlygiql9ba8TDCAXOjMgzElNvEH-t2_1dYODTJaV4wH5CL8NWOCx6iFFwp3_kRehADOtVGpGmuJO9gTNnYc6BydYToa8oh2Kh2flqMtx8SqKnzb88h7ebiE5JPcaAFIYNcZ', 'width': 2992}]",ChIJoVH2_W0Pby4Rl0TwvsutArw,ChIJoVH2_W0Pby4Rl0TwvsutArw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJoVH2_W0Pby4Rl0TwvsutArw
"2JPG+7XF, Cipancur, Kalimanggis, Kuningan Regency, West Java 45594, Indonesia","{'location': {'lat': -6.964076299999999, 'lng': 108.6283557}, 'viewport': {'northeast': {'lat': -6.963161120107278, 'lng': 108.6298612298927}, 'southwest': {'lat': -6.965860779892722, 'lng': 108.6271615701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Jembatan Cinta,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105241631803726228592"">A Google User</a>'], 'photo_reference': 'AUGGfZnHaMtisl2GZbSLZe1AfpZ6eLTEegYMQnOdmOhw4kwlLffxF2E4xWHi2vJRu03ngjBpTdtlSPCvs_ufE2pg1ZcTnmdC6jrIXsMrV7iwxft-Co7w86UJTDDjrsmf2GdkSgLGtoJXoeBl4njGN_BTmPVPJCmqxBY1VjhSNxc1SPXPs3au', 'width': 2304}]",ChIJyWeaqWIPby4RNRNmLz20iPs,ChIJyWeaqWIPby4RNRNmLz20iPs,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJyWeaqWIPby4RNRNmLz20iPs
"2JPG+7XF, Cipancur, Kalimanggis, Kuningan Regency, West Java 45594, Indonesia","{'location': {'lat': -6.9638946, 'lng': 108.6280308}, 'viewport': {'northeast': {'lat': -6.962585120107279, 'lng': 108.6290342298927}, 'southwest': {'lat': -6.965284779892723, 'lng': 108.6263345701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Curug Dauan,"[{'height': 900, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104230678303880294566"">A Google User</a>'], 'photo_reference': 'AUGGfZmKAeGPKmguOyOfPMp0maMWqxbKul6PHxX8VlADhKSpJ-wVHSZoDlEsSPJThLI2r6QrCbtod7edkdwp9Swr6dZaKL5Tr6Q4izZCNDXtYWS1xKA03uZcwdW8VMc6rjbyWqF0YdEKyDWVwPQbPYOIbqtVaqq6PmtCzjA_Kl649bBNwHGS', 'width': 675}]",ChIJL0uuNW8Pby4Rp-uqhgQP-R0,ChIJL0uuNW8Pby4Rp-uqhgQP-R0,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,4.3,3.0,{'open_now': False},,,https://www.google.com/maps/place/?q=place_id:ChIJL0uuNW8Pby4Rp-uqhgQP-R0
"2JMM+WHX, Cipancur, Kalimanggis, Kuningan Regency, West Java 45594, Indonesia","{'location': {'lat': -6.9641419, 'lng': 108.6338317}, 'viewport': {'northeast': {'lat': -6.963323320107278, 'lng': 108.6352159298927}, 'southwest': {'lat': -6.966022979892721, 'lng': 108.6325162701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pancuran Cipancur,"[{'height': 540, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105241631803726228592"">A Google User</a>'], 'photo_reference': 'AUGGfZnTLx17V8cedjSrXKlUPWO9i6XEoWFJiD2NrHtnUWewQaZrtHUimCDMdTUkUphFvb_aCn50ps8JN-3Rh4vBmnM5dHSsWghimHJyoUdpj2mr_FtXhTrkjuX42MzLXXydq2buIVUg3WP6Pj-n8R7Sud_otRWyt28PJ5yNM4S7h9rJKkKO', 'width': 720}]",ChIJ3_im30MPby4R4AgFEToqdPw,ChIJ3_im30MPby4R4AgFEToqdPw,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,1.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3_im30MPby4R4AgFEToqdPw
"Kalimanggis, Kuningan Regency, West Java, Indonesia","{'location': {'lat': -6.9449304, 'lng': 108.6282161}, 'viewport': {'northeast': {'lat': -6.921905, 'lng': 108.662895}, 'southwest': {'lat': -6.976979, 'lng': 108.5946749}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kalimanggis,"[{'height': 2252, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116861216353095815205"">amar rifki</a>'], 'photo_reference': 'AUGGfZmLZfUaftXuj5n4s4X39jMPHIGz1BBFTxTiGOoUSz77hrGTx5jUaKxcvXjGIgBzLOo59DvE7A03WPA770oYWxrPW3rkC7ELVfZ4iT9DeqltFEF8W2QJw71oAWauV96oZ3DV6DwD_IR_R32_Z2X5PJVAJzoVBzzSsuSgjljdrWh6yZZH', 'width': 4000}]",ChIJPTttryIOby4RMk9pDWsfV68,ChIJPTttryIOby4RMk9pDWsfV68,"['administrative_area_level_3', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJPTttryIOby4RMk9pDWsfV68
"Cipancur, Kalimanggis, Kuningan Regency, West Java 45594, Indonesia","{'location': {'lat': -6.964461999999999, 'lng': 108.6401768}, 'viewport': {'northeast': {'lat': -6.962594920107278, 'lng': 108.6412671798927}, 'southwest': {'lat': -6.965294579892721, 'lng': 108.6385675201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Galian Tipe C,"[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108453003003853982072"">A Google User</a>'], 'photo_reference': 'AUGGfZlLgYkSrz4usLSJM00K8RB-mHnZrmqHL5kJBO_iW86jUqQUKTvMbiY5tffuZdPp06bYGoG7NgUvGS2JaTtsit_f6aytBuChPZqp1972N8Ac2Evp4gm8_CihQGmerNwdXhC2ISXTDFciZ-bxgpGcAjVa0ynksyUc-l61B-FFjLGYU3bl', 'width': 3468}]",ChIJz3mOUDcPby4Ri9CPJqrBEx4,ChIJz3mOUDcPby4Ri9CPJqrBEx4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,5.0,2.0,{'open_now': True},"{'compound_code': '2JPR+63 Cipancur, Kuningan Regency, West Java, Indonesia', 'global_code': '6P5C2JPR+63'}",,https://www.google.com/maps/place/?q=place_id:ChIJz3mOUDcPby4Ri9CPJqrBEx4
"2JMG+2X, Cipancur, Kalimanggis, Kuningan Regency, West Java, Indonesia","{'location': {'lat': -6.9674223, 'lng': 108.6274129}, 'viewport': {'northeast': {'lat': -6.966101520107277, 'lng': 108.6287644798927}, 'southwest': {'lat': -6.968801179892721, 'lng': 108.6260648201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Wisata Sawah,"[{'height': 1154, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105241631803726228592"">A Google User</a>'], 'photo_reference': 'AUGGfZkeSdOc4GwymqxpysjI4We1-gCFGz2j2QoO2SlX70FJ-9y8rv0H0pPvrAqNq2SUpeovMiGcQxjwEHAnTMgI8KMNJ_EQwaejb4kvJ7-WfeOmzZ2GepkPghCsb2LeShOjU85D4bKpd3r4npjcPN47Hgb4OOkw88pxf7qwOXEMPyGXENu_', 'width': 1080}]",ChIJERAbs5gPby4RR-xy6s9TRQ4,ChIJERAbs5gPby4RR-xy6s9TRQ4,"['tourist_attraction', 'point_of_interest', 'establishment']",OPERATIONAL,3.7,3.0,,,,https://www.google.com/maps/place/?q=place_id:ChIJERAbs5gPby4RR-xy6s9TRQ4
"Kuningan Regency, West Java, Indonesia","{'location': {'lat': -7.0138053, 'lng': 108.5700636}, 'viewport': {'northeast': {'lat': -6.7814029, 'lng': 108.7953301}, 'southwest': {'lat': -7.194385299999999, 'lng': 108.3827099}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kuningan Regency,"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109084940852660396612"">Anton Martono</a>'], 'photo_reference': 'AUGGfZmh_4CxFvHI0ahVaF3jeGiEeBFYBo305S_Z2Jo6gyCaCbBc_pbbVg-gcMES_1NXRRACdOY5ZfSu3OCfngmk5GjtDt5LZ-X3QDi2pXhwkFlGyiKCgYhHlIbVhZ8eJpkBv9KIK97hzDMYenVTn8w-nBBQSZ694WYfHr9Nid8S5GJrArYq', 'width': 720}]",ChIJF_Y7zjYSby4RULoo_PHoAQM,ChIJF_Y7zjYSby4RULoo_PHoAQM,"['administrative_area_level_2', 'political']",,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJF_Y7zjYSby4RULoo_PHoAQM
