business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,plus_code,permanently_closed,price_level,url
OPERATIONAL,"X9Q3+V7, Penampaan, Blangkejeren, Gayo Lues Regency, Aceh 24653, Indonesia","{'location': {'lat': 3.9896856, 'lng': 97.3535876}, 'viewport': {'northeast': {'lat': 3.991095579892722, 'lng': 97.35496482989272}, 'southwest': {'lat': 3.988395920107279, 'lng': 97.35226517010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Rekreasi Berawang Uyem,ChIJ3WBrvgeVOTAR1IkgNiR_7F0,0.0,ChIJ3WBrvgeVOTAR1IkgNiR_7F0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ3WBrvgeVOTAR1IkgNiR_7F0
OPERATIONAL,"X954+RP4, Jl. Blangkejeren - Kutacane, Penggalangan, Kec. Blangkejeren, Kabupaten Gayo Lues, Aceh 24653, Indonesia","{'location': {'lat': 3.9595044, 'lng': 97.35681919999999}, 'viewport': {'northeast': {'lat': 3.960796829892721, 'lng': 97.35815462989272}, 'southwest': {'lat': 3.958097170107278, 'lng': 97.35545497010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Tugu Negeri Seribu Bukit,ChIJO6YZQpyVOTARiLFyPJUVsmo,4.5,ChIJO6YZQpyVOTARiLFyPJUVsmo,"['tourist_attraction', 'point_of_interest', 'establishment']",43.0,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116777747798325471276"">padli putraskd</a>'], 'photo_reference': 'AUGGfZkqygmn8noOIs1Qz7PYzyWOchaKzM1ydxUvCAOl59K2kYOztEND_oRjyE74TCI0MKiOw-ZRZzGlyoGwE4zPXRlgoBBZgHizVzxdk1_ZyiKoSRW7Ae2mHq3f9sQVD4MQSoZOGyeY_9Zf8w3BQzqtlWCUr7uux2dD6zZnJY6KNpeTl-D6', 'width': 4000}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJO6YZQpyVOTARiLFyPJUVsmo
OPERATIONAL,"X7QH+FMH, Cike, Kutapanjang, Gayo Lues Regency, Aceh 24655, Indonesia","{'location': {'lat': 3.9886775, 'lng': 97.2792266}, 'viewport': {'northeast': {'lat': 3.990027329892722, 'lng': 97.28057642989272}, 'southwest': {'lat': 3.987327670107278, 'lng': 97.27787677010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gayo Permaculture Centre,ChIJ5Z_B5qiXOTARsFWIjdRZPyY,5.0,ChIJ5Z_B5qiXOTARsFWIjdRZPyY,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113048976242321990781"">Phun Edoel</a>'], 'photo_reference': 'AUGGfZk5B82woYsTHB9wmW9KCZqg_0-euX1skqp85U4UPFOgbnqLtR39B7o0VPH5-hh0lYgfguR_-NGY7NWhbX4lbWR-rCrYOJ9e_IpPdtXCSAUB6de3MHDlLDvBeQduD_E548MPalm-QTnNFeLMmoG6TDeF4E-GpjbtkhWWgskAH8433x8t', 'width': 4128}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJ5Z_B5qiXOTARsFWIjdRZPyY
OPERATIONAL,"X8WR+3JP, Kuta Lintang, Blangkejeren, Gayo Lues Regency, Aceh 24653, Indonesia","{'location': {'lat': 3.9952146, 'lng': 97.34159369999999}, 'viewport': {'northeast': {'lat': 3.996571329892722, 'lng': 97.34297317989274}, 'southwest': {'lat': 3.993871670107278, 'lng': 97.34027352010729}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kota Blangkejeren,ChIJqQ0_AsCXOTAR6nvrAqbeLR0,4.3,ChIJqQ0_AsCXOTAR6nvrAqbeLR0,"['tourist_attraction', 'point_of_interest', 'establishment']",58.0,"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117886261039238385824"">Iwan Mulya</a>'], 'photo_reference': 'AUGGfZnINye3dS6zDRlJDByAYIdwiS1uJXWOs31E8sqWtK-yL10drJDkWm4oKp0r0KwSEP9zqZAcCJ31t9odUkw3geWtFom4vrM3MDSAaZTys0WqueVdTUs9AcaPHgIEw7AYSXQBjPWxoZID--A3O9bOUDbgknZ052HVXMqOqKH7Syjwfy21', 'width': 4624}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJqQ0_AsCXOTAR6nvrAqbeLR0
OPERATIONAL,"X87F+9RG, Bener Baru, Blangpegayon, Gayo Lues Regency, Aceh 24653, Indonesia","{'location': {'lat': 3.961305899999999, 'lng': 97.3261213}, 'viewport': {'northeast': {'lat': 3.962650679892723, 'lng': 97.32749252989272}, 'southwest': {'lat': 3.959951020107279, 'lng': 97.32479287010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Desa akang siwah,ChIJXdRAdiyXOTARk-xo8j6HW6M,5.0,ChIJXdRAdiyXOTARk-xo8j6HW6M,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJXdRAdiyXOTARk-xo8j6HW6M
OPERATIONAL,"W8R7+32H, Akang Siwah, Blangpegayon, Gayo Lues Regency, Aceh 24653, Indonesia","{'location': {'lat': 3.940186, 'lng': 97.312621}, 'viewport': {'northeast': {'lat': 3.941535829892723, 'lng': 97.31397082989272}, 'southwest': {'lat': 3.938836170107279, 'lng': 97.31127117010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,air terjun akang siwah,ChIJN972SiGROTARt3qZHyqwjZY,4.0,ChIJN972SiGROTARt3qZHyqwjZY,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111691290457057781913"">Mas Irfangi</a>'], 'photo_reference': 'AUGGfZmRJHmOmSPJ55mRINx87WDdP7vEmE7dnYeQu6CLeRe2zxGH6QmXGYZIghUai_l6Sexk929y3aYuRaCLwC49_fQch2kskRy6NxytU5-2luZRgAEuNxrRLTNL9Mrz86JJxLiAp-YWM0eJPxXcgLvpQp80ps4tnb0t6OR083ElJ2qoBE7N', 'width': 2560}]",{'open_now': False},,,,https://www.google.com/maps/place/?q=place_id:ChIJN972SiGROTARt3qZHyqwjZY
OPERATIONAL,"267P+89, Penosan, Blangjerango, Gayo Lues Regency, Aceh, Indonesia","{'location': {'lat': 4.0133342, 'lng': 97.2359917}, 'viewport': {'northeast': {'lat': 4.014701079892722, 'lng': 97.23732892989271}, 'southwest': {'lat': 4.012001420107278, 'lng': 97.23462927010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Burlintang,ChIJhbp-UrmZOTARSUdiiazETzE,1.0,ChIJhbp-UrmZOTARSUdiiazETzE,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 717, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116971053732419300455"">A Google User</a>'], 'photo_reference': 'AUGGfZmNasFzhgRrlb9yyqz6MNCaXJrAPbFYBKEH6eMbIBea2CB9F6wun0IgiMbuAA9BjThCSaOJ6dtxHOOzerv_GzuJQ-i64Rx88d8UZunjuAkdIFeuHH59Nf4eAlDfZ7BF_j3DfC2e36_BBAwwcN5qb-J4PmpyT4YqFpQHtaTm1KdnxWgw', 'width': 780}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJhbp-UrmZOTARSUdiiazETzE
OPERATIONAL,"X82M+87R, Akang Siwah, Blangpegayon, Gayo Lues Regency, Aceh 24653, Indonesia","{'location': {'lat': 3.9508541, 'lng': 97.3331544}, 'viewport': {'northeast': {'lat': 3.952219229892721, 'lng': 97.33449107989271}, 'southwest': {'lat': 3.949519570107277, 'lng': 97.33179142010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bendungan Desa akang siwah,ChIJ5S-6BoqROTARY4lXR32b6qg,5.0,ChIJ5S-6BoqROTARY4lXR32b6qg,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107535877107709364790"">A Google User</a>'], 'photo_reference': 'AUGGfZnmBDqSCoiA6Blpm2hUiTG5uNtPPops2FXBX0s2tUf6KpwT7rOJGNiCpQCzEh4sgxVmfeB6Xm3UtIdAMRAoxUWmQvz0TpSRc7qOjI9rvf2S4ytgzppEv7TFunp7nYBAJkSPq88Qc9nMyLMlONXV1viy4iK5imujHjv77bE3Q26e1PiA', 'width': 3264}]",{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJ5S-6BoqROTARY4lXR32b6qg
OPERATIONAL,"W92M+V5Q, Agusen, Blangkejeren, Gayo Lues Regency, Aceh 24655, Indonesia","{'location': {'lat': 3.902222399999999, 'lng': 97.38298379999999}, 'viewport': {'northeast': {'lat': 3.903957479892722, 'lng': 97.38442052989272}, 'southwest': {'lat': 3.901257820107278, 'lng': 97.38172087010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,MARKAS KOPI AGUSEN,ChIJLV6yJziTOTARX1iBeU_SXPE,4.8,ChIJLV6yJziTOTARX1iBeU_SXPE,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105994051182628421219"">A Google User</a>'], 'photo_reference': 'AUGGfZnfJWchtmtNeOTrGFVJDOxKqY-PBeWROiWSlWDZhMngLd6kLg5zIXrtyIXkd4W4rwr5JitEgyWtHGWJpxHEck1kqoNS05AkouI3xUUgXqExgqGgYR2bRR0o3U0BHXRUPBjmPcz8H320iDUl2ioes8e3tES1y-zS2Hxsv7wDqSxPYFRZ', 'width': 4000}]",{'open_now': False},,,,https://www.google.com/maps/place/?q=place_id:ChIJLV6yJziTOTARX1iBeU_SXPE
OPERATIONAL,"W94P+4C4, Agusen, Blangkejeren, Gayo Lues Regency, Aceh 24653, Indonesia","{'location': {'lat': 3.90526, 'lng': 97.38607309999999}, 'viewport': {'northeast': {'lat': 3.906858979892721, 'lng': 97.38758412989272}, 'southwest': {'lat': 3.904159320107277, 'lng': 97.38488447010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kampung Inggris,ChIJiz2vaFCSOTARtzhE9eDMsYU,3.7,ChIJiz2vaFCSOTARtzhE9eDMsYU,"['tourist_attraction', 'point_of_interest', 'establishment']",19.0,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111691290457057781913"">Mas Irfangi</a>'], 'photo_reference': 'AUGGfZnOrTlX2DUkOxiL_c9XJI9iRuCYOfLjmGSVK-D_MBo860z2W1nCa7ZwqZ34_whXwUIjd5wU4GkXmcJDCLyJh4y-KZ9eZ-v2bWBx9vN37dCBUXRwPH2GBSCqpLUDK8wCK9a569fDkpdjU86_Wdp5jBePdbgEEvKnAvmfoP9NuVMQ3fD5', 'width': 2560}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJiz2vaFCSOTARtzhE9eDMsYU
