business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,rating,reference,types,user_ratings_total,photos,opening_hours,plus_code,price_level,permanently_closed,url
OPERATIONAL,"5FR3+WF, Area Hutan/Kebun, Sumberwaru, Kec. Banyuputih, Kabupaten Situbondo, Jawa Timur, Indonesia","{'location': {'lat': -7.8077, 'lng': 114.4537}, 'viewport': {'northeast': {'lat': -7.806700170107279, 'lng': 114.4557725}, 'southwest': {'lat': -7.809399829892723, 'lng': 114.4474825}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Si Rondo,ChIJLzdxDgAh0S0RKSEO3Et8zuo,0.0,ChIJLzdxDgAh0S0RKSEO3Et8zuo,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJLzdxDgAh0S0RKSEO3Et8zuo
OPERATIONAL,"67QG+FC, Butung, Sumberejo, Kec. Banyuputih, Kabupaten Situbondo, Jawa Timur, Indonesia","{'location': {'lat': -7.7613184, 'lng': 114.2760975}, 'viewport': {'northeast': {'lat': -7.760164720107278, 'lng': 114.2772190798927}, 'southwest': {'lat': -7.762864379892722, 'lng': 114.2745194201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Gunung Lembu,ChIJJzJ8ANQp0S0R1QWRU6p8bPc,5.0,ChIJJzJ8ANQp0S0R1QWRU6p8bPc,"['tourist_attraction', 'point_of_interest', 'establishment']",1,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJJzJ8ANQp0S0R1QWRU6p8bPc
OPERATIONAL,"39HQ+74J, Jl. Pandean, Randu Agung, Wonorejo, Kec. Banyuputih, Kabupaten Situbondo, Jawa Timur 68374, Indonesia","{'location': {'lat': -7.9217956, 'lng': 114.3877548}, 'viewport': {'northeast': {'lat': -7.920471420107277, 'lng': 114.3891098798927}, 'southwest': {'lat': -7.923171079892721, 'lng': 114.3864102201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"Gerbang Desa Wisata Kebangsaan Wonorejo, Banyuputih, Situbondo",ChIJXe6aTBk70S0RzQ7wmOo_ACg,4.5,ChIJXe6aTBk70S0RzQ7wmOo_ACg,"['tourist_attraction', 'point_of_interest', 'establishment']",47,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110994234096473887331"">novita Dwi</a>'], 'photo_reference': 'AUGGfZlGNcHWjC_jou_GwYr6PQlckGM3mU9swDQXKRY8dyCqkUKHldZbayLewa8VnlDYsfdvx1S_iVd0X2E77LNkZHSHbgTGDW3-mioOXmRIhLJ5YthaqVtzWtPIZXOeagn0idpyRRqDcda4OUdLU9JgDIrxJTFHkWZ2Gm07HUZBWGFrdsKt', 'width': 2448}]",,,,,https://www.google.com/maps/place/?q=place_id:ChIJXe6aTBk70S0RzQ7wmOo_ACg
OPERATIONAL,"2XP7+X58, Jalan penundan, Penudan, Ketanggan, Kec. Banyuputih, Kabupaten Batang, Jawa Tengah, Indonesia","{'location': {'lat': -6.962583, 'lng': 109.9629548}, 'viewport': {'northeast': {'lat': -6.961206270107279, 'lng': 109.9643043298927}, 'southwest': {'lat': -6.963905929892722, 'lng': 109.9616046701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Pertigaan,ChIJS2AxITRBcC4REZxnEMRuKbA,4.0,ChIJS2AxITRBcC4REZxnEMRuKbA,"['tourist_attraction', 'point_of_interest', 'establishment']",1,"[{'height': 3936, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101626735627828761249"">A Google User</a>'], 'photo_reference': 'AUGGfZnN7AZBTrcmom7Njc3YWXTlLdmcOvusUfnSg2PTKQeYqDr1OMZNVi7TYcI4JKpVNw1KyisUvGQ3G4u1EBETeyPzLFYcrKiCdA0HvHsBqpc4iJvJGmxcZFjhgUvREtvvU8MjOfBfjcpG7fip-P8_EZ76bT2ySam5qvPF53cx_i5PMazD', 'width': 1728}]",{'open_now': True},,,,https://www.google.com/maps/place/?q=place_id:ChIJS2AxITRBcC4REZxnEMRuKbA
OPERATIONAL,"57WX+5P, Area Hutan/Kebun, Sumberwaru, Kec. Banyuputih, Kabupaten Situbondo, Jawa Timur, Indonesia","{'location': {'lat': -7.804529, 'lng': 114.2993572}, 'viewport': {'northeast': {'lat': -7.801306549999998, 'lng': 114.3005823798927}, 'southwest': {'lat': -7.805603149999997, 'lng': 114.2978827201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Sungai tempur,ChIJbV2TDKIp0S0RoqunJgO-NeE,0.0,ChIJbV2TDKIp0S0RoqunJgO-NeE,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJbV2TDKIp0S0RoqunJgO-NeE
OPERATIONAL,"39P4+JMJ, Area Hutan, baluran, Kec. Banyuputih, Kabupaten Situbondo, Jawa Timur 68374, Indonesia","{'location': {'lat': -7.913404, 'lng': 114.3566262}, 'viewport': {'northeast': {'lat': -7.91207667010728, 'lng': 114.3595305}, 'southwest': {'lat': -7.914776329892724, 'lng': 114.3556581}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bajulmati Reservoir,ChIJp1uzfsc60S0Rdb6SEVi6g_s,4.4,ChIJp1uzfsc60S0Rdb6SEVi6g_s,"['tourist_attraction', 'point_of_interest', 'establishment']",780,"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112923320001482619895"">Endro Prasetyo</a>'], 'photo_reference': 'AUGGfZmzcODffEFgzQ8I5nWUYa_fK9RQr2c0IryvV0F6ZDzlrD85yHqC4gESha5rLcifo1l_zCSz3usP6jEEqA8dA44nExPKhWyah0TwZIhaHgcE5mOKfyjv3vhE6BCGHBnIquqIQ0AQqrfdYDm9HCtD54W6ebdF8a8tcJThQzl42U51qgcE', 'width': 4624}]",{'open_now': False},,,,https://www.google.com/maps/place/?q=place_id:ChIJp1uzfsc60S0Rdb6SEVi6g_s
OPERATIONAL,"3CMR+34Q, Pantai, Pandean, Wonorejo, Banyuputih, Situbondo Regency, Indonesia","{'location': {'lat': -7.917299900000001, 'lng': 114.4403647}, 'viewport': {'northeast': {'lat': -7.915950070107279, 'lng': 114.4417145298927}, 'southwest': {'lat': -7.918649729892723, 'lng': 114.4390148701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Takat Tanjung Wedi,ChIJ1x4QM3k90S0RSXFiDbqUfa0,5.0,ChIJ1x4QM3k90S0RSXFiDbqUfa0,"['tourist_attraction', 'point_of_interest', 'establishment']",7,"[{'height': 1952, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107334404053452359977"">Adi Purnomo</a>'], 'photo_reference': 'AUGGfZmVTEjLO1FgyGu_-8unfPF5CAdg8O4907WLv4CPN9JsmM79dMd-cvaqmrXjmKleb98UZTBmafFD2Zdc_MaE9HZZLhJLKSsoM4TIqYl6KU_ckq7DGDCNmREaL9MJYfns9sAAHzLcP10dXXvG9kwIj1fHYNadY_9w_jvXfB6yPhbd4CHX', 'width': 4160}]",{'open_now': False},,,,https://www.google.com/maps/place/?q=place_id:ChIJ1x4QM3k90S0RSXFiDbqUfa0
OPERATIONAL,"Jl. Banyuputih - Kedawung, Kedongdong, Kedawung, Kec. Banyuputih, Kabupaten Batang, Jawa Tengah 51271, Indonesia","{'location': {'lat': -6.955210999999999, 'lng': 109.9285994}, 'viewport': {'northeast': {'lat': -6.952050799999999, 'lng': 109.9297592798927}, 'southwest': {'lat': -6.956264399999999, 'lng': 109.9270596201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Srigunung Hill,ChIJX_qbcnU_cC4RNmH9Ax1Xr3E,4.3,ChIJX_qbcnU_cC4RNmH9Ax1Xr3E,"['tourist_attraction', 'point_of_interest', 'establishment']",1366,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117854148532215684981"">A Google User</a>'], 'photo_reference': 'AUGGfZlGy1MvqED9ReO7F6MgR-qGnfG5HnU3o0GeY8HFjoRw9Qfjy0hF0HtTgucj5NAXotx2uLlYH5HZxebd46t0uXz5z2AZPLzEaSA_hgMk03N9mHEquT4pkzSNz7hnH7KrK0i_EATepUPfNy7yLVqtCX2qKVjiBITAAjYYJ_vUwZkM21IR', 'width': 4160}]",{'open_now': False},"{'compound_code': '2WVH+WC Kedawung, Batang Regency, Central Java, Indonesia', 'global_code': '6P5F2WVH+WC'}",,,https://www.google.com/maps/place/?q=place_id:ChIJX_qbcnU_cC4RNmH9Ax1Xr3E
OPERATIONAL,"Cotek, Sumberwaru, Banyuputih, Situbondo Regency, East Java, Indonesia","{'location': {'lat': -7.7601527, 'lng': 114.3056028}, 'viewport': {'northeast': {'lat': -7.758811170107277, 'lng': 114.3070353798927}, 'southwest': {'lat': -7.761510829892722, 'lng': 114.3043357201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kebun Kelengkeng Biung 2,ChIJyx_mRR8p0S0RmFX2IIDg3Ag,4.8,ChIJyx_mRR8p0S0RmFX2IIDg3Ag,"['tourist_attraction', 'point_of_interest', 'establishment']",5,"[{'height': 9248, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115115324068914869647"">A Google User</a>'], 'photo_reference': 'AUGGfZlJ8UXZYy2d-z6i0uq9EndaZO-_CPxTFQdH9MU4ykGAmTnm1Re7bhZ1LgVhcEU6g9lAvjB7VsMXUCGK9DLhLORGkoaq6BiyGGg0awbDvY6o2d1k0V4yDYhQMh9_GcdJNe19MxYOCXvqLcsQF7xW8-UjfK5Yas4p2JjzDNeKctd_-KhP', 'width': 6936}]",,"{'compound_code': '68Q4+W6 Sumberwaru, Situbondo Regency, East Java, Indonesia', 'global_code': '6P4P68Q4+W6'}",,,https://www.google.com/maps/place/?q=place_id:ChIJyx_mRR8p0S0RmFX2IIDg3Ag
OPERATIONAL,"2WHH+HXM, Pengkeringan, Banyuputih, Kec. Banyuputih, Kabupaten Batang, Jawa Tengah 51271, Indonesia","{'location': {'lat': -6.971043799999999, 'lng': 109.9299258}, 'viewport': {'northeast': {'lat': -6.969745670107279, 'lng': 109.9313076298927}, 'southwest': {'lat': -6.972445329892722, 'lng': 109.9286079701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kali Sier-Sier,ChIJ1w-StLY_cC4RNh2IDoKNt6Y,0.0,ChIJ1w-StLY_cC4RNh2IDoKNt6Y,"['tourist_attraction', 'point_of_interest', 'establishment']",0,,,,,,https://www.google.com/maps/place/?q=place_id:ChIJ1w-StLY_cC4RNh2IDoKNt6Y
