formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng
"85G4+FMF, Mandailing, Tebing Tinggi Kota, Tebing Tinggi City, North Sumatra, Indonesia",Jln sei babura no 11,ChIJ7SOahr9hMTAR1qkBlZISxHU,0.0,"['lodging', 'point_of_interest', 'establishment']",0.0,,3.3261884,99.15668079999999
"Desa, Buluh Duri, Kec. Sipispis, Kabupaten Serdang Bedagai, Sumatera Utara 20993, Indonesia",ARUNG JERAM BAHBOLON ( BUMDES BUDUMA),ChIJTWPuXIJ7MTARSBmrNd0FWo4,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",52.0,"[{'height': 605, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100132548198974304717"">Karnadi Didi</a>'], 'photo_reference': 'AUGGfZm659u5622I5yMTV5UFbywSRqPefQqUSJmkGXq5xZueceJm1IXbHEbIYezQfpYbiXrgmDT_r1Rml-nuYucfjyjrQ7J0kF4-BmxAAl1gXtF8Ps4MFyDiudJvENM1y1amzNrz9-efvuoq-o4IR5HjuDzDMc9xWF9YrCTZ3VXZWxzmSnfV', 'width': 1280}]",3.2032097,99.0586558
"84PJ+4JH, Jl. Merpati, Pinang Mancung, Kec. Bajenis, Kota Tebing Tinggi, Sumatera Utara 20998, Indonesia",Simpang Uyut,ChIJlxFiSHVhMTARgRwo8cyIM4U,4.1,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,,3.3353101,99.1316128
"Jl. Setiabudi No.102-26, Berohol, Kec. Bajenis, Kota Tebing Tinggi, Sumatera Utara 20998, Indonesia","Simpang Tiga Berohol, Tebing Tinggi",ChIJLULtOBhhMTAR438a93O8qiU,4.1,"['tourist_attraction', 'point_of_interest', 'establishment']",10.0,,3.3390806,99.1446879
"85H4+C5F, Pasar Baru, Tebing Tinggi Kota, Tebing Tinggi City, North Sumatra 20998, Indonesia",Pemandian Umum Air TC,ChIJqZ1eAlxhMTARPNyT02OEiao,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,"[{'height': 691, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111097532637223422542"">Wiono K</a>'], 'photo_reference': 'AUGGfZnCf7EYMsQ6QWvB-GNcpubu9PGKTZfV7H71WWoLK1D7ruMWRQHL6nF29GOUXg7N32b4r3JP0qCXI7Ukovgjfn-mxZ1iOP8gdGfRQCxipi1Bwrrc74G1VPi6caKlAKVg_buyDuZz326-6C2epitI8PlvCa3s5qwx21wLwSy7_6fZ_xnA', 'width': 470}]",3.3281092,99.15545329999999
"Jl. Merdeka, Rambung, Kec. Tebing Tinggi Kota, Kota Tebing Tinggi, Sumatera Utara 20616, Indonesia",SRI MERSING,ChIJp7wGIjhgMTAR1xsRRe3NNjE,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",56.0,"[{'height': 3464, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109893879693582016225"">Fahri Husein Design</a>'], 'photo_reference': 'AUGGfZn9nAn6Vxfjeft-V0uH7uFTWUrVsQRk1Ct-NbOANGumiGCQdSH4RvdqiyM0GqzvNTX4oQUCrgJ17qR632o2fiCJdaM45BssA8HHDB5qbnTInw2JeB3XSXOeOnTxXLDXYZyurHdNWZNV-BTN3ZUEIWWc88pvAaf7Sl342MQUihkI-KtF', 'width': 4618}]",3.3267033,99.1631963
"Rambung, Tebing Tinggi Kota, Tebing Tinggi City, North Sumatra 20631, Indonesia",Taman Kota Tebing Tinggi,ChIJq_M0M7lhMTARw0fsQFv1FZ8,4.2,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",2091.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102660551033539961910"">Adolf Manurung</a>'], 'photo_reference': 'AUGGfZks3D3vVSCf3za-oCwooTMAulwWSefq6oxzmQ_KiO1YFscLjSq0-WPWPAkpBjkOeZ90Fo8VQxhBnO29loo_DLpbSH02LsinTOebQEV2l1cdzPxAHnt-aZRrm2-Q2nuPzwxn9fWaMRu6psUn128SnTXOcGAXEvxYGwo0GV4nkDlMli4b', 'width': 4032}]",3.3214052,99.1643599
"85G4+GM7, Jl. Gatot Subroto, Mandailing, Kec. Tebing Tinggi Kota, Kota Tebing Tinggi, Sumatera Utara, Indonesia",Tenda Kolam,ChIJEVjBDPJhMTAR7Pv5N0A-_0U,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101100770582205398167"">A Google User</a>'], 'photo_reference': 'AUGGfZl3ocHRDdaKCJASQKZ1L1nJu-KyMEOx4V04ia6pmHlBCUgaqAzZomuoSMrfrT99IuZLemXwPimfJBEZcwf5FG5qjZPfDRb-zz2mdyoSw5AKu8oPl1JxW1ub3OpfTngJuX7Ot6MZ2u66uUpS2sNKTo_lfD0URe-r_SXxy8vjSZO4IQV4', 'width': 2448}]",3.3262879,99.1566855
"85RF+64W, Jl. Penghulu Tarip, kampung wetan, Kec. Padang Hilir, Kota Tebing Tinggi, Sumatera Utara, Indonesia",Waterboom Wetanabe,ChIJ0e3QfLRhMTAR45i5gUNf2wU,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,3.3406182,99.1728267
"Rahmat, Jl. Basuki, Tebing Tinggi Lama, Kec. Tebing Tinggi Kota, Kota Tebing Tinggi, Sumatera Utara 20998, Indonesia",Squad Wong Edan,ChIJ-VG_AgBhMTARn9TC3rJXJiQ,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,,3.3289415,99.1674687
