formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng
"C9RM+GF8, Hila, Pulau-pulau Terselatan, Maluku Barat Daya Regency, Maluku, Indonesia",Pulau romang,ChIJnWpQhhe3HC0RmiQanzYZGF8,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,-7.5587075,127.3837079
"W7FH+H3G, Amarsekaru, Pulau Gorom, East Seram, Maluku, Indonesia",Danau Sole,ChIJWQJVsUg1Py0RWUMYcyan1ro,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106324489174072183227"">Delima Kiswanti</a>'], 'photo_reference': 'AUGGfZl3IXjLi_lxXzEZrz8uj9zyTu7LJZonI3b3IN7p9AjF5O2WyE-aCCW9TPOvu2hZoWR8SqG0R2L9i4eTVOIN1dSkKJx8CAOQ_6swH6gS9R-fDTgy8yXFkBRRqeDStyoZT7lhX6Sye83CWReNWwRr0zmlE8HwYiEqrxmlkZ9pS-WL5xA1', 'width': 4000}]",-4.0760737,131.2776991
"W5F2+85, Wonreli, Pulau-pulau Terselatan, Maluku Barat Daya Regency, Maluku, Indonesia",Kisar Keramat Island,ChIJpYGGjgbPAi0RQRk-Q8lnpdk,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 528, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116521847867797092181"">A Google User</a>'], 'photo_reference': 'AUGGfZmaAjU2Ub3fYZ037WXQGF9AmDiPWKw8HxZYRp2C8QlvpES9-Syx3AkBQsia8Qiiod5QUejX0PFbp4OhoBc8GN-ZX3fJRZvf__JF9b9gcmXBxW3y9w0cKdXr45qbhAmHjkxsljOeDlB9q7DjVWhqWcZtzvzC2hcFjQMdQbTtAJLfcQPg', 'width': 720}]",-8.0766972,127.1504647
"9J2C+5C, Meyano Raya, Kormomolin, Tanimbar Islands, Maluku, Indonesia",Tanjung kormomolin,ChIJWVvIHqcVJy0RAAq8RmUylps,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,-7.6495213,131.6210993
"3G9Q+CX8, Mulo, Timor-Leste",Dokomali Falls/ Bee Tudak Dokomali,ChIJF8gOork__iwRtKHnuJVOGw0,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",18.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117463890031998316324"">John Dooley</a>'], 'photo_reference': 'AUGGfZkMhUMemzPvp-SsWHqLcwaV7M7_84_JgXM9XublX8nfKUrhz3Y0qq1ztjuBWA9eXn-oJtSNugZlVoBnNepBYWY1LrxdBxvEYln4nHU8V3Ce4domlq1JuR34LLosS83hZRp2k0xHD9vTllhLr-FvMnhHeKS4XtbR241O0ugZ22n-uncE', 'width': 3024}]",-8.9314666,125.5399568
"MoA Globamaze, Globe Rotunda, Pasay, Metro Manila, Philippines",MOA Picture Spot,ChIJS9L94XvLlzMR8XLh21Lgqwo,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114909547556272619589"">A Google User</a>'], 'photo_reference': 'AUGGfZkI1VdlFEGWXIMwgKRvXZHkZd2OpjtmBttQh-VvEOEEjMo5fi-bxJi7ptpsH24OQkEIVUGUjskKrFM2JkK3p-UHikLk6mo407ldgyVmWkUBRPhbIkeVc4x63OOFL8mo3CpftLS-j4LyZ_Oss1dj5byZTfqF9vMKNMyeY6Cn54bCs2w_', 'width': 4032}]",14.5342556,120.9831609
"4VJ5+Q2, Urung, Kabupaten Seram Bagian Timur, Maluku, Indonesia",Tempat santai,ChIJReEkKgBjPy0RtmkUMfDQ58g,0.0,"['park', 'point_of_interest', 'establishment']",0.0,,-3.8680068,130.857586
"Manusela, Seram Utara, Kabupaten Maluku Tengah, Maluku, Indonesia",Manusela National Park,ChIJT_I14YY-ai0RbpozuKYMOxI,4.4,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",72.0,"[{'height': 534, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103463708950445339909"">Ferdian octa dinata</a>'], 'photo_reference': 'AUGGfZmsPMiryUcbtsRFTm9KGZC0YLxt-qm7fFFh6QiC9AvEVZ8E6wHSdrrn2SKcxsHOwlzRyWU3LfebHKaZO789G-38t2LOai1ad3WeXpfgl8uLvAzfZH2Nf0kN4M7fSZRQj0gpZqmDxeWRLwXpqyGBc4FS9o-X3S8YD44-9bPURsWS7pMu', 'width': 750}]",-3.0751277,129.6199663
"6P8W+CH, Teor, East Seram, Maluku, Indonesia",Tanjung,ChIJPQ-7qoRjOS0RQh7JnXnCXyg,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,-4.7839375,131.7464375
"7QF4+CP, Teor, East Seram, Maluku, Indonesia",KMP jawa,ChIJWch2qwxjOS0RpPvYWVbyrr4,0.0,"['tourist_attraction', 'point_of_interest', 'establishment']",0.0,"[{'height': 3469, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102376840516999794852"">A Google User</a>'], 'photo_reference': 'AUGGfZn_28FNTu1CgZ3jthVt8TWZG7m60DtkOfLt1VtDAinZa7bzJvBOn8cT80ByC9pENEHFsruR6A7ehePIrYQakPCfzLYUYzF2QVK0yxw0JyNIx4dkaaENJLJpk9ty3lbu-Tg31Kxzif0NoMIBm_9-uNDHRTogU83fGtx2RNfgjUsvLdee', 'width': 3057}]",-4.726458,131.7567567
