formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"Jl. Bandar Labuhan No.139, Limau Manis, Kec. Tj. Morawa, Kabupaten Deli Serdang, Sumatera Utara 20362, Indonesia",Tamora Funland,ChIJA3EtBAA5MTARpV4eUM8u1oQ,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",11.0,"[{'height': 4208, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115406931894077022232"">A Google User</a>'], 'photo_reference': 'AUGGfZk4GFLSfebBdLCFuiWSVIJ7b1K6w-_hxef59Hft3e4GCs8lHSvtKQySEcm5dupyOTj4wK4qrsFv-YsKk3I3QTvE34NZo46YxFWwN3EqoNliAao3g59-eTR49bIXRCiZI2rNWg_CFB9oOxghIClVB1lqg9Z33It_YDFgYeWWYn7k3Ng_', 'width': 3120}]",3.4927695,98.776091,0,0,0,0,0
"Jl. Pendeta Jl. Wismar Saragih No.179, Pematang Raya, Kec. Raya, Kabupaten Simalungun, Sumatera Utara 21162, Indonesia",Guru Raya SiDasuha,ChIJH05QjqGYMTAR242hhZMPzrM,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",23.0,"[{'height': 2358, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116770438007941436817"">Guru Raya SiDasuha</a>'], 'photo_reference': 'AUGGfZl0uOvgEqUGfxvlXYL7MxRCNZc5cw0KeU2RZwqOxi8kUieC2NVBbs2XkCxEAjBzf6VSV0CzSPE0olYHszxb7xvqJEwTGi45d4Kr-FV9sJlnfr4v1GQjLPKB38KzuN81wbEjEZAr1j9NT79oeeQ1zYf18N-E59uow40YG1uFhVo8HKLJ', 'width': 4192}]",2.9636749,98.8412368,0,0,0,0,0
"Jl. Talun kenas - Patumbak No.1, Patumbak Satu, Kec. Patumbak, Kabupaten Deli Serdang, Sumatera Utara 20361, Indonesia",Taman Rekreasi dan Rumah Susu Lachio,ChIJxyPjTFk8MTARWhSbvrHDJx4,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",272.0,"[{'height': 1680, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110272823381972093524"">A Google User</a>'], 'photo_reference': 'AUGGfZmJxjZe7PX0vkSdr15aYzMN4OaxX21KgXwywvKcv3UhFRMlbePoxaRjiwtSY51-z8vY3W5dj92XKBqbmU2fUUN7p4n9QeCGiAnFEZWSHa3oJZtNKzrYaT4faHkQ4vSlKO5DTWQDA2AW2Z-LjXq2uXf-obaENfQWis8pkgvhNufDjccq', 'width': 2976}]",3.434887,98.7098818,0,0,1,0,0
"Mabar, Bangun Purba, Deli Serdang Regency, North Sumatra 20984, Indonesia",Pantai Salju,ChIJe9VtXpgUMTARnPaozFVlcZ0,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",534.0,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110207285122638296129"">A Google User</a>'], 'photo_reference': 'AUGGfZkVfRmc-M9K2vDVB5v6UGRIDzzXheV3tf4-2bhONhx_9UAMMAbg_P55va-43jAFBBQLARhnn8Y6E04g1wcvAVk2Csy2y5A6-ath5E927CYYWR5ty7L4XTa5KNpxLi2CgkExS5CKAcLIAiVYlAIlc4pw-71xpreD0HgtItdRS4WPOOsv', 'width': 4160}]",3.3080613,98.8111332,0,1,0,0,0
"Limau Manis, Tanjung Morawa, Deli Serdang Regency, North Sumatra 20362, Indonesia",Wisata Bunga,ChIJa3WzNuQ5MTARZhuSeRuo4b8,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",974.0,"[{'height': 4096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101548102072048778734"">Muhammad Ali</a>'], 'photo_reference': 'AUGGfZmJT76ekO4_BK34PzwA23GsNaUtUnZzjNEgVIg2uwO_9C8naaU29lsN4KQOHA9EisAEE7VaoMTeFDyFsy7D7kVshbdxHpEbL5AaO_lJce8YhqGgwb_osZaSvlNE7FDz3zl_UHMjmWGgCN8Tnwqi_ubzq89x2s0SrFhynB_VkIZXJ2y9', 'width': 3072}]",3.5324287,98.7635956,0,0,1,0,0
"7JXW+P9, Penungkiren, Sinembah Tanjung Muda Hilir, Deli Serdang Regency, North Sumatra, Indonesia",HOT SPRING LAU SIGEMBURA PENEN,ChIJSwR6I2MbMTAR1eQG2zQnlN4,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",201.0,"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102428024648817237776"">A Google User</a>'], 'photo_reference': 'AUGGfZmkgIi4BbedOlJGv4YD6g8PmUIP5SgocqhSdkX4E6ycNd7QA1QKGxOcSsxh9YEEAsrJGna8dUFWXXYK3RDqxVoQFYFqKmdH3_gQogy5oDkNJTv0cxOvZLpSv69DvWylPo0hRokVBfFRw70q8WxMNi1UdVZhu5sRPbx377odpV9ttSIH', 'width': 1280}]",3.2992306,98.6450513,0,0,0,0,0
"Lau Rakit, Sibiru-biru, Deli Serdang Regency, North Sumatra 20358, Indonesia",Air Terjun Betala,ChIJa9HZEoQXMTARLk5Abc8fvvE,4.2,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",234.0,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112370109395330646054"">A Google User</a>'], 'photo_reference': 'AUGGfZl2z58S6zFWwQdiC-5YuHllRX2hBlG4xNjIiv74PbER_DoAE21T2IxQ8u265PSCclo9_p2_RfI5IfCTJAiR662iOFKbjHiRC2RbAZC8AsVNtbxP2RHzppMe6vNeGA5fd52LZs5yN0xJdU1FIJC0pN0kMT8ersuI_OvF9IKz7NddkWgx', 'width': 4160}]",3.3463617,98.6669538,0,0,1,0,0
"WG2W+227, Ujung Saribu, Pamatang Silima Huta, Simalungun Regency, North Sumatra 21167, Indonesia",Taman tanduk Banua resort,ChIJ_QA03FCzMTARQipV8TY4HT4,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",16.0,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112460238741848102422"">A Google User</a>'], 'photo_reference': 'AUGGfZn9ihcPoxTeO4NntuQ1x9bFSg0Y9ddBdjVBsDxG06chVZW3Q68TqNnfMDTiWS2kyRzUbt_tSNLZ8HWQLaqVA6RZy90PThqyy06sQOQOxcVaO3SuXXHu_6BBOP7Wlo6jiq7jLT9JviO9VKMnOyx0AuU_gKNVxGEaVkLLt3fvNfNpFX8I', 'width': 3096}]",2.9000421,98.5450395,0,0,1,0,0
"Jl. Pendidikan, Deli Tua Bar., Kec. Deli Tua, Kabupaten Deli Serdang, Sumatera Utara 20355, Indonesia",The Le Hu Garden,ChIJj-0TtXI7MTARRXrAAdjcZHU,4.1,"['tourist_attraction', 'park', 'restaurant', 'food', 'point_of_interest', 'establishment']",3739.0,"[{'height': 2704, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115780961764853988087"">Al</a>'], 'photo_reference': 'AUGGfZlORkUgUsknx3G9-JEwEUsmw09xDbOuc8Yq45SbPS6KiQSZ5gjSNdwJ6bSfDlF5tshjMfZRCS6kItRf_cWzuM3lUrm5R3Cu8U44E588PG-CkQPbspORS-BfwCnqocZUoZCn9ZDyt0BvlKRESzXiPAVuYmbNadlDOUuuLIEh6NoElpwP', 'width': 4056}]",3.4801574,98.6946467,0,0,1,0,0
"WJ7V+PPW, Purba Sipinggan, Purba, Simalungun Regency, North Sumatra, Indonesia",SIMPANG HARANGGAOL,ChIJvVBtqIivMTAR1_SooRiDKjQ,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",29.0,"[{'height': 1029, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107683574033766874461"">Nawra MT</a>'], 'photo_reference': 'AUGGfZkvEqEq1htRwfttVjuX_S_T07jI52xNtkPU1iHqzTQsNsTysb2TXa2O_LRHxKsroxmbjOToBxTJLkbESxpoITt3QzXRf4eTu5qr011WtHzWhIsf2D0SmltGIFyW1lKsnKES_YlzLnNXXx3CbumsgpiVQvH0gorHaL_kVZaEg_sRcJwm', 'width': 1076}]",2.914353,98.6443379,0,0,0,0,0
