formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"7G25+H8Q, Maniwak, Wasior, Teluk Wondama Regency, West Papua, Indonesia",Lorong ketapang,ChIJzUknf_h7Sy0RFLfFWq_pdCA,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 5333, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110689609234186224299"">Imam Basori</a>'], 'photo_reference': 'AUGGfZkOcr7Yxam0_EKcbfQaPuW7DhClH-nnfCmmYr5qDeAwWCF_AjkXpwfxJeK0xg-7TWAdSEps2u_VqC0JP_t-fFLL5Q7n_tAGWne70gtBXPHjkSPUJnn75BYrzuOwSwwoZQhZgzzseHZymQ8HL1BEGnRS-h54lGyuXExXw46rUyGYxDaH', 'width': 3000}]",-2.7485404,134.5083625,0,0,0,0,0
"7GF4+HM9, Wasior I, Wasior, Teluk Wondama Regency, West Papua 98362, Indonesia",Teluk wondama,ChIJr-xNTQB9Sy0RLlSUE9C01tM,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 1600, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111098279312008199183"">PELIPUS SAMUEL MAGAI</a>'], 'photo_reference': 'AUGGfZm_uUWgVzhdRunBzT15nAiDOGXGx123omTf8DaSGuEjbYIDaaHsFZITQwAcnMnDHUKr4SNl9ZDa3qgVuMVTy-J6M35C1TbYVsFd0GX7kEGk1VAttrWs3s_66KJa2yuXunvBIqWBCv6Q2hEm6xc7wIrcuTQLLUF_WoFeHwc2d0Yzy4aL', 'width': 1200}]",-2.726099,134.506737,0,0,0,0,0
"7G77+J45, Maniwak, Wasior, Teluk Wondama Regency, West Papua 98362, Indonesia",Miei,ChIJ63wN-jB7Sy0RkoU5gyuP1x8,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103764612697003397026"">A Google User</a>'], 'photo_reference': 'AUGGfZl7N2Pt6JGjvsCBWxKT7FraD7ZJiRduTptmiZGw0Cg6LgdoEBa0Aa_efkyJbDiUKhAcfVizy-iR54eZabMA9VoLa65q7FU1BEyYPJLFRwopX2A9F_hKeXGMKbL5q4-0PpGTu717CkZExN1Q-gBgMmzJgZXa3wUm9xYWVGEfacpc_mFJ', 'width': 3024}]",-2.7360945,134.5122993,0,0,0,0,0
"7G24+RGQ, Unnamed Road, Maniwak, Distrik Wasior, Kabupaten Teluk Wondama, Papua Bar. 98362, Indonesia",PANTAI KETAPANG 5 KABUPATEN TELUK WONDAMA,ChIJM0ddhgl7Sy0RokZKDCa4PMk,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",13.0,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104278908514353842936"">Suci Utari</a>'], 'photo_reference': 'AUGGfZkrTJGUIQzyL_YD6G2tNjrCwkkZra5s8_3wvTefoYfjncbaRfTV2UYLF2PyZLbxfGw-7_esx0yKIeuAaJj-gaeTyloALmQX65smlJe3BA0ZbPHOASBepQsrbMyboMGpxG2L-QODG83Ac3PpOofyLKEc5p0-D0hclJOf0LbjeCtwbwky', 'width': 3264}]",-2.7479085,134.5063719,0,1,0,0,0
"5GPC+9C, Rasiei, Teluk Wondama Regency, West Papua 98362, Indonesia",Pantai Wisata Kampung Rasiei,ChIJm3eDPo1xSy0RKAlMr5hUMJw,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",6.0,"[{'height': 2296, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110008975446793278459"">Andri Kuncoro</a>'], 'photo_reference': 'AUGGfZlG5PYWji45AJF36v7JPkdKNbznDlmkm23Ck5-GmDe-1baURiA6DMPBgLhgel5uSWjyEi0zJNcLyhm7JdiDkFPy048Y6JZQMAuBVSnZpSjBUGSWwlu_v4ngSleWGa28Epx6wcb6MYij8-yTFxypyHpqOf8cLyDnV0-_CkCN3yB3yCNc', 'width': 4080}]",-2.8140583,134.5210967,0,1,1,0,0
"CF69+CP7, Sobei, Duairi, Teluk Wondama Regency, West Papua, Indonesia",Sumber Air panas warayaru,ChIJwXGaQiOHTC0R2k8bdykW_ic,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110689609234186224299"">Imam Basori</a>'], 'photo_reference': 'AUGGfZm2nhPqFmgHsKInohvFBnjruQe2dw_Yu2beMj5_1N0k38hnusG6nHmdPd2mO9a9sYDftkyJwkE2sHLaXXdVdSo1dileMXQw6jdZDpvPkK_a9iM3VuuaBVm0VPuAKKaKqx2lwaKrv9zbl2-gUiG9LSMRICRC_z7y1q1-IptNTsx0rsmu', 'width': 5333}]",-2.588967,134.4692964,0,0,0,0,0
"5GWF+F9X, Kabuow, Teluk Wondama Regency, West Papua, Indonesia",Pantai Kabwou Wondiboi,ChIJuX6omitxSy0RkV3FVv1c1hQ,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,-2.8037671,134.5234711,0,1,0,0,0
"5GVP+487, Wondiboi, Wondiboy, Teluk Wondama Regency, West Papua 98362, Indonesia",Air Terjun Wondiboi Village,ChIJvWct53JxSy0RSYEnKXiqOi4,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,"[{'height': 2304, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106655711083046558639"">arif mail</a>'], 'photo_reference': 'AUGGfZlbgY3izAvUR0HqquoqqPJOcrAuZkmbKn2xDwIgFKsrf0CTW8hZMXMyocL0no2bFYp2PFTLRDDPCwavoGR_yhF57x7oXTl1BWM7e473u0iA_lMzzii5bAk-zoixdOetDmgec7JAaTm-CkA4CAbDm6o_70okVqG5NiB9eAlFlNM3xsKm', 'width': 1536}]",-2.8072114,134.5358055,0,0,0,0,0
"CFQ7+389, Sobei Indah, Duairi, Teluk Wondama Regency, West Papua 98362, Indonesia",Pantai Rowor Teluk Wondama,ChIJHaCQwZ6OTC0RUblLNbbC57M,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",38.0,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112626786699337865469"">A Google User</a>'], 'photo_reference': 'AUGGfZlDoZwGhVbB-hKGriisuWTSHThRU0vBgOygZNcJE1dKklTmhqt9g8aIayPcL2Rj2ro_UNWMtPDj9B7ki2KQRgReiZlPG32f0IbLjeZHwYnENlExiLRk9v7QpzKUHgLllV3YQ5GXLYT-iKVybgldl9O_W43YmQGKx9-v10zgwDlzrfhI', 'width': 3000}]",-2.5623315,134.4633735,0,1,0,0,0
"WF48+VF9, Unnamed Road, Sararti, Naikere, Kabupaten Teluk Wondama, Papua Bar. 98362, Indonesia","Sarati Naikere,Teluk Wondama",ChIJkweMkcgBSy0RtFsRPXQicxI,4.0,"['point_of_interest', 'establishment']",1.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114685926204756267804"">Anton P</a>'], 'photo_reference': 'AUGGfZm75BrhGFt2pcQxIbMfjRyR0AKb0HtR0s8l0Nc_nGUeVjO5nczs--2QHp12vgsGpT1E3CbsLd2FIJX4V81Rvvpaka_Ka_HkjrIOVKycgCwCI7atttkKAywD04wrcloNsnUN17AKbeBATesvIapgtnJCq44BWgW3sa2y-9OAcIN1D-ZZ', 'width': 4000}]",-3.0928333,134.4662222,0,0,0,0,0
