formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"Jl. Cilincing Krematorium No.18, RT.7/RW.4, Cilincing, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14110, Indonesia",Dermaga Nelayan Cilincing,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113802019808430382970"">ale sulaeman</a>'], 'photo_reference': 'AUGGfZn5cMF_XppbyMrPpy0-gMcic7IPIyf2WxQOvUme4pzIDoQrqluEfj69etp1u_HUldF9VWeqnuwAoUc5U4EOgyZwl67ISV6Esen7jNwXeY14UTDRYB7sIHNpXDvHtdTSGuxcFIfnfeGAZzBWsNrxABjLDy1AaCowkCNabptp7k3OtK_2', 'width': 3024}]",ChIJ9wmeLfQhai4RCdOvEc_jvRc,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",11.0,-6.0963249,106.9384785,0,0,0,0,0
"WX47+J7R, RT.4/RW.7, Marunda, Cilincing, North Jakarta City, Jakarta 14150, Indonesia",The Bottle House,"[{'height': 2256, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105222898757863230941"">Mei Kohar</a>'], 'photo_reference': 'AUGGfZlbc7-TiZSKNYUSUHIN54Q5sZYMMUqt9HIuTn3mXsaY1dhsQ_d6u5AwGjd8ox2p52mxmJ-qiKSH9Bz4BKT8jEAevpcF7UEqOacIpwkrY83xxeNu9_o9L2kqqpE46DiXEMJgrso7AMuCePyDvc7wmH9U-nW-sV22J3-vO4WoWbCj1Q2B', 'width': 4000}]",ChIJbee8krohai4R3DoQJA3w3q8,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,-6.093395,106.9631287,0,0,0,0,0
"Jl. Tipar Cakung No.69, RT.1/RW.1, Sukapura, kec.xilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14140, Indonesia",Wisata kampung betawi sukapura cilincing jakut,,ChIJN-GL-sKLaS4RzwPROO-OZ7E,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-6.146211399999999,106.9232881,0,0,1,1,0
"WX35+7JJ, RT.2/RW.7, Marunda, Cilincing, North Jakarta City, Jakarta 14150, Indonesia",Spot mancing lundu marunda,"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116348401175096965386"">Dedy Muhedin</a>'], 'photo_reference': 'AUGGfZkdRxFXUaczUpbNpN1YLM3tgm24gVWjGrNWpBM2FDZg6MstY8mK9jdSpveMPwOgqCcZmvdOOUKyal5xcHQkFk5k3auvIeZjTLjzt0DwClaK2YBvkAiW-IzhQ2nMVW0pBS8PAzpRhoR8s1nGw6rOgfjxaD9LAsFwq5FkDl-AyepLAl0P', 'width': 960}]",ChIJ69HZ8jshai4Rq72wm-Sek_w,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",2.0,-6.0962407,106.9586655,0,0,0,0,0
"WX59+65, RT.4/RW.7, Marunda, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14150, Indonesia",CRAB ADVENTURE,"[{'height': 525, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111265071576082525595"">A Google User</a>'], 'photo_reference': 'AUGGfZmkUz9Gbom099DoGfOONmXEBl_OLdEN7zpgGQkTh_OBeW3H1pEyqudDx11EPnZLMy6Kr5b4K9vra3hvD2DIWyjUzXQ9ENfJKA_BDKRPlyKxgtLoFoSuBPGbzfIKdRNBWwQj8nUPJxp6vc5mFi4YIw_3UamDN2KSkry6OyxvwrcE2UiM', 'width': 1000}]",ChIJ53uEkHYhai4RPBx2FU5AiMw,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,-6.0919951,106.9679771,0,0,0,0,0
"Jl. Komp. Pelindo II, Cilincing, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta, Indonesia",Cilincing City Forest,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116906843266199089571"">A Google User</a>'], 'photo_reference': 'AUGGfZko7raTdExoVeY5f6Z5F6-7cs8-tbfcr4DbkQJEIkvEbILa6-qG-54iq1erv4nWof7fyR8mvxfCKMeAquxAg0gII2viORQAZXxsPI7y3kijCFs6KKAhvfnKMQylWJxUaAzPGDj86_KZfY6JdDZUesZMDzVz940ZEf4R5L2J5nM45a9r', 'width': 1080}]",ChIJpducsB8hai4RPJiCVxru0OU,4.8,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",61.0,-6.1149517,106.9382415,0,0,1,0,0
"Jl. Pinggir Dermaga No.6, RT.6/RW.1, Marunda, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14150, Indonesia",Wisata Pemancingan. Tarumanegara,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105537048027928560582"">Ariawan Sastramihardja</a>'], 'photo_reference': 'AUGGfZlJu1POygMgOyvTZqPuN3uWwu4OH26-yLqrA-XS8Hd6gtFapofX6WsBRuHciYCZI0L7hvNZdC9anMyWAkvJ2_LSWr4ypTmNDNM7qlxQPEuYXkwttF6trucOleVHovAzJM0qrtv7ho1-K7_Qdk3Py3TJqD0NFXAblsi1CAelaKyDg2Bn', 'width': 2448}]",ChIJNXHJ7PIgai4RROBi1XGwE_0,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",300.0,-6.1088374,106.9697762,0,0,1,0,0
"Jl. Karang Hijau 2 No.47, RT.10/RW.13, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14110, Indonesia",Saung Kita,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111989033458687290634"">A Google User</a>'], 'photo_reference': 'AUGGfZmMcsKgviN17jzYgaEHkqKYUJ4FKfqO92tDkMrSuDw7HP06uwodsKkv676Y9j6rB8phT7Yn3_M5A27FEEiDGgQFKi6iv4i3sd-r17B675B8SMJWvEmgPaL0dDiOTIAsAwmBuSeFOtig2IfPYUDWuqhy6c5KZHVRRKVNmsY6oIyfD2pS', 'width': 1920}]",ChIJ_x3m_x0hai4RuVJsEXrg5h8,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,-6.09638,106.93423,0,0,0,0,0
"Jl. Sungai Barito No.3, RT.1/RW.1, Semper Bar., Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14130, Indonesia",NEW NBC,"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103788291124431586823"">A Google User</a>'], 'photo_reference': 'AUGGfZni97zK1Xt6Ucvn3ANss8mqOfR1_DFDOZnwfsjNz_OL-aQ0FEWEwKYGvkGdfIQyeHYK6fR5nnSEt7ce06C7V0RexixFLu3XmXj9Codw4dIWtIas3u2RFGNblNFuh9AlPDRooW9d3mzeHtIlbFwOmpl-akYCXRbDVvoI6UFx3X_DO9Um', 'width': 1080}]",ChIJVZizoIAhai4Rmu2SD9F_KXs,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",11.0,-6.1273779,106.9199656,0,0,0,0,0
"WW2J+XW4, RT.13/RW.13, Kali Baru, Cilincing, North Jakarta City, Jakarta 14110, Indonesia",Kampung Kerang,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118205379638488341761"">Dian Alfiah</a>'], 'photo_reference': 'AUGGfZk71WR2ulVpUXxRAgZ0W6gxIKSi1m6a4bA69lAs4ZH7MH__5PUFF4mzLP7QXCgfMpNYPScTPQRAkqF9MlrY4ebFd63s05LvyAcdIhNArc02GR2EHlL07VTofpWFR410D2G7fd1GSxtHxK7szcmWVWD_knRJg7TIYr5D2D0uakk20GdK', 'width': 4608}]",ChIJwcOT6s4hai4Ro2oU187wzfs,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,-6.0976133,106.9323242,0,0,0,0,0
