formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"Sukarame, Carita, Pandeglang Regency, Banten 42264, Indonesia",Konservasi Alam Bawah Laut,ChIJK5hkAbEtQi4RFzdZQixU1ZM,4.9,"['tourist_attraction', 'point_of_interest', 'establishment']",17.0,"[{'height': 1840, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101936325778293660057"">A Google User</a>'], 'photo_reference': 'AUGGfZnw9-xhsdy1ZqC_muEtcfFkjabNTGgz5DDLx4aE7xGULEZ6AHR3Eju0tz8ytvBhLVW4pEepv7XUoPIJfLaNQWZprhn235qq-_1oCEDtDqoSeD8eVUpljSBXJsxj7KhrQTVBTRWHtJtgvfG53aB9eqbpqfH7rdfjjgdSWRocvraLabZp', 'width': 3264}]",-6.294876299999999,105.8331698,0,0,0,0,0
"Sukarame, Carita, Pandeglang Regency, Banten 42264, Indonesia",Srodotan Donat Carita,ChIJ95stQzEtQi4RNaLIKCA1-no,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",20.0,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116364802369552082150"">Heru Tanuwijaya</a>'], 'photo_reference': 'AUGGfZn9gknv02jijyErVkQMnrHF9hNrym5yr4W7V2Yezs7VDy4hCpFTyex5ls8eCfAgeAcNXudzryT5Dxu2bY2Y48n00q5H-2LOn2UQgJvuHBGkscDvT1Aketc7MDqe4h2STvgBRnLSB-OEQj-MZD1mYCAgsmNQR8IGTWrbBfKJmE0KX-6v', 'width': 3024}]",-6.2950008,105.8367578,0,0,0,0,0
"Jalan Raya Carita KM. 10, Carita Labuan, Sukarame, Kec. Carita, Kabupaten Pandeglang, Banten 42264, Indonesia",Karangsari Beach,ChIJddUHH64tQi4RRCA-ob9d4kg,4.3,"['tourist_attraction', 'point_of_interest', 'establishment']",2504.0,"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107168975224888567295"">febrian susandi</a>'], 'photo_reference': 'AUGGfZmJ1b3fa_K8Eay6cEXdcaSQelBXrUAV_y_G3RCjqrlv6J0ymHPfPrR8p-d72bFeOXa4XK4dzrjV-AhJPW4tD7wTMw_bad97e66Cf7efzsFuqPjIRMQmXQAWCK4nsQTXKsGEnFGjgoCl60dw7xj1MGdMYlXqfMw8QRjoIIDljP80C7Fg', 'width': 5472}]",-6.2956195,105.8406838,0,1,0,0,0
"QR2H+57W, Sukanagara, Carita, Pandeglang Regency, Banten 42264, Indonesia",Matahari Beach,ChIJiaeWu38rQi4RAOkIn20-7qk,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",628.0,"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113461303610110814285"">A Google User</a>'], 'photo_reference': 'AUGGfZmTGcAyoyxCLRpoWB4qZqwX7bLm5d-4mtU49tW2d7L2TyEsHPvmhRzMAGtkTt76YZCQ0MDSOMXQOG5vngDAoIMQEH1cPo7JbZ4LDyNYymgFAOAQucFIDZG1IODb1gS6PRUS4Kjttvqcjkfz602roIv_2O0hpJGVd3kvX6G_W8qf_rgs', 'width': 2448}]",-6.2495105,105.8282099,0,1,0,0,0
"Jl. Desa, RT.14/RW.04, Sukarame, Kec. Carita, Kabupaten Pandeglang, Banten 42264, Indonesia",CURUG PUTRI CARITA ( little green canyon banten ),ChIJiZI3-RctQi4RxLIrLPnuBT4,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",287.0,"[{'height': 1024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105600566036468943214"">thimmy tasya</a>'], 'photo_reference': 'AUGGfZlEzSuUTQsXzaQDfbtAIL1f7qIArB0BFfkuMQpK8h2QL7s5PtaP3FdQ6s3dD-7bt1U30ulYq0E3ndgpaQjqnb-oXP8OmwK0_qNUyDMf2hr-Xq6HNoJn9K9DdQitbLjjKxpcQoBcbegqIgVT2yJ_ZV09jPk6c_1WWms6lGoRZgQRtJk', 'width': 768}]",-6.2768761,105.8620046,0,0,0,0,0
"Pejamben, Carita, Pandeglang Regency, Banten 42264, Indonesia",Wisata Pantai Kodok Carita,ChIJ1Y09VdczQi4RSwfZrn45a1o,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",24.0,"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111515972734045902485"">nophi</a>'], 'photo_reference': 'AUGGfZl6nymVbhON8oSPYUTeio64n3pQn_WgaCV0W5A0q05VUgg1nmZoovL-SHB1K7d4l93-svonm5vFA76QDi7oaMnLgKQuZe1pzwTltJen5nADHXG5pkmhTL7rHcWyp5LXExDFmoAM0lxvmXD5gEIOzCFNb4b-7ZvHEkP6fQV0LFZadPod', 'width': 720}]",-6.3351945,105.8317793,0,1,1,0,0
"MRMR+438, Carita, Pandeglang Regency, Banten, Indonesia",Pantai Kodok,ChIJo8YCQxktQi4RtKRtG_cpl9o,4.1,"['tourist_attraction', 'point_of_interest', 'establishment']",45.0,"[{'height': 3060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100421609964776049056"">A Google User</a>'], 'photo_reference': 'AUGGfZm3JoOQkxukGkX3D2CoXlCi618D5ZYNlK3cUcjr86pwB50bVAbBJ3Ti3Oi-4JzIbzDbwx9m8hltUsafQaRCZWOMP7WXQg74i-17ZjsalZiYpypsk2JZwcfF4ghusNknmtBGVq5GDvLv6KfeadtMmLAs9-gR1PWDqYkU0_aN9hv4XDx_', 'width': 4080}]",-6.317212,105.8402046,0,1,0,0,0
"MRMM+R45, Unnamed Road, Kec. Carita, Kabupaten Pandeglang, Banten 42264, Indonesia",Pantai Mutiara Carita Cottages,ChIJn0ul5astQi4RZcKJHzWUwVg,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",574.0,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113442500037375495564"">Fajar Dwi Krisnanto</a>'], 'photo_reference': 'AUGGfZnpocge6S-g_Tphu5nk3n6GjNaOzYaPOtH9jsPgjKclofG8WaAXwuBrfS2qscrhkVFvVKci3io_3nwEpI4Co5AjcbWHr-r3SGMwDZj14bI-jOvKUyOvr4uImMS09kav08vmm7JROeGtO4SdQoKs66ZEzK1vZRC6v_rQEPcUepp_x6bi', 'width': 4000}]",-6.315484199999999,105.8328465,0,1,0,0,0
"National Rte 3 No.28, Sukajadi, Carita, Pandeglang Regency, Banten 42264, Indonesia",Pantai Lagundi Carita Pandeglang,ChIJQ5PlxF8tQi4RYCQC5Br7MAw,4.3,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']",330.0,"[{'height': 2080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106725416093900274774"">A Google User</a>'], 'photo_reference': 'AUGGfZm-XUjja5f5tvdbJyCKbI9ZVfKoRumCd8YN5X7nRtp4zUivHWgRFn71Rvy7RP1LdTNhWDl3xmrqgDlOO-3u0cEcBjosrh5AyLj6dXkGueIwDZg6hHPr9Mfmia12nM-OPu6rciDWnYgw8REEebCszjnJeEnKcpEcXvbUpkp_hlcIpytL', 'width': 4624}]",-6.2990571,105.8421031,0,1,1,0,0
"Unnamed Road, Cinoyong, Kec. Carita, Kabupaten Pandeglang, Banten 42264, Indonesia",Curug Cimanggung,ChIJuW9MAYspQi4RpWMVMyaAJeI,4.6,"['tourist_attraction', 'point_of_interest', 'establishment']",67.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103343123920848996652"">Asep Jajuli</a>'], 'photo_reference': 'AUGGfZkiZ-n_mWvRzuY0GPd9-0D1cUKl6LFUJTg6sY_hucDFfRm3ucRL_ceyIYGMIl03S9I_-pPYQhmzalw1Rtzi6CmdW77RVK-Eqo8Id8mV0GDWY4WfzqD5-M_1l_bfXymxFC3eV7H59Kfu1S2JsVeCDwWEvePWUaAJ0S6WXSXSUOlejZUt', 'width': 3120}]",-6.2450113,105.8944918,0,0,0,0,0
