formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"5228+VC5, Branggah, Sapih, Kec. Lumbang, Kabupaten Probolinggo, Jawa Timur 67183, Indonesia",Madakaripura Waterfall,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111705299872106160719"">nurjanah mardiningsih</a>'], 'photo_reference': 'AUGGfZnpHHkVTOtBWENJPl2ZN-lVS84b-wmQM7fxrdWGFBvDU6dH97vlsmVN5QyXmwg4gg0PPJOMtjByYdvuaORfup24uamd2oKi8nCm9P7jMdYyuKpxHHr_ltOxrDOhHb8DBrl-464EYw9o2OJZBFvweyDMcdQFHigVBaX1DM67MujGqL9W', 'width': 4608}]",ChIJEVDUNIFK1i0RIzh6_9vIFI0,4.5,"['tourist_attraction', 'point_of_interest', 'establishment']",3057.0,-7.8478713,113.0161214,0,0,0,1,0
"746P+2G2, Banjar Utara, Banjarsari, Kec. Sumberasih, Kabupaten Probolinggo, Jawa Timur 67251, Indonesia","IP2TP Banjarsari, Balitjestro Indonesia","[{'height': 2209, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106210812730705437586"">S Agus Rianto</a>'], 'photo_reference': 'AUGGfZkOVfynNMuT6PEMLiz3ncyCtsdv-mFlErNuoehKUmVim6VCNq3V6GBLd5jXKS2nQAy3X0iajau6dEV0JgNDzj7FPT-3kVxhUpiDJXf9AmY5Bo0x-ArAgi7BKx5hKuzIbwNKDGaHpWVXnC83hwCN-HHHSeJOyAFgPuv4IuKofyOpPQp1', 'width': 2989}]",ChIJz9SVJs6z1y0RUriEgcHG2bk,4.4,"['point_of_interest', 'establishment']",104.0,-7.740000199999999,113.1362844,0,0,0,0,0
"Dusun Pesisir, Bhinor, Paiton, Probolinggo Regency, East Java 67291, Indonesia",Pantai Bohay,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105226678480543550686"">A Google User</a>'], 'photo_reference': 'AUGGfZlMHa2sedBKISjQTCEDGNZxUvXoy9zro0hMcVJy4f9wdU3vlpKLOSavqIT9aVsYFngmZz2q2a1WLVNsYwU8gpiBZ2G_Sg-LrMLodNDoBLe4jELX2amaqGquYy4b0Oc2rtSFkpU71e6z4dz_GZA3v545I28mZOeNBeJ-l4H9w8SE6NTU', 'width': 4640}]",ChIJvw0fnhsD1y0Rqhpd0f7DwAs,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",3660.0,-7.7139659,113.5602994,0,1,0,0,0
"29XW+8CQ, Paras, Segaran, Kec. Tiris, Kabupaten Probolinggo, Jawa Timur 67287, Indonesia",Ranu Segaran,"[{'height': 2848, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115667099734201245353"">Isnan Wijarno</a>'], 'photo_reference': 'AUGGfZmWGY2Tz_dWbyMIWRscMQijGSVgnoWoObfXGF-d5MPOOl4ZyAacZpIaAgC01DtvLA5tnbTmwVt9ZGE3WcMh2G0CjO5L3aeyq3ZKdyizDwzSTtCE_omdrUzp8uxg18fTME28apZj73nkyVhFPOy6JUWSuVFzTQii3EdQF5ybG-jWiTpq', 'width': 4288}]",ChIJOUgyaRv41i0RDynwHX4U4q8,4.1,"['tourist_attraction', 'point_of_interest', 'establishment']",267.0,-7.9516578,113.3961056,0,0,0,0,0
"XXH2+7X4, Ranupani, East Java, Indonesia",Bromo Tengger Semeru National Park,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110669238860773059698"">Mireia Parés Oliva</a>'], 'photo_reference': 'AUGGfZmb42qgTrcYgczkoZcxRpFeWlx_QScQ1PccWDnLeRXf9yvw9SJn4ZA_gW3IU5YO0jRNZ_o4TlVFcKTed3fuxNVkzxfLf2usfi2rnnp7mb9C3xsi_X8ujCrb5ZWIX3f7L_Vn7Eh695pJiP6jyR0txtGqD1vGwGiRFsK1GyvkUoeHHXih', 'width': 4000}]",ChIJRclpXzY_1i0RyZJZgSLArjY,4.8,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",43747.0,-8.0218747,112.9524384,0,0,1,0,0
"562V+9VC, Blok, Arisan, Banjarsawah, Kec. Tegalsiwalan, Kabupaten Probolinggo, Jawa Timur 67274, Indonesia",Sumber Air Ronggo Jalu,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116806460263766975633"">A Google User</a>'], 'photo_reference': 'AUGGfZnmYRDg1KkbQ2LaUsGGhqzDMxKWNpMZVaGzQaQI-pgSybUQu8KQ-GCMIuxbBEpxUjxnNmQGLYY__P4AxgVbVK2yxN49KSi9wKPiLEJE-f3-_YiqBhli69Z7jEoY9ihCrJXzXHnx0knK7P33tTqId6fi6Xk86Y_3-72CFMMXI1shDnAi', 'width': 4160}]",ChIJDTrWBKxT1i0R9dqA1yNP2vI,4.0,"['amusement_park', 'point_of_interest', 'establishment']",270.0,-7.8490543,113.2446019,0,0,1,0,0
"Jalan Raya Banjarsari KM.89,2, Banjarsari, Sumberasih, Banjar Selatan, Banjarsari, Kec. Sumberasih, Kabupaten Probolinggo, Jawa Timur 67211, Indonesia",Rumah Makan Bromo Asri,"[{'height': 2250, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103492725245799966519"">Muhammad Julijanto</a>'], 'photo_reference': 'AUGGfZlEyqxwyeNP7mV_rrIgvunxk9KbMAv5rdmJVPHF0jz4EdXPEJ2bje48zuYKquDeugsqqb08Bl_j2yKM4piiYh_G-Oo6I48dZ7dkACrvnKmVCamFsqPfID1nzwmf5gJ97f0HpTbdhquM0kcrJy8SBivBwYGLFOIacXrPIsfgagm1S99i', 'width': 4000}]",ChIJh_UcqOGz1y0Rjqs7cvsugFk,4.1,"['store', 'restaurant', 'food', 'point_of_interest', 'establishment']",9474.0,-7.7407147,113.1341012,0,0,0,0,0
"744W+286, Jl. Raya Banjarsari, Banjarsari, Kec. Sumberasih, Kabupaten Probolinggo, Jawa Timur 67251, Indonesia",Warung'e Buka Kembali,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115688004207110570859"">rahmat arif</a>'], 'photo_reference': 'AUGGfZktrh9sC_qUKyyv7KZAesbYnD8Dq5lL0ybRMLyZ4bzX7OEcolk1dmOY9CsV4Po3bGR1wQGJqq8w0vqS2El3bL5EdOjdLaF7K9UzsVYz5wXTtsoPP2dbViqG93-DinoPtuxCWfkesDujwrBjdfvabczWzmL7lHHk58zHL27Euu172pzQ', 'width': 4640}]",ChIJVcF_iSCz1y0R9KznlRiS9LQ,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']",326.0,-7.744875,113.1457561,0,0,0,0,0
"Banjar Selatan, Banjarsari, Sumberasih, Probolinggo Regency, East Java 67251, Indonesia",Indomaret Banjarsari,"[{'height': 780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100366766275540776284"">A Google User</a>'], 'photo_reference': 'AUGGfZnKQylDp54N_5Ffv_Br1SSmDHd0dExysUN52r0W5A_F4y5jyy9u-l6RTBh4ro16pD8lzr7vKAodS1f5ZrlCHExL0QEVNtX04-c5Sa58v4F7SGD2LARbTVkbAtPT1MVKoj8zkQODMUnWq-iKDhMRruNjJ2BaCCrsioUCNJxJ2PglfkV3', 'width': 1040}]",ChIJl4GG082z1y0Rx1SmtnRRrzk,4.0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",20.0,-7.7420114,113.1385897,0,0,0,0,0
"JL. Sukapura Tongas Jawa Timur Sukapura Probolinggo, Watulumpang, Sapih, Kec. Lumbang, Kabupaten Probolinggo, Jawa Timur 67254, Indonesia",Rest Area Sukapura,"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110400738547362923090"">08562903226</a>'], 'photo_reference': 'AUGGfZkVHbA9u_oUvE_8jTbqw5cMe2G12mxQka7zDM2V3wNkREY3jr-xdluP4KTdCNmR--QY02KMBJ6mIiK_NeX8q4xYtw8PIt9XK6L3_APYpBGwyw5BYURlZhBsh35ILRXz5r8BK1vS_MfFxXRdrV75AlZAZQvzGpGT3tygFuWPyTxRwAsU', 'width': 4160}]",ChIJld2x7sxL1i0Ri3thYPvSo3Y,4.3,"['point_of_interest', 'establishment']",426.0,-7.8833753,113.0509763,0,0,0,1,0
