formatted_address,name,photos,place_id,rating,types,user_ratings_total,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"JW3P+XG7, Salamdarma, Anjatan, Indramayu Regency, West Java 45256, Indonesia",SALAMDARMA,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117836600248720781173"">fitri setiawan</a>'], 'photo_reference': 'AUGGfZnxqfrCcBREJIXhfpSHqStTr_WMUFvlA5tygxk69jtHxItZ-3Soj0sGy99mBxiUulKyOpW4BMqHlJzrM0yaerfOfjbZdFCcNWrokPCTsATuizKpO5FfvkoqlBIHacvJncQGfXHt4GF61X4jNESNa3meCSdb0_McWhqBMo7TgdGQEDbR', 'width': 3000}]",ChIJg-otXeJJaS4Rjxw8Ij6Oqxc,4.1,"['tourist_attraction', 'point_of_interest', 'establishment']",16.0,-6.3950819,107.9362989,0,0,0,0,0
"Jl. Haurgeulis - Patrol, Anjatan Baru, Kec. Anjatan, Kabupaten Indramayu, Jawa Barat 45256, Indonesia",KERETA Salsha,"[{'height': 780, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106464322504648853490"">A Google User</a>'], 'photo_reference': 'AUGGfZlw3XCB6vFUD1cnyXxW7AsGgivOTGXCQ1nwtvOruAv6QdyQyAhuQgdXPYZ22TUmqG0zOI_G88AQXxcyn7vbnQQWgrjOpUMAXHP2oyNyD-fIOYgHSC2AkWuN0BGqPMPMJLcOJjPGLduOBKnUzl32EgNE57c-SbB0dpnFVVZ5Qq_Xqmsj', 'width': 1040}]",ChIJWTqqHqxLaS4R9zZivyYL0tY,4.8,"['tourist_attraction', 'point_of_interest', 'establishment']",12.0,-6.3543353,107.9544456,0,0,0,0,0
"Jl. Jenderal Sudirman No.33, Wanguk, Kec. Anjatan, Kabupaten Indramayu, Jawa Barat 45256, Indonesia",Fishing pool Wanguk,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106034416374741196289"">Sambel Ceplik</a>'], 'photo_reference': 'AUGGfZmklH8XoQXRUDOefOTsv8iXErIMJDlXcREBu_cXTx9_OkUsDTfR6WSA05vXy7Jfvt3WnCtnQFis4Oe-07exxonR10EO0m3pKUBuv0JSJvPxovWsQgNbVUb4bTW7l15_tYCN5HggKeYEXhsmMaqUMATHXW9jTHdm92REo1YB5EcwKRPj', 'width': 4160}]",ChIJo5axiRlKaS4RJtjbhVyNdFY,3.7,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",55.0,-6.407817,107.963026,0,0,1,0,0
"HXHV+4FM, Jayamulya, Kroya, Indramayu Regency, West Java 45265, Indonesia",KEBUN JAIDAN (Jambu Air Danareja),"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111140872111299744464"">Keboen Jamboe Danareja</a>'], 'photo_reference': 'AUGGfZkrsl3xNZPWjHgwDfQqu1ozqYzz9lLJHhMZQ-AkzMy1563ZiJ3m5kLbD7HGNddq6T9q-csueKUNnY1gb-iXa9bRrdOYwlVhYljDpGfDVqWnuyBNqV1eeVcTh1NUaBvXqxumZ_hvHBuohdtc4fdI6cBf9GlrqSXJUptyq4Nw5d5TXRRn', 'width': 3264}]",ChIJoS03hWo1aS4Rc-Ga5euHMR8,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",10.0,-6.42284,107.9941033,0,0,0,0,1
"J2F2+WXH, Cipaat, Bongas, Indramayu Regency, West Java 45255, Indonesia",Kusnadi se,,ChIJYU2FfMVLaS4RNL1QN45po5g,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-6.3751926,108.0024827,0,0,0,0,0
"MXP8+76F, East Sumuradem, Sukra, Indramayu Regency, West Java 45257, Indonesia",Asep Erni,,ChIJP0BfLIhNaS4RK3TiG_WVQD0,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-6.313858499999999,107.9652636,0,0,0,0,0
"MXW4+95F Rumah ningrum, Karang Layung, Kec. Sukra, Kabupaten Indramayu, Jawa Barat 45257, Indonesia",MKS.XYZ TEAM,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104760767309107778821"">A Google User</a>'], 'photo_reference': 'AUGGfZl2LbGf_gqYIrZwePfaALTLgF5nkLJebN7hfjXht8j71VWrw9vanG_bRHZqoSJfadgHCxC6UiOqbMg6gpv8ns-GNDNIqcOfgR5Fd8ap9bT1qeFFeg0YGRQ_MnU21CUkmi-dGeiLEXOwiN5792l86xDTgjQHEgozrrmk21K0jfE_FqH4', 'width': 4160}]",ChIJ40bmyyxNaS4Ruty0bjhR50o,2.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,-6.303401,107.9557304,0,0,0,0,0
"P263+PJ7, Patrol Kepuh, Patrol Lor, Kec. Patrol, Kabupaten Indramayu, Jawa Barat 45257, Indonesia",Pantai Kepuh,"[{'height': 2296, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113250255216823771059"">amet arief</a>'], 'photo_reference': 'AUGGfZnUbWN3F3b4QrLWRFWhXrHHBn8Va3XKVpE7P9BlVLUsJY65iBZd3w2Mdr5t1524P-NBtb3wM2e0ZEM2W308WV0igX1XS0nFvONkDFpg9bhTF8qbzPgWf95fknTGVZq2vltnWw1JaEMcxYV1EdSaODH3YJXVtTxeS0Q72jkAa5KapgGL', 'width': 4080}]",ChIJB6_40jpNaS4RGx2yQQVJBlo,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",158.0,-6.2882083,108.0040554,0,1,0,0,0
"Desa mekarjati blok manggung sari rt22 rw7, Mekarjati, Kec. Haurgeulis, Kabupaten Indramayu, Jawa Barat 45264, Indonesia",Wisata Pemancingan Oom Kancil Putri,"[{'height': 493, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114811587995614300246"">A Google User</a>'], 'photo_reference': 'AUGGfZlPt-nrqGdNDZB4ukSnJmZ9Grcfolw9pI0Wq4CDfA9K1X0I0BZa6AwKXGlq0Ke2wDTtc4TKjSP7v_jtCmRKw75k07HUh74DSfyRO26f2zNUzub4G-D4NG8v5fMeXZRpBMiwp6ssR5XUuftNsdaarRxBaDI9AtJpUmzbo5dl9nEnOrxI', 'width': 1040}]",ChIJXeYypzs1aS4Rpbn295kmyoU,4.7,"['tourist_attraction', 'point_of_interest', 'establishment']",3.0,-6.4448332,107.9554629,0,0,1,0,0
"Jl. Jenderal Sudirman No.09, Cipancuh, Kec. Haurgeulis, Kabupaten Indramayu, Jawa Barat 45264, Indonesia",Water Boom Tirta Djaya,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107968468491975967359"">aldin maulana</a>'], 'photo_reference': 'AUGGfZnvny_tuBvlhQslTImuYomqMnduzz-3gmA1SE34RPj8owXM-atsVw77GL7HTODJWKmmsbXibEeX4c6OFf4NNjIe6YQShOQJ-opQ3yu2jW5jFMe06ExmfMfUbXc3cq5RGAZOcUAj_soaw0VwPa026sWq6FQQhJhMgyZGpH-wogIe27x-', 'width': 4160}]",ChIJ-ct-7nI2aS4ROYZ7x0Cs_cQ,4.1,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",949.0,-6.4462734,107.9431848,0,0,1,0,0
