formatted_address,name,place_id,rating,types,user_ratings_total,photos,lat,lng,history_and_cultural,nature_and_adventure,entertainment_and_leisure,spiritual_and_architecture,wildlife_and_conservation
"34GQ+C8G, Tlandung, Asem Jaran, Kec. Banyuates, Kabupaten Sampang, Jawa Timur 69263, Indonesia",Wisata Kebun Pertanian,ChIJQVemyME52C0R8PRVfmGvIt4,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106480446878168038714"">A Google User</a>'], 'photo_reference': 'AUGGfZmxRU519dMLj6uCjzoYGp8AKB3yKpwGytx2w_kJfUu5Ei9gYWIHbRQb_rYkv1b6bbAgod9roA3u_3hHfb0SJlCm0y3tM4-nHh5SWTSwKUv-xNqJdUwA7tFkAtiQ3fmZfEj2t5Uf6iRx2BPnfDS1qoRKtoKTfOb2ReVSIO3m93e2XbEY', 'width': 3096}]",-6.923932600000001,113.1383346,0,0,1,0,1
"35VW+7P, Gedungan, Batioh, Kec. Banyuates, Kabupaten Sampang, Jawa Timur, Indonesia",Sungai Patereman,ChIJtyOsFgA32C0R3ZT81NVhwmY,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,,-6.906548600000001,113.1977057,0,0,0,0,0
"357V+X8C, desa, Pakolan, Montor, Kec. Banyuates, Kabupaten Sampang, Jawa Timur 69263, Indonesia",Wisata Waduk Nipah - Sampang,ChIJ9cZ4n6cw2C0RxWwYHmqOGio,4.2,"['tourist_attraction', 'point_of_interest', 'establishment']",154.0,"[{'height': 2248, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109887335837258089653"">Dody Purbo</a>'], 'photo_reference': 'AUGGfZlM6_0z0r3mE3ToTxx-_n3lN9CsgbQXVo1GmYOHGjBlczNtCksUpRYym8hVOfTy-1Mgihr6t3zuYqWC4QG52pbGJAFDobOBBENdwhLtqckcE2p4gZhZqLWND2vyepfU-4AukxykwmGqAppuRzYHn7zxvWlLZsxne_EO8iHX9t54XiTU', 'width': 4000}]",-6.935061500000001,113.193264,0,0,1,0,0
"Pantai podeng, Dung Gadung, Jatra Tim., Kec. Banyuates, Kabupaten Sampang, Jawa Timur 69216, Indonesia",Pantai podeng banyuates,ChIJzbBuPeI52C0R7ldbo0phrxw,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",1.0,"[{'height': 384, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106292815404752683184"">A Google User</a>'], 'photo_reference': 'AUGGfZkZg8tsQb5kKKEshElMh0jyfHqp5UM3MJrNyWSl1zQEikUZBQbrQ73ktJARZe8N1beWc9pZHYkmRVwU5Z1mV3vLSpyjZVI1OGpe92wJ_ErnxW1lT7NanOWPBm5JK0Z13LXO50qSGJeefH3wiK8T4yoOV5x1eyaKSN9scLy27LHmj5eV', 'width': 716}]",-6.892021199999999,113.1451168,0,1,0,0,0
"Balai, Jl. Raden Segoro, Nepa, Kec. Banyuates, Kabupaten Sampang, Jawa Timur 69263, Indonesia",WISATA PANTAI SEGORO,ChIJpd1o3iE32C0RP2IxWNe1rC4,5.0,"['tourist_attraction', 'point_of_interest', 'establishment']",5.0,"[{'height': 1276, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101270647545906000043"">A Google User</a>'], 'photo_reference': 'AUGGfZlDgt2VN9EZ_fcj5XSJYNPt32tMtG4w8Sb19ImaO1xZO_RlMHJh2QCoXMVXLtzFXhVCkymvgKOVhjJbMkMd0KchBo9mIPmO4fooJ6w-CTBN5Rbg0CmtM1Qku61832lsYQxtRgnScNTE1RS9z5Vv5OILcuhDmr96SAiqiaC_VjK7wOnf', 'width': 2268}]",-6.8958565,113.2062545,0,1,1,0,0
"4622+X85 Monkey Forest of Nepa, Batioh, Banyuates, Sampang Regency, East Java 69263, Indonesia",Pantai Nepa,ChIJ8-MHtGk32C0RF6OiulrOLpk,4.4,"['tourist_attraction', 'point_of_interest', 'establishment']",19.0,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106636211675826965165"">Fata Gitullhoe</a>'], 'photo_reference': 'AUGGfZkxDhcJBScYD_LGRUyS3Ej_P4U7-5E-OAmGbm4yDdmKhFRpjhVPbHGdolifPJBGxzp3LLM9C88si-A9nFvBOSrRhzpIY5ujAfFwGsjfcBT2QjbB6kXG70a6jx8G8ShkmmWlh6gsWO8O8f6QuvXvCowVGrVeCvsiTqSuQrRz_bCHoYaR', 'width': 1952}]",-6.8976209,113.2008495,0,1,0,0,0
"4622+X85, Batioh, Kec. Banyuates, Kabupaten Sampang, Jawa Timur 69263, Indonesia",Monkey Forest of Nepa,ChIJGQiAgGY32C0RWumkzQJsnoY,4.3,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",307.0,"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116359882961910091454"">Didik Sanjuu</a>'], 'photo_reference': 'AUGGfZknr_rDU4-fUx5hpqJK2rcfPQ0pEA4LZimz4uGhijc4QLMrepZFxmU-gaU66CVNyUN72kKQdw6xAVWQ6E3tg6Jxl2E-GGn5kQ6oRGZYEvgaiBEzYhfmg32ZAJZp9J9-GzJwVI8D0TE3PlznMGUSMttB0KijSMe7VcBuk3dAsWTI8XTP', 'width': 3264}]",-6.8976209,113.2008495,0,0,1,0,0
"Q8J9+MJR, Jl. Raya Camplong, Kec. Camplong, Kabupaten Sampang, Jawa Timur 69281, Indonesia",Pantai Camplong,ChIJuTyS8GyB1y0ROKsBatwY5S4,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",3044.0,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105877638524784876488"">Achmad Darwis</a>'], 'photo_reference': 'AUGGfZnA4Iv7a6y-YmxXg5ZgpyGt-HbpyVDSIlRXtb7JJ8idZLXdDJ3cIUzT3WFNwLAAYLBQy2k1nsWzMFIs6jTYNq40gEY5WV0Tyu-9jT25mbJqWuVqUtip_M6bF4Pm51RCjjQpWyhvW2sIwUAYcp-amEKbkTP5GBGxQ8A2iSxh2Zlq_8bk', 'width': 4128}]",-7.218271400000001,113.3190182,0,1,0,0,0
"R84C+2MX Budi luhur TailorPrajjan, Jl. Prajjan, Prajjan Utara, Prajjan, Kec. Camplong, Kabupaten Sampang, Jawa Timur 69281, Indonesia",sumber air prajjan camplong,ChIJvdjQuOKA1y0R7oMCO-2hih8,4.3,"['school', 'tourist_attraction', 'point_of_interest', 'establishment']",56.0,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106311520367178664656"">Moh. Mansour</a>'], 'photo_reference': 'AUGGfZnz8utHeNuPpwGqyuSOU6-xXPHlgAnelAy3obT__we0U54kUciVKccuHOr6sKBXJKlWL3-kMzwYHYDwDCGT0Dg0d8GBjed9hoqGv_x-nc_tDrxT0c2n9ht8QTJ2KZZ55qHHEMmK27jPCaH4VDMrMdr01Y2Ba8U-ua2Pq5Wv5_RyHs2D', 'width': 5312}]",-7.1948914,113.3217447,0,0,0,0,0
"R9V3+7F8, Pancor, Pamolaan, Kec. Camplong, Kabupaten Sampang, Jawa Timur, Indonesia",Dusun moklonying,ChIJvQz8Fs2B1y0Ry4PNbiNHozw,4.0,"['tourist_attraction', 'point_of_interest', 'establishment']",4.0,,-7.1566645,113.3538618,0,0,0,0,0
